time_s,q_rad,q_deg,qd_rad,qd_deg,qdot_rad_s,qd_dot_rad_s,e_rad,edot_rad_s,tau_cmd_Nm,tq_cmd_permille,pos_counts
1.864078,1.702067,97.521240,0.406440,23.287287,0.000249,0.342427,-1.295627,0.342178,-19.263315,-1000.000000,88766
1.872163,1.702067,97.521240,0.408152,23.385385,0.000237,0.342427,-1.293915,0.342190,-19.237626,-1000.000000,88766
1.880074,1.702067,97.521240,0.409864,23.483483,0.000225,0.342427,-1.292203,0.342202,-19.211938,-1000.000000,88766
1.888155,1.702067,97.521240,0.411576,23.581582,0.000214,0.342427,-1.290490,0.342213,-19.186251,-1000.000000,88766
1.896081,1.702067,97.521240,0.413288,23.679680,0.000203,0.342427,-1.288778,0.342224,-19.160563,-1000.000000,88766
1.904144,1.702067,97.521240,0.415001,23.777778,0.000193,0.342427,-1.287066,0.342234,-19.134876,-1000.000000,88766
1.914092,1.702067,97.521240,0.416713,23.875876,0.000183,0.342427,-1.285354,0.342244,-19.109190,-1000.000000,88766
1.922158,1.702067,97.521240,0.418425,23.973974,0.000174,0.342427,-1.283642,0.342253,-19.083503,-1000.000000,88766
1.930096,1.702067,97.521240,0.420137,24.072072,0.000165,0.342427,-1.281930,0.342261,-19.057817,-1000.000000,88766
1.938162,1.702067,97.521240,0.421849,24.170170,0.000157,0.342427,-1.280218,0.342270,-19.032130,-1000.000000,88766
1.946082,1.702067,97.521240,0.423561,24.268268,0.000149,0.342427,-1.278506,0.342278,-19.006444,-1000.000000,88766
1.954176,1.702067,97.521240,0.425273,24.366366,0.000142,0.342427,-1.276793,0.342285,-18.980759,-1000.000000,88766
1.962075,1.702067,97.521240,0.426985,24.464464,0.000135,0.342427,-1.275081,0.342292,-18.955073,-1000.000000,88766
1.970172,1.702067,97.521240,0.428698,24.562563,0.000128,0.342427,-1.273369,0.342299,-18.929388,-1000.000000,88766
1.979084,1.702067,97.521240,0.430410,24.660661,0.000122,0.342427,-1.271657,0.342305,-18.903702,-1000.000000,88766
1.987160,1.702067,97.521240,0.432122,24.758759,0.000116,0.342427,-1.269945,0.342311,-18.878017,-1000.000000,88766
1.996097,1.702067,97.521240,0.433834,24.856857,0.000110,0.342427,-1.268233,0.342317,-18.852332,-1000.000000,88766
2.004145,1.702067,97.521240,0.435546,24.954955,0.000104,0.342427,-1.266521,0.342323,-18.826648,-1000.000000,88766
2.012108,1.702067,97.521240,0.437258,25.053053,0.000099,0.342427,-1.264808,0.342328,-18.800963,-1000.000000,88766
2.020254,1.702067,97.521240,0.438970,25.151151,0.000094,0.342427,-1.263096,0.342333,-18.775279,-1000.000000,88766
2.029096,1.702067,97.521240,0.440683,25.249249,0.000089,0.342427,-1.261384,0.342338,-18.749594,-1000.000000,88766
2.037164,1.702067,97.521240,0.442395,25.347347,0.000085,0.342427,-1.259672,0.342342,-18.723910,-1000.000000,88766
2.046092,1.702067,97.521240,0.444107,25.445445,0.000081,0.342427,-1.257960,0.342346,-18.698226,-1000.000000,88766
2.054175,1.702067,97.521240,0.445819,25.543544,0.000077,0.342427,-1.256248,0.342350,-18.672542,-1000.000000,88766
2.062113,1.702067,97.521240,0.447531,25.641642,0.000073,0.342427,-1.254536,0.342354,-18.646858,-1000.000000,88766
2.070162,1.702067,97.521240,0.449243,25.739740,0.000069,0.342427,-1.252824,0.342358,-18.621174,-1000.000000,88766
2.079108,1.702067,97.521240,0.450955,25.837838,0.000066,0.342427,-1.251111,0.342361,-18.595490,-1000.000000,88766
2.087163,1.702067,97.521240,0.452667,25.935936,0.000062,0.342427,-1.249399,0.342365,-18.569807,-1000.000000,88766
2.095116,1.702067,97.521240,0.454380,26.034034,0.000059,0.342427,-1.247687,0.342368,-18.544123,-1000.000000,88766
2.103183,1.702067,97.521240,0.456092,26.132132,0.000056,0.342427,-1.245975,0.342371,-18.518439,-1000.000000,88766
2.111129,1.702067,97.521240,0.457804,26.230230,0.000054,0.342427,-1.244263,0.342373,-18.492756,-1000.000000,88766
2.119175,1.702067,97.521240,0.459516,26.328328,0.000051,0.342427,-1.242551,0.342376,-18.467073,-1000.000000,88766
2.127117,1.702067,97.521240,0.461228,26.426426,0.000048,0.342427,-1.240839,0.342379,-18.441389,-1000.000000,88766
2.135176,1.702067,97.521240,0.462940,26.524525,0.000046,0.342427,-1.239126,0.342381,-18.415706,-1000.000000,88766
2.143167,1.702067,97.521240,0.464652,26.622623,0.000044,0.342427,-1.237414,0.342383,-18.390023,-1000.000000,88766
2.151182,1.702067,97.521240,0.466365,26.720721,0.000041,0.342427,-1.235702,0.342386,-18.364340,-1000.000000,88766
2.159134,1.702067,97.521240,0.468077,26.818819,0.000039,0.342427,-1.233990,0.342388,-18.338657,-1000.000000,88766
2.167178,1.702067,97.521240,0.469789,26.916917,0.000037,0.342427,-1.232278,0.342390,-18.312974,-1000.000000,88766
2.175173,1.702067,97.521240,0.471501,27.015015,0.000036,0.342427,-1.230566,0.342391,-18.287291,-1000.000000,88766
2.183075,1.702067,97.521240,0.473213,27.113113,0.000034,0.342427,-1.228854,0.342393,-18.261608,-1000.000000,88766
2.192153,1.702067,97.521240,0.474925,27.211211,0.000032,0.342427,-1.227142,0.342395,-18.235925,-1000.000000,88766
2.201079,1.702067,97.521240,0.476637,27.309309,0.000030,0.342427,-1.225429,0.342397,-18.210242,-1000.000000,88766
2.209183,1.702067,97.521240,0.478349,27.407407,0.000029,0.342427,-1.223717,0.342398,-18.184559,-1000.000000,88766
2.217072,1.702067,97.521240,0.480062,27.505506,0.000027,0.342427,-1.222005,0.342399,-18.158877,-1000.000000,88766
2.225172,1.702067,97.521240,0.481774,27.603604,0.000026,0.342427,-1.220293,0.342401,-18.133194,-1000.000000,88766
2.233082,1.702067,97.521240,0.483486,27.701702,0.000025,0.342427,-1.218581,0.342402,-18.107511,-1000.000000,88766
2.241165,1.702067,97.521240,0.485198,27.799800,0.000024,0.342427,-1.216869,0.342403,-18.081829,-1000.000000,88766
2.249076,1.702067,97.521240,0.486910,27.897898,0.000022,0.342427,-1.215157,0.342405,-18.056146,-1000.000000,88766
2.257167,1.702067,97.521240,0.488622,27.995996,0.000021,0.342427,-1.213444,0.342406,-18.030464,-1000.000000,88766
2.265088,1.702067,97.521240,0.490334,28.094094,0.000020,0.342427,-1.211732,0.342407,-18.004781,-1000.000000,88766
2.273159,1.702067,97.521240,0.492047,28.192192,0.000019,0.342427,-1.210020,0.342408,-17.979098,-1000.000000,88766
2.281097,1.702067,97.521240,0.493759,28.290290,0.000018,0.342427,-1.208308,0.342409,-17.953416,-1000.000000,88766
2.289159,1.702067,97.521240,0.495471,28.388388,0.000017,0.342427,-1.206596,0.342410,-17.927733,-1000.000000,88766
2.297099,1.702067,97.521240,0.497183,28.486486,0.000016,0.342427,-1.204884,0.342411,-17.902051,-1000.000000,88766
2.305156,1.702067,97.521240,0.498895,28.584585,0.000016,0.342427,-1.203172,0.342411,-17.876369,-1000.000000,88766
2.313089,1.702067,97.521240,0.500607,28.682683,0.000015,0.342427,-1.201459,0.342412,-17.850686,-1000.000000,88766
2.321159,1.702067,97.521240,0.502319,28.780781,0.000014,0.342427,-1.199747,0.342413,-17.825004,-1000.000000,88766
2.329089,1.702067,97.521240,0.504032,28.878879,0.000013,0.342427,-1.198035,0.342414,-17.799321,-1000.000000,88766
2.337163,1.702067,97.521240,0.505744,28.976977,0.000013,0.342427,-1.196323,0.342414,-17.773639,-1000.000000,88766
2.345115,1.702067,97.521240,0.507456,29.075075,0.000012,0.342427,-1.194611,0.342415,-17.747957,-1000.000000,88766
2.353173,1.702067,97.521240,0.509168,29.173173,0.000011,0.342427,-1.192899,0.342415,-17.722274,-1000.000000,88766
2.362100,1.702067,97.521240,0.510880,29.271271,0.000011,0.342427,-1.191187,0.342416,-17.696592,-1000.000000,88766
2.370156,1.702067,97.521240,0.512592,29.369369,0.000010,0.342427,-1.189475,0.342417,-17.670910,-1000.000000,88766
2.379093,1.702067,97.521240,0.514304,29.467467,0.000010,0.342427,-1.187762,0.342417,-17.645227,-1000.000000,88766
2.387161,1.702067,97.521240,0.516016,29.565566,0.000009,0.342427,-1.186050,0.342418,-17.619545,-1000.000000,88766
2.396322,1.702067,97.521240,0.517729,29.663664,0.000009,0.342427,-1.184338,0.342418,-17.593863,-1000.000000,88766
2.405179,1.702067,97.521240,0.519441,29.761762,0.000008,0.342427,-1.182626,0.342419,-17.568181,-1000.000000,88766
2.414102,1.702067,97.521240,0.521153,29.859860,0.000008,0.342427,-1.180914,0.342419,-17.542498,-1000.000000,88766
2.422181,1.702067,97.521240,0.522865,29.957958,0.000008,0.342427,-1.179202,0.342419,-17.516816,-1000.000000,88766
2.430103,1.702067,97.521240,0.524577,30.056056,0.000007,0.342427,-1.177490,0.342420,-17.491134,-1000.000000,88766
2.439338,1.702067,97.521240,0.526289,30.154154,0.000007,0.342427,-1.175777,0.342420,-17.465452,-1000.000000,88766
2.448096,1.702067,97.521240,0.528001,30.252252,0.000007,0.342427,-1.174065,0.342420,-17.439770,-1000.000000,88766
2.456215,1.702067,97.521240,0.529714,30.350350,0.000006,0.342427,-1.172353,0.342421,-17.414087,-1000.000000,88766
2.465093,1.702067,97.521240,0.531426,30.448448,0.000006,0.342427,-1.170641,0.342421,-17.388405,-1000.000000,88766
2.474185,1.702067,97.521240,0.533138,30.546547,0.000006,0.342427,-1.168929,0.342421,-17.362723,-1000.000000,88766
2.483073,1.702067,97.521240,0.534850,30.644645,0.000005,0.342427,-1.167217,0.342422,-17.337041,-1000.000000,88766
2.491192,1.702067,97.521240,0.536562,30.742743,0.000005,0.342427,-1.165505,0.342422,-17.311359,-1000.000000,88766
2.499079,1.702067,97.521240,0.538274,30.840841,0.000005,0.342427,-1.163793,0.342422,-17.285677,-1000.000000,88766
2.507184,1.702067,97.521240,0.539986,30.938939,0.000005,0.342427,-1.162080,0.342422,-17.259995,-1000.000000,88766
2.515126,1.702067,97.521240,0.541698,31.037037,0.000004,0.342427,-1.160368,0.342423,-17.234312,-1000.000000,88766
2.524195,1.702067,97.521240,0.543411,31.135135,0.000004,0.342427,-1.158656,0.342423,-17.208630,-1000.000000,88766
2.533099,1.702067,97.521240,0.545123,31.233233,0.000004,0.342427,-1.156944,0.342423,-17.182948,-1000.000000,88766
2.541190,1.702067,97.521240,0.546835,31.331331,0.000004,0.342427,-1.155232,0.342423,-17.157266,-1000.000000,88766
2.550156,1.702067,97.521240,0.548547,31.429429,0.000004,0.342427,-1.153520,0.342423,-17.131584,-1000.000000,88766
2.560178,1.702067,97.521240,0.550259,31.527528,0.000003,0.342427,-1.151808,0.342424,-17.105902,-1000.000000,88766
2.569198,1.702067,97.521240,0.551971,31.625626,0.000003,0.342427,-1.150095,0.342424,-17.080220,-1000.000000,88766
2.579120,1.702067,97.521240,0.553683,31.723724,0.000003,0.342427,-1.148383,0.342424,-17.054538,-1000.000000,88766
2.588223,1.702067,97.521240,0.555396,31.821822,0.000003,0.342427,-1.146671,0.342424,-17.028855,-1000.000000,88766
2.597088,1.702067,97.521240,0.557108,31.919920,0.000003,0.342427,-1.144959,0.342424,-17.003173,-1000.000000,88766
2.605159,1.702067,97.521240,0.558820,32.018018,0.000003,0.342427,-1.143247,0.342424,-16.977491,-1000.000000,88766
2.614109,1.702067,97.521240,0.560532,32.116116,0.000002,0.342427,-1.141535,0.342424,-16.951809,-1000.000000,88766
2.623357,1.702067,97.521240,0.562244,32.214214,0.000002,0.342427,-1.139823,0.342425,-16.926127,-1000.000000,88766
2.632092,1.702067,97.521240,0.563956,32.312312,0.000002,0.342427,-1.138110,0.342425,-16.900445,-1000.000000,88766
2.642158,1.702067,97.521240,0.565668,32.410410,0.000002,0.342427,-1.136398,0.342425,-16.874763,-1000.000000,88766
2.651183,1.702067,97.521240,0.567381,32.508509,0.000002,0.342427,-1.134686,0.342425,-16.849081,-1000.000000,88766
2.661210,1.702067,97.521240,0.569093,32.606607,0.000002,0.342427,-1.132974,0.342425,-16.823399,-1000.000000,88766
2.670172,1.702067,97.521240,0.570805,32.704705,0.000002,0.342427,-1.131262,0.342425,-16.797717,-1000.000000,88766
2.680128,1.702067,97.521240,0.572517,32.802803,0.000002,0.342427,-1.129550,0.342425,-16.772035,-1000.000000,88766
2.689200,1.702067,97.521240,0.574229,32.900901,0.000002,0.342427,-1.127838,0.342425,-16.746353,-1000.000000,88766
2.698097,1.702067,97.521240,0.575941,32.998999,0.000002,0.342427,-1.126126,0.342425,-16.720671,-1000.000000,88766
2.706280,1.702067,97.521240,0.577653,33.097097,0.000001,0.342427,-1.124413,0.342425,-16.694988,-1000.000000,88766
2.716093,1.702067,97.521240,0.579365,33.195195,0.000001,0.342427,-1.122701,0.342426,-16.669306,-1000.000000,88766
2.724184,1.702067,97.521240,0.581078,33.293293,0.000001,0.342427,-1.120989,0.342426,-16.643624,-1000.000000,88766
2.734197,1.702067,97.521240,0.582790,33.391391,0.000001,0.342427,-1.119277,0.342426,-16.617942,-1000.000000,88766
2.744165,1.702067,97.521240,0.584502,33.489489,0.000001,0.342427,-1.117565,0.342426,-16.592260,-1000.000000,88766
2.752177,1.702067,97.521240,0.586214,33.587588,0.000001,0.342427,-1.115853,0.342426,-16.566578,-1000.000000,88766
2.762262,1.702067,97.521240,0.587926,33.685686,0.000001,0.342427,-1.114141,0.342426,-16.540896,-1000.000000,88766
2.772304,1.702067,97.521240,0.589638,33.783784,0.000001,0.342427,-1.112428,0.342426,-16.515214,-1000.000000,88766
2.781102,1.702067,97.521240,0.591350,33.881882,0.000001,0.342427,-1.110716,0.342426,-16.489532,-1000.000000,88766
2.790229,1.702067,97.521240,0.593063,33.979980,0.000001,0.342427,-1.109004,0.342426,-16.463850,-1000.000000,88766
2.799424,1.702067,97.521240,0.594775,34.078078,0.000001,0.342427,-1.107292,0.342426,-16.438168,-1000.000000,88766
2.809243,1.702067,97.521240,0.596487,34.176176,0.000001,0.342427,-1.105580,0.342426,-16.412486,-1000.000000,88766
2.818199,1.702067,97.521240,0.598199,34.274274,0.000001,0.342427,-1.103868,0.342426,-16.386804,-1000.000000,88766
2.828134,1.702067,97.521240,0.599911,34.372372,0.000001,0.342427,-1.102156,0.342426,-16.361122,-1000.000000,88766
2.837214,1.702067,97.521240,0.601623,34.470470,0.000001,0.342427,-1.100444,0.342426,-16.335440,-1000.000000,88766
2.847178,1.702067,97.521240,0.603335,34.568569,0.000001,0.342427,-1.098731,0.342426,-16.309758,-1000.000000,88766
2.857264,1.702067,97.521240,0.605047,34.666667,0.000001,0.342427,-1.097019,0.342426,-16.284076,-1000.000000,88766
2.866115,1.702067,97.521240,0.606760,34.764765,0.000001,0.342427,-1.095307,0.342426,-16.258394,-1000.000000,88766
2.874227,1.702067,97.521240,0.608472,34.862863,0.000001,0.342427,-1.093595,0.342426,-16.232712,-1000.000000,88766
2.884317,1.702067,97.521240,0.610184,34.960961,0.000001,0.342427,-1.091883,0.342426,-16.207030,-1000.000000,88766
2.894153,1.702067,97.521240,0.611896,35.059059,0.000001,0.342427,-1.090171,0.342426,-16.181348,-1000.000000,88766
2.902196,1.702067,97.521240,0.613608,35.157157,0.000001,0.342427,-1.088459,0.342426,-16.155666,-1000.000000,88766
2.911176,1.702067,97.521240,0.615320,35.255255,0.000000,0.342427,-1.086746,0.342426,-16.129984,-1000.000000,88766
2.920196,1.702067,97.521240,0.617032,35.353353,0.000000,0.342427,-1.085034,0.342427,-16.104301,-1000.000000,88766
2.930124,1.702067,97.521240,0.618745,35.451451,0.000000,0.342427,-1.083322,0.342427,-16.078619,-1000.000000,88766
2.938213,1.702067,97.521240,0.620457,35.549550,0.000000,0.342427,-1.081610,0.342427,-16.052937,-1000.000000,88766
2.946116,1.702067,97.521240,0.622169,35.647648,0.000000,0.342427,-1.079898,0.342427,-16.027255,-1000.000000,88766
2.954208,1.702067,97.521240,0.623881,35.745746,0.000000,0.342427,-1.078186,0.342427,-16.001573,-1000.000000,88766
2.964174,1.702067,97.521240,0.625593,35.843844,0.000000,0.342427,-1.076474,0.342427,-15.975891,-1000.000000,88766
2.972195,1.702067,97.521240,0.627305,35.941942,0.000000,0.342427,-1.074762,0.342427,-15.950209,-1000.000000,88766
2.980109,1.702067,97.521240,0.629017,36.040040,0.000000,0.342427,-1.073049,0.342427,-15.924527,-1000.000000,88766
2.988188,1.702067,97.521240,0.630729,36.138138,0.000000,0.342427,-1.071337,0.342427,-15.898845,-1000.000000,88766
2.997128,1.702067,97.521240,0.632442,36.236236,0.000000,0.342427,-1.069625,0.342427,-15.873163,-1000.000000,88766
3.005316,1.702067,97.521240,0.634154,36.334334,0.000000,0.342427,-1.067913,0.342427,-15.847481,-1000.000000,88766
3.014202,1.702067,97.521240,0.635866,36.432432,0.000000,0.342427,-1.066201,0.342427,-15.821799,-1000.000000,88766
3.023305,1.702067,97.521240,0.637578,36.530531,0.000000,0.342427,-1.064489,0.342427,-15.796117,-1000.000000,88766
3.032175,1.702067,97.521240,0.639290,36.628629,0.000000,0.342427,-1.062777,0.342427,-15.770435,-1000.000000,88766
3.040204,1.702067,97.521240,0.641002,36.726727,0.000000,0.342427,-1.061064,0.342427,-15.744753,-1000.000000,88766
3.048125,1.702067,97.521240,0.642714,36.824825,0.000000,0.342427,-1.059352,0.342427,-15.719071,-1000.000000,88766
3.057401,1.702067,97.521240,0.644427,36.922923,0.000000,0.342427,-1.057640,0.342427,-15.693389,-1000.000000,88766
3.066144,1.702067,97.521240,0.646139,37.021021,0.000000,0.342427,-1.055928,0.342427,-15.667707,-1000.000000,88766
3.074296,1.702067,97.521240,0.647851,37.119119,0.000000,0.342427,-1.054216,0.342427,-15.642025,-1000.000000,88766
3.083235,1.702067,97.521240,0.649563,37.217217,0.000000,0.342427,-1.052504,0.342427,-15.616343,-1000.000000,88766
3.093232,1.702067,97.521240,0.651275,37.315315,0.000000,0.342427,-1.050792,0.342427,-15.590661,-1000.000000,88766
3.101200,1.702067,97.521240,0.652987,37.413413,0.000000,0.342427,-1.049079,0.342427,-15.564979,-1000.000000,88766
3.109127,1.702067,97.521240,0.654699,37.511512,0.000000,0.342427,-1.047367,0.342427,-15.539297,-1000.000000,88766
3.117229,1.702067,97.521240,0.656412,37.609610,0.000000,0.342427,-1.045655,0.342427,-15.513615,-1000.000000,88766
3.126135,1.702067,97.521240,0.658124,37.707708,0.000000,0.342427,-1.043943,0.342427,-15.487933,-1000.000000,88766
3.134209,1.702067,97.521240,0.659836,37.805806,0.000000,0.342427,-1.042231,0.342427,-15.462251,-1000.000000,88766
3.143183,1.702067,97.521240,0.661548,37.903904,0.000000,0.342427,-1.040519,0.342427,-15.436569,-1000.000000,88766
3.151267,1.702067,97.521240,0.663260,38.002002,0.000000,0.342427,-1.038807,0.342427,-15.410887,-1000.000000,88766
3.160162,1.702067,97.521240,0.664972,38.100100,0.000000,0.342427,-1.037095,0.342427,-15.385205,-1000.000000,88766
3.169238,1.702067,97.521240,0.666684,38.198198,0.000000,0.342427,-1.035382,0.342427,-15.359523,-1000.000000,88766
3.179135,1.702067,97.521240,0.668396,38.296296,0.000000,0.342427,-1.033670,0.342427,-15.333841,-1000.000000,88766
3.187232,1.702067,97.521240,0.670109,38.394394,0.000000,0.342427,-1.031958,0.342427,-15.308159,-1000.000000,88766
3.195132,1.702067,97.521240,0.671821,38.492492,0.000000,0.342427,-1.030246,0.342427,-15.282477,-1000.000000,88766
3.203192,1.702067,97.521240,0.673533,38.590591,0.000000,0.342427,-1.028534,0.342427,-15.256795,-1000.000000,88766
3.213115,1.702067,97.521240,0.675245,38.688689,0.000000,0.342427,-1.026822,0.342427,-15.231113,-1000.000000,88766
3.221198,1.702067,97.521240,0.676957,38.786787,0.000000,0.342427,-1.025110,0.342427,-15.205431,-1000.000000,88766
3.230118,1.702067,97.521240,0.678669,38.884885,0.000000,0.342427,-1.023397,0.342427,-15.179748,-1000.000000,88766
3.239215,1.702067,97.521240,0.680381,38.982983,0.000000,0.342427,-1.021685,0.342427,-15.154066,-1000.000000,88766
3.248130,1.702067,97.521240,0.682094,39.081081,0.000000,0.342427,-1.019973,0.342427,-15.128384,-1000.000000,88766
3.256265,1.702067,97.521240,0.683806,39.179179,0.000000,0.342427,-1.018261,0.342427,-15.102702,-1000.000000,88766
3.265120,1.702067,97.521240,0.685518,39.277277,0.000000,0.342427,-1.016549,0.342427,-15.077020,-1000.000000,88766
3.274234,1.702067,97.521240,0.687230,39.375375,0.000000,0.342427,-1.014837,0.342427,-15.051338,-1000.000000,88766
3.283117,1.702067,97.521240,0.688942,39.473473,0.000000,0.342427,-1.013125,0.342427,-15.025656,-1000.000000,88766
3.291212,1.702067,97.521240,0.690654,39.571572,0.000000,0.342427,-1.011413,0.342427,-14.999974,-1000.000000,88766
3.300181,1.702067,97.521240,0.692366,39.669670,0.000000,0.342427,-1.009700,0.342427,-14.974292,-1000.000000,88766
3.308202,1.702067,97.521240,0.694078,39.767768,0.000000,0.342427,-1.007988,0.342427,-14.948610,-1000.000000,88766
3.317180,1.702067,97.521240,0.695791,39.865866,0.000000,0.342427,-1.006276,0.342427,-14.922928,-1000.000000,88766
3.327151,1.702067,97.521240,0.697503,39.963964,0.000000,0.342427,-1.004564,0.342427,-14.897246,-1000.000000,88766
3.335211,1.702067,97.521240,0.699215,40.062062,0.000000,0.342427,-1.002852,0.342427,-14.871564,-1000.000000,88766
3.343238,1.702067,97.521240,0.700927,40.160160,0.000000,0.342427,-1.001140,0.342427,-14.845882,-1000.000000,88766
3.352336,1.702067,97.521240,0.702639,40.258258,0.000000,0.342427,-0.999428,0.342427,-14.820200,-1000.000000,88766
3.362160,1.702067,97.521240,0.704351,40.356356,0.000000,0.342427,-0.997715,0.342427,-14.794518,-1000.000000,88766
3.371256,1.702067,97.521240,0.706063,40.454454,0.000000,0.342427,-0.996003,0.342427,-14.768836,-1000.000000,88766
3.380153,1.702067,97.521240,0.707776,40.552553,0.000000,0.342427,-0.994291,0.342427,-14.743154,-1000.000000,88766
3.388184,1.702067,97.521240,0.709488,40.650651,0.000000,0.342427,-0.992579,0.342427,-14.717472,-1000.000000,88766
3.398130,1.702067,97.521240,0.711200,40.748749,0.000000,0.342427,-0.990867,0.342427,-14.691790,-1000.000000,88766
3.407313,1.702067,97.521240,0.712912,40.846847,0.000000,0.342427,-0.989155,0.342427,-14.666108,-1000.000000,88766
3.416116,1.702067,97.521240,0.714624,40.944945,0.000000,0.342427,-0.987443,0.342427,-14.640426,-1000.000000,88766
3.426299,1.702067,97.521240,0.716336,41.043043,0.000000,0.342427,-0.985730,0.342427,-14.614744,-1000.000000,88766
3.435233,1.702067,97.521240,0.718048,41.141141,0.000000,0.342427,-0.984018,0.342427,-14.589062,-1000.000000,88766
3.444135,1.702067,97.521240,0.719761,41.239239,0.000000,0.342427,-0.982306,0.342427,-14.563380,-1000.000000,88766
3.452197,1.702067,97.521240,0.721473,41.337337,0.000000,0.342427,-0.980594,0.342427,-14.537698,-1000.000000,88766
3.462164,1.702067,97.521240,0.723185,41.435435,0.000000,0.342427,-0.978882,0.342427,-14.512016,-1000.000000,88766
3.471231,1.702067,97.521240,0.724897,41.533534,0.000000,0.342427,-0.977170,0.342427,-14.486334,-1000.000000,88766
3.480122,1.702067,97.521240,0.726609,41.631632,0.000000,0.342427,-0.975458,0.342427,-14.460652,-1000.000000,88766
3.488210,1.702067,97.521240,0.728321,41.729730,0.000000,0.342427,-0.973746,0.342427,-14.434970,-1000.000000,88766
3.497139,1.702067,97.521240,0.730033,41.827828,0.000000,0.342427,-0.972033,0.342427,-14.409288,-1000.000000,88766
3.505245,1.702067,97.521240,0.731745,41.925926,0.000000,0.342427,-0.970321,0.342427,-14.383606,-1000.000000,88766
3.514128,1.702067,97.521240,0.733458,42.024024,0.000000,0.342427,-0.968609,0.342427,-14.357924,-1000.000000,88766
3.522254,1.702067,97.521240,0.735170,42.122122,0.000000,0.342427,-0.966897,0.342427,-14.332242,-1000.000000,88766
3.531112,1.702067,97.521240,0.736882,42.220220,0.000000,0.342427,-0.965185,0.342427,-14.306560,-1000.000000,88766
3.539225,1.702067,97.521240,0.738594,42.318318,0.000000,0.342427,-0.963473,0.342427,-14.280878,-1000.000000,88766
3.548105,1.702067,97.521240,0.740306,42.416416,0.000000,0.342427,-0.961761,0.342427,-14.255196,-1000.000000,88766
3.556190,1.702067,97.521240,0.742018,42.514515,0.000000,0.342427,-0.960048,0.342427,-14.229514,-1000.000000,88766
3.564187,1.702067,97.521240,0.743730,42.612613,0.000000,0.342427,-0.958336,0.342427,-14.203832,-1000.000000,88766
3.572183,1.702067,97.521240,0.745443,42.710711,0.000000,0.342427,-0.956624,0.342427,-14.178150,-1000.000000,88766
3.580107,1.702067,97.521240,0.747155,42.808809,0.000000,0.342427,-0.954912,0.342427,-14.152468,-1000.000000,88766
3.588178,1.702067,97.521240,0.748867,42.906907,0.000000,0.342427,-0.953200,0.342427,-14.126786,-1000.000000,88766
3.596111,1.702067,97.521240,0.750579,43.005005,0.000000,0.342427,-0.951488,0.342427,-14.101104,-1000.000000,88766
3.604259,1.702067,97.521240,0.752291,43.103103,0.000000,0.342427,-0.949776,0.342427,-14.075422,-1000.000000,88766
3.613148,1.702067,97.521240,0.754003,43.201201,0.000000,0.342427,-0.948064,0.342427,-14.049739,-1000.000000,88766
3.621236,1.702067,97.521240,0.755715,43.299299,0.000000,0.342427,-0.946351,0.342427,-14.024057,-1000.000000,88766
3.630134,1.702067,97.521240,0.757427,43.397397,0.000000,0.342427,-0.944639,0.342427,-13.998375,-1000.000000,88766
3.638221,1.702067,97.521240,0.759140,43.495495,0.000000,0.342427,-0.942927,0.342427,-13.972693,-1000.000000,88766
3.646126,1.702067,97.521240,0.760852,43.593594,0.000000,0.342427,-0.941215,0.342427,-13.947011,-1000.000000,88766
3.654215,1.702067,97.521240,0.762564,43.691692,0.000000,0.342427,-0.939503,0.342427,-13.921329,-1000.000000,88766
3.662116,1.702067,97.521240,0.764276,43.789790,0.000000,0.342427,-0.937791,0.342427,-13.895647,-1000.000000,88766
3.670208,1.702067,97.521240,0.765988,43.887888,0.000000,0.342427,-0.936079,0.342427,-13.869965,-1000.000000,88766
3.678138,1.702067,97.521240,0.767700,43.985986,0.000000,0.342427,-0.934366,0.342427,-13.844283,-1000.000000,88766
3.686203,1.702067,97.521240,0.769412,44.084084,0.000000,0.342427,-0.932654,0.342427,-13.818601,-1000.000000,88766
3.694135,1.702067,97.521240,0.771125,44.182182,0.000000,0.342427,-0.930942,0.342427,-13.792919,-1000.000000,88766
3.702406,1.702067,97.521240,0.772837,44.280280,0.000000,0.342427,-0.929230,0.342427,-13.767237,-1000.000000,88766
3.712141,1.702067,97.521240,0.774549,44.378378,0.000000,0.342427,-0.927518,0.342427,-13.741555,-1000.000000,88766
3.720255,1.702067,97.521240,0.776261,44.476476,0.000000,0.342427,-0.925806,0.342427,-13.715873,-1000.000000,88766
3.730245,1.702067,97.521240,0.777973,44.574575,0.000000,0.342427,-0.924094,0.342427,-13.690191,-1000.000000,88766
3.740402,1.702067,97.521240,0.779685,44.672673,0.000000,0.342427,-0.922382,0.342427,-13.664509,-1000.000000,88766
3.750284,1.702067,97.521240,0.781397,44.770771,0.000000,0.342427,-0.920669,0.342427,-13.638827,-1000.000000,88766
3.760373,1.702067,97.521240,0.783109,44.868869,0.000000,0.342427,-0.918957,0.342427,-13.613145,-1000.000000,88766
3.772401,1.702067,97.521240,0.784822,44.966967,0.000000,0.342427,-0.917245,0.342427,-13.587463,-1000.000000,88766
3.781293,1.702067,97.521240,0.786534,45.065065,0.000000,0.342427,-0.915533,0.342427,-13.561781,-1000.000000,88766
3.790223,1.702067,97.521240,0.788246,45.163163,0.000000,0.342427,-0.913821,0.342427,-13.536099,-1000.000000,88766
