time_s,q_rad,q_deg,qd_rad,qd_deg,qdot_rad_s,qd_dot_rad_s,e_rad,edot_rad_s,tau_cmd_Nm,tq_cmd_permille,pos_counts
3.799402,1.702067,97.521240,0.789958,45.261261,0.000000,0.342427,-0.912109,0.342427,-13.510417,-1000.000000,88766
3.809285,1.702067,97.521240,0.791670,45.359359,0.000000,0.342427,-0.910397,0.342427,-13.484735,-1000.000000,88766
3.818277,1.702067,97.521240,0.793382,45.457457,0.000000,0.342427,-0.908684,0.342427,-13.459053,-1000.000000,88766
3.828270,1.702067,97.521240,0.795094,45.555556,0.000000,0.342427,-0.906972,0.342427,-13.433371,-1000.000000,88766
3.837355,1.702067,97.521240,0.796807,45.653654,0.000000,0.342427,-0.905260,0.342427,-13.407689,-1000.000000,88766
3.846322,1.702067,97.521240,0.798519,45.751752,0.000000,0.342427,-0.903548,0.342427,-13.382007,-1000.000000,88766
3.855402,1.702067,97.521240,0.800231,45.849850,0.000000,0.342427,-0.901836,0.342427,-13.356325,-1000.000000,88766
3.865340,1.702067,97.521240,0.801943,45.947948,0.000000,0.342427,-0.900124,0.342427,-13.330643,-1000.000000,88766
3.874328,1.702067,97.521240,0.803655,46.046046,0.000000,0.342427,-0.898412,0.342427,-13.304961,-1000.000000,88766
3.884734,1.702067,97.521240,0.805367,46.144144,0.000000,0.342427,-0.896699,0.342427,-13.279279,-1000.000000,88766
3.894343,1.702067,97.521240,0.807079,46.242242,0.000000,0.342427,-0.894987,0.342427,-13.253597,-1000.000000,88766
3.904276,1.702067,97.521240,0.808792,46.340340,0.000000,0.342427,-0.893275,0.342427,-13.227915,-1000.000000,88766
3.913269,1.702067,97.521240,0.810504,46.438438,0.000000,0.342427,-0.891563,0.342427,-13.202233,-1000.000000,88766
3.922317,1.702067,97.521240,0.812216,46.536537,0.000000,0.342427,-0.889851,0.342427,-13.176551,-1000.000000,88766
3.932447,1.702067,97.521240,0.813928,46.634635,0.000000,0.342427,-0.888139,0.342427,-13.150869,-1000.000000,88766
3.942351,1.702067,97.521240,0.815640,46.732733,0.000000,0.342427,-0.886427,0.342427,-13.125187,-1000.000000,88766
3.952469,1.702067,97.521240,0.817352,46.830831,0.000000,0.342427,-0.884715,0.342427,-13.099505,-1000.000000,88766
3.962304,1.702067,97.521240,0.819064,46.928929,0.000000,0.342427,-0.883002,0.342427,-13.073823,-1000.000000,88766
3.972291,1.702067,97.521240,0.820776,47.027027,0.000000,0.342427,-0.881290,0.342427,-13.048141,-1000.000000,88766
3.981584,1.702067,97.521240,0.822489,47.125125,0.000000,0.342427,-0.879578,0.342427,-13.022459,-1000.000000,88766
3.990224,1.702067,97.521240,0.824201,47.223223,0.000000,0.342427,-0.877866,0.342427,-12.996777,-1000.000000,88766
4.000028,1.702067,97.521240,0.825913,47.321321,0.000000,0.342427,-0.876154,0.342427,-12.971095,-1000.000000,88766
4.009250,1.702067,97.521240,0.827625,47.419419,0.000000,0.342427,-0.874442,0.342427,-12.945413,-1000.000000,88766
4.019256,1.702067,97.521240,0.829337,47.517518,0.000000,0.342427,-0.872730,0.342427,-12.919731,-1000.000000,88766
4.028191,1.702067,97.521240,0.831049,47.615616,0.000000,0.342427,-0.871017,0.342427,-12.894048,-1000.000000,88766
4.036203,1.702067,97.521240,0.832761,47.713714,0.000000,0.342427,-0.869305,0.342427,-12.868366,-1000.000000,88766
4.044211,1.702067,97.521240,0.834474,47.811812,0.000000,0.342427,-0.867593,0.342427,-12.842684,-1000.000000,88766
4.054296,1.702067,97.521240,0.836186,47.909910,0.000000,0.342427,-0.865881,0.342427,-12.817002,-1000.000000,88766
4.063254,1.702067,97.521240,0.837898,48.008008,0.000000,0.342427,-0.864169,0.342427,-12.791320,-1000.000000,88766
4.072274,1.702067,97.521240,0.839610,48.106106,0.000000,0.342427,-0.862457,0.342427,-12.765638,-1000.000000,88766
4.080243,1.702067,97.521240,0.841322,48.204204,0.000000,0.342427,-0.860745,0.342427,-12.739956,-1000.000000,88766
4.090546,1.702067,97.521240,0.843034,48.302302,0.000000,0.342427,-0.859033,0.342427,-12.714274,-1000.000000,88766
4.101224,1.702067,97.521240,0.844746,48.400400,0.000000,0.342427,-0.857320,0.342427,-12.688592,-1000.000000,88766
4.111347,1.702067,97.521240,0.846458,48.498498,0.000000,0.342427,-0.855608,0.342427,-12.662910,-1000.000000,88766
4.120202,1.702067,97.521240,0.848171,48.596597,0.000000,0.342427,-0.853896,0.342427,-12.637228,-1000.000000,88766
4.128196,1.702067,97.521240,0.849883,48.694695,0.000000,0.342427,-0.852184,0.342427,-12.611546,-1000.000000,88766
4.137215,1.702067,97.521240,0.851595,48.792793,0.000000,0.342427,-0.850472,0.342427,-12.585864,-1000.000000,88766
4.145232,1.702067,97.521240,0.853307,48.890891,0.000000,0.342427,-0.848760,0.342427,-12.560182,-1000.000000,88766
4.153191,1.702067,97.521240,0.855019,48.988989,0.000000,0.342427,-0.847048,0.342427,-12.534500,-1000.000000,88766
4.161300,1.702067,97.521240,0.856731,49.087087,0.000000,0.342427,-0.845335,0.342427,-12.508818,-1000.000000,88766
4.171184,1.702067,97.521240,0.858443,49.185185,0.000000,0.342427,-0.843623,0.342427,-12.483136,-1000.000000,88766
4.180797,1.702067,97.521240,0.860156,49.283283,0.000000,0.342427,-0.841911,0.342427,-12.457454,-1000.000000,88766
4.191621,1.702067,97.521240,0.861868,49.381381,0.000000,0.342427,-0.840199,0.342427,-12.431772,-1000.000000,88766
4.201319,1.702067,97.521240,0.863580,49.479479,0.000000,0.342427,-0.838487,0.342427,-12.406090,-1000.000000,88766
4.212876,1.702067,97.521240,0.865292,49.577578,0.000000,0.342427,-0.836775,0.342427,-12.380408,-1000.000000,88766
4.222267,1.702067,97.521240,0.867004,49.675676,0.000000,0.342427,-0.835063,0.342427,-12.354726,-1000.000000,88766
4.231207,1.702067,97.521240,0.868716,49.773774,0.000000,0.342427,-0.833350,0.342427,-12.329044,-1000.000000,88766
4.239244,1.702067,97.521240,0.870428,49.871872,0.000000,0.342427,-0.831638,0.342427,-12.303362,-1000.000000,88766
4.248304,1.702067,97.521240,0.872141,49.969970,0.000000,0.342427,-0.829926,0.342427,-12.277680,-1000.000000,88766
4.257165,1.702067,97.521240,0.873853,50.068068,0.000000,0.342427,-0.828214,0.342427,-12.251998,-1000.000000,88766
4.265432,1.702067,97.521240,0.875565,50.166166,0.000000,0.342427,-0.826502,0.342427,-12.226316,-1000.000000,88766
4.274289,1.702067,97.521240,0.877277,50.264264,0.000000,0.342427,-0.824790,0.342427,-12.200634,-1000.000000,88766
4.283210,1.702067,97.521240,0.878989,50.362362,0.000000,0.342427,-0.823078,0.342427,-12.174952,-1000.000000,88766
4.292197,1.702067,97.521240,0.880701,50.460460,0.000000,0.342427,-0.821366,0.342427,-12.149270,-1000.000000,88766
4.300212,1.702067,97.521240,0.882413,50.558559,0.000000,0.342427,-0.819653,0.342427,-12.123588,-1000.000000,88766
4.308211,1.702067,97.521240,0.884125,50.656657,0.000000,0.342427,-0.817941,0.342427,-12.097906,-1000.000000,88766
4.316224,1.702067,97.521240,0.885838,50.754755,0.000000,0.342427,-0.816229,0.342427,-12.072224,-1000.000000,88766
4.324213,1.702067,97.521240,0.887550,50.852853,0.000000,0.342427,-0.814517,0.342427,-12.046542,-1000.000000,88766
4.332203,1.702067,97.521240,0.889262,50.950951,0.000000,0.342427,-0.812805,0.342427,-12.020860,-1000.000000,88766
4.340194,1.702067,97.521240,0.890974,51.049049,0.000000,0.342427,-0.811093,0.342427,-11.995178,-1000.000000,88766
4.348209,1.702067,97.521240,0.892686,51.147147,0.000000,0.342427,-0.809381,0.342427,-11.969496,-1000.000000,88766
4.356204,1.702067,97.521240,0.894398,51.245245,0.000000,0.342427,-0.807668,0.342427,-11.943814,-1000.000000,88766
4.364339,1.702067,97.521240,0.896110,51.343343,0.000000,0.342427,-0.805956,0.342427,-11.918132,-1000.000000,88766
4.374244,1.702067,97.521240,0.897823,51.441441,0.000000,0.342427,-0.804244,0.342427,-11.892450,-1000.000000,88766
4.382199,1.702067,97.521240,0.899535,51.539540,0.000000,0.342427,-0.802532,0.342427,-11.866768,-1000.000000,88766
4.390204,1.702067,97.521240,0.901247,51.637638,0.000000,0.342427,-0.800820,0.342427,-11.841086,-1000.000000,88766
4.398196,1.702067,97.521240,0.902959,51.735736,0.000000,0.342427,-0.799108,0.342427,-11.815404,-1000.000000,88766
4.406204,1.702067,97.521240,0.904671,51.833834,0.000000,0.342427,-0.797396,0.342427,-11.789722,-1000.000000,88766
4.414204,1.702067,97.521240,0.906383,51.931932,0.000000,0.342427,-0.795684,0.342427,-11.764040,-1000.000000,88766
4.422202,1.702067,97.521240,0.908095,52.030030,0.000000,0.342427,-0.793971,0.342427,-11.738358,-1000.000000,88766
4.430198,1.702067,97.521240,0.909807,52.128128,0.000000,0.342427,-0.792259,0.342427,-11.712675,-1000.000000,88766
4.438203,1.702067,97.521240,0.911520,52.226226,0.000000,0.342427,-0.790547,0.342427,-11.686993,-1000.000000,88766
4.447299,1.702067,97.521240,0.913232,52.324324,0.000000,0.342427,-0.788835,0.342427,-11.661311,-1000.000000,88766
4.456321,1.702067,97.521240,0.914944,52.422422,0.000000,0.342427,-0.787123,0.342427,-11.635629,-1000.000000,88766
4.465207,1.702067,97.521240,0.916656,52.520521,0.000000,0.342427,-0.785411,0.342427,-11.609947,-1000.000000,88766
4.473204,1.702067,97.521240,0.918368,52.618619,0.000000,0.342427,-0.783699,0.342427,-11.584265,-1000.000000,88766
4.481244,1.702067,97.521240,0.920080,52.716717,0.000000,0.342427,-0.781986,0.342427,-11.558583,-1000.000000,88766
4.489212,1.702067,97.521240,0.921792,52.814815,0.000000,0.342427,-0.780274,0.342427,-11.532901,-1000.000000,88766
4.498237,1.702067,97.521240,0.923505,52.912913,0.000000,0.342427,-0.778562,0.342427,-11.507219,-1000.000000,88766
4.506198,1.702067,97.521240,0.925217,53.011011,0.000000,0.342427,-0.776850,0.342427,-11.481537,-1000.000000,88766
4.514214,1.702067,97.521240,0.926929,53.109109,0.000000,0.342427,-0.775138,0.342427,-11.455855,-1000.000000,88766
4.522228,1.702067,97.521240,0.928641,53.207207,0.000000,0.342427,-0.773426,0.342427,-11.430173,-1000.000000,88766
4.531199,1.702067,97.521240,0.930353,53.305305,0.000000,0.342427,-0.771714,0.342427,-11.404491,-1000.000000,88766
4.539233,1.702067,97.521240,0.932065,53.403403,0.000000,0.342427,-0.770002,0.342427,-11.378809,-1000.000000,88766
4.548196,1.702067,97.521240,0.933777,53.501502,0.000000,0.342427,-0.768289,0.342427,-11.353127,-1000.000000,88766
4.556203,1.702067,97.521240,0.935489,53.599600,0.000000,0.342427,-0.766577,0.342427,-11.327445,-1000.000000,88766
4.564244,1.702067,97.521240,0.937202,53.697698,0.000000,0.342427,-0.764865,0.342427,-11.301763,-1000.000000,88766
4.572202,1.702067,97.521240,0.938914,53.795796,0.000000,0.342427,-0.763153,0.342427,-11.276081,-1000.000000,88766
4.581213,1.702067,97.521240,0.940626,53.893894,0.000000,0.342427,-0.761441,0.342427,-11.250399,-1000.000000,88766
4.590215,1.702067,97.521240,0.942338,53.991992,0.000000,0.342427,-0.759729,0.342427,-11.224717,-1000.000000,88766
4.599208,1.702067,97.521240,0.944050,54.090090,0.000000,0.342427,-0.758017,0.342427,-11.199035,-1000.000000,88766
4.608208,1.702067,97.521240,0.945762,54.188188,0.000000,0.342427,-0.756304,0.342427,-11.173353,-1000.000000,88766
4.616241,1.702067,97.521240,0.947474,54.286286,0.000000,0.342427,-0.754592,0.342427,-11.147671,-1000.000000,88766
4.624209,1.702067,97.521240,0.949187,54.384384,0.000000,0.342427,-0.752880,0.342427,-11.121989,-1000.000000,88766
4.632202,1.702067,97.521240,0.950899,54.482482,0.000000,0.342427,-0.751168,0.342427,-11.096307,-1000.000000,88766
4.640205,1.702067,97.521240,0.952611,54.580581,0.000000,0.342427,-0.749456,0.342427,-11.070625,-1000.000000,88766
4.648202,1.702067,97.521240,0.954323,54.678679,0.000000,0.342427,-0.747744,0.342427,-11.044943,-1000.000000,88766
4.656207,1.702067,97.521240,0.956035,54.776777,0.000000,0.342427,-0.746032,0.342427,-11.019261,-1000.000000,88766
4.664227,1.702067,97.521240,0.957747,54.874875,0.000000,0.342427,-0.744319,0.342427,-10.993579,-1000.000000,88766
4.673205,1.702067,97.521240,0.959459,54.972973,0.000000,0.342427,-0.742607,0.342427,-10.967897,-1000.000000,88766
4.681204,1.702067,97.521240,0.961172,55.071071,0.000000,0.342427,-0.740895,0.342427,-10.942215,-1000.000000,88766
4.689226,1.702067,97.521240,0.962884,55.169169,0.000000,0.342427,-0.739183,0.342427,-10.916533,-1000.000000,88766
4.699210,1.702067,97.521240,0.964596,55.267267,0.000000,0.342427,-0.737471,0.342427,-10.890851,-1000.000000,88766
4.709210,1.702067,97.521240,0.966308,55.365365,0.000000,0.342427,-0.735759,0.342427,-10.865169,-1000.000000,88766
4.718292,1.702067,97.521240,0.968020,55.463463,0.000000,0.342427,-0.734047,0.342427,-10.839487,-1000.000000,88766
4.727260,1.702067,97.521240,0.969732,55.561562,0.000000,0.342427,-0.732335,0.342427,-10.813805,-1000.000000,88766
4.735251,1.702067,97.521240,0.971444,55.659660,0.000000,0.342427,-0.730622,0.342427,-10.788123,-1000.000000,88766
4.743230,1.702067,97.521240,0.973156,55.757758,0.000000,0.342427,-0.728910,0.342427,-10.762441,-1000.000000,88766
4.752206,1.702067,97.521240,0.974869,55.855856,0.000000,0.342427,-0.727198,0.342427,-10.736759,-1000.000000,88766
4.761204,1.702067,97.521240,0.976581,55.953954,0.000000,0.342427,-0.725486,0.342427,-10.711077,-1000.000000,88766
4.770195,1.702067,97.521240,0.978293,56.052052,0.000000,0.342427,-0.723774,0.342427,-10.685395,-1000.000000,88766
4.779232,1.702067,97.521240,0.980005,56.150150,0.000000,0.342427,-0.722062,0.342427,-10.659713,-1000.000000,88766
4.788221,1.702067,97.521240,0.981717,56.248248,0.000000,0.342427,-0.720350,0.342427,-10.634031,-1000.000000,88766
4.797231,1.702067,97.521240,0.983429,56.346346,0.000000,0.342427,-0.718637,0.342427,-10.608349,-1000.000000,88766
4.806205,1.702067,97.521240,0.985141,56.444444,0.000000,0.342427,-0.716925,0.342427,-10.582667,-1000.000000,88766
4.816243,1.702067,97.521240,0.986854,56.542543,0.000000,0.342427,-0.715213,0.342427,-10.556984,-1000.000000,88766
4.825209,1.702067,97.521240,0.988566,56.640641,0.000000,0.342427,-0.713501,0.342427,-10.531302,-1000.000000,88766
4.834214,1.702067,97.521240,0.990278,56.738739,0.000000,0.342427,-0.711789,0.342427,-10.505620,-1000.000000,88766
4.844247,1.702067,97.521240,0.991990,56.836837,0.000000,0.342427,-0.710077,0.342427,-10.479938,-1000.000000,88766
4.853210,1.702067,97.521240,0.993702,56.934935,0.000000,0.342427,-0.708365,0.342427,-10.454256,-1000.000000,88766
4.862207,1.702067,97.521240,0.995414,57.033033,0.000000,0.342427,-0.706653,0.342427,-10.428574,-1000.000000,88766
4.871211,1.702067,97.521240,0.997126,57.131131,0.000000,0.342427,-0.704940,0.342427,-10.402892,-1000.000000,88766
4.881219,1.702067,97.521240,0.998838,57.229229,0.000000,0.342427,-0.703228,0.342427,-10.377210,-1000.000000,88766
4.889207,1.702067,97.521240,1.000551,57.327327,0.000000,0.342427,-0.701516,0.342427,-10.351528,-1000.000000,88766
4.898203,1.702067,97.521240,1.002263,57.425425,0.000000,0.342427,-0.699804,0.342427,-10.325846,-1000.000000,88766
4.907260,1.702067,97.521240,1.003975,57.523524,0.000000,0.342427,-0.698092,0.342427,-10.300164,-1000.000000,88766
4.916203,1.702067,97.521240,1.005687,57.621622,0.000000,0.342427,-0.696380,0.342427,-10.274482,-1000.000000,88766
4.925231,1.702067,97.521240,1.007399,57.719720,0.000000,0.342427,-0.694668,0.342427,-10.248800,-1000.000000,88766
4.934206,1.702067,97.521240,1.009111,57.817818,0.000000,0.342427,-0.692955,0.342427,-10.223118,-1000.000000,88766
4.943213,1.702067,97.521240,1.010823,57.915916,0.000000,0.342427,-0.691243,0.342427,-10.197436,-1000.000000,88766
4.953215,1.702067,97.521240,1.012536,58.014014,0.000000,0.342427,-0.689531,0.342427,-10.171754,-1000.000000,88766
4.963202,1.702067,97.521240,1.014248,58.112112,0.000000,0.342427,-0.687819,0.342427,-10.146072,-1000.000000,88766
4.973224,1.702067,97.521240,1.015960,58.210210,0.000000,0.342427,-0.686107,0.342427,-10.120390,-1000.000000,88766
4.983405,1.702067,97.521240,1.017672,58.308308,0.000000,0.342427,-0.684395,0.342427,-10.094708,-1000.000000,88766
4.993227,1.702067,97.521240,1.019384,58.406406,0.000000,0.342427,-0.682683,0.342427,-10.069026,-1000.000000,88766
5.003218,1.702067,97.521240,1.021096,58.504505,0.000000,0.342427,-0.680971,0.342427,-10.043344,-1000.000000,88766
5.013207,1.702067,97.521240,1.022808,58.602603,0.000000,0.342427,-0.679258,0.342427,-10.017662,-1000.000000,88766
5.021222,1.702067,97.521240,1.024521,58.700701,0.000000,0.342427,-0.677546,0.342427,-9.991980,-1000.000000,88766
5.029209,1.702067,97.521240,1.026233,58.798799,0.000000,0.342427,-0.675834,0.342427,-9.966298,-1000.000000,88766
5.039247,1.702067,97.521240,1.027945,58.896897,0.000000,0.342427,-0.674122,0.342427,-9.940616,-1000.000000,88766
5.049215,1.702067,97.521240,1.029657,58.994995,0.000000,0.342427,-0.672410,0.342427,-9.914934,-1000.000000,88766
5.059218,1.702067,97.521240,1.031369,59.093093,0.000000,0.342427,-0.670698,0.342427,-9.889252,-1000.000000,88766
5.069214,1.702067,97.521240,1.033081,59.191191,0.000000,0.342427,-0.668986,0.342427,-9.863570,-1000.000000,88766
5.079284,1.702067,97.521240,1.034793,59.289289,0.000000,0.342427,-0.667273,0.342427,-9.837888,-1000.000000,88766
5.089259,1.702067,97.521240,1.036505,59.387387,0.000000,0.342427,-0.665561,0.342427,-9.812206,-1000.000000,88766
5.098216,1.702067,97.521240,1.038218,59.485485,0.000000,0.342427,-0.663849,0.342427,-9.786524,-1000.000000,88766
5.107207,1.702067,97.521240,1.039930,59.583584,0.000000,0.342427,-0.662137,0.342427,-9.760842,-1000.000000,88766
5.117224,1.702067,97.521240,1.041642,59.681682,0.000000,0.342427,-0.660425,0.342427,-9.735160,-1000.000000,88766
5.126207,1.702067,97.521240,1.043354,59.779780,0.000000,0.342427,-0.658713,0.342427,-9.709478,-1000.000000,88766
5.135249,1.702067,97.521240,1.045066,59.877878,0.000000,0.342427,-0.657001,0.342427,-9.683796,-1000.000000,88766
5.145234,1.702067,97.521240,1.046778,59.975976,0.000000,0.342427,-0.655288,0.342427,-9.658114,-1000.000000,88766
5.154222,1.702067,97.521240,1.048490,60.074074,0.000000,0.342427,-0.653576,0.342427,-9.632432,-1000.000000,88766
5.163217,1.702067,97.521240,1.050203,60.172172,0.000000,0.342427,-0.651864,0.342427,-9.606750,-1000.000000,88766
5.172219,1.702067,97.521240,1.051915,60.270270,0.000000,0.342427,-0.650152,0.342427,-9.581068,-1000.000000,88766
5.181219,1.702067,97.521240,1.053627,60.368368,0.000000,0.342427,-0.648440,0.342427,-9.555386,-1000.000000,88766
5.190218,1.702067,97.521240,1.055339,60.466466,0.000000,0.342427,-0.646728,0.342427,-9.529704,-1000.000000,88766
5.198213,1.702067,97.521240,1.057051,60.564565,0.000000,0.342427,-0.645016,0.342427,-9.504022,-1000.000000,88766
5.206210,1.702067,97.521240,1.058763,60.662663,0.000000,0.342427,-0.643304,0.342427,-9.478340,-1000.000000,88766
5.214223,1.702067,97.521240,1.060475,60.760761,0.000000,0.342427,-0.641591,0.342427,-9.452658,-1000.000000,88766
5.222213,1.702067,97.521240,1.062187,60.858859,0.000000,0.342427,-0.639879,0.342427,-9.426976,-1000.000000,88766
5.230220,1.702067,97.521240,1.063900,60.956957,0.000000,0.342427,-0.638167,0.342427,-9.401293,-1000.000000,88766
5.239251,1.702067,97.521240,1.065612,61.055055,0.000000,0.342427,-0.636455,0.342427,-9.375611,-1000.000000,88766
5.247253,1.702067,97.521240,1.067324,61.153153,0.000000,0.342427,-0.634743,0.342427,-9.349929,-1000.000000,88766
5.255245,1.702067,97.521240,1.069036,61.251251,0.000000,0.342427,-0.633031,0.342427,-9.324247,-1000.000000,88766
5.263252,1.702067,97.521240,1.070748,61.349349,0.000000,0.342427,-0.631319,0.342427,-9.298565,-1000.000000,88766
5.271248,1.702067,97.521240,1.072460,61.447447,0.000000,0.342427,-0.629606,0.342427,-9.272883,-1000.000000,88766
5.279273,1.702067,97.521240,1.074172,61.545546,0.000000,0.342427,-0.627894,0.342427,-9.247201,-1000.000000,88766
5.287256,1.702067,97.521240,1.075885,61.643644,0.000000,0.342427,-0.626182,0.342427,-9.221519,-1000.000000,88766
5.295256,1.702067,97.521240,1.077597,61.741742,0.000000,0.342427,-0.624470,0.342427,-9.195837,-1000.000000,88766
5.303242,1.702067,97.521240,1.079309,61.839840,0.000000,0.342427,-0.622758,0.342427,-9.170155,-1000.000000,88766
5.311261,1.702067,97.521240,1.081021,61.937938,0.000000,0.342427,-0.621046,0.342427,-9.144473,-1000.000000,88766
5.319253,1.702067,97.521240,1.082733,62.036036,0.000000,0.342427,-0.619334,0.342427,-9.118791,-1000.000000,88766
5.327263,1.702067,97.521240,1.084445,62.134134,0.000000,0.342427,-0.617622,0.342427,-9.093109,-1000.000000,88766
5.335253,1.702067,97.521240,1.086157,62.232232,0.000000,0.342427,-0.615909,0.342427,-9.067427,-1000.000000,88766
5.343328,1.702067,97.521240,1.087869,62.330330,0.000000,0.342427,-0.614197,0.342427,-9.041745,-1000.000000,88766
5.352227,1.702067,97.521240,1.089582,62.428428,0.000000,0.342427,-0.612485,0.342427,-9.016063,-1000.000000,88766
5.360270,1.702067,97.521240,1.091294,62.526527,0.000000,0.342427,-0.610773,0.342427,-8.990381,-1000.000000,88766
5.368215,1.702067,97.521240,1.093006,62.624625,0.000000,0.342427,-0.609061,0.342427,-8.964699,-1000.000000,88766
5.376233,1.702067,97.521240,1.094718,62.722723,0.000000,0.342427,-0.607349,0.342427,-8.939017,-1000.000000,88766
5.384228,1.702067,97.521240,1.096430,62.820821,0.000000,0.342427,-0.605637,0.342427,-8.913335,-1000.000000,88766
5.392238,1.702067,97.521240,1.098142,62.918919,0.000000,0.342427,-0.603924,0.342427,-8.887653,-1000.000000,88766
5.400224,1.702067,97.521240,1.099854,63.017017,0.000000,0.342427,-0.602212,0.342427,-8.861971,-1000.000000,88766
5.408233,1.702067,97.521240,1.101567,63.115115,0.000000,0.342427,-0.600500,0.342427,-8.836289,-1000.000000,88766
5.416517,1.702067,97.521240,1.103279,63.213213,0.000000,0.342427,-0.598788,0.342427,-8.810607,-1000.000000,88766
5.425255,1.702067,97.521240,1.104991,63.311311,0.000000,0.342427,-0.597076,0.342427,-8.784925,-1000.000000,88766
5.433277,1.702067,97.521240,1.106703,63.409409,0.000000,0.342427,-0.595364,0.342427,-8.759243,-1000.000000,88766
5.443353,1.702067,97.521240,1.108415,63.507508,0.000000,0.342427,-0.593652,0.342427,-8.733561,-1000.000000,88766
5.453321,1.702067,97.521240,1.110127,63.605606,0.000000,0.342427,-0.591939,0.342427,-8.707879,-1000.000000,88766
5.462234,1.702067,97.521240,1.111839,63.703704,0.000000,0.342427,-0.590227,0.342427,-8.682197,-1000.000000,88766
5.472346,1.702067,97.521240,1.113552,63.801802,0.000000,0.342427,-0.588515,0.342427,-8.656515,-1000.000000,88766
5.481256,1.702067,97.521240,1.115264,63.899900,0.000000,0.342427,-0.586803,0.342427,-8.630833,-1000.000000,88766
5.490270,1.702067,97.521240,1.116976,63.997998,0.000000,0.342427,-0.585091,0.342427,-8.605151,-1000.000000,88766
5.498254,1.702067,97.521240,1.118688,64.096096,0.000000,0.342427,-0.583379,0.342427,-8.579469,-1000.000000,88766
5.508275,1.702067,97.521240,1.120400,64.194194,0.000000,0.342427,-0.581667,0.342427,-8.553787,-1000.000000,88766
5.518239,1.702067,97.521240,1.122112,64.292292,0.000000,0.342427,-0.579955,0.342427,-8.528105,-1000.000000,88766
5.528326,1.702067,97.521240,1.123824,64.390390,0.000000,0.342427,-0.578242,0.342427,-8.502423,-1000.000000,88766
5.537269,1.702067,97.521240,1.125536,64.488488,0.000000,0.342427,-0.576530,0.342427,-8.476741,-1000.000000,88766
5.546275,1.702067,97.521240,1.127249,64.586587,0.000000,0.342427,-0.574818,0.342427,-8.451059,-1000.000000,88766
5.555290,1.702067,97.521240,1.128961,64.684685,0.000000,0.342427,-0.573106,0.342427,-8.425377,-1000.000000,88766
5.565276,1.702067,97.521240,1.130673,64.782783,0.000000,0.342427,-0.571394,0.342427,-8.399695,-1000.000000,88766
5.574237,1.702067,97.521240,1.132385,64.880881,0.000000,0.342427,-0.569682,0.342427,-8.374013,-1000.000000,88766
5.583358,1.702067,97.521240,1.134097,64.978979,0.000000,0.342427,-0.567970,0.342427,-8.348331,-1000.000000,88766
5.592351,1.702067,97.521240,1.135809,65.077077,0.000000,0.342427,-0.566257,0.342427,-8.322649,-1000.000000,88766
5.601299,1.702067,97.521240,1.137521,65.175175,0.000000,0.342427,-0.564545,0.342427,-8.296967,-1000.000000,88766
5.610264,1.702067,97.521240,1.139234,65.273273,0.000000,0.342427,-0.562833,0.342427,-8.271285,-1000.000000,88766
5.619277,1.702067,97.521240,1.140946,65.371371,0.000000,0.342427,-0.561121,0.342427,-8.245603,-1000.000000,88766
5.628464,1.702067,97.521240,1.142658,65.469469,0.000000,0.342427,-0.559409,0.342427,-8.219920,-1000.000000,88766
5.638292,1.702067,97.521240,1.144370,65.567568,0.000000,0.342427,-0.557697,0.342427,-8.194238,-1000.000000,88766
5.647304,1.702067,97.521240,1.146082,65.665666,0.000000,0.342427,-0.555985,0.342427,-8.168556,-1000.000000,88766
5.656282,1.702067,97.521240,1.147794,65.763764,0.000000,0.342427,-0.554273,0.342427,-8.142874,-1000.000000,88766
5.666271,1.702067,97.521240,1.149506,65.861862,0.000000,0.342427,-0.552560,0.342427,-8.117192,-1000.000000,88766
5.675343,1.702067,97.521240,1.151218,65.959960,0.000000,0.342427,-0.550848,0.342427,-8.091510,-1000.000000,88766
5.684292,1.702067,97.521240,1.152931,66.058058,0.000000,0.342427,-0.549136,0.342427,-8.065828,-1000.000000,88766
5.694290,1.702067,97.521240,1.154643,66.156156,0.000000,0.342427,-0.547424,0.342427,-8.040146,-1000.000000,88766
5.703416,1.702067,97.521240,1.156355,66.254254,0.000000,0.342427,-0.545712,0.342427,-8.014464,-1000.000000,88766
5.712218,1.702067,97.521240,1.158067,66.352352,0.000000,0.342427,-0.544000,0.342427,-7.988782,-1000.000000,88766
5.720340,1.702067,97.521240,1.159779,66.450450,0.000000,0.342427,-0.542288,0.342427,-7.963100,-1000.000000,88766
5.730221,1.702067,97.521240,1.161491,66.548549,0.000000,0.342427,-0.540575,0.342427,-7.937418,-1000.000000,88766
5.738242,1.702067,97.521240,1.163203,66.646647,0.000000,0.342427,-0.538863,0.342427,-7.911736,-1000.000000,88766
5.746212,1.702067,97.521240,1.164916,66.744745,0.000000,0.342427,-0.537151,0.342427,-7.886054,-1000.000000,88766
5.754242,1.702067,97.521240,1.166628,66.842843,0.000000,0.342427,-0.535439,0.342427,-7.860372,-1000.000000,88766
5.764281,1.702067,97.521240,1.168340,66.940941,0.000000,0.342427,-0.533727,0.342427,-7.834690,-1000.000000,88766
5.773235,1.702067,97.521240,1.170052,67.039039,0.000000,0.342427,-0.532015,0.342427,-7.809008,-1000.000000,88766
5.781251,1.702067,97.521240,1.171764,67.137137,0.000000,0.342427,-0.530303,0.342427,-7.783326,-1000.000000,88766
