1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
29.22159504,28.84745146,28.47142282,28.12359454,27.80670515,27.50096461,27.16975482,26.76939987,26.25691059,25.60088956,24.80089331,23.89270156,22.9203431,21.91376492,20.90883304,19.92237691,18.95919927,18.01480449,17.06836439,16.09155263,15.0643739,13.9763684,12.83538108,11.66479155,10.49025119,9.329482511,8.190334919,7.074387678,5.982989565,4.916453711,3.877473328,2.870492946,1.900127139,0.972363636,0.096375407,-0.725436931,-1.492977461,-2.207346607,-2.885244261,-3.535529426,-4.162425411,-4.771756991,-5.359775607,-5.92988171,-6.472120294,-6.982211119,-7.461473662,-7.892254529,-8.275517405,-8.586243092,-8.791015193,-8.853138242,-8.747140913,-8.434147007,-7.888586777,-7.104113866,-6.096338342,-4.889831705,-3.515114116,-2.001852993,-0.37232557,1.367125219,3.218486351,5.176202855,7.266311128,9.441236998,11.68226446,13.9465164,16.1828924,18.34146757,20.38012322,22.27452484,24.0068843,25.57444403,27.01033083,28.27076709,29.36889732,30.2938843,31.02856474,31.59071408,31.95848285,32.13658603,32.13604057,31.97951741,31.69284999,31.30660339,30.8598868,30.3925114,29.9789697,29.68108548,29.54884448,29.57352133,29.69196953,29.82143426,29.91365974,29.93574748,29.8781127,29.73744728,29.50979664,29.19617355
