t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,tau_joint_ff_Nm,tau_motor_ff_Nm,tau_dead_motor_Nm,tau_motor_cmd_before_clamp_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
1.686000,58.881366,181.293750,-581.135831,4.459351,-18.186410,-0.284163,0.160200,-0.123963,-0.123963,-0.121752,4059,-60
1.688000,59.214841,152.098750,-584.427095,4.381348,-18.290946,-0.285796,0.160200,-0.125596,-0.125596,-0.121752,3988,-57
1.690000,59.489761,122.753250,-587.140446,4.303345,-18.377145,-0.287143,0.160200,-0.126943,-0.126943,-0.122820,3917,-53
1.692000,59.705854,93.286250,-589.273200,4.230835,-18.444911,-0.288202,0.160200,-0.128002,-0.128002,-0.128160,3851,-69
1.694000,59.862906,63.727250,-590.823247,4.144043,-18.494169,-0.288971,0.160200,-0.128771,-0.128771,-0.126024,3772,-64
1.696000,59.960763,34.105250,-591.789055,4.049561,-18.524863,-0.289451,0.160200,-0.129251,-0.129251,-0.127092,3686,-67
1.698000,59.999327,4.449500,-592.169669,3.961670,-18.536960,-0.289640,0.160200,-0.129440,-0.129440,-0.127092,3606,-76
1.700000,59.978561,-25.210750,-591.964713,3.851807,-18.530446,-0.289538,-0.160200,-0.449738,-0.449738,-0.126024,3506,-65
1.702000,59.898484,-54.846000,-591.174389,3.759521,-18.505328,-0.289146,-0.160200,-0.449346,-0.449346,-0.447492,3422,-140
1.704000,59.759177,-84.427000,-589.799479,3.510132,-18.461635,-0.288463,-0.160200,-0.448663,-0.448663,-0.451764,3195,-241
1.706000,59.560776,-113.924750,-587.841342,3.106934,-18.399414,-0.287491,-0.160200,-0.447691,-0.447691,-0.447492,2828,-359
1.708000,59.303478,-143.309500,-585.301915,2.566406,-18.318736,-0.286230,-0.160200,-0.446430,-0.446430,-0.445356,2336,-400
1.710000,58.987538,-172.552500,-582.183708,1.977539,-18.219689,-0.284683,-0.160200,-0.444883,-0.444883,-0.444288,1800,-474
1.712000,58.613268,-201.625250,-578.489806,1.366699,-18.102384,-0.282850,-0.160200,-0.443050,-0.443050,-0.415452,1244,-519
1.714000,58.181037,-230.498500,-574.223861,0.361450,-17.966951,-0.280734,-0.160200,-0.440934,-0.440934,-0.447492,329,-545
1.716000,57.691274,-259.143750,-569.390091,-0.488892,-17.813539,-0.278337,-0.160200,-0.438537,-0.438537,-0.440016,-445,-560
1.718000,57.144462,-287.532750,-563.993277,-1.248047,-17.642318,-0.275661,-0.160200,-0.435861,-0.435861,-0.444288,-1136,-568
1.720000,56.541143,-315.637250,-558.038754,-2.106079,-17.453476,-0.272711,-0.160200,-0.432911,-0.432911,-0.438948,-1917,-582
1.722000,55.881913,-343.430000,-551.532412,-2.799316,-17.247221,-0.269488,-0.160200,-0.429688,-0.429688,-0.428268,-2548,-578
1.724000,55.167423,-370.883000,-544.480683,-3.609009,-17.023780,-0.265997,-0.160200,-0.426197,-0.426197,-0.426132,-3285,-589
1.726000,54.398381,-397.969000,-536.890542,-4.441772,-16.783398,-0.262241,-0.160200,-0.422441,-0.422441,-0.425064,-4043,-600
1.728000,53.575547,-424.661750,-528.769493,-5.327271,-16.526335,-0.258224,-0.160200,-0.418424,-0.418424,-0.414384,-4849,-598
1.730000,52.699734,-450.934500,-520.125568,-6.158936,-16.252873,-0.253951,-0.160200,-0.414151,-0.414151,-0.418656,-5606,-585
1.732000,51.771809,-476.761250,-510.967313,-6.967529,-15.963307,-0.249427,-0.160200,-0.409627,-0.409627,-0.409044,-6342,-586
1.734000,50.792689,-502.116500,-501.303785,-7.824463,-15.657950,-0.244655,-0.160200,-0.404855,-0.404855,-0.413316,-7122,-580
1.736000,49.763343,-526.975500,-491.144540,-8.638550,-15.337132,-0.239643,-0.160200,-0.399843,-0.399843,-0.403704,-7863,-576
1.738000,48.684787,-551.313500,-480.499624,-9.424072,-15.001195,-0.234394,-0.160200,-0.394594,-0.394594,-0.397296,-8578,-567
1.740000,47.558089,-575.105750,-469.379563,-10.264526,-14.650500,-0.228914,-0.160200,-0.389114,-0.389114,-0.390888,-9343,-553
1.742000,46.384364,-598.329500,-457.795354,-11.037964,-14.285418,-0.223210,-0.160200,-0.383410,-0.383410,-0.387684,-10047,-540
1.744000,45.164771,-620.962000,-445.758450,-11.683960,-13.906335,-0.217286,-0.160200,-0.377486,-0.377486,-0.380208,-10635,-524
1.746000,43.900516,-642.980250,-433.280756,-12.480469,-13.513652,-0.211151,-0.160200,-0.371351,-0.371351,-0.375936,-11360,-520
1.748000,42.592850,-664.362500,-420.374610,-13.103394,-13.107780,-0.204809,-0.160200,-0.365009,-0.365009,-0.375936,-11927,-506
1.750000,41.243066,-685.088000,-407.052774,-13.832886,-12.689141,-0.198268,-0.160200,-0.358468,-0.358468,-0.363120,-12591,-495
1.752000,39.852498,-705.136000,-393.328421,-14.498657,-12.258170,-0.191534,-0.160200,-0.351734,-0.351734,-0.359916,-13197,-478
1.754000,38.422522,-724.486500,-379.215124,-15.192993,-11.815312,-0.184614,-0.160200,-0.344814,-0.344814,-0.353508,-13829,-477
1.756000,36.954552,-743.120750,-364.726837,-15.854370,-11.361021,-0.177516,-0.160200,-0.337716,-0.337716,-0.348168,-14431,-468
1.758000,35.450039,-761.020250,-349.877888,-16.468506,-10.895761,-0.170246,-0.160200,-0.330446,-0.330446,-0.335352,-14990,-431
1.760000,33.910471,-778.167000,-334.682960,-17.133179,-10.420002,-0.162813,-0.160200,-0.323013,-0.323013,-0.326808,-15595,-450
1.762000,32.337371,-794.544500,-319.157079,-17.771484,-9.934227,-0.155222,-0.160200,-0.315422,-0.315422,-0.317196,-16176,-409
1.764000,30.732293,-810.136250,-303.315597,-18.299927,-9.438921,-0.147483,-0.160200,-0.307683,-0.307683,-0.316128,-16657,-382
1.766000,29.096826,-824.926750,-287.174181,-18.870117,-8.934579,-0.139603,-0.160200,-0.299803,-0.299803,-0.304380,-17176,-380
1.768000,27.432586,-838.901750,-270.748790,-19.374390,-8.421702,-0.131589,-0.160200,-0.291789,-0.291789,-0.297972,-17635,-358
1.770000,25.741219,-852.047000,-254.055668,-19.885254,-7.900794,-0.123450,-0.160200,-0.283650,-0.283650,-0.291564,-18100,-358
1.772000,24.024398,-864.349750,-237.111321,-20.381836,-7.372368,-0.115193,-0.160200,-0.275393,-0.275393,-0.279816,-18552,-344
1.774000,22.283820,-875.797750,-219.932506,-20.824585,-6.836939,-0.106827,-0.160200,-0.267027,-0.267027,-0.275544,-18955,-333
1.776000,20.521207,-886.379750,-202.536209,-21.266235,-6.295027,-0.098360,-0.160200,-0.258560,-0.258560,-0.268068,-19357,-274
1.778000,18.738301,-896.085250,-184.939632,-21.691406,-5.747156,-0.089799,-0.160200,-0.249999,-0.249999,-0.260592,-19744,-293
1.780000,16.936866,-904.904750,-167.160178,-22.023193,-5.193852,-0.081154,-0.160200,-0.241354,-0.241354,-0.252048,-20046,-244
1.782000,15.118682,-912.829250,-149.215425,-22.338501,-4.635647,-0.072432,-0.160200,-0.232632,-0.232632,-0.239232,-20333,-222
1.784000,13.285549,-919.851000,-131.123121,-22.714233,-4.073072,-0.063642,-0.160200,-0.223842,-0.223842,-0.229620,-20675,-221
1.786000,11.439278,-925.963500,-112.901154,-23.018555,-3.506662,-0.054792,-0.160200,-0.214992,-0.214992,-0.223212,-20952,-208
1.788000,9.581695,-931.160250,-94.567545,-23.317383,-2.936954,-0.045890,-0.160200,-0.206090,-0.206090,-0.217872,-21224,-205
1.790000,7.714637,-935.436000,-76.140422,-23.601929,-2.364486,-0.036945,-0.160200,-0.197145,-0.197145,-0.205056,-21483,-201
1.792000,5.839951,-938.787000,-57.638006,-23.875488,-1.789798,-0.027966,-0.160200,-0.188166,-0.188166,-0.199716,-21732,-190
1.794000,3.959489,-941.209500,-39.078596,-24.146851,-1.213430,-0.018960,-0.160200,-0.179160,-0.179160,-0.187968,-21979,-167
1.796000,2.075113,-942.701250,-20.480542,-24.386353,-0.635924,-0.009936,-0.160200,-0.170136,-0.170136,-0.180492,-22197,-135
1.798000,0.188684,-943.261000,-1.862236,-24.603882,-0.057822,-0.000903,-0.160200,-0.161103,-0.161103,-0.168744,-22395,-132
1.800000,-1.697931,-942.888000,16.757912,-24.796143,0.520334,0.008130,-0.160200,-0.152070,-0.152070,-0.161268,-22570,-118
1.802000,-3.582868,-941.582500,35.361488,-24.947754,1.098003,0.017156,-0.160200,-0.143044,-0.143044,-0.152724,-22708,-97
1.804000,-5.464261,-939.345750,53.930097,-25.075195,1.674642,0.026166,-0.160200,-0.134034,-0.134034,-0.146316,-22824,-103
1.806000,-7.340251,-936.180250,72.445377,-25.211426,2.249709,0.035152,-0.160200,-0.125048,-0.125048,-0.136704,-22948,-84
1.808000,-9.208982,-932.089000,90.889019,-25.317993,2.822664,0.044104,-0.160200,-0.116096,-0.116096,-0.127092,-23045,-84
1.810000,-11.068607,-927.076250,109.242785,-25.416870,3.392967,0.053015,-0.160200,-0.107185,-0.107185,-0.119616,-23135,-59
1.812000,-12.917287,-921.146750,127.488526,-25.511353,3.960079,0.061876,-0.160200,-0.098324,-0.098324,-0.105732,-23221,-57
1.814000,-14.753194,-914.306250,145.608198,-25.606934,4.523464,0.070679,-0.160200,-0.089521,-0.089521,-0.096120,-23308,-47
1.816000,-16.574512,-906.561500,163.583885,-25.664062,5.082587,0.079415,-0.160200,-0.080785,-0.080785,-0.089712,-23360,-35
1.818000,-18.379440,-897.920250,181.397812,-25.708008,5.636913,0.088077,-0.160200,-0.072123,-0.072123,-0.081168,-23400,-24
1.820000,-20.166193,-888.391250,199.032362,-25.739868,6.185913,0.096655,-0.160200,-0.063545,-0.063545,-0.071556,-23429,-19
1.822000,-21.933005,-877.983750,216.470097,-25.762939,6.729059,0.105142,-0.160200,-0.055058,-0.055058,-0.059808,-23450,-11
1.824000,-23.678128,-866.708000,233.693775,-25.773926,7.265826,0.113529,-0.160200,-0.046671,-0.046671,-0.056604,-23460,-4
1.826000,-25.399837,-854.575500,250.686364,-25.776123,7.795694,0.121808,-0.160200,-0.038392,-0.038392,-0.045924,-23462,0
1.828000,-27.096430,-841.597500,267.431059,-25.776123,8.318146,0.129971,-0.160200,-0.030229,-0.030229,-0.037380,-23462,0
1.830000,-28.766227,-827.787250,283.911305,-25.776123,8.832671,0.138010,-0.160200,-0.022190,-0.022190,-0.026700,-23462,0
1.832000,-30.407579,-813.159000,300.110802,-25.776123,9.338760,0.145918,-0.160200,-0.014282,-0.014282,-0.023496,-23462,0
1.834000,-32.018863,-797.726250,316.013534,-25.775024,9.835912,0.153686,-0.160200,-0.006514,-0.006514,-0.013884,-23461,0
1.836000,-33.598484,-781.504750,331.603773,-25.773926,10.323633,0.161307,-0.160200,0.001107,0.001107,-0.006408,-23460,1
1.838000,-35.144882,-764.510500,346.866104,-25.771729,10.801433,0.168772,-0.160200,0.008572,0.008572,-0.003204,-23458,1
1.840000,-36.656526,-746.760000,361.785435,-25.768433,11.268832,0.176075,-0.160200,0.015875,0.015875,0.010680,-23455,3
1.842000,-38.131922,-728.271250,376.347012,-25.764038,11.725354,0.183209,-0.160200,0.023009,0.023009,0.016020,-23451,4
1.844000,-39.569611,-709.062500,390.536436,-25.757446,12.170535,0.190165,-0.160200,0.029965,0.029965,0.024564,-23445,4
1.846000,-40.968172,-689.152250,404.339676,-25.750854,12.603919,0.196936,-0.160200,0.036736,0.036736,0.029904,-23439,8
1.848000,-42.326220,-668.560750,417.743082,-25.738770,13.025060,0.203517,-0.160200,0.043317,0.043317,0.036312,-23428,9
1.850000,-43.642415,-647.308250,430.733401,-25.723389,13.433520,0.209899,-0.160200,0.049699,0.049699,0.043788,-23414,11
1.852000,-44.915453,-625.415500,443.297786,-25.704712,13.828874,0.216076,-0.160200,0.055876,0.055876,0.048060,-23397,14
1.854000,-46.144077,-602.904250,455.423814,-25.684937,14.210709,0.222042,-0.160200,0.061842,0.061842,0.057672,-23379,20
1.856000,-47.327070,-579.796750,467.099493,-25.656372,14.578622,0.227791,-0.160200,0.067591,0.067591,0.059808,-23353,20
1.858000,-48.463264,-556.116250,478.313278,-25.626709,14.932225,0.233316,-0.160200,0.073116,0.073116,0.065148,-23326,25
1.860000,-49.551535,-531.885500,489.054081,-25.589355,15.271143,0.238612,-0.160200,0.078412,0.078412,0.071556,-23292,25
1.862000,-50.590806,-507.128750,499.311279,-25.559692,15.595013,0.243672,-0.160200,0.083472,0.083472,0.076896,-23265,24
1.864000,-51.580050,-481.871000,509.074730,-25.528931,15.903488,0.248492,-0.160200,0.088292,0.088292,0.080100,-23237,21
1.866000,-52.518290,-456.136500,518.334780,-25.501465,16.196238,0.253066,-0.160200,0.092866,0.092866,0.088644,-23212,23
1.868000,-53.404596,-429.950500,527.082272,-25.469604,16.472945,0.257390,-0.160200,0.097190,0.097190,0.090780,-23183,27
1.870000,-54.238092,-403.339750,535.308555,-25.435547,16.733311,0.261458,-0.160200,0.101258,0.101258,0.096120,-23152,29
1.872000,-55.017955,-376.330500,543.005495,-25.397095,16.977051,0.265266,-0.160200,0.105066,0.105066,0.101460,-23117,27
1.874000,-55.743414,-348.948750,550.165481,-25.350952,17.203901,0.268811,-0.160200,0.108611,0.108611,0.104664,-23075,36
1.876000,-56.413750,-321.221750,556.781433,-25.305908,17.413611,0.272088,-0.160200,0.111888,0.111888,0.108936,-23034,30
1.878000,-57.028301,-293.177250,562.846808,-25.257568,17.605953,0.275093,-0.160200,0.114893,0.114893,0.110004,-22990,30
1.880000,-57.586459,-264.842750,568.355609,-25.209229,17.780714,0.277824,-0.160200,0.117624,0.117624,0.113208,-22946,38
1.882000,-58.087672,-236.246500,573.302388,-25.155396,17.937702,0.280277,-0.160200,0.120077,0.120077,0.117480,-22897,35
1.884000,-58.531445,-207.416750,577.682254,-25.094971,18.076744,0.282449,-0.160200,0.122249,0.122249,0.117480,-22842,41
1.886000,-58.917339,-178.382000,581.490875,-25.037842,18.197685,0.284339,-0.160200,0.124139,0.124139,0.120684,-22790,36
1.888000,-59.244973,-149.170500,584.724485,-24.986206,18.300393,0.285944,-0.160200,0.125744,0.125744,0.123888,-22743,35
1.890000,-59.514021,-119.811500,587.379888,-24.938965,18.384753,0.287262,-0.160200,0.127062,0.127062,0.126024,-22700,37
1.892000,-59.724219,-90.334250,589.454456,-24.888428,18.450671,0.288292,-0.160200,0.128092,0.128092,0.126024,-22654,39
1.894000,-59.875358,-60.767500,590.946139,-24.825806,18.498074,0.289032,-0.160200,0.128832,0.128832,0.132432,-22597,45
1.896000,-59.967289,-31.140750,591.853461,-24.762085,18.526910,0.289483,-0.160200,0.129283,0.129283,0.128160,-22539,41
1.898000,-59.999921,-1.483000,592.175526,-24.702759,18.537146,0.289643,-0.160200,0.129443,0.129443,0.134568,-22485,45
1.900000,-59.973221,28.176000,591.912014,-24.629150,18.528771,0.289512,0.160200,0.449712,0.449712,0.124956,-22418,50
1.902000,-59.887217,57.807000,591.063187,-24.546753,18.501794,0.289091,0.160200,0.449291,0.449291,0.446424,-22343,116
1.904000,-59.741993,87.381000,589.629883,-24.299561,18.456245,0.288379,0.160200,0.448579,0.448579,0.447492,-22118,281
1.906000,-59.537693,116.868500,587.613520,-23.869995,18.392176,0.287378,0.160200,0.447578,0.447578,0.450696,-21727,345
1.908000,-59.274519,146.240750,585.016093,-23.304199,18.309656,0.286088,0.160200,0.446288,0.446288,0.448560,-21212,450
1.910000,-58.952730,175.468250,581.840169,-22.751587,18.208779,0.284512,0.160200,0.444712,0.444712,0.446424,-20709,456
1.912000,-58.572646,204.522000,578.088888,-21.878174,18.089655,0.282651,0.160200,0.442851,0.442851,0.442152,-19914,523
1.914000,-58.134642,233.373750,573.765962,-21.073975,17.952416,0.280507,0.160200,0.440707,0.440707,0.444288,-19182,538
1.916000,-57.639151,261.994500,568.875663,-20.296143,17.797215,0.278081,0.160200,0.438281,0.438281,0.444288,-18474,567
1.918000,-57.086664,290.356250,563.422828,-19.495239,17.624223,0.275378,0.160200,0.435578,0.435578,0.440016,-17745,581
1.920000,-56.477726,318.431250,557.412850,-18.651489,17.433630,0.272400,0.160200,0.432600,0.432600,0.441084,-16977,594
1.922000,-55.812939,346.191000,550.851670,-17.720947,17.225647,0.269151,0.160200,0.429351,0.429351,0.434676,-16130,597
1.924000,-55.092962,373.608500,543.745778,-16.945312,17.000500,0.265633,0.160200,0.425833,0.425833,0.432540,-15424,597
1.926000,-54.318505,400.656500,536.102199,-15.927979,16.758437,0.261851,0.160200,0.422051,0.422051,0.425064,-14498,607
1.928000,-53.490336,427.308250,527.928493,-15.130371,16.499722,0.257808,0.160200,0.418008,0.418008,0.421860,-13772,609
1.930000,-52.609272,453.537750,519.232741,-14.256958,16.224636,0.253510,0.160200,0.413710,0.413710,0.413316,-12977,611
1.932000,-51.676185,479.318500,510.023544,-13.403320,15.933476,0.248961,0.160200,0.409161,0.409161,0.414384,-12200,607
1.934000,-50.691998,504.625250,500.310006,-12.482666,15.626559,0.244165,0.160200,0.404365,0.404365,0.410112,-11362,600
1.936000,-49.657684,529.433000,490.101734,-11.696045,15.304213,0.239128,0.160200,0.399328,0.399328,0.400500,-10646,586
1.938000,-48.574266,553.717500,479.408822,-10.939087,14.966784,0.233856,0.160200,0.394056,0.394056,0.398364,-9957,583
1.940000,-47.442814,577.454250,468.241844,-9.981079,14.614633,0.228354,0.160200,0.388554,0.388554,0.396228,-9085,570
1.942000,-46.264449,600.619750,456.611842,-9.257080,14.248133,0.222627,0.160200,0.382827,0.382827,0.393024,-8426,572
1.944000,-45.040335,623.191750,444.530316,-8.511108,13.867672,0.216682,0.160200,0.376882,0.376882,0.385548,-7747,554
1.946000,-43.771682,645.147500,432.009215,-7.749756,13.473652,0.210526,0.160200,0.370726,0.370726,0.375936,-7054,534
1.948000,-42.459745,666.465000,419.060918,-6.973022,13.066483,0.204164,0.160200,0.364364,0.364364,0.368460,-6347,519
1.950000,-41.105822,687.123500,405.698231,-6.278687,12.646592,0.197603,0.160200,0.357803,0.357803,0.364188,-5715,516
1.952000,-39.711251,707.102750,391.934367,-5.568970,12.214412,0.190850,0.160200,0.351050,0.351050,0.355644,-5069,503
1.954000,-38.277411,726.382500,377.782936,-4.933960,11.770390,0.183912,0.160200,0.344112,0.344112,0.343896,-4491,499
1.956000,-36.805721,744.944000,363.257932,-4.270386,11.314981,0.176797,0.160200,0.336997,0.336997,0.346032,-3887,473
1.958000,-35.297635,762.769000,348.373719,-3.652954,10.848649,0.169510,0.160200,0.329710,0.329710,0.337488,-3325,478
1.960000,-33.754645,779.839750,333.145014,-3.025635,10.371868,0.162060,0.160200,0.322260,0.322260,0.332148,-2754,457
1.962000,-32.178276,796.139500,317.586877,-2.395020,9.885117,0.154455,0.160200,0.314655,0.314655,0.321468,-2180,447
1.964000,-30.570087,811.651500,301.714692,-1.879761,9.388885,0.146701,0.160200,0.306901,0.306901,0.300108,-1711,400
1.966000,-28.931670,826.361000,285.544154,-1.219482,8.883667,0.138807,0.160200,0.299007,0.299007,0.302244,-1110,424
1.968000,-27.264643,840.253750,269.091255,-0.694336,8.369964,0.130781,0.160200,0.290981,0.290981,0.300108,-632,405
1.970000,-25.570655,853.315500,252.372264,-0.146118,7.848282,0.122629,0.160200,0.282829,0.282829,0.292632,-133,380
1.972000,-23.851381,865.533250,235.403712,0.395508,7.319132,0.114361,0.160200,0.274561,0.274561,0.284088,360,342
1.974000,-22.108522,876.895000,218.202380,0.850342,6.783031,0.105985,0.160200,0.266185,0.266185,0.275544,774,361
1.976000,-20.343801,887.390000,200.785278,1.307373,6.240499,0.097508,0.160200,0.257708,0.257708,0.269136,1190,311
1.978000,-18.558962,897.007250,183.169628,1.741333,5.692061,0.088938,0.160200,0.249138,0.249138,0.252048,1585,283
1.980000,-16.755772,905.737500,165.372849,2.141235,5.138244,0.080285,0.160200,0.240485,0.240485,0.247776,1949,264
1.982000,-14.936012,913.572250,147.412541,2.544434,4.579577,0.071556,0.160200,0.231756,0.231756,0.237096,2316,279
1.984000,-13.101483,920.503500,129.306462,2.933350,4.016595,0.062759,0.160200,0.222959,0.222959,0.232824,2670,279
1.986000,-11.253998,926.524500,111.072519,3.294800,3.449831,0.053904,0.160200,0.214104,0.214104,0.222144,2999,258
1.988000,-9.395385,931.629250,92.728741,3.663940,2.879822,0.044997,0.160200,0.205197,0.205197,0.217872,3335,199
1.990000,-7.527481,935.812750,74.293267,3.941895,2.307108,0.036049,0.160200,0.196249,0.196249,0.206124,3588,190
1.992000,-5.652134,939.071000,55.784328,4.261597,1.732228,0.027066,0.160200,0.187266,0.187266,0.196512,3879,196
1.994000,-3.771197,941.400750,37.220226,4.523071,1.155722,0.018058,0.160200,0.178258,0.178258,0.190104,4117,187
1.996000,-1.886531,942.799250,0.000000,4.785645,-0.027289,-0.000426,0.160200,0.159774,0.159774,0.181560,4356,169
1.998000,0.000000,943.265500,0.000000,5.005371,0.000000,0.000000,0.160200,0.160200,0.160200,0.161268,4556,162
