t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0.334000,-51.483406,484.418500,508.120883,-3.855103,37.902832,-47.628303,446.515668,-0.472859,-0.441612,-0.914472,0.160200,0.148769,0.149520,-3509,67
0.336000,-50.489114,509.627750,498.307614,-3.768311,43.395996,-46.720803,466.231754,-0.467198,-0.408568,-0.875766,0.160200,0.149253,0.146316,-3430,67
0.338000,-49.444895,534.332750,488.001591,-3.690308,39.001465,-45.754587,495.331285,-0.461045,-0.366310,-0.827355,0.160200,0.149858,0.152724,-3359,69
0.340000,-48.351783,558.509250,477.213005,-3.613403,38.452148,-44.738380,520.057102,-0.454379,-0.326997,-0.781376,0.160200,0.150433,0.151656,-3289,60
0.342000,-47.210858,582.133750,465.952524,-3.536499,38.452148,-43.674359,543.681602,-0.447182,-0.287810,-0.734992,0.160200,0.151013,0.149520,-3219,66
0.344000,-46.023248,605.182500,454.231283,-3.458496,39.001465,-42.564752,566.181035,-0.439434,-0.248809,-0.688243,0.160200,0.151597,0.147384,-3148,52
0.346000,-44.790128,627.633000,442.060872,-3.383789,37.353516,-41.406339,590.279484,-0.431118,-0.207561,-0.638679,0.160200,0.152217,0.149520,-3080,51
0.348000,-43.512716,649.462750,429.453327,-3.312378,35.705566,-40.200338,613.757184,-0.422218,-0.166024,-0.588242,0.160200,0.152847,0.155928,-3015,55
0.350000,-42.192277,670.650000,416.421115,-3.238770,36.804199,-38.953507,633.845801,-0.412720,-0.126732,-0.539452,0.160200,0.153457,0.149520,-2948,63
0.352000,-40.830116,691.174250,402.977123,-3.159668,39.550781,-37.670448,651.623469,-0.402613,-0.088825,-0.491437,0.160200,0.154057,0.154860,-2876,57
0.354000,-39.427580,711.015250,389.134644,-3.073975,42.846680,-36.353605,668.168570,-0.391885,-0.051403,-0.443288,0.160200,0.154659,0.153792,-2798,63
0.356000,-37.986055,730.153000,374.907367,-2.986084,43.945312,-34.999971,686.207687,-0.380531,-0.012036,-0.392567,0.160200,0.155293,0.152724,-2718,56
0.358000,-36.506968,748.568500,360.309360,-2.897095,44.494629,-33.609873,704.073871,-0.368546,0.027817,-0.340728,0.160200,0.155941,0.158064,-2637,59
0.360000,-34.991781,766.244000,345.355060,-2.803711,46.691895,-32.188070,719.552105,-0.355927,0.066140,-0.289787,0.160200,0.156578,0.155928,-2552,64
0.362000,-33.441992,783.162000,330.059253,-2.723511,40.100098,-30.718481,743.061902,-0.342677,0.112305,-0.230371,0.160200,0.157320,0.154860,-2479,53
0.364000,-31.859133,799.305250,314.437066,-2.631226,46.142578,-29.227907,753.162672,-0.328798,0.147135,-0.181663,0.160200,0.157929,0.158064,-2395,56
0.366000,-30.244771,814.658000,298.503945,-2.545532,42.846680,-27.699239,771.811320,-0.314300,0.190090,-0.124210,0.160200,0.158647,0.160200,-2317,52
0.368000,-28.600501,829.205500,282.275647,-2.455444,45.043945,-26.145057,784.161555,-0.299192,0.227993,-0.071200,0.160200,0.159310,0.159132,-2235,63
0.370000,-26.927949,842.933000,265.768219,-2.363159,46.142578,-24.564790,796.790422,-0.283490,0.266594,-0.016896,0.160200,0.159989,0.160200,-2151,70
0.372000,-25.228769,855.827000,248.997985,-2.276367,43.395996,-22.952402,812.431004,-0.267210,0.308385,0.041175,0.160200,0.160715,0.161268,-2072,60
0.374000,-23.504641,867.874500,231.981527,-2.184082,46.142578,-21.320559,821.731922,-0.250373,0.344982,0.094609,0.160200,0.161383,0.161268,-1988,74
0.376000,-21.757271,879.063750,214.735673,-2.086304,48.889160,-19.670967,830.174590,-0.233005,0.381141,0.148136,0.160200,0.162052,0.160200,-1899,71
0.378000,-19.988386,889.384000,197.277477,-1.987427,49.438477,-18.000959,839.945523,-0.215131,0.418815,0.203684,0.160200,0.162746,0.162336,-1809,63
0.380000,-18.199735,898.824500,179.624202,-1.892944,47.241211,-16.306791,851.583289,-0.196783,0.458539,0.261756,0.160200,0.163472,0.160200,-1723,78
0.382000,-16.393088,907.376250,161.793304,-1.797363,47.790527,-14.595725,859.585723,-0.177994,0.495387,0.317392,0.160200,0.164167,0.164472,-1636,78
0.384000,-14.570230,915.031000,143.802416,-1.702881,47.241211,-12.867349,867.789789,-0.158802,0.532712,0.373910,0.160200,0.164874,0.162336,-1550,63
0.386000,-12.732964,921.780750,125.669328,-1.605103,48.889160,-11.127861,872.891590,-0.139244,0.567524,0.428280,0.160200,0.165554,0.164472,-1461,74
0.388000,-10.883107,927.618750,107.411971,-1.506226,49.438477,-9.376881,878.180273,-0.119362,0.602699,0.483337,0.160200,0.166242,0.168744,-1371,71
0.390000,-9.022489,932.539750,89.048399,-1.409546,48.339844,-7.612943,884.199906,-0.099200,0.638739,0.539539,0.160200,0.166944,0.165540,-1283,94
0.392000,-7.152948,936.538750,70.596771,-1.311768,48.889160,-5.841180,887.649590,-0.078804,0.672673,0.593869,0.160200,0.167623,0.164472,-1194,82
0.394000,-5.276334,939.611250,52.075334,-1.211792,49.987793,-4.064542,889.623457,-0.058219,0.705403,0.647184,0.160200,0.168290,0.168744,-1103,68
0.396000,-3.394503,941.754750,33.502401,-1.106323,52.734375,-2.288180,889.020375,-0.037496,0.735880,0.698385,0.160200,0.168930,0.170880,-1007,64
0.398000,-1.509315,942.967250,14.896339,-1.010742,47.790527,-0.498573,895.176723,-0.016682,0.772487,0.755805,0.160200,0.169648,0.171948,-920,80
0.400000,0.377366,943.247000,-3.724453,-0.910767,49.987793,1.288133,893.259207,0.004172,0.801998,0.806169,0.160200,0.170277,0.170880,-829,73
0.402000,2.263673,942.594000,-22.341562,-0.800903,54.931641,3.064576,887.662359,0.025015,0.828118,0.853134,0.160200,0.170864,0.167676,-729,89
0.404000,4.147742,941.009250,-40.936579,-0.692139,54.382324,4.839881,886.626926,0.045799,0.858200,0.903999,0.160200,0.171500,0.170880,-630,77
0.406000,6.027710,938.493750,-59.491115,-0.585571,53.283691,6.613281,885.210059,0.066472,0.887915,0.954387,0.160200,0.172130,0.174084,-533,86
0.408000,7.901717,935.050000,-77.986823,-0.483398,51.086426,8.385115,883.963574,0.086987,0.917752,1.004739,0.160200,0.172759,0.171948,-440,85
0.410000,9.767910,930.681750,-96.405414,-0.381226,51.086426,10.149136,879.595324,0.107296,0.944728,1.052023,0.160200,0.173350,0.173016,-347,81
0.412000,11.624444,925.393250,-114.728673,-0.277954,51.635742,11.902398,873.757508,0.127351,0.970233,1.097584,0.160200,0.173920,0.168744,-253,80
0.414000,13.469483,919.189750,-132.938482,-0.172485,52.734375,13.641968,866.455375,0.147108,0.994222,1.141330,0.160200,0.174467,0.174084,-157,74
0.416000,15.301203,912.077500,-151.016834,-0.067017,52.734375,15.368220,859.343125,0.166525,1.018144,1.184669,0.160200,0.175008,0.169812,-61,72
0.418000,17.117793,904.063000,-168.945853,0.030762,48.889160,17.087031,855.173840,0.185560,1.044505,1.230065,0.160200,0.175576,0.173016,28,93
0.420000,18.917455,895.154250,-186.707808,0.130737,49.987793,18.786718,845.166457,0.204177,1.065437,1.269614,0.160200,0.176070,0.170880,119,87
0.422000,20.698410,885.360750,-204.285136,0.230713,49.987793,20.467697,835.372957,0.222339,1.086229,1.308568,0.160200,0.176557,0.170880,210,97
0.424000,22.458898,874.691750,-221.660456,0.343872,56.579590,22.115026,818.112160,0.240014,1.099918,1.339932,0.160200,0.176949,0.174084,313,99
0.426000,24.197177,863.157750,-238.816585,0.447144,51.635742,23.750033,811.522008,0.257173,1.122703,1.379876,0.160200,0.177448,0.177288,407,99
0.428000,25.911529,850.770250,-255.736559,0.564697,58.776855,25.346832,791.993395,0.273790,1.133530,1.407320,0.160200,0.177792,0.176220,514,98
0.430000,27.600258,837.541250,-272.403647,0.689941,62.622070,26.910317,774.919180,0.289841,1.145918,1.435759,0.160200,0.178147,0.176220,628,99
0.432000,29.261694,823.484250,-288.801367,0.804199,57.128906,28.457495,766.355344,0.305308,1.165448,1.470756,0.160200,0.178584,0.180492,732,91
0.434000,30.894195,808.613000,-304.913503,0.918457,57.128906,29.975738,751.484094,0.320173,1.178969,1.499142,0.160200,0.178939,0.177288,836,84
0.436000,32.496146,792.941750,-320.724125,1.023926,52.734375,31.472220,740.207375,0.334424,1.195247,1.529671,0.160200,0.179321,0.178356,932,82
0.438000,34.065962,776.486750,-336.217596,1.132690,54.382324,32.933272,722.104426,0.348052,1.204949,1.553001,0.160200,0.179613,0.178356,1031,93
0.440000,35.602093,759.264000,-351.378597,1.244751,56.030273,34.357342,703.233727,0.361051,1.213336,1.574387,0.160200,0.179880,0.178356,1133,86
0.442000,37.103018,741.290000,-366.192135,1.350220,52.734375,35.752798,688.555625,0.373416,1.224882,1.598298,0.160200,0.180179,0.178356,1229,74
0.444000,38.567253,722.583250,-380.643561,1.471069,60.424805,37.096184,662.158445,0.385148,1.225293,1.610441,0.160200,0.180331,0.181560,1339,97
0.446000,39.993351,703.162250,-394.718586,1.587524,58.227539,38.405827,644.934711,0.396251,1.233120,1.629371,0.160200,0.180567,0.181560,1445,93
0.448000,41.379902,683.045750,-408.403291,1.698486,55.480957,39.681416,627.564793,0.406729,1.240225,1.646954,0.160200,0.180787,0.182628,1546,95
0.450000,42.725534,662.253500,-421.684145,1.801758,51.635742,40.923776,610.617758,0.416592,1.247119,1.663711,0.160200,0.180996,0.183696,1640,99
0.452000,44.028916,640.806500,-434.548013,1.914917,56.579590,42.113999,584.226910,0.425849,1.244862,1.670711,0.160200,0.181084,0.182628,1743,73
0.454000,45.288760,618.726000,-446.982176,2.014893,49.987793,43.273867,568.738207,0.434513,1.251589,1.686103,0.160200,0.181276,0.185832,1834,97
0.456000,46.503820,596.033500,-458.974338,2.115967,50.537109,44.387853,545.496391,0.442600,1.250750,1.693350,0.160200,0.181367,0.183696,1926,88
0.458000,47.672894,572.751750,-470.512641,2.225830,54.931641,45.447064,517.820109,0.450126,1.245084,1.695210,0.160200,0.181390,0.176220,2026,73
0.460000,48.794827,548.903750,-481.585675,2.333496,53.833008,46.461331,495.070742,0.457108,1.242934,1.700042,0.160200,0.181451,0.179424,2124,89
0.462000,49.868509,524.512750,-492.182489,2.435669,51.086426,47.432840,473.426324,0.463566,1.241002,1.704568,0.160200,0.181507,0.178356,2217,94
0.464000,50.892878,499.603000,-502.292607,2.560913,62.622070,48.331965,436.980930,0.469520,1.224890,1.694410,0.160200,0.181380,0.187968,2331,81
0.466000,51.866921,474.199250,-511.906029,2.694946,67.016602,49.171975,407.182648,0.474991,1.213547,1.688538,0.160200,0.181307,0.180492,2453,97
0.468000,52.789675,448.326750,-521.013250,2.828979,67.016602,49.960696,381.310148,0.480000,1.204735,1.684735,0.160200,0.181259,0.177288,2575,102
0.470000,53.660228,422.011000,-529.605264,2.964111,67.565918,50.696117,354.445082,0.484569,1.194126,1.678695,0.160200,0.181184,0.179424,2698,80
0.472000,54.477719,395.277750,-537.673575,3.101440,68.664551,51.376279,326.613199,0.488719,1.181709,1.670428,0.160200,0.181080,0.182628,2823,77
0.474000,55.241339,368.153750,-545.210204,3.239868,69.213867,52.001471,298.939883,0.492471,1.168471,1.660943,0.160200,0.180962,0.184764,2949,93
0.476000,55.950334,340.665500,-552.207699,3.368408,64.270020,52.581926,276.395480,0.495847,1.158928,1.654775,0.160200,0.180885,0.178356,3066,83
0.478000,56.604001,312.840500,-558.659140,3.490356,60.974121,53.113645,251.866379,0.498866,1.146803,1.645669,0.160200,0.180771,0.183696,3177,88
0.480000,57.201696,284.706250,-564.558147,3.609009,59.326172,53.592687,225.380078,0.501548,1.132050,1.633598,0.160200,0.180620,0.180492,3285,82
0.482000,57.742826,256.290250,-569.898888,3.746338,68.664551,53.996488,187.625699,0.503911,1.106151,1.610062,0.160200,0.180326,0.180492,3410,107
0.484000,58.226857,227.620750,-574.676082,3.881470,67.565918,54.345387,160.054832,0.505971,1.088180,1.594151,0.160200,0.180127,0.180492,3533,86
0.486000,58.653309,198.726500,-578.885003,4.013306,65.917969,54.640003,132.808531,0.507745,1.069545,1.577290,0.160200,0.179916,0.178356,3653,95
0.488000,59.021763,169.635750,-582.521491,4.140747,63.720703,54.881016,105.915047,0.509245,1.050283,1.559528,0.160200,0.179694,0.181560,3769,78
0.490000,59.331852,140.376750,-585.581948,4.274780,67.016602,55.057072,73.360148,0.510486,1.024946,1.535432,0.160200,0.179393,0.182628,3891,84
0.492000,59.583270,110.979500,-588.063350,4.402222,63.720703,55.181048,47.258797,0.511476,1.004332,1.515808,0.160200,0.179148,0.180492,4007,84
0.494000,59.775770,81.472250,-589.963242,4.537354,67.565918,55.238416,13.906332,0.512225,0.976228,1.488453,0.160200,0.178806,0.179424,4130,95
0.496000,59.909159,51.884250,-591.279745,4.670288,66.467285,55.238871,-14.583035,0.512739,0.951374,1.464113,0.160200,0.178501,0.179424,4251,82
0.498000,59.983307,22.245500,-592.011558,4.795532,62.622070,55.187775,-40.376570,0.513023,0.927973,1.440997,0.160200,0.178212,0.181560,4365,79
0.500000,59.998141,-7.415500,-592.157957,4.917480,60.974121,55.080661,-68.389621,0.513080,0.901658,1.414738,-0.160200,-0.142516,0.178356,4476,97
0.502000,59.953645,-37.069500,-591.718797,5.039429,60.974121,54.914216,-98.043621,0.512910,0.872875,1.385785,-0.160200,-0.142878,-0.143112,4587,15
0.504000,59.849863,-66.686750,-590.694512,5.033936,-2.746582,54.815927,-63.940168,0.512511,0.900920,1.413431,-0.160200,-0.142532,-0.140976,4582,-51
0.506000,59.686898,-96.237750,-589.086116,4.944946,-44.494629,54.741952,-51.743121,0.511880,0.910273,1.422153,-0.160200,-0.142423,-0.137772,4501,-72
0.508000,59.464912,-125.693750,-586.895198,4.842773,-51.086426,54.622139,-74.607324,0.511012,0.888229,1.399241,-0.160200,-0.142709,-0.144180,4408,-80
0.510000,59.184123,-155.025500,-584.123926,4.736206,-53.283691,54.447917,-101.741809,0.509897,0.861509,1.371406,-0.160200,-0.143057,-0.146316,4311,-80
0.512000,58.844810,-184.203750,-580.775039,4.630737,-52.734375,54.214073,-131.469375,0.508528,0.831485,1.340014,-0.160200,-0.143450,-0.143112,4215,-73
0.514000,58.447308,-213.200000,-576.851850,4.536255,-47.241211,53.911053,-165.958789,0.506893,0.796099,1.302992,-0.160200,-0.143913,-0.140976,4129,-72
0.516000,57.992010,-241.985500,-572.358237,4.451660,-42.297363,53.540350,-199.688137,0.504978,0.760195,1.265172,-0.160200,-0.144385,-0.145248,4052,-68
0.518000,57.479366,-270.531750,-567.298644,4.360474,-45.593262,53.118892,-224.938488,0.502768,0.730804,1.233572,-0.160200,-0.144780,-0.137772,3969,-61
0.520000,56.909883,-298.810250,-561.678075,4.271484,-44.494629,52.638399,-254.315621,0.500248,0.696781,1.197029,-0.160200,-0.145237,-0.144180,3888,-64
0.522000,56.284125,-326.793250,-555.502087,4.194580,-38.452148,52.089545,-288.341102,0.497400,0.657509,1.154909,-0.160200,-0.145764,-0.147384,3818,-64
0.524000,55.602710,-354.453500,-548.776788,4.116577,-39.001465,51.486133,-315.452035,0.494205,0.623319,1.117524,-0.160200,-0.146231,-0.149520,3747,-73
0.526000,54.866311,-381.763000,-541.508828,4.034180,-41.198730,50.832131,-340.564270,0.490644,0.589990,1.080633,-0.160200,-0.146692,-0.145248,3672,-59
0.528000,54.075658,-408.694750,-533.705393,3.957275,-38.452148,50.118383,-370.242602,0.486695,0.551633,1.038328,-0.160200,-0.147221,-0.146316,3602,-66
0.530000,53.231532,-435.222750,-525.374201,3.874878,-41.198730,49.356654,-394.024020,0.482338,0.517585,0.999924,-0.160200,-0.147701,-0.145248,3527,-52
0.532000,52.334767,-461.320250,-516.523489,3.801270,-36.804199,48.533497,-424.516051,0.477552,0.476609,0.954161,-0.160200,-0.148273,-0.146316,3460,-60
0.534000,51.386251,-486.961250,-507.162010,3.727661,-36.804199,47.658590,-450.157051,0.472315,0.438963,0.911278,-0.160200,-0.148809,-0.145248,3393,-62
0.536000,50.386922,-512.121000,-497.299021,3.647461,-40.100098,46.739461,-472.020902,0.466605,0.403842,0.870446,-0.160200,-0.149319,-0.147384,3320,-52
0.538000,49.337767,-536.774500,-486.944275,3.576050,-35.705566,45.761717,-501.068934,0.460401,0.361428,0.821829,-0.160200,-0.149927,-0.150588,3255,-48
0.540000,48.239824,-560.897000,-476.108012,3.504639,-35.705566,44.735185,-525.191434,0.453684,0.322460,0.776144,-0.160200,-0.150498,-0.149520,3190,-64
0.542000,47.094179,-584.465000,-464.800946,3.418945,-42.846680,43.675234,-541.618320,0.446432,0.289625,0.736058,-0.160200,-0.150999,-0.150588,3112,-54
0.544000,45.901964,-607.455000,-453.034259,3.343140,-37.902832,42.558824,-569.552168,0.438628,0.245764,0.684392,-0.160200,-0.151645,-0.153792,3043,-57
0.546000,44.664359,-629.844250,-440.819586,3.264038,-39.550781,41.400321,-590.293469,0.430254,0.207444,0.637698,-0.160200,-0.152229,-0.150588,2971,-62
0.548000,43.382587,-651.610500,-428.169007,3.187134,-38.452148,40.195453,-613.158352,0.421295,0.166461,0.587757,-0.160200,-0.152853,-0.154860,2901,-57
0.550000,42.057917,-672.732500,-415.095030,3.104736,-41.198730,38.953181,-631.533770,0.411737,0.128744,0.540481,-0.160200,-0.153444,-0.152724,2826,-64
0.552000,40.691657,-693.189500,-401.610584,3.025635,-39.550781,37.666022,-653.638719,0.401568,0.086989,0.488557,-0.160200,-0.154093,-0.155928,2754,-73
0.554000,39.285159,-712.961000,-387.729003,2.948730,-38.452148,36.336429,-674.508852,0.390778,0.045570,0.436349,-0.160200,-0.154746,-0.152724,2684,-52
0.556000,37.839813,-732.027250,-373.464013,2.868530,-40.100098,34.971283,-691.927152,0.379361,0.006544,0.385905,-0.160200,-0.155376,-0.155928,2611,-73
0.558000,36.357050,-750.369750,-358.829722,2.786133,-41.198730,33.570917,-709.171020,0.367312,-0.032945,0.334367,-0.160200,-0.156020,-0.154860,2536,-57
0.560000,34.838334,-767.970500,-343.840600,2.707031,-39.550781,32.131303,-728.419719,0.354630,-0.074869,0.279761,-0.160200,-0.156703,-0.159132,2464,-55
0.562000,33.285168,-784.811250,-328.511469,2.616943,-45.043945,30.668225,-739.767305,0.341317,-0.110307,0.231010,-0.160200,-0.157312,-0.155928,2382,-70
0.564000,31.699089,-800.876250,-312.857488,2.536743,-40.100098,29.162346,-760.776152,0.327376,-0.154923,0.172453,-0.160200,-0.158044,-0.158064,2309,-65
0.566000,30.081663,-816.149500,-296.894136,2.456543,-40.100098,27.625120,-776.049402,0.312816,-0.195082,0.117735,-0.160200,-0.158728,-0.156996,2236,-57
0.568000,28.434491,-830.615500,-280.637198,2.360962,-47.790527,26.073529,-782.824973,0.297649,-0.228075,0.069574,-0.160200,-0.159330,-0.160200,2149,-81
0.570000,26.759201,-844.260000,-264.102750,2.266479,-47.241211,24.492722,-797.018789,0.281888,-0.268051,0.013836,-0.160200,-0.160027,-0.162336,2063,-63
0.572000,25.057451,-857.069750,-247.307143,2.166504,-49.987793,22.890947,-807.081957,0.265551,-0.304789,-0.039239,-0.160200,-0.160690,-0.159132,1972,-70
0.574000,23.330922,-869.032250,-230.266985,2.062134,-52.185059,21.268788,-816.847191,0.248660,-0.341623,-0.092963,-0.160200,-0.161362,-0.162336,1877,-81
0.576000,21.581322,-880.135250,-212.999126,1.956665,-52.734375,19.624657,-827.400875,0.231239,-0.379529,-0.148289,-0.160200,-0.162054,-0.156996,1781,-79
0.578000,19.810381,-890.367750,-195.520641,1.853394,-51.635742,17.956987,-838.732008,0.213317,-0.418523,-0.205206,-0.160200,-0.162765,-0.160200,1687,-81
0.580000,18.019851,-899.719750,-177.848815,1.744629,-54.382324,16.275222,-845.337426,0.194923,-0.453640,-0.258716,-0.160200,-0.163434,-0.165540,1588,-82
0.582000,16.211502,-908.182250,-160.001122,1.650146,-47.241211,14.561356,-860.941039,0.176093,-0.497169,-0.321076,-0.160200,-0.164213,-0.162336,1502,-62
0.584000,14.387122,-915.746750,-141.995211,1.551270,-49.438477,12.835852,-866.308273,0.156862,-0.531969,-0.375107,-0.160200,-0.164889,-0.164472,1412,-86
0.586000,12.548515,-922.405750,-123.848887,1.458984,-46.142578,11.089531,-876.263172,0.137269,-0.571135,-0.433866,-0.160200,-0.165623,-0.164472,1328,-66
0.588000,10.697499,-928.152250,-105.580095,1.364502,-47.241211,9.332997,-880.911039,0.117358,-0.605848,-0.488491,-0.160200,-0.166306,-0.164472,1242,-69
0.590000,8.835906,-932.981250,-87.206899,1.274414,-45.043945,7.561492,-887.937305,0.097170,-0.642899,-0.545728,-0.160200,-0.167022,-0.164472,1160,-72
0.592000,6.965574,-936.887750,-68.747467,1.170044,-52.185059,5.795530,-884.702691,0.076753,-0.670898,-0.594145,-0.160200,-0.167627,-0.166608,1065,-79
0.594000,5.088355,-939.867500,-50.220055,1.076660,-46.691895,4.011695,-893.175605,0.056152,-0.709425,-0.653273,-0.160200,-0.168366,-0.161268,980,-82
0.596000,3.206104,-941.918000,-31.642982,0.974487,-51.086426,2.231617,-890.831574,0.035418,-0.738448,-0.703031,-0.160200,-0.168988,-0.168744,887,-86
0.598000,1.320683,-943.037000,-13.034619,0.871216,-51.635742,0.449467,-891.401258,0.014598,-0.770050,-0.755452,-0.160200,-0.169643,-0.164472,793,-70
0.600000,-0.566044,-943.223750,5.586634,0.769043,-51.086426,-1.335087,-892.137324,-0.006257,-0.801838,-0.808096,-0.160200,-0.170301,-0.168744,700,-65
0.602000,-2.452212,-942.477500,24.202362,0.669067,-49.987793,-3.121279,-892.489707,-0.027097,-0.833321,-0.860418,-0.160200,-0.170955,-0.171948,609,-66
0.604000,-4.335954,-940.799250,42.794157,0.571289,-48.889160,-4.907243,-891.910090,-0.047872,-0.863986,-0.911858,-0.160200,-0.171598,-0.171948,520,-81
0.606000,-6.215409,-938.191000,61.343636,0.463623,-53.833008,-6.679032,-884.357992,-0.068532,-0.888319,-0.956851,-0.160200,-0.172161,-0.171948,422,-90
0.608000,-8.088718,-934.654750,79.832454,0.353760,-54.931641,-8.442478,-879.723109,-0.089028,-0.915052,-1.004081,-0.160200,-0.172751,-0.173016,322,-84
0.610000,-9.954028,-930.194250,98.242329,0.253784,-49.987793,-10.207812,-880.206457,-0.109313,-0.946285,-1.055598,-0.160200,-0.173395,-0.177288,231,-99
0.612000,-11.809495,-924.814250,116.555057,0.156006,-48.889160,-11.965501,-875.925090,-0.129341,-0.973226,-1.102567,-0.160200,-0.173982,-0.174084,142,-80
0.614000,-13.653285,-918.519500,134.752529,0.048340,-53.833008,-13.701625,-864.686492,-0.149066,-0.993720,-1.142786,-0.160200,-0.174485,-0.173016,44,-90
0.616000,-15.483573,-911.316250,152.816750,-0.057129,-52.734375,-15.426444,-858.581875,-0.168446,-1.018496,-1.186943,-0.160200,-0.175037,-0.174084,-52,-94
0.618000,-17.298550,-903.212000,170.729857,-0.179077,-60.974121,-17.119473,-842.237879,-0.187442,-1.033782,-1.221224,-0.160200,-0.175465,-0.171948,-163,-73
0.620000,-19.096421,-894.214750,188.474137,-0.287842,-54.382324,-18.808579,-839.832426,-0.206014,-1.061164,-1.267178,-0.160200,-0.176040,-0.175152,-262,-95
0.622000,-20.875409,-884.333250,206.032044,-0.398804,-55.480957,-20.476605,-828.852293,-0.224129,-1.080694,-1.304823,-0.160200,-0.176510,-0.173016,-363,-100
0.624000,-22.633754,-873.577000,223.386214,-0.504272,-52.734375,-22.129482,-820.842625,-0.241754,-1.102553,-1.344306,-0.160200,-0.177004,-0.174084,-459,-95
0.626000,-24.369717,-861.957250,240.519488,-0.616333,-56.030273,-23.753384,-805.926977,-0.258860,-1.117879,-1.376738,-0.160200,-0.177409,-0.176220,-561,-78
0.628000,-26.081583,-849.485000,257.414922,-0.743774,-63.720703,-25.337809,-785.764297,-0.275421,-1.127937,-1.403358,-0.160200,-0.177742,-0.184764,-677,-97
0.630000,-27.767657,-836.172500,274.055810,-0.869019,-62.622070,-26.898638,-773.550430,-0.291415,-1.144520,-1.435934,-0.160200,-0.178149,-0.177288,-791,-102
0.632000,-29.426273,-822.033500,290.425697,-0.976685,-53.833008,-28.449588,-768.200492,-0.306822,-1.166920,-1.473742,-0.160200,-0.178622,-0.181560,-889,-99
0.634000,-31.055791,-807.081500,306.508394,-1.079956,-51.635742,-29.975835,-755.445758,-0.321626,-1.182428,-1.504054,-0.160200,-0.179001,-0.177288,-983,-91
0.636000,-32.654599,-791.331500,322.287999,-1.190918,-55.480957,-31.463681,-735.850543,-0.335815,-1.191296,-1.527111,-0.160200,-0.179289,-0.179424,-1084,-73
0.638000,-34.221117,-774.798750,337.748907,-1.299683,-54.382324,-32.921434,-720.416426,-0.349381,-1.203269,-1.552650,-0.160200,-0.179608,-0.177288,-1183,-86
0.640000,-35.753794,-757.500000,352.875831,-1.402954,-51.635742,-34.350840,-705.864258,-0.362316,-1.215518,-1.577834,-0.160200,-0.179923,-0.177288,-1277,-90
0.642000,-37.251117,-739.452250,367.653811,-1.507324,-52.185059,-35.743793,-687.267191,-0.374618,-1.223601,-1.598218,-0.160200,-0.180178,-0.180492,-1372,-97
0.644000,-38.711603,-720.673000,382.068234,-1.618286,-55.480957,-37.093317,-665.192043,-0.386287,-1.227890,-1.614177,-0.160200,-0.180377,-0.178356,-1473,-76
0.646000,-40.133809,-701.181500,396.104847,-1.728149,-54.931641,-38.405660,-646.249859,-0.397327,-1.234265,-1.631591,-0.160200,-0.180595,-0.179424,-1573,-100
0.648000,-41.516329,-680.996500,409.749770,-1.840210,-56.030273,-39.676119,-624.966227,-0.407743,-1.237865,-1.645608,-0.160200,-0.180770,-0.180492,-1675,-78
0.650000,-42.857795,-660.137750,422.989509,-1.963257,-61.523438,-40.894538,-598.614313,-0.417545,-1.236134,-1.653678,-0.160200,-0.180871,-0.180492,-1787,-97
0.652000,-44.156880,-638.626500,435.810972,-2.067627,-52.185059,-42.089253,-586.441441,-0.426742,-1.246363,-1.673105,-0.160200,-0.181114,-0.179424,-1882,-70
0.654000,-45.412301,-616.484000,448.201482,-2.186279,-59.326172,-43.226022,-557.157828,-0.435348,-1.240648,-1.675996,-0.160200,-0.181150,-0.181560,-1990,-89
0.656000,-46.622816,-593.731750,460.148784,-2.307129,-60.424805,-44.315687,-533.306945,-0.443378,-1.238853,-1.682231,-0.160200,-0.181228,-0.179424,-2100,-85
0.658000,-47.787228,-570.392000,471.641066,-2.422485,-57.678223,-45.364743,-512.713777,-0.450848,-1.239191,-1.690039,-0.160200,-0.181325,-0.184764,-2205,-78
0.660000,-48.904384,-546.488500,482.666963,-2.542236,-59.875488,-46.362148,-486.613012,-0.457777,-1.233822,-1.691599,-0.160200,-0.181345,-0.176220,-2314,-82
0.662000,-49.973182,-522.044750,493.215571,-2.660889,-59.326172,-47.312293,-462.718578,-0.464184,-1.229553,-1.693737,-0.160200,-0.181372,-0.184764,-2422,-102
0.664000,-50.992563,-497.084500,503.276461,-2.778442,-58.776855,-48.214121,-438.307645,-0.470089,-1.223991,-1.694079,-0.160200,-0.181376,-0.176220,-2529,-101
0.666000,-51.961520,-471.632750,512.839683,-2.897095,-59.326172,-49.064425,-412.306578,-0.475512,-1.216141,-1.691654,-0.160200,-0.181346,-0.180492,-2637,-87
0.668000,-52.879094,-445.714750,521.895780,-3.013550,-58.227539,-49.865544,-387.487211,-0.480477,-1.208464,-1.688941,-0.160200,-0.181312,-0.180492,-2743,-88
0.670000,-53.744379,-419.356000,530.435797,-3.136597,-61.523438,-50.607782,-357.832562,-0.485002,-1.195540,-1.680543,-0.160200,-0.181207,-0.182628,-2855,-103
