t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
1.810000,-11.068607,-927.076250,109.242785,0.337280,-48.339844,-11.405887,-878.736406,-0.121364,-0.965912,-1.087276,-0.160200,-0.173791,-0.174084,307,-87
1.812000,-12.917287,-921.146750,127.488526,0.218628,-59.326172,-13.135915,-861.820578,-0.141215,-0.981345,-1.122560,-0.160200,-0.174232,-0.170880,199,-84
1.814000,-14.753194,-914.306250,145.608198,0.108765,-54.931641,-14.861959,-859.374609,-0.160738,-1.009336,-1.170074,-0.160200,-0.174826,-0.171948,99,-83
1.816000,-16.574512,-906.561500,163.583885,-0.007690,-58.227539,-16.566822,-848.333961,-0.179892,-1.029457,-1.209349,-0.160200,-0.175317,-0.180492,-7,-95
1.818000,-18.379440,-897.920250,181.397812,-0.123047,-57.678223,-18.256393,-840.242027,-0.198638,-1.051884,-1.250522,-0.160200,-0.175832,-0.169812,-112,-91
1.820000,-20.166193,-888.391250,199.032362,-0.253784,-65.368652,-19.912409,-823.022598,-0.216940,-1.065760,-1.282700,-0.160200,-0.176234,-0.176220,-231,-96
1.822000,-21.933005,-877.983750,216.470097,-0.366943,-56.579590,-21.566062,-821.404160,-0.234765,-1.093209,-1.327974,-0.160200,-0.176800,-0.180492,-334,-82
1.824000,-23.678128,-866.708000,233.693775,-0.493286,-63.171387,-23.184842,-803.536613,-0.252081,-1.105870,-1.357951,-0.160200,-0.177174,-0.180492,-449,-98
1.826000,-25.399837,-854.575500,250.686364,-0.606445,-56.579590,-24.793392,-797.995910,-0.268863,-1.129109,-1.397972,-0.160200,-0.177675,-0.176220,-552,-101
1.828000,-27.096430,-841.597500,267.431059,-0.714111,-53.833008,-26.382319,-787.764492,-0.285086,-1.147913,-1.432999,-0.160200,-0.178112,-0.178356,-650,-98
1.830000,-28.766227,-827.787250,283.911305,-0.821777,-53.833008,-27.944450,-773.954242,-0.300730,-1.163125,-1.463855,-0.160200,-0.178498,-0.180492,-748,-92
1.832000,-30.407579,-813.159000,300.110802,-0.929443,-53.833008,-29.478136,-759.325992,-0.315777,-1.177127,-1.492905,-0.160200,-0.178861,-0.175152,-846,-89
1.834000,-32.018863,-797.726250,316.013534,-1.057983,-64.270020,-30.960880,-733.456230,-0.330214,-1.180431,-1.510645,-0.160200,-0.179083,-0.179424,-963,-75
1.836000,-33.598484,-781.504750,331.603773,-1.176636,-59.326172,-32.421848,-722.178578,-0.344030,-1.196088,-1.540118,-0.160200,-0.179451,-0.183696,-1071,-84
1.838000,-35.144882,-764.510500,346.866104,-1.296387,-59.875488,-33.848495,-704.635012,-0.357218,-1.205678,-1.562895,-0.160200,-0.179736,-0.179424,-1180,-88
1.840000,-36.656526,-746.760000,361.785435,-1.404053,-53.833008,-35.252473,-692.926992,-0.369773,-1.219965,-1.589737,-0.160200,-0.180072,-0.182628,-1278,-89
1.842000,-38.131922,-728.271250,376.347012,-1.508423,-52.185059,-36.623499,-676.086191,-0.381695,-1.229197,-1.610892,-0.160200,-0.180336,-0.177288,-1373,-79
1.844000,-39.569611,-709.062500,390.536436,-1.630371,-60.974121,-37.939240,-648.088379,-0.392986,-1.227728,-1.620715,-0.160200,-0.180459,-0.179424,-1484,-94
1.846000,-40.968172,-689.152250,404.339676,-1.746826,-58.227539,-39.221346,-630.924711,-0.403651,-1.235127,-1.638778,-0.160200,-0.180685,-0.182628,-1590,-105
1.848000,-42.326220,-668.560750,417.743082,-1.872070,-62.622070,-40.454150,-605.938680,-0.413697,-1.234839,-1.648537,-0.160200,-0.180807,-0.179424,-1704,-100
1.850000,-43.642415,-647.308250,430.733401,-1.978638,-53.283691,-41.663777,-594.024559,-0.423135,-1.245554,-1.668689,-0.160200,-0.181059,-0.177288,-1801,-88
1.852000,-44.915453,-625.415500,443.297786,-2.098389,-59.875488,-42.817064,-565.540012,-0.431975,-1.240826,-1.672801,-0.160200,-0.181110,-0.181560,-1910,-92
1.854000,-46.144077,-602.904250,455.423814,-2.210449,-56.030273,-43.933628,-546.873977,-0.440234,-1.244024,-1.684258,-0.160200,-0.181253,-0.181560,-2012,-78
1.856000,-47.327070,-579.796750,467.099493,-2.328003,-58.776855,-44.999067,-521.019895,-0.447926,-1.240058,-1.687984,-0.160200,-0.181300,-0.183696,-2119,-99
1.858000,-48.463264,-556.116250,478.313278,-2.436768,-54.382324,-46.026496,-501.733926,-0.455069,-1.241159,-1.696229,-0.160200,-0.181403,-0.184764,-2218,-81
1.860000,-49.551535,-531.885500,489.054081,-2.553223,-58.227539,-46.998312,-473.657961,-0.461683,-1.233620,-1.695302,-0.160200,-0.181391,-0.184764,-2324,-94
1.862000,-50.590806,-507.128750,499.311279,-2.674072,-60.424805,-47.916734,-446.703945,-0.467786,-1.226128,-1.693913,-0.160200,-0.181374,-0.180492,-2434,-86
1.864000,-51.580050,-481.871000,509.074730,-2.787231,-56.579590,-48.792819,-425.291410,-0.473399,-1.222732,-1.696131,-0.160200,-0.181402,-0.181560,-2537,-102
1.866000,-52.518290,-456.136500,518.334780,-2.900391,-56.579590,-49.617899,-399.556910,-0.478545,-1.214675,-1.693220,-0.160200,-0.181365,-0.182628,-2640,-80
1.868000,-53.404596,-429.950500,527.082272,-3.020142,-59.875488,-50.384454,-370.075012,-0.483243,-1.202326,-1.685569,-0.160200,-0.181270,-0.177288,-2749,-81
1.870000,-54.238092,-403.339750,535.308555,-3.153076,-66.467285,-51.085016,-336.872465,-0.487517,-1.185578,-1.673095,-0.160200,-0.181114,-0.184764,-2870,-102
1.872000,-55.017955,-376.330500,543.005495,-3.286011,-66.467285,-51.731944,-309.863215,-0.491386,-1.173299,-1.664686,-0.160200,-0.181009,-0.180492,-2991,-112
1.874000,-55.743414,-348.948750,550.165481,-3.424438,-69.213867,-52.318976,-279.734883,-0.494873,-1.157253,-1.652126,-0.160200,-0.180852,-0.183696,-3117,-88
1.876000,-56.413750,-321.221750,556.781433,-3.549683,-62.622070,-52.864067,-258.599680,-0.497997,-1.148323,-1.646320,-0.160200,-0.180779,-0.181560,-3231,-80
1.878000,-57.028301,-293.177250,562.846808,-3.666138,-58.227539,-53.362163,-234.949711,-0.500778,-1.136378,-1.637156,-0.160200,-0.180664,-0.182628,-3337,-79
1.880000,-57.586459,-264.842750,568.355609,-3.797974,-65.917969,-53.788485,-198.924781,-0.503234,-1.112381,-1.615615,-0.160200,-0.180395,-0.182628,-3457,-92
1.882000,-58.087672,-236.246500,573.302388,-3.921021,-61.523438,-54.166651,-174.723063,-0.505384,-1.097861,-1.603245,-0.160200,-0.180241,-0.181560,-3569,-101
1.884000,-58.531445,-207.416750,577.682254,-4.045166,-62.072754,-54.486279,-145.343996,-0.507242,-1.077802,-1.585043,-0.160200,-0.180013,-0.184764,-3682,-95
1.886000,-58.917339,-178.382000,581.490875,-4.173706,-64.270020,-54.743633,-114.111980,-0.508823,-1.055038,-1.563861,-0.160200,-0.179748,-0.186900,-3799,-86
1.888000,-59.244973,-149.170500,584.724485,-4.304443,-65.368652,-54.940530,-83.801848,-0.510140,-1.032024,-1.542164,-0.160200,-0.179477,-0.178356,-3918,-89
1.890000,-59.514021,-119.811500,587.379888,-4.432983,-64.270020,-55.081038,-55.541480,-0.511205,-1.009815,-1.521019,-0.160200,-0.179213,-0.177288,-4035,-81
1.892000,-59.724219,-90.334250,589.454456,-4.558228,-62.622070,-55.165991,-27.712180,-0.512025,-0.987012,-1.499037,-0.160200,-0.178938,-0.181560,-4149,-105
1.894000,-59.875358,-60.767500,590.946139,-4.681274,-61.523438,-55.194084,0.755937,-0.512609,-0.962659,-1.475268,-0.160200,-0.178641,-0.178356,-4261,-105
1.896000,-59.967289,-31.140750,591.853461,-4.819702,-69.213867,-55.147587,38.073117,-0.512962,-0.929282,-1.442244,-0.160200,-0.178228,-0.174084,-4387,-104
1.898000,-59.999921,-1.483000,592.175526,-4.958130,-69.213867,-55.041791,67.730867,-0.513087,-0.901554,-1.414641,-0.160200,-0.177883,-0.179424,-4513,-97
1.900000,-59.973221,28.176000,591.912014,-5.094360,-68.115234,-54.878861,96.291234,-0.512985,-0.873787,-1.386772,0.160200,0.142865,-0.177288,-4637,-79
1.902000,-59.887217,57.807000,591.063187,-5.222900,-64.270020,-54.664317,122.077020,-0.512655,-0.847540,-1.360195,0.160200,0.143198,0.143112,-4754,-17
1.904000,-59.741993,87.381000,589.629883,-5.215210,3.845215,-54.526783,83.535785,-0.512094,-0.878773,-1.390867,0.160200,0.142814,0.140976,-4747,51
1.906000,-59.537693,116.868500,587.613520,-5.147095,34.057617,-54.390598,82.810883,-0.511298,-0.877029,-1.388326,0.160200,0.142846,0.142044,-4685,61
1.908000,-59.274519,146.240750,585.016093,-5.051514,47.790527,-54.223005,98.450223,-0.510258,-0.860456,-1.370714,0.160200,0.143066,0.146316,-4598,83
1.910000,-58.952730,175.468250,581.840169,-4.935059,58.227539,-54.017671,117.240711,-0.508967,-0.840474,-1.349441,0.160200,0.143332,0.140976,-4492,84
1.912000,-58.572646,204.522000,578.088888,-4.827393,53.833008,-53.745253,150.688992,-0.507412,-0.806531,-1.313943,0.160200,0.143776,0.145248,-4394,68
1.914000,-58.134642,233.373750,573.765962,-4.732910,47.241211,-53.401732,186.132539,-0.505582,-0.769605,-1.275187,0.160200,0.144260,0.145248,-4308,66
1.916000,-57.639151,261.994500,568.875663,-4.648315,42.297363,-52.990836,219.697137,-0.503463,-0.733143,-1.236606,0.160200,0.144742,0.144180,-4231,65
1.918000,-57.086664,290.356250,563.422828,-4.564819,41.748047,-52.521845,248.608203,-0.501038,-0.699728,-1.200765,0.160200,0.145190,0.146316,-4155,55
1.920000,-56.477726,318.431250,557.412850,-4.474731,45.043945,-52.002995,273.387305,-0.498290,-0.669048,-1.167338,0.160200,0.145608,0.143112,-4073,63
1.922000,-55.812939,346.191000,550.851670,-4.384644,45.043945,-51.428295,301.147055,-0.495201,-0.634793,-1.129994,0.160200,0.146075,0.143112,-3991,62
1.924000,-55.092962,373.608500,543.745778,-4.300049,42.297363,-50.792913,331.311137,-0.491752,-0.597380,-1.089132,0.160200,0.146586,0.144180,-3914,54
1.926000,-54.318505,400.656500,536.102199,-4.224243,37.902832,-50.094262,362.753668,-0.487921,-0.557748,-1.045669,0.160200,0.147129,0.145248,-3845,73
1.928000,-53.490336,427.308250,527.928493,-4.136353,43.945312,-49.353983,383.362938,-0.483689,-0.526842,-1.010532,0.160200,0.147568,0.148452,-3765,70
1.930000,-52.609272,453.537750,519.232741,-4.052856,41.748047,-48.556416,411.789703,-0.479034,-0.488115,-0.967149,0.160200,0.148111,0.145248,-3689,55
1.932000,-51.676185,479.318500,510.023544,-3.964966,43.945312,-47.711219,435.373187,-0.473935,-0.452783,-0.926718,0.160200,0.148616,0.149520,-3609,58
1.934000,-50.691998,504.625250,500.310006,-3.881470,41.748047,-46.810528,462.877203,-0.468369,-0.413061,-0.881430,0.160200,0.149182,0.146316,-3533,62
1.936000,-49.657684,529.433000,490.101734,-3.797974,41.748047,-45.859710,487.684953,-0.462316,-0.374818,-0.837133,0.160200,0.149736,0.149520,-3457,67
1.938000,-48.574266,553.717500,479.408822,-3.723267,37.353516,-44.850999,516.363984,-0.455754,-0.332185,-0.787939,0.160200,0.150351,0.150588,-3389,64
1.940000,-47.442814,577.454250,468.241844,-3.648560,37.353516,-43.794254,540.100734,-0.448665,-0.293027,-0.741692,0.160200,0.150929,0.150588,-3321,60
1.942000,-46.264449,600.619750,456.611842,-3.572754,37.902832,-42.691695,562.716918,-0.441028,-0.254047,-0.695076,0.160200,0.151512,0.153792,-3252,67
1.944000,-45.040335,623.191750,444.530316,-3.485962,43.395996,-41.554373,579.795754,-0.432827,-0.219293,-0.652121,0.160200,0.152048,0.149520,-3173,63
1.946000,-43.771682,645.147500,432.009215,-3.404663,40.649414,-40.367019,604.498086,-0.424045,-0.177013,-0.601059,0.160200,0.152687,0.153792,-3099,60
1.948000,-42.459745,666.465000,419.060918,-3.310181,47.241211,-39.149564,619.223789,-0.414668,-0.142914,-0.557582,0.160200,0.153230,0.154860,-3013,69
1.950000,-41.105822,687.123500,405.698231,-3.221191,44.494629,-37.884631,642.628871,-0.404683,-0.100412,-0.505095,0.160200,0.153886,0.153792,-2932,67
1.952000,-39.711251,707.102750,391.934367,-3.127808,46.691895,-36.583443,660.410855,-0.394081,-0.062184,-0.456265,0.160200,0.154497,0.155928,-2847,53
1.954000,-38.277411,726.382500,377.782936,-3.041016,43.395996,-35.236395,682.986504,-0.382852,-0.018973,-0.401825,0.160200,0.155177,0.155928,-2768,58
1.956000,-36.805721,744.944000,363.257932,-2.953125,43.945312,-33.852596,700.998688,-0.370994,0.020897,-0.350096,0.160200,0.155824,0.151656,-2688,76
1.958000,-35.297635,762.769000,348.373719,-2.860840,46.142578,-32.436795,716.626422,-0.358502,0.059246,-0.299256,0.160200,0.156459,0.160200,-2604,59
1.960000,-33.754645,779.839750,333.145014,-2.767456,46.691895,-30.987189,733.147855,-0.345377,0.098964,-0.246413,0.160200,0.157120,0.152724,-2519,77
1.962000,-32.178276,796.139500,317.586877,-2.676270,45.593262,-29.502006,750.546238,-0.331624,0.140068,-0.191556,0.160200,0.157806,0.158064,-2436,71
1.964000,-30.570087,811.651500,301.714692,-2.587280,44.494629,-27.982807,767.156871,-0.317249,0.181079,-0.136170,0.160200,0.158498,0.159132,-2355,70
1.966000,-28.931670,826.361000,285.544154,-2.507080,40.100098,-26.424590,786.260902,-0.302262,0.224946,-0.077316,0.160200,0.159234,0.159132,-2282,65
1.968000,-27.264643,840.253750,269.091255,-2.418091,44.494629,-24.846552,795.759121,-0.286677,0.260777,-0.025901,0.160200,0.159876,0.158064,-2201,63
1.970000,-25.570655,853.315500,252.372264,-2.326904,45.593262,-23.243751,807.722238,-0.270511,0.299191,0.028680,0.160200,0.160558,0.156996,-2118,68
1.972000,-23.851381,865.533250,235.403712,-2.244507,41.198730,-21.606874,824.334520,-0.253784,0.342256,0.088472,0.160200,0.161306,0.161268,-2043,59
1.974000,-22.108522,876.895000,218.202380,-2.161011,41.748047,-19.947511,835.146953,-0.236520,0.380653,0.144134,0.160200,0.162002,0.161268,-1967,72
1.976000,-20.343801,887.390000,200.785278,-2.077515,41.748047,-18.266286,845.641953,-0.218745,0.419155,0.200410,0.160200,0.162705,0.163404,-1891,84
1.978000,-18.558962,897.007250,183.169628,-1.977539,49.987793,-16.581423,847.019457,-0.200489,0.449763,0.249275,0.160200,0.163316,0.165540,-1800,86
1.980000,-16.755772,905.737500,165.372849,-1.878662,49.438477,-14.877110,856.299023,-0.181786,0.487607,0.305822,0.160200,0.164023,0.160200,-1710,74
1.982000,-14.936012,913.572250,147.412541,-1.784180,47.241211,-13.151832,866.331039,-0.162671,0.526474,0.363803,0.160200,0.164748,0.162336,-1624,84
1.984000,-13.101483,920.503500,129.306462,-1.678711,52.734375,-11.422772,867.769125,-0.143183,0.557906,0.414724,0.160200,0.165384,0.160200,-1528,81
1.986000,-11.253998,926.524500,111.072519,-1.576538,51.086426,-9.677460,875.438074,-0.123362,0.595060,0.471698,0.160200,0.166096,0.165540,-1435,82
1.988000,-9.395385,931.629250,92.728741,-1.474365,51.086426,-7.921020,880.542824,-0.103253,0.630171,0.526918,0.160200,0.166786,0.166608,-1342,77
1.990000,-7.527481,935.812750,74.293267,-1.369995,52.185059,-6.157486,883.627691,-0.082899,0.663642,0.580743,0.160200,0.167459,0.168744,-1247,77
1.992000,-5.652134,939.071000,55.784328,-1.259033,55.480957,-4.393101,883.590043,-0.062349,0.694404,0.632055,0.160200,0.168101,0.169812,-1146,88
1.994000,-3.771197,941.400750,37.220226,-1.142578,58.227539,-2.628619,883.173211,-0.041649,0.724836,0.683187,0.160200,0.168740,0.167676,-1040,65
1.996000,-1.886531,942.799250,0.000000,-1.031616,55.480957,-0.854915,887.318293,-0.027289,0.759410,0.732121,0.160200,0.169352,0.168744,-939,82
1.998000,0.000000,943.265500,0.000000,-0.919556,56.030273,0.919556,887.235227,0.000000,0.790308,0.790308,0.160200,0.170079,0.171948,-837,86
