t_s,q_des_deg,qd_des_deg_s,qdd_des_deg_s2,q_act_joint_deg,qd_act_joint_deg_s,e_pos_deg,e_vel_deg_s,tau_joint_ff_Nm,tau_joint_pd_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_ff_Nm,tau_motor_pd_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_pos_deg,motor_vel_native
1.830000,-28.766227,-827.787250,283.911305,-0.005383,0.000000,-28.760844,-827.787250,-0.300730,-0.835006,-1.135736,-0.050000,-0.003759,-0.010438,-0.064197,-0.065148,-98,-0.430664,0
1.832000,-30.407579,-813.159000,300.110802,-0.005438,-0.027466,-30.402141,-813.131534,-0.315777,-0.850249,-1.166026,-0.050000,-0.003947,-0.010628,-0.064575,-0.063012,-99,-0.435059,0
1.834000,-32.018863,-797.726250,316.013534,-0.005438,0.000000,-32.013425,-797.726250,-0.330214,-0.864680,-1.194894,-0.050000,-0.004128,-0.010809,-0.064936,-0.063012,-99,-0.435059,0
1.836000,-33.598484,-781.504750,331.603773,-0.005438,0.000000,-33.593046,-781.504750,-0.344030,-0.878242,-1.222272,-0.050000,-0.004300,-0.010978,-0.065278,-0.066216,-99,-0.435059,0
1.838000,-35.144882,-764.510500,346.866104,-0.005493,-0.027466,-35.139389,-764.483034,-0.357218,-0.890921,-1.248138,-0.050000,-0.004465,-0.011137,-0.065602,-0.065148,-100,-0.439453,0
1.840000,-36.656526,-746.760000,361.785435,-0.005493,0.000000,-36.651033,-746.760000,-0.369773,-0.902748,-1.272520,-0.050000,-0.004622,-0.011284,-0.065907,-0.064080,-100,-0.439453,0
1.842000,-38.131922,-728.271250,376.347012,-0.005548,-0.027466,-38.126374,-728.243784,-0.381695,-0.913652,-1.295347,-0.050000,-0.004771,-0.011421,-0.066192,-0.068352,-101,-0.443848,0
1.844000,-39.569611,-709.062500,390.536436,-0.005548,0.000000,-39.564063,-709.062500,-0.392986,-0.923683,-1.316669,-0.050000,-0.004912,-0.011546,-0.066458,-0.067284,-101,-0.443848,0
1.846000,-40.968172,-689.152250,404.339676,-0.005603,-0.027466,-40.962569,-689.124784,-0.403651,-0.932770,-1.336421,-0.050000,-0.005046,-0.011660,-0.066705,-0.068352,-102,-0.448242,-1
1.848000,-42.326220,-668.560750,417.743082,-0.005603,0.000000,-42.320617,-668.560750,-0.413697,-0.940965,-1.354662,-0.050000,-0.005171,-0.011762,-0.066933,-0.067284,-102,-0.448242,0
1.850000,-43.642415,-647.308250,430.733401,-0.005658,-0.027466,-43.636757,-647.280784,-0.423135,-0.948199,-1.371334,-0.050000,-0.005289,-0.011852,-0.067142,-0.066216,-103,-0.452637,0
1.852000,-44.915453,-625.415500,443.297786,-0.005658,0.000000,-44.909795,-625.415500,-0.431975,-0.954526,-1.386501,-0.050000,-0.005400,-0.011932,-0.067331,-0.067284,-103,-0.452637,0
1.854000,-46.144077,-602.904250,455.423814,-0.005713,-0.027466,-46.138364,-602.876784,-0.440234,-0.959879,-1.400113,-0.050000,-0.005503,-0.011998,-0.067501,-0.065148,-104,-0.457031,0
1.856000,-47.327070,-579.796750,467.099493,-0.005713,0.000000,-47.321357,-579.796750,-0.447926,-0.964312,-1.412238,-0.050000,-0.005599,-0.012054,-0.067653,-0.069420,-104,-0.457031,0
1.858000,-48.463264,-556.116250,478.313278,-0.005768,-0.027466,-48.457496,-556.088784,-0.455069,-0.967762,-1.422831,-0.050000,-0.005688,-0.012097,-0.067785,-0.066216,-105,-0.461426,0
1.860000,-49.551535,-531.885500,489.054081,-0.005768,0.000000,-49.545767,-531.885500,-0.461683,-0.970284,-1.431967,-0.050000,-0.005771,-0.012129,-0.067900,-0.067284,-105,-0.461426,0
1.862000,-50.590806,-507.128750,499.311279,-0.005823,-0.027466,-50.584983,-507.101284,-0.467786,-0.971817,-1.439603,-0.050000,-0.005847,-0.012148,-0.067995,-0.067284,-106,-0.465820,0
1.864000,-51.580050,-481.871000,509.074730,-0.005823,0.000000,-51.574227,-481.871000,-0.473399,-0.972419,-1.445818,-0.050000,-0.005917,-0.012155,-0.068073,-0.066216,-106,-0.465820,0
1.866000,-52.518290,-456.136500,518.334780,-0.005878,-0.027466,-52.512412,-456.109034,-0.478545,-0.972030,-1.450574,-0.050000,-0.005982,-0.012150,-0.068132,-0.065148,-107,-0.470215,0
1.868000,-53.404596,-429.950500,527.082272,-0.005933,-0.027466,-53.398663,-429.923034,-0.483243,-0.970693,-1.453936,-0.050000,-0.006041,-0.012134,-0.068174,-0.067284,-108,-0.474609,-1
1.870000,-54.238092,-403.339750,535.308555,-0.005933,0.000000,-54.232159,-403.339750,-0.487517,-0.968412,-1.455929,-0.050000,-0.006094,-0.012105,-0.068199,-0.067284,-108,-0.474609,-1
1.872000,-55.017955,-376.330500,543.005495,-0.005988,-0.027466,-55.011967,-376.303034,-0.491386,-0.965144,-1.456530,-0.050000,-0.006142,-0.012064,-0.068207,-0.070488,-109,-0.479004,0
1.874000,-55.743414,-348.948750,550.165481,-0.005988,0.000000,-55.737426,-348.948750,-0.494873,-0.960950,-1.455823,-0.050000,-0.006186,-0.012012,-0.068198,-0.068352,-109,-0.479004,0
1.876000,-56.413750,-321.221750,556.781433,-0.006042,-0.027466,-56.407708,-321.194284,-0.497997,-0.955777,-1.453774,-0.050000,-0.006225,-0.011947,-0.068172,-0.067284,-110,-0.483398,0
1.878000,-57.028301,-293.177250,562.846808,-0.006042,0.000000,-57.022259,-293.177250,-0.500778,-0.949688,-1.450466,-0.050000,-0.006260,-0.011871,-0.068131,-0.069420,-110,-0.483398,0
1.880000,-57.586459,-264.842750,568.355609,-0.006042,0.000000,-57.580417,-264.842750,-0.503234,-0.942646,-1.445880,-0.050000,-0.006290,-0.011783,-0.068074,-0.069420,-110,-0.483398,0
1.882000,-58.087672,-236.246500,573.302388,-0.006097,-0.027466,-58.081575,-236.219034,-0.505384,-0.934656,-1.440040,-0.050000,-0.006317,-0.011683,-0.068000,-0.067284,-111,-0.487793,0
1.884000,-58.531445,-207.416750,577.682254,-0.006097,0.000000,-58.525348,-207.416750,-0.507242,-0.925771,-1.433013,-0.050000,-0.006341,-0.011572,-0.067913,-0.069420,-111,-0.487793,0
1.886000,-58.917339,-178.382000,581.490875,-0.006097,0.000000,-58.911242,-178.382000,-0.508823,-0.915957,-1.424780,-0.050000,-0.006360,-0.011449,-0.067810,-0.071556,-111,-0.487793,0
1.888000,-59.244973,-149.170500,584.724485,-0.006097,0.000000,-59.238876,-149.170500,-0.510140,-0.905236,-1.415377,-0.050000,-0.006377,-0.011315,-0.067692,-0.067284,-111,-0.487793,0
1.890000,-59.514021,-119.811500,587.379888,-0.006097,0.000000,-59.507924,-119.811500,-0.511205,-0.893621,-1.404825,-0.050000,-0.006390,-0.011170,-0.067560,-0.069420,-111,-0.487793,0
1.892000,-59.724219,-90.334250,589.454456,-0.006097,0.000000,-59.718122,-90.334250,-0.512025,-0.881121,-1.393146,-0.050000,-0.006400,-0.011014,-0.067414,-0.067284,-111,-0.487793,0
1.894000,-59.875358,-60.767500,590.946139,-0.006097,0.000000,-59.869261,-60.767500,-0.512609,-0.867750,-1.380360,-0.050000,-0.006408,-0.010847,-0.067254,-0.066216,-111,-0.487793,0
1.896000,-59.967289,-31.140750,591.853461,-0.006097,0.000000,-59.961192,-31.140750,-0.512962,-0.853521,-1.366484,-0.050000,-0.006412,-0.010669,-0.067081,-0.066216,-111,-0.487793,0
1.898000,-59.999921,-1.483000,592.175526,-0.006097,0.000000,-59.993824,-1.483000,-0.513087,-0.838448,-1.351535,-0.050000,-0.006414,-0.010481,-0.066894,-0.067284,-111,-0.487793,0
1.900000,-59.973221,28.176000,591.912014,-0.006097,0.000000,-59.967124,28.176000,-0.512985,-0.822546,-1.335531,0.050000,-0.006412,-0.010282,0.033306,-0.068352,-111,-0.487793,0
1.902000,-59.887217,57.807000,591.063187,-0.006097,0.000000,-59.881120,57.807000,-0.512655,-0.805830,-1.318485,0.050000,-0.006408,-0.010073,0.033519,0.035244,-111,-0.487793,13
1.904000,-59.741993,87.381000,589.629883,-0.004999,0.549316,-59.736994,86.831684,-0.512094,-0.788621,-1.300715,0.050000,-0.006401,-0.009858,0.033741,0.037380,-91,-0.399902,24
1.906000,-59.537693,116.868500,587.613520,-0.003351,0.823975,-59.534342,116.044525,-0.511298,-0.770495,-1.281793,0.050000,-0.006391,-0.009631,0.033978,0.030972,-61,-0.268066,20
1.908000,-59.274519,146.240750,585.016093,-0.001978,0.686646,-59.272541,145.554104,-0.510258,-0.751389,-1.261647,0.050000,-0.006378,-0.009392,0.034229,0.033108,-36,-0.158203,20
1.910000,-58.952730,175.468250,581.840169,-0.000934,0.521851,-58.951796,174.946399,-0.508967,-0.731521,-1.240487,0.050000,-0.006362,-0.009144,0.034494,0.039516,-17,-0.074707,14
1.912000,-58.572646,204.522000,578.088888,-0.000165,0.384521,-58.572481,204.137479,-0.507412,-0.710940,-1.218352,0.050000,-0.006343,-0.008887,0.034771,0.033108,-3,-0.013184,9
1.914000,-58.134642,233.373750,573.765962,0.000330,0.247192,-58.134972,233.126558,-0.505582,-0.689653,-1.195235,0.050000,-0.006320,-0.008621,0.035060,0.035244,6,0.026367,5
1.916000,-57.639151,261.994500,568.875663,0.000604,0.137329,-57.639755,261.857171,-0.503463,-0.667695,-1.171158,0.050000,-0.006293,-0.008346,0.035361,0.033108,11,0.048340,4
1.918000,-57.086664,290.356250,563.422828,0.000824,0.109863,-57.087488,290.246387,-0.501038,-0.645119,-1.146157,0.050000,-0.006263,-0.008064,0.035673,0.034176,15,0.065918,2
1.920000,-56.477726,318.431250,557.412850,0.000879,0.027466,-56.478605,318.403784,-0.498290,-0.621874,-1.120164,0.050000,-0.006229,-0.007773,0.035998,0.033108,16,0.070312,1
1.922000,-55.812939,346.191000,550.851670,0.000934,0.027466,-55.813873,346.163534,-0.495201,-0.598058,-1.093259,0.050000,-0.006190,-0.007476,0.036334,0.036312,17,0.074707,1
1.924000,-55.092962,373.608500,543.745778,0.000934,0.000000,-55.093896,373.608500,-0.491752,-0.573635,-1.065387,0.050000,-0.006147,-0.007170,0.036683,0.035244,17,0.074707,0
1.926000,-54.318505,400.656500,536.102199,0.000934,0.000000,-54.319439,400.656500,-0.487921,-0.548659,-1.036581,0.050000,-0.006099,-0.006858,0.037043,0.037380,17,0.074707,0
1.928000,-53.490336,427.308250,527.928493,0.000934,0.000000,-53.491270,427.308250,-0.483689,-0.523141,-1.006830,0.050000,-0.006046,-0.006539,0.037415,0.038448,17,0.074707,0
1.930000,-52.609272,453.537750,519.232741,0.000934,0.000000,-52.610206,453.537750,-0.479034,-0.497105,-0.976140,0.050000,-0.005988,-0.006214,0.037798,0.037380,17,0.074707,0
1.932000,-51.676185,479.318500,510.023544,0.000989,0.027466,-51.677174,479.291034,-0.473935,-0.470593,-0.944528,0.050000,-0.005924,-0.005882,0.038193,0.036312,18,0.079102,0
1.934000,-50.691998,504.625250,500.310006,0.000989,0.000000,-50.692987,504.625250,-0.468369,-0.443586,-0.911955,0.050000,-0.005855,-0.005545,0.038601,0.036312,18,0.079102,0
1.936000,-49.657684,529.433000,490.101734,0.000989,0.000000,-49.658673,529.433000,-0.462316,-0.416155,-0.878471,0.050000,-0.005779,-0.005202,0.039019,0.038448,18,0.079102,0
1.938000,-48.574266,553.717500,479.408822,0.000989,0.000000,-48.575255,553.717500,-0.455754,-0.388313,-0.844067,0.050000,-0.005697,-0.004854,0.039449,0.040584,18,0.079102,0
1.940000,-47.442814,577.454250,468.241844,0.001044,0.027466,-47.443858,577.426784,-0.448665,-0.360101,-0.808766,0.050000,-0.005608,-0.004501,0.039890,0.037380,19,0.083496,0
1.942000,-46.264449,600.619750,456.611842,0.001044,0.000000,-46.265493,600.619750,-0.441028,-0.331504,-0.772533,0.050000,-0.005513,-0.004144,0.040343,0.042720,19,0.083496,0
1.944000,-45.040335,623.191750,444.530316,0.001044,0.000000,-45.041379,623.191750,-0.432827,-0.302594,-0.735421,0.050000,-0.005410,-0.003782,0.040807,0.042720,19,0.083496,0
1.946000,-43.771682,645.147500,432.009215,0.001099,0.027466,-43.772781,645.120034,-0.424045,-0.273399,-0.697445,0.050000,-0.005301,-0.003417,0.041282,0.036312,20,0.087891,0
1.948000,-42.459745,666.465000,419.060918,0.001099,0.000000,-42.460844,666.465000,-0.414668,-0.243905,-0.658573,0.050000,-0.005183,-0.003049,0.041768,0.038448,20,0.087891,0
1.950000,-41.105822,687.123500,405.698231,0.001099,0.000000,-41.106921,687.123500,-0.404683,-0.214184,-0.618867,0.050000,-0.005059,-0.002677,0.042264,0.042720,20,0.087891,0
1.952000,-39.711251,707.102750,391.934367,0.001154,0.027466,-39.712405,707.075284,-0.394081,-0.184266,-0.578347,0.050000,-0.004926,-0.002303,0.042771,0.040584,21,0.092285,0
1.954000,-38.277411,726.382500,377.782936,0.001154,0.000000,-38.278565,726.382500,-0.382852,-0.154137,-0.536989,0.050000,-0.004786,-0.001927,0.043288,0.040584,21,0.092285,0
1.956000,-36.805721,744.944000,363.257932,0.001208,0.027466,-36.806929,744.916534,-0.370994,-0.123884,-0.494878,0.050000,-0.004637,-0.001549,0.043814,0.044856,22,0.096680,0
1.958000,-35.297635,762.769000,348.373719,0.001208,0.000000,-35.298843,762.769000,-0.358502,-0.093480,-0.451981,0.050000,-0.004481,-0.001168,0.044350,0.043788,22,0.096680,0
1.960000,-33.754645,779.839750,333.145014,0.001263,0.027466,-33.755908,779.812284,-0.345377,-0.063013,-0.408390,0.050000,-0.004317,-0.000788,0.044895,0.046992,23,0.101074,1
1.962000,-32.178276,796.139500,317.586877,0.001318,0.027466,-32.179594,796.112034,-0.331624,-0.032469,-0.364092,0.050000,-0.004145,-0.000406,0.045449,0.041652,24,0.105469,1
1.964000,-30.570087,811.651500,301.714692,0.001428,0.054932,-30.571515,811.596568,-0.317249,-0.001908,-0.319157,0.050000,-0.003966,-0.000024,0.046011,0.045924,26,0.114258,2
1.966000,-28.931670,826.361000,285.544154,0.001538,0.054932,-28.933208,826.306068,-0.302262,0.028669,-0.273593,0.050000,-0.003778,0.000358,0.046580,0.044856,28,0.123047,2
1.968000,-27.264643,840.253750,269.091255,0.001593,0.027466,-27.266236,840.226284,-0.286677,0.059233,-0.227444,0.050000,-0.003583,0.000740,0.047157,0.045924,29,0.127441,1
1.970000,-25.570655,853.315500,252.372264,0.001703,0.054932,-25.572358,853.260568,-0.270511,0.089709,-0.180802,0.050000,-0.003381,0.001121,0.047740,0.045924,31,0.136230,1
1.972000,-23.851381,865.533250,235.403712,0.001813,0.054932,-23.853194,865.478318,-0.253784,0.120110,-0.133674,0.050000,-0.003172,0.001501,0.048329,0.051264,33,0.145020,2
1.974000,-22.108522,876.895000,218.202380,0.001978,0.082397,-22.110500,876.812603,-0.236520,0.150377,-0.086142,0.050000,-0.002956,0.001880,0.048923,0.050196,36,0.158203,4
1.976000,-20.343801,887.390000,200.785278,0.002307,0.164795,-20.346108,887.225205,-0.218745,0.180465,-0.038280,0.050000,-0.002734,0.002256,0.049522,0.046992,42,0.184570,6
1.978000,-18.558962,897.007250,183.169628,0.002747,0.219727,-18.561709,896.787523,-0.200489,0.210387,0.009898,0.050000,-0.002506,0.002630,0.050124,0.049128,50,0.219727,7
1.980000,-16.755772,905.737500,165.372849,0.003241,0.247192,-16.759013,905.490308,-0.181786,0.240114,0.058328,0.050000,-0.002272,0.003001,0.050729,0.050196,59,0.259277,8
1.982000,-14.936012,913.572250,147.412541,0.003680,0.219727,-14.939692,913.352523,-0.162671,0.269633,0.106962,0.050000,-0.002033,0.003370,0.051337,0.051264,67,0.294434,8
1.984000,-13.101483,920.503500,129.306462,0.004285,0.302124,-13.105768,920.201376,-0.143183,0.298825,0.155643,0.050000,-0.001790,0.003735,0.051946,0.051264,78,0.342773,11
1.986000,-11.253998,926.524500,111.072519,0.004999,0.357056,-11.258997,926.167444,-0.123362,0.327735,0.204373,0.050000,-0.001542,0.004097,0.052555,0.052332,91,0.399902,10
1.988000,-9.395385,931.629250,92.728741,0.005713,0.357056,-9.401098,931.272194,-0.103253,0.356349,0.253096,0.050000,-0.001291,0.004454,0.053164,0.052332,104,0.457031,9
1.990000,-7.527481,935.812750,74.293267,0.006372,0.329590,-7.533853,935.483160,-0.082899,0.384625,0.301726,0.050000,-0.001036,0.004808,0.053772,0.052332,116,0.509766,9
1.992000,-5.652134,939.071000,55.784328,0.007141,0.384521,-5.659275,938.686479,-0.062349,0.412477,0.350128,0.050000,-0.000779,0.005156,0.054377,0.056604,130,0.571289,11
1.994000,-3.771197,941.400750,37.220226,0.007800,0.329590,-3.778997,941.071160,-0.041649,0.439979,0.398330,0.050000,-0.000521,0.005500,0.054979,0.053400,142,0.624023,10
1.996000,-1.886531,942.799250,0.000000,0.008350,0.274658,-1.894881,942.524592,-0.027289,0.467047,0.439758,0.050000,-0.000341,0.005838,0.055497,0.057672,152,0.667969,7
1.998000,0.000000,943.265500,0.000000,0.008789,0.219727,-0.008789,943.045773,0.000000,0.493655,0.493655,0.050000,0.000000,0.006171,0.056171,0.052332,160,0.703125,6
