t_s,q_des_deg,qd_des_deg_s,qdd_des_deg_s2,q_act_joint_deg,qd_act_joint_deg_s,e_pos_deg,e_vel_deg_s,tau_joint_ff_Nm,tau_joint_pd_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_ff_Nm,tau_motor_pd_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_pos_deg,motor_vel_native
1.540000,-47.672894,572.751750,470.512641,0.001154,0.000000,-47.674048,572.751750,-0.450126,-0.365763,-0.815889,0.050000,-0.005627,-0.004572,0.039801,0.039516,21,0.092285,0
1.542000,-46.503820,596.033500,458.974338,0.001154,0.000000,-46.504974,596.033500,-0.442600,-0.337250,-0.779850,0.050000,-0.005533,-0.004216,0.040252,0.038448,21,0.092285,0
1.544000,-45.288760,618.726000,446.982176,0.001154,0.000000,-45.289914,618.726000,-0.434513,-0.308402,-0.742916,0.050000,-0.005431,-0.003855,0.040714,0.040584,21,0.092285,0
1.546000,-44.028916,640.806500,434.548013,0.001208,0.027466,-44.030124,640.779034,-0.425849,-0.279265,-0.705114,0.050000,-0.005323,-0.003491,0.041186,0.040584,22,0.096680,0
1.548000,-42.725534,662.253500,421.684145,0.001208,0.000000,-42.726742,662.253500,-0.416592,-0.249823,-0.666415,0.050000,-0.005207,-0.003123,0.041670,0.039516,22,0.096680,0
1.550000,-41.379902,683.045750,408.403291,0.001263,0.027466,-41.381165,683.018284,-0.406729,-0.220163,-0.626892,0.050000,-0.005084,-0.002752,0.042164,0.043788,23,0.101074,0
1.552000,-39.993351,703.162250,394.718586,0.001263,0.000000,-39.994614,703.162250,-0.396251,-0.190255,-0.586506,0.050000,-0.004953,-0.002378,0.042669,0.040584,23,0.101074,0
1.554000,-38.567253,722.583250,380.643561,0.001318,0.027466,-38.568571,722.555784,-0.385148,-0.160190,-0.545338,0.050000,-0.004814,-0.002002,0.043183,0.042720,24,0.105469,1
1.556000,-37.103018,741.290000,366.192135,0.001373,0.027466,-37.104391,741.262534,-0.373416,-0.129951,-0.503367,0.050000,-0.004668,-0.001624,0.043708,0.041652,25,0.109863,1
1.558000,-35.602093,759.264000,351.378597,0.001373,0.000000,-35.603466,759.264000,-0.361051,-0.099568,-0.460619,0.050000,-0.004513,-0.001245,0.044242,0.040584,25,0.109863,1
1.560000,-34.065962,776.486750,336.217596,0.001428,0.027466,-34.067390,776.459284,-0.348052,-0.069117,-0.417170,0.050000,-0.004351,-0.000864,0.044785,0.045924,26,0.114258,1
1.562000,-32.496146,792.941750,320.724125,0.001428,0.000000,-32.497574,792.941750,-0.334424,-0.038568,-0.372993,0.050000,-0.004180,-0.000482,0.045338,0.046992,26,0.114258,0
1.564000,-30.894195,808.613000,304.913503,0.001483,0.027466,-30.895678,808.585534,-0.320173,-0.008011,-0.328184,0.050000,-0.004002,-0.000100,0.045898,0.043788,27,0.118652,0
1.566000,-29.261694,823.484250,288.801367,0.001538,0.027466,-29.263232,823.456784,-0.305308,0.022569,-0.282739,0.050000,-0.003816,0.000282,0.046466,0.044856,28,0.123047,1
1.568000,-27.600258,837.541250,272.403647,0.001538,0.000000,-27.601796,837.541250,-0.289841,0.053142,-0.236699,0.050000,-0.003623,0.000664,0.047041,0.043788,28,0.123047,1
1.570000,-25.911529,850.770250,255.736559,0.001593,0.027466,-25.913122,850.742784,-0.273790,0.083632,-0.190157,0.050000,-0.003422,0.001045,0.047623,0.048060,29,0.127441,1
1.572000,-24.197177,863.157750,238.816585,0.001648,0.027466,-24.198825,863.130284,-0.257173,0.114055,-0.143119,0.050000,-0.003215,0.001426,0.048211,0.051264,30,0.131836,1
1.574000,-22.458898,874.691750,221.660456,0.001703,0.027466,-22.460601,874.664284,-0.240014,0.144364,-0.095650,0.050000,-0.003000,0.001805,0.048804,0.049128,31,0.136230,1
1.576000,-20.698410,885.360750,204.285136,0.001758,0.027466,-20.700168,885.333284,-0.222339,0.174531,-0.047808,0.050000,-0.002779,0.002182,0.049402,0.050196,32,0.140625,2
1.578000,-18.917455,895.154250,186.707808,0.001978,0.109863,-18.919433,895.044387,-0.204177,0.204479,0.000302,0.050000,-0.002552,0.002556,0.050004,0.050196,36,0.158203,4
1.580000,-17.117793,904.063000,168.945853,0.002307,0.164795,-17.120100,903.898205,-0.185560,0.234238,0.048678,0.050000,-0.002320,0.002928,0.050608,0.051264,42,0.184570,7
1.582000,-15.301203,912.077500,151.016834,0.002802,0.247192,-15.304005,911.830308,-0.166525,0.263749,0.097224,0.050000,-0.002082,0.003297,0.051215,0.051264,51,0.224121,7
1.584000,-13.469483,919.189750,132.938482,0.003296,0.247192,-13.472779,918.942558,-0.147108,0.293042,0.145934,0.050000,-0.001839,0.003663,0.051824,0.050196,60,0.263672,9
1.586000,-11.624444,925.393250,114.728673,0.003900,0.302124,-11.628344,925.091126,-0.127351,0.322014,0.194663,0.050000,-0.001592,0.004025,0.052433,0.053400,71,0.312012,9
1.588000,-9.767910,930.681750,96.405414,0.004614,0.357056,-9.772524,930.324694,-0.107296,0.350667,0.243371,0.050000,-0.001341,0.004383,0.053042,0.053400,84,0.369141,11
1.590000,-7.901717,935.050000,77.986823,0.005273,0.329590,-7.906990,934.720410,-0.086987,0.379016,0.292029,0.050000,-0.001087,0.004738,0.053650,0.055536,96,0.421875,11
1.592000,-6.027710,938.493750,59.491115,0.005988,0.357056,-6.033698,938.136694,-0.066472,0.406961,0.340488,0.050000,-0.000831,0.005087,0.054256,0.054468,109,0.479004,13
1.594000,-4.147742,941.009250,40.936579,0.006812,0.411987,-4.154554,940.597263,-0.045799,0.434487,0.388688,0.050000,-0.000572,0.005431,0.054859,0.054468,124,0.544922,12
1.596000,-2.263673,942.594000,22.341562,0.007635,0.411987,-2.271308,942.182013,-0.025015,0.461612,0.436597,0.050000,-0.000313,0.005770,0.055457,0.052332,139,0.610840,12
1.598000,-0.377366,943.247000,3.724453,0.008350,0.357056,-0.385716,942.889944,-0.004172,0.488310,0.484139,0.050000,-0.000052,0.006104,0.056052,0.053400,152,0.667969,8
1.600000,1.509315,942.967250,-14.896339,0.008899,0.274658,1.500416,942.692592,0.016682,0.514542,0.531225,0.050000,0.000209,0.006432,0.056640,0.051264,162,0.711914,6
1.602000,3.394503,941.754750,-33.502401,0.009229,0.164795,3.385274,941.589955,0.037496,0.540283,0.577778,0.050000,0.000469,0.006754,0.057222,0.056604,168,0.738281,3
1.604000,5.276334,939.611250,-52.075334,0.009393,0.082397,5.266941,939.528853,0.058219,0.565477,0.623696,0.050000,0.000728,0.007068,0.057796,0.055536,171,0.751465,2
1.606000,7.152948,936.538750,-70.596771,0.009393,0.000000,7.143555,936.538750,0.078804,0.590113,0.668917,0.050000,0.000985,0.007376,0.058361,0.057672,171,0.751465,0
1.608000,9.022489,932.539750,-89.048399,0.009448,0.027466,9.013041,932.512284,0.099200,0.614108,0.713308,0.050000,0.001240,0.007676,0.058916,0.056604,172,0.755859,1
1.610000,10.883107,927.618750,-107.411971,0.009448,0.000000,10.873659,927.618750,0.119362,0.637525,0.756887,0.050000,0.001492,0.007969,0.059461,0.056604,172,0.755859,0
1.612000,12.732964,921.780750,-125.669328,0.009503,0.027466,12.723461,921.753284,0.139244,0.660282,0.799526,0.050000,0.001741,0.008254,0.059994,0.060876,173,0.760254,0
1.614000,14.570230,915.031000,-143.802416,0.009503,0.000000,14.560727,915.031000,0.158802,0.682415,0.841217,0.050000,0.001985,0.008530,0.060515,0.059808,173,0.760254,0
1.616000,16.393088,907.376250,-161.793304,0.009558,0.027466,16.383530,907.348784,0.177994,0.703844,0.881838,0.050000,0.002225,0.008798,0.061023,0.063012,174,0.764648,1
1.618000,18.199735,898.824500,-179.624202,0.009613,0.027466,18.190122,898.797034,0.196783,0.724591,0.921374,0.050000,0.002460,0.009057,0.061517,0.059808,175,0.769043,1
1.620000,19.988386,889.384000,-197.277477,0.009613,0.000000,19.978773,889.384000,0.215131,0.744637,0.959768,0.050000,0.002689,0.009308,0.061997,0.058740,175,0.769043,1
1.622000,21.757271,879.063750,-214.735673,0.009668,0.027466,21.747603,879.036284,0.233005,0.763916,0.996921,0.050000,0.002913,0.009549,0.062462,0.058740,176,0.773438,0
1.624000,23.504641,867.874500,-231.981527,0.009668,0.000000,23.494973,867.874500,0.250373,0.782470,1.032843,0.050000,0.003130,0.009781,0.062911,0.061944,176,0.773438,0
1.626000,25.228769,855.827000,-248.997985,0.009668,0.000000,25.219101,855.827000,0.267210,0.800235,1.067445,0.050000,0.003340,0.010003,0.063343,0.063012,176,0.773438,0
1.628000,26.927949,842.933000,-265.768219,0.009668,0.000000,26.918281,842.933000,0.283490,0.817209,1.100699,0.050000,0.003544,0.010215,0.063759,0.068352,176,0.773438,0
1.630000,28.600501,829.205500,-282.275647,0.009723,0.027466,28.590778,829.178034,0.299192,0.833359,1.132552,0.050000,0.003740,0.010417,0.064157,0.067284,177,0.777832,0
1.632000,30.244771,814.658000,-298.503945,0.009723,0.000000,30.235048,814.658000,0.314300,0.848715,1.163015,0.050000,0.003929,0.010609,0.064538,0.064080,177,0.777832,0
1.634000,31.859133,799.305250,-314.437066,0.009723,0.000000,31.849410,799.305250,0.328798,0.863217,1.192015,0.050000,0.004110,0.010790,0.064900,0.070488,177,0.777832,0
1.636000,33.441992,783.162000,-330.059253,0.009723,0.000000,33.432269,783.162000,0.342677,0.876865,1.219542,0.050000,0.004283,0.010961,0.065244,0.066216,177,0.777832,0
1.638000,34.991781,766.244000,-345.355060,0.009778,0.027466,34.982003,766.216534,0.355927,0.889631,1.245558,0.050000,0.004449,0.011120,0.065569,0.061944,178,0.782227,0
1.640000,36.506968,748.568500,-360.309360,0.009778,0.000000,36.497190,748.568500,0.368546,0.901546,1.270092,0.050000,0.004607,0.011269,0.065876,0.067284,178,0.782227,0
1.642000,37.986055,730.153000,-374.907367,0.009778,0.000000,37.976277,730.153000,0.380531,0.912556,1.293087,0.050000,0.004757,0.011407,0.066164,0.064080,178,0.782227,0
1.644000,39.427580,711.015250,-389.134644,0.009778,0.000000,39.417802,711.015250,0.391885,0.922663,1.314548,0.050000,0.004899,0.011533,0.066432,0.066216,178,0.782227,0
1.646000,40.830116,691.174250,-402.977123,0.009778,0.000000,40.820338,691.174250,0.402613,0.931857,1.334470,0.050000,0.005033,0.011648,0.066681,0.066216,178,0.782227,0
1.648000,42.192277,670.650000,-416.421115,0.009833,0.027466,42.182444,670.622534,0.412720,0.940115,1.352835,0.050000,0.005159,0.011751,0.066910,0.064080,179,0.786621,0
1.650000,43.512716,649.462750,-429.453327,0.009833,0.000000,43.502883,649.462750,0.422218,0.947473,1.369691,0.050000,0.005278,0.011843,0.067121,0.064080,179,0.786621,0
1.652000,44.790128,627.633000,-442.060872,0.009833,0.000000,44.780295,627.633000,0.431118,0.953879,1.384997,0.050000,0.005389,0.011923,0.067312,0.061944,179,0.786621,0
1.654000,46.023248,605.182500,-454.231283,0.009833,0.000000,46.013415,605.182500,0.439434,0.959341,1.398775,0.050000,0.005493,0.011992,0.067485,0.064080,179,0.786621,0
1.656000,47.210858,582.133750,-465.952524,0.009833,0.000000,47.201025,582.133750,0.447182,0.963855,1.411037,0.050000,0.005590,0.012048,0.067638,0.071556,179,0.786621,0
1.658000,48.351783,558.509250,-477.213005,0.009833,0.000000,48.341950,558.509250,0.454379,0.967416,1.421795,0.050000,0.005680,0.012093,0.067772,0.067284,179,0.786621,0
1.660000,49.444895,534.332750,-488.001591,0.009833,0.000000,49.435062,534.332750,0.461045,0.970020,1.431064,0.050000,0.005763,0.012125,0.067888,0.070488,179,0.786621,0
1.662000,50.489114,509.627750,-498.307614,0.009888,0.027466,50.479226,509.600284,0.467198,0.971649,1.438847,0.050000,0.005840,0.012146,0.067986,0.068352,180,0.791016,0
1.664000,51.483406,484.418500,-508.120883,0.009888,0.000000,51.473518,484.418500,0.472859,0.972347,1.445206,0.050000,0.005911,0.012154,0.068065,0.070488,180,0.791016,0
1.666000,52.426788,458.730500,-517.431693,0.009888,0.000000,52.416900,458.730500,0.478051,0.972069,1.450119,0.050000,0.005976,0.012151,0.068126,0.067284,180,0.791016,0
1.668000,53.318328,432.588750,-526.230838,0.009888,0.000000,53.308440,432.588750,0.482793,0.970829,1.453622,0.050000,0.006035,0.012135,0.068170,0.067284,180,0.791016,0
1.670000,54.157143,406.019250,-534.509617,0.009888,0.000000,54.147255,406.019250,0.487108,0.968629,1.455737,0.050000,0.006089,0.012108,0.068197,0.070488,180,0.791016,0
1.672000,54.942405,379.048500,-542.259843,0.009888,0.000000,54.932517,379.048500,0.491017,0.965472,1.456489,0.050000,0.006138,0.012068,0.068206,0.067284,180,0.791016,0
1.674000,55.673337,351.702750,-549.473852,0.009888,0.000000,55.663449,351.702750,0.494541,0.961359,1.455900,0.050000,0.006182,0.012017,0.068199,0.067284,180,0.791016,0
1.676000,56.349216,324.009250,-556.144510,0.009888,0.000000,56.339328,324.009250,0.497700,0.956296,1.453996,0.050000,0.006221,0.011954,0.068175,0.064080,180,0.791016,0
1.678000,56.969374,295.995250,-562.265222,0.009888,0.000000,56.959486,295.995250,0.500515,0.950287,1.450802,0.050000,0.006256,0.011879,0.068135,0.068352,180,0.791016,0
1.680000,57.533197,267.688500,-567.829934,0.009888,0.000000,57.523309,267.688500,0.503003,0.943338,1.446341,0.050000,0.006288,0.011792,0.068079,0.071556,180,0.791016,0
1.682000,58.040128,239.117250,-572.833145,0.009888,0.000000,58.030240,239.117250,0.505182,0.935457,1.440639,0.050000,0.006315,0.011693,0.068008,0.067284,180,0.791016,0
1.684000,58.489666,210.309500,-577.269906,0.009888,0.000000,58.479778,210.309500,0.507069,0.926650,1.433718,0.050000,0.006338,0.011583,0.067921,0.068352,180,0.791016,0
1.686000,58.881366,181.293750,-581.135831,0.009888,0.000000,58.871478,181.293750,0.508677,0.916926,1.425603,0.050000,0.006358,0.011462,0.067820,0.067284,180,0.791016,0
1.688000,59.214841,152.098750,-584.427095,0.009888,0.000000,59.204953,152.098750,0.510020,0.906296,1.416316,0.050000,0.006375,0.011329,0.067704,0.067284,180,0.791016,0
1.690000,59.489761,122.753250,-587.140446,0.009888,0.000000,59.479873,122.753250,0.511109,0.894769,1.405879,0.050000,0.006389,0.011185,0.067573,0.068352,180,0.791016,0
1.692000,59.705854,93.286250,-589.273200,0.009888,0.000000,59.695966,93.286250,0.511954,0.882357,1.394311,0.050000,0.006399,0.011029,0.067429,0.063012,180,0.791016,0
1.694000,59.862906,63.727250,-590.823247,0.009888,0.000000,59.853018,63.727250,0.512561,0.869073,1.381635,0.050000,0.006407,0.010863,0.067270,0.066216,180,0.791016,0
1.696000,59.960763,34.105250,-591.789055,0.009888,0.000000,59.950875,34.105250,0.512937,0.854930,1.367867,0.050000,0.006412,0.010687,0.067098,0.070488,180,0.791016,0
1.698000,59.999327,4.449500,-592.169669,0.009888,0.000000,59.989439,4.449500,0.513085,0.839940,1.353025,0.050000,0.006414,0.010499,0.066913,0.066216,180,0.791016,0
1.700000,59.978561,-25.210750,-591.964713,0.009888,0.000000,59.968673,-25.210750,0.513005,0.824120,1.337126,-0.050000,0.006413,0.010302,-0.033286,0.068352,180,0.791016,0
1.702000,59.898484,-54.846000,-591.174389,0.009888,0.000000,59.888596,-54.846000,0.512698,0.807485,1.320183,-0.050000,0.006409,0.010094,-0.033498,-0.038448,180,0.791016,-13
1.704000,59.759177,-84.427000,-589.799479,0.008899,-0.494385,59.750278,-83.932615,0.512161,0.790324,1.302485,-0.050000,0.006402,0.009879,-0.033719,-0.029904,162,0.711914,-25
1.706000,59.560776,-113.924750,-587.841342,0.007471,-0.714111,59.553305,-113.210639,0.511388,0.772244,1.283632,-0.050000,0.006392,0.009653,-0.033955,-0.034176,136,0.597656,-22
1.708000,59.303478,-143.309500,-585.301915,0.006042,-0.714111,59.297436,-142.595389,0.510373,0.753286,1.263659,-0.050000,0.006380,0.009416,-0.034204,-0.036312,110,0.483398,-14
1.710000,58.987538,-172.552500,-582.183708,0.005109,-0.466919,58.982429,-172.085581,0.509107,0.733446,1.242554,-0.050000,0.006364,0.009168,-0.034468,-0.034176,93,0.408691,-10
1.712000,58.613268,-201.625250,-578.489806,0.004559,-0.274658,58.608709,-201.350592,0.507580,0.712905,1.220485,-0.050000,0.006345,0.008911,-0.034744,-0.034176,83,0.364746,-6
1.714000,58.181037,-230.498500,-574.223861,0.004230,-0.164795,58.176807,-230.333705,0.505778,0.691699,1.197477,-0.050000,0.006322,0.008646,-0.035032,-0.033108,77,0.338379,-3
1.716000,57.691274,-259.143750,-569.390091,0.004120,-0.054932,57.687154,-259.088818,0.503688,0.669806,1.173494,-0.050000,0.006296,0.008373,-0.035331,-0.035244,75,0.329590,-1
1.718000,57.144462,-287.532750,-563.993277,0.004065,-0.027466,57.140397,-287.505284,0.501295,0.647293,1.148588,-0.050000,0.006266,0.008091,-0.035643,-0.036312,74,0.325195,-1
1.720000,56.541143,-315.637250,-558.038754,0.004065,0.000000,56.537078,-315.637250,0.498580,0.624139,1.122719,-0.050000,0.006232,0.007802,-0.035966,-0.036312,74,0.325195,-1
1.722000,55.881913,-343.430000,-551.532412,0.004065,0.000000,55.877848,-343.430000,0.495526,0.600382,1.095908,-0.050000,0.006194,0.007505,-0.036301,-0.035244,74,0.325195,0
1.724000,55.167423,-370.883000,-544.480683,0.004010,-0.027466,55.163413,-370.855534,0.492113,0.576047,1.068160,-0.050000,0.006151,0.007201,-0.036648,-0.035244,73,0.320801,0
1.726000,54.398381,-397.969000,-536.890542,0.004010,0.000000,54.394371,-397.969000,0.488322,0.551113,1.039435,-0.050000,0.006104,0.006889,-0.037007,-0.035244,73,0.320801,0
1.728000,53.575547,-424.661750,-528.769493,0.004010,0.000000,53.571537,-424.661750,0.484131,0.525647,1.009779,-0.050000,0.006052,0.006571,-0.037378,-0.036312,73,0.320801,0
1.730000,52.699734,-450.934500,-520.125568,0.004010,0.000000,52.695724,-450.934500,0.479519,0.499662,0.979182,-0.050000,0.005994,0.006246,-0.037760,-0.038448,73,0.320801,0
1.732000,51.771809,-476.761250,-510.967313,0.004010,0.000000,51.767799,-476.761250,0.474465,0.473183,0.947648,-0.050000,0.005931,0.005915,-0.038154,-0.039516,73,0.320801,0
1.734000,50.792689,-502.116500,-501.303785,0.004010,0.000000,50.788679,-502.116500,0.468947,0.446236,0.915183,-0.050000,0.005862,0.005578,-0.038560,-0.036312,73,0.320801,0
1.736000,49.763343,-526.975500,-491.144540,0.004010,0.000000,49.759333,-526.975500,0.462943,0.418848,0.881791,-0.050000,0.005787,0.005236,-0.038978,-0.038448,73,0.320801,0
1.738000,48.684787,-551.313500,-480.499624,0.003955,-0.027466,48.680832,-551.286034,0.456434,0.391060,0.847494,-0.050000,0.005705,0.004888,-0.039406,-0.038448,72,0.316406,0
1.740000,47.558089,-575.105750,-469.379563,0.003955,0.000000,47.554134,-575.105750,0.449398,0.362856,0.812254,-0.050000,0.005617,0.004536,-0.039847,-0.039516,72,0.316406,0
1.742000,46.384364,-598.329500,-457.795354,0.003955,0.000000,46.380409,-598.329500,0.441817,0.334308,0.776125,-0.050000,0.005523,0.004179,-0.040298,-0.039516,72,0.316406,0
1.744000,45.164771,-620.962000,-445.758450,0.003955,0.000000,45.160816,-620.962000,0.433673,0.305429,0.739102,-0.050000,0.005421,0.003818,-0.040761,-0.039516,72,0.316406,0
1.746000,43.900516,-642.980250,-433.280756,0.003955,0.000000,43.896561,-642.980250,0.424950,0.276248,0.701198,-0.050000,0.005312,0.003453,-0.041235,-0.042720,72,0.316406,0
1.748000,42.592850,-664.362500,-420.374610,0.003955,0.000000,42.588895,-664.362500,0.415633,0.246794,0.662427,-0.050000,0.005195,0.003085,-0.041720,-0.041652,72,0.316406,0
1.750000,41.243066,-685.088000,-407.052774,0.003955,0.000000,41.239111,-685.088000,0.405709,0.217095,0.622805,-0.050000,0.005071,0.002714,-0.042215,-0.041652,72,0.316406,0
1.752000,39.852498,-705.136000,-393.328421,0.003955,0.000000,39.848543,-705.136000,0.395169,0.187182,0.582351,-0.050000,0.004940,0.002340,-0.042721,-0.041652,72,0.316406,0
1.754000,38.422522,-724.486500,-379.215124,0.003955,0.000000,38.418567,-724.486500,0.384004,0.157084,0.541088,-0.050000,0.004800,0.001964,-0.043236,-0.041652,72,0.316406,0
1.756000,36.954552,-743.120750,-364.726837,0.003955,0.000000,36.950597,-743.120750,0.372208,0.126831,0.499038,-0.050000,0.004653,0.001585,-0.043762,-0.042720,72,0.316406,0
1.758000,35.450039,-761.020250,-349.877888,0.003900,-0.027466,35.446139,-760.992784,0.359779,0.096467,0.456246,-0.050000,0.004497,0.001206,-0.044297,-0.044856,71,0.312012,0
1.760000,33.910471,-778.167000,-334.682960,0.003900,0.000000,33.906571,-778.167000,0.346718,0.065978,0.412696,-0.050000,0.004334,0.000825,-0.044841,-0.043788,71,0.312012,0
1.762000,32.337371,-794.544500,-319.157079,0.003900,0.000000,32.333471,-794.544500,0.333027,0.035438,0.368465,-0.050000,0.004163,0.000443,-0.045394,-0.045924,71,0.312012,0
1.764000,30.732293,-810.136250,-303.315597,0.003900,0.000000,30.728393,-810.136250,0.318714,0.004863,0.323577,-0.050000,0.003984,0.000061,-0.045955,-0.043788,71,0.312012,0
1.766000,29.096826,-824.926750,-287.174181,0.003845,-0.027466,29.092981,-824.899284,0.303788,-0.025702,0.278086,-0.050000,0.003797,-0.000321,-0.046524,-0.048060,70,0.307617,0
1.768000,27.432586,-838.901750,-270.748790,0.003845,0.000000,27.428741,-838.901750,0.288262,-0.056270,0.231992,-0.050000,0.003603,-0.000703,-0.047100,-0.046992,70,0.307617,-1
1.770000,25.741219,-852.047000,-254.055668,0.003735,-0.054932,25.737484,-851.992068,0.272153,-0.086739,0.185414,-0.050000,0.003402,-0.001084,-0.047682,-0.046992,68,0.298828,-1
1.772000,24.024398,-864.349750,-237.111321,0.003571,-0.082397,24.020827,-864.267353,0.255481,-0.117135,0.138346,-0.050000,0.003194,-0.001464,-0.048271,-0.046992,65,0.285645,-3
1.774000,22.283820,-875.797750,-219.932506,0.003406,-0.082397,22.280414,-875.715353,0.238269,-0.147430,0.090839,-0.050000,0.002978,-0.001843,-0.048865,-0.049128,62,0.272461,-4
1.776000,20.521207,-886.379750,-202.536209,0.003131,-0.137329,20.518076,-886.242421,0.220544,-0.177549,0.042995,-0.050000,0.002757,-0.002219,-0.049463,-0.050196,57,0.250488,-4
1.778000,18.738301,-896.085250,-184.939632,0.002856,-0.137329,18.735445,-895.947921,0.202335,-0.207521,-0.005186,-0.050000,0.002529,-0.002594,-0.050065,-0.049128,52,0.228516,-6
1.780000,16.936866,-904.904750,-167.160178,0.002472,-0.192261,16.934394,-904.712489,0.183675,-0.237258,-0.053582,-0.050000,0.002296,-0.002966,-0.050670,-0.048060,45,0.197754,-5
1.782000,15.118682,-912.829250,-149.215425,0.002197,-0.137329,15.116485,-912.691921,0.164600,-0.266818,-0.102219,-0.050000,0.002057,-0.003335,-0.051278,-0.052332,40,0.175781,-5
1.784000,13.285549,-919.851000,-131.123121,0.001813,-0.192261,13.283736,-919.658739,0.145147,-0.296056,-0.150909,-0.050000,0.001814,-0.003701,-0.051886,-0.049128,33,0.145020,-7
1.786000,11.439278,-925.963500,-112.901154,0.001373,-0.219727,11.437905,-925.743773,0.125358,-0.325015,-0.199657,-0.050000,0.001567,-0.004063,-0.052496,-0.051264,25,0.109863,-7
1.788000,9.581695,-931.160250,-94.567545,0.000769,-0.302124,9.580926,-930.858126,0.105275,-0.353621,-0.248346,-0.050000,0.001316,-0.004420,-0.053104,-0.052332,14,0.061523,-10
1.790000,7.714637,-935.436000,-76.140422,0.000275,-0.247192,7.714362,-935.188808,0.084944,-0.381951,-0.297007,-0.050000,0.001062,-0.004774,-0.053713,-0.052332,5,0.021973,-10
1.792000,5.839951,-938.787000,-57.638006,-0.000330,-0.302124,5.840281,-938.484876,0.064411,-0.409844,-0.345432,-0.050000,0.000805,-0.005123,-0.054318,-0.051264,-6,-0.026367,-8
1.794000,3.959489,-941.209500,-39.078596,-0.000879,-0.274658,3.960368,-940.934842,0.043725,-0.437375,-0.393651,-0.050000,0.000547,-0.005467,-0.054921,-0.054468,-16,-0.070312,-8
1.796000,2.075113,-942.701250,-20.480542,-0.001318,-0.219727,2.076431,-942.481523,0.022933,-0.464490,-0.441557,-0.050000,0.000287,-0.005806,-0.055519,-0.056604,-24,-0.105469,-8
1.798000,0.188684,-943.261000,-1.862236,-0.001868,-0.274658,0.190552,-942.986342,0.002086,-0.491086,-0.489000,-0.050000,0.000026,-0.006139,-0.056113,-0.051264,-34,-0.149414,-9
1.800000,-1.697931,-942.888000,16.757912,-0.002362,-0.247192,-1.695569,-942.640808,-0.018766,-0.517240,-0.536006,-0.050000,-0.000235,-0.006466,-0.056700,-0.058740,-43,-0.188965,-11
1.802000,-3.582868,-941.582500,35.361488,-0.003021,-0.329590,-3.579847,-941.252910,-0.039573,-0.542823,-0.582396,-0.050000,-0.000495,-0.006785,-0.057280,-0.054468,-55,-0.241699,-10
1.804000,-5.464261,-939.345750,53.930097,-0.003625,-0.302124,-5.460636,-939.043626,-0.060285,-0.567927,-0.628212,-0.050000,-0.000754,-0.007099,-0.057853,-0.054468,-66,-0.290039,-11
1.806000,-7.340251,-936.180250,72.445377,-0.004175,-0.274658,-7.336076,-935.905592,-0.080852,-0.592470,-0.673322,-0.050000,-0.001011,-0.007406,-0.058417,-0.056604,-76,-0.333984,-10
1.808000,-9.208982,-932.089000,90.889019,-0.004724,-0.274658,-9.204258,-931.814342,-0.101228,-0.616413,-0.717640,-0.050000,-0.001265,-0.007705,-0.058971,-0.060876,-86,-0.377930,-6
1.810000,-11.068607,-927.076250,109.242785,-0.004999,-0.137329,-11.063608,-926.938921,-0.121364,-0.639821,-0.761185,-0.050000,-0.001517,-0.007998,-0.059515,-0.059808,-91,-0.399902,-4
1.812000,-12.917287,-921.146750,127.488526,-0.005164,-0.082397,-12.912123,-921.064353,-0.141215,-0.662555,-0.803770,-0.050000,-0.001765,-0.008282,-0.060047,-0.059808,-94,-0.413086,-2
1.814000,-14.753194,-914.306250,145.608198,-0.005273,-0.054932,-14.747921,-914.251318,-0.160738,-0.684621,-0.845359,-0.050000,-0.002009,-0.008558,-0.060567,-0.056604,-96,-0.421875,-1
1.816000,-16.574512,-906.561500,163.583885,-0.005273,0.000000,-16.569239,-906.561500,-0.179892,-0.706025,-0.885917,-0.050000,-0.002249,-0.008825,-0.061074,-0.060876,-96,-0.421875,0
1.818000,-18.379440,-897.920250,181.397812,-0.005328,-0.027466,-18.374112,-897.892784,-0.198638,-0.726687,-0.925325,-0.050000,-0.002483,-0.009084,-0.061567,-0.060876,-97,-0.426270,-1
1.820000,-20.166193,-888.391250,199.032362,-0.005328,0.000000,-20.160865,-888.391250,-0.216940,-0.746659,-0.963599,-0.050000,-0.002712,-0.009333,-0.062045,-0.063012,-97,-0.426270,0
1.822000,-21.933005,-877.983750,216.470097,-0.005328,0.000000,-21.927677,-877.983750,-0.234765,-0.765879,-1.000644,-0.050000,-0.002935,-0.009573,-0.062508,-0.060876,-97,-0.426270,0
1.824000,-23.678128,-866.708000,233.693775,-0.005383,-0.027466,-23.672745,-866.680534,-0.252081,-0.784327,-1.036408,-0.050000,-0.003151,-0.009804,-0.062955,-0.063012,-98,-0.430664,0
1.826000,-25.399837,-854.575500,250.686364,-0.005383,0.000000,-25.394454,-854.575500,-0.268863,-0.802028,-1.070891,-0.050000,-0.003361,-0.010025,-0.063386,-0.061944,-98,-0.430664,0
1.828000,-27.096430,-841.597500,267.431059,-0.005383,0.000000,-27.091047,-841.597500,-0.285086,-0.818922,-1.104008,-0.050000,-0.003564,-0.010237,-0.063800,-0.061944,-98,-0.430664,0
