time_s,q_rad,q_dot,q_ddot,tau_joint_Nm,tau_motor_load_Nm,tau_motor_rotor_Nm,tau_motor_friction_Nm,tau_motor_total_Nm
0.318,0.3857096546702352,-0.9231625851875196,2.3112321624690537,0.3576253897841911,0.005960423163069852,0.053250789023287004,-0.06910581546472079,0.12831702765107766
0.32,0.3838647837690388,-0.9186535349180841,2.3943018307136583,0.357852697631942,0.005964211627199034,0.05516471417964269,-0.06881156298687337,0.1299404887937151
0.322,0.3820304241154378,-0.9140207930124657,2.4693384404163226,0.35792797942620475,0.005965466323770079,0.05689355766719208,-0.06850864448261441,0.13136766847357656
0.324,0.3802072924861901,-0.9091912050622863,2.5318621368404166,0.3577631084437288,0.005962718474062146,0.058334103632803204,-0.06819221538264801,0.13248903748951335
0.326,0.3783958164430621,-0.9041168243613362,2.5792006589461636,0.35730552686650596,0.005955092114441766,0.05942478318211961,-0.06785904624056846,0.13323892153712985
0.328,0.3765961343328284,-0.8987621701421595,2.6104893393908526,0.3565382449455209,0.0059423040824253485,0.06014567437956525,-0.06750669780129176,0.13359467626328236
0.33,0.3748080952872726,-0.8930914858126776,2.6266711045287536,0.3554798401908918,0.00592466400318153,0.06051850224834249,-0.06713268612757876,0.1335758523791028
0.332,0.3730312592231866,-0.8870559971926972,2.6304964744099095,0.35418445658834136,0.005903074276472356,0.06060663877040432,-0.06673363620743858,0.13324334925431525
0.334,0.3712635405387873,-0.8807800335396252,2.641660879560277,0.35304047501155267,0.005884007916859211,0.06086386666506879,-0.06631762141519758,0.13306549599712558
0.336,0.36950451292510567,-0.874827661123218,2.665665992391169,0.3521565178784437,0.005869275297974061,0.061416944464692536,-0.06592205648492513,0.13320827624759174
0.338,0.3677563150469706,-0.8692072327958594,2.6841060191150774,0.3511698227375116,0.005852830378958527,0.06184180268041139,-0.06554766040101917,0.13324229346038907
0.34,0.36601974783986385,-0.8638187956443213,2.691975112969871,0.3499819148721932,0.005833031914536554,0.06202310660282583,-0.06518790867096687,0.13304404718832924
0.342,0.36429530066178284,-0.8585908195804601,2.6862147864738404,0.3485326373301875,0.005808877288836459,0.06189038868035729,-0.06483811513678829,0.13253738110598204
0.34400000000000003,0.3625831512932393,-0.8534664703674991,2.665713911426238,0.3468001500931193,0.0057800025015519885,0.061418048519260526,-0.06449453601722739,0.1316925870380399
