time_s,qd_rad,qd_dot,qd_ddot,tau_Nm
0.385,0.5244603786765627,-0.19461642890212794,1.1102230246251565e-12,1.5134852089716526
0.39,0.5234872965320521,-0.19461642890212794,0.0,1.510938691031933
0.395,0.5225142143875414,-0.19461642890212794,-0.623064853814137,1.5083863809473348
0.4,0.5215411322430308,-0.2008470774402693,-2.907635984467083,1.5058210120405209
0.405,0.5205057436131387,-0.22369278874679877,-3.9460774074906446,1.5030995636669084
0.41000000000000003,0.5193042043555628,-0.24030785151517575,-1.6615062768365885,1.4999638074509596
0.41500000000000004,0.518102665097987,-0.24030785151516465,1.1102230246251565e-12,1.4968215242718734
0.42,0.5169011258404111,-0.24030785151516465,-1.1102230246251565e-12,1.4936654495929829
0.425,0.5156995865828353,-0.24030785151517575,-1.1102230246251565e-12,1.4905072185146393
0.43,0.5144980473252594,-0.24030785151517575,1.1102230246251565e-12,1.4873468355963695
0.435,0.5132965080676836,-0.24030785151516465,1.1102230246251565e-12,1.484184305400807
0.44,0.5120949688101077,-0.24030785151516465,-1.1102230246251565e-12,1.4810196324936855
0.445,0.5108934295525319,-0.24030785151517575,-0.4392924228580064,1.477849746396872
0.45,0.509691890294956,-0.24470077574374471,-2.8554007485714905,1.4746638890179193
0.455,0.5084464217950945,-0.26886185900089066,-4.392924228573403,1.4713660754505582
0.46,0.5070032717049471,-0.28863001802947874,-1.9768159028588084,1.4675713601651272
0.465,0.5055601216147997,-0.28863001802947874,0.0,1.4637705133197234
0.47000000000000003,0.5041169715246523,-0.28863001802947874,0.0,1.459952780194761
0.47500000000000003,0.5026738214345049,-0.28863001802947874,5.551115123125783e-13,1.4561320064526833
0.48,0.5012306713443575,-0.2886300180294732,5.551115123125783e-13,1.4523082000509466
0.485,0.49978752125421017,-0.2886300180294732,-5.551115123125783e-13,1.4484813689533231
0.49,0.49834437116406277,-0.28863001802947874,0.0,1.444651521129884
0.495,0.4969012210739154,-0.2886300180294732,-0.20157527676090137,1.4408172535300463
0.5,0.49545807098376804,-0.29064577079708775,-2.418903321138033,1.436965874893995
0.505,0.4939947633659445,-0.3128190512408535,-4.233080811990586,1.4330606843651315
0.51,0.4923298804713595,-0.3329765789169936,-2.0157527676140097,1.428643779973029
0.515,0.49066499757677456,-0.3329765789169936,-5.551115123125783e-13,1.4242215045508857
0.52,0.48900011468218957,-0.33297657891699917,0.0,1.4197811711531916
0.525,0.4873352317876046,-0.3329765789169936,5.551115123125783e-13,1.4153369023571893
0.53,0.48567034889301963,-0.3329765789169936,-5.551115123125783e-13,1.410888710481656
0.535,0.48400546599843464,-0.33297657891699917,0.0,1.4064366078562427
0.54,0.48234058310384964,-0.3329765789169936,5.551115123125783e-13,1.4019806068214409
0.545,0.4806757002092647,-0.3329765789169936,-5.551115123125783e-13,1.3975207197285477
0.55,0.4790108173146797,-0.33297657891699917,-1.67864654219807,1.3930452084138356
0.555,0.4773459344200947,-0.3497630443389743,-3.35729308439503,1.3885658357759068
0.56,0.47551318687128996,-0.36654950976094947,-1.678646542197515,1.3836550584426686
0.5650000000000001,0.4736804393224852,-0.36654950976094947,-5.551115123125783e-13,1.3787396334243163
0.5700000000000001,0.47184769177368047,-0.366549509760955,0.0,1.3738078267452531
0.5750000000000001,0.47001494422487566,-0.36654950976094947,5.551115123125783e-13,1.368871405497029
0.58,0.46818219667607097,-0.36654950976094947,-5.551115123125783e-13,1.3639303862608985
0.585,0.46634944912726617,-0.366549509760955,0.0,1.3589847856335602
0.59,0.4645167015784614,-0.36654950976094947,5.551115123125783e-13,1.3540346202271023
0.595,0.4626839540296567,-0.36654950976094947,-5.551115123125783e-13,1.3490799066689454
0.6,0.4608512064808519,-0.366549509760955,-0.8596333059601724,1.3441146441686451
0.605,0.4590184589320471,-0.3751458428205512,-1.8052299425147522,1.339144265073948
0.61,0.4570997480526464,-0.38460180918610254,-1.0315599671512077,1.333948280951527
0.615,0.4551724408401861,-0.38546144249206327,-0.08596333059607275,1.3287252527520694
0.62,0.4532451336277258,-0.38546144249206327,5.551115123125783e-13,1.3234912715514164
0.625,0.45131782641526547,-0.3854614424920577,5.551115123125783e-13,1.318251772483317
0.63,0.4493905192028052,-0.3854614424920577,-5.551115123125783e-13,1.3130073767532666
0.635,0.4474632119903449,-0.38546144249206327,-5.551115123125783e-13,1.3077581038416364
0.64,0.4455359047778846,-0.38546144249206327,0.0,1.3025039732469128
0.645,0.44360859756542426,-0.38546144249206327,5.551115123125783e-13,1.2972450044856267
0.65,0.44168129035296394,-0.3854614424920577,-0.27494001890782105,1.2919792925121485
0.655,0.4397539831405037,-0.3882108426811415,-0.6109778197971316,1.2867083537745374
0.66,0.4377991819261525,-0.39157122069002903,-0.39713558286857964,1.2813612230007598
0.665,0.4358382709336034,-0.3921821985098273,-0.061097781979824184,1.2759933109654726
0.67,0.43387735994105425,-0.3921821985098273,1.1102230246251565e-12,1.2706185679363302
0.675,0.4319164489485051,-0.39218219850981617,1.1102230246251565e-12,1.2652385114774403
0.68,0.4299555379559561,-0.39218219850981617,-1.1102230246251565e-12,1.2598535899605123
0.685,0.42799462696340695,-0.3921821985098273,-1.1102230246251565e-12,1.2544638240914878
0.6900000000000001,0.4260337159708578,-0.3921821985098273,0.0,1.249069234594937
0.6950000000000001,0.4240728049783087,-0.3921821985098273,0.0,1.2436698422139774
0.7000000000000001,0.42211189398575955,-0.3921821985098273,0.133963800224568,1.238266605456796
0.705,0.4201509829932104,-0.3908425605075816,0.31816402553230816,1.2328589590117396
0.71,0.41820346838068373,-0.3890005582545042,0.23443665039091233,1.2274816972447455
0.715,0.41626097741066537,-0.38849819400367247,0.050236425083172165,1.222112963761341
0.72,0.414318486440647,-0.38849819400367247,0.0,1.2167405566637042
0.725,0.41237599547062864,-0.38849819400367247,5.551115123125783e-13,1.211363910130424
0.73,0.4104335045006103,-0.3884981940036669,5.551115123125783e-13,1.2059826927940647
0.735,0.408491013530592,-0.3884981940036669,-5.551115123125783e-13,1.2005969249594115
0.74,0.4065485225605736,-0.38849819400367247,-5.551115123125783e-13,1.1952066269484207
0.745,0.40460603159055525,-0.38849819400367247,0.0,1.1898118191001419
0.75,0.4026635406205369,-0.38849819400367247,0.4373972311455532,1.1844155835512598
0.755,0.4007210496505185,-0.38412422169221694,1.1247357372307087,1.1790166284830876
0.76,0.3988222984036147,-0.3772508366313654,0.937279781024758,1.1737289285475112
0.765,0.39694854128420487,-0.37475142388196936,0.2499412749396024,1.1685031680995341
0.77,0.395074784164795,-0.37475142388196936,0.0,1.1632763668649246
0.775,0.3932010270453852,-0.37475142388196936,0.0,1.1580472309969614
0.78,0.39132726992597533,-0.37475142388196936,5.551115123125783e-13,1.1528140292660316
0.785,0.3894535128065655,-0.3747514238819638,5.551115123125783e-13,1.147576780045722
0.79,0.3875797556871557,-0.3747514238819638,-5.551115123125783e-13,1.1423355017238295
0.795,0.38570599856774584,-0.37475142388196936,-5.551115123125783e-13,1.1370902127022973
0.8,0.383832241448336,-0.37475142388196936,0.5746255989780291,1.1318449537763426
0.805,0.38195848432892615,-0.36900516789218907,1.6281058637712675,1.126599072979476
0.81,0.3801421897694141,-0.3584703652442567,1.5323349306084477,1.121502473642619
0.8150000000000001,0.3783737806764836,-0.3536818185861046,0.4788546658152093,1.1165299664760193
0.8200000000000001,0.37660537158355306,-0.3536818185861046,0.0,1.111557990008533
0.8250000000000001,0.37483696249062254,-0.3536818185861046,-5.551115123125783e-13,1.1065858893818576
0.8300000000000001,0.373068553397692,-0.35368181858611014,0.0,1.101610328162433
0.835,0.37130014430476144,-0.3536818185861046,1.1102230246251565e-12,1.096631321910182
0.84,0.36953173521183097,-0.35368181858609904,0.0,1.0916488861958014
0.845,0.36776332611890045,-0.3536818185861046,-1.1102230246251565e-12,1.0866630366007122
0.85,0.3659949170259699,-0.35368181858611014,0.508740127280749,1.0816773498979027
0.855,0.36422650793303935,-0.3485944173132971,1.6279684073000622,1.0766925539262753
0.86,0.36250897285283695,-0.3374021345131095,1.7297164327567671,1.0718410414625115
0.865,0.36085248658790825,-0.33129725298572943,0.610488152738009,1.0671504563569294
0.87,0.35919600032297966,-0.33129725298572943,-5.551115123125783e-13,1.0624605042406121
0.875,0.35753951405805096,-0.331297252985735,0.0,1.057771910206987
0.88,0.3558830277931223,-0.33129725298572943,0.0,1.0530804137042347
0.885,0.35422654152819366,-0.331297252985735,0.0,1.0483860276055688
0.89,0.35257005526326496,-0.33129725298572943,5.551115123125783e-13,1.0436887647921318
0.895,0.35091356899833637,-0.33129725298572943,-5.551115123125783e-13,1.0389886381529598
0.9,0.34925708273340766,-0.331297252985735,0.3303568013435232,1.0342879730825565
0.905,0.347600596468479,-0.3279936849722942,1.2388380050398773,1.029588516858846
0.91,0.3459771458836847,-0.3189088729353362,1.4866056060480748,1.0249755435403118
0.915,0.34441150773912566,-0.31312762891181345,0.5781244023522758,1.020516251160165
0.92,0.3428458695945666,-0.31312762891181345,0.0,1.0160567697753564
0.925,0.3412802314500075,-0.31312762891181345,0.0,1.011598844680353
0.93,0.33971459330544845,-0.31312762891181345,-5.551115123125783e-13,1.007138439931704
0.935,0.3381489551608894,-0.313127628911819,-5.551115123125783e-13,1.0026755664628528
0.9400000000000001,0.33658331701633026,-0.313127628911819,1.1102230246251565e-12,0.9982102352132942
0.9450000000000001,0.3350176788717712,-0.3131276289118079,5.551115123125783e-13,0.9937424571285481
0.9500000000000001,0.3334520407272122,-0.31312762891181345,0.1420671595320222,0.9892732376302485
0.9550000000000001,0.33188640258265306,-0.3117069573164877,0.6629800778201744,0.9848042451260779
0.96,0.3303349711540473,-0.3064978281336117,0.8997586770420618,0.9803714674986153
0.965,0.32882142430131694,-0.30270937054606706,0.3788457587550198,0.9760393969572627
0.97,0.32730787744858664,-0.3027093705460615,5.551115123125783e-13,0.9717060849579798
0.975,0.32579433059585633,-0.3027093705460615,-5.551115123125783e-13,0.9673731988717396
0.98,0.324280783743126,-0.30270937054606706,-1.1102230246251565e-12,0.9630380967041083
0.985,0.32276723689039566,-0.3027093705460726,0.0,0.9587007883860408
0.99,0.3212536900376653,-0.30270937054606706,1.1102230246251565e-12,0.9543612838535451
0.995,0.319740143184935,-0.3027093705460615,5.551115123125783e-13,0.9500195930476615
1.0,0.3182265963322047,-0.3027093705460615,0.014941150501823763,0.945675830502491
1.0050000000000001,0.3167130494794744,-0.30255995904104327,0.09711747826546269,0.9413303722272545
1.01,0.31520099674179425,-0.3017381957634069,0.14941150502545408,0.9369868417809608
1.0150000000000001,0.3136956675218403,-0.30106584399078873,0.06723517726181516,0.9326595577006449
1.02,0.31219033830188636,-0.30106584399078873,5.551115123125783e-13,0.9283302647883113
1.025,0.3106850090819324,-0.3010658439907832,5.551115123125783e-13,0.9239993389113262
1.03,0.30917967986197853,-0.3010658439907832,-5.551115123125783e-13,0.9196663192373952
1.035,0.3076743506420246,-0.30106584399078873,-5.551115123125783e-13,0.9153312155852078
1.04,0.30616902142207064,-0.30106584399078873,0.0,0.9109940377781768
1.045,0.3046636922021167,-0.30106584399078873,5.551115123125783e-13,0.9066547956444151
1.05,0.30315836298216275,-0.3010658439907832,-0.019756199434728394,0.902313360723317
1.055,0.30165303376220887,-0.301263405985136,-0.23707439322118162,0.8979684982117645
1.06,0.3001457289223114,-0.303436587922995,-0.41488018813651273,0.8936161731936045
1.065,0.2986186678829789,-0.30541220786650114,-0.1975619943506146,0.8892075142431574
1.07,0.2970916068436464,-0.30541220786650114,5.551115123125783e-13,0.8847966434397799
1.075,0.2955645458043139,-0.3054122078664956,5.551115123125783e-13,0.8803823264319086
1.08,0.2940374847649814,-0.3054122078664956,0.0,0.8759659564473158
1.085,0.29251042372564895,-0.3054122078664956,-5.551115123125783e-13,0.8715475437846003
1.09,0.29098336268631647,-0.30541220786650114,-5.551115123125783e-13,0.8671270987471252
1.095,0.28945630164698394,-0.30541220786650114,0.0,0.862704631642992
1.1,0.28792924060765146,-0.30541220786650114,5.551115123125783e-13,0.8582801527850186
1.105,0.2864021795683189,-0.3054122078664956,-0.3742114064314572,0.8538510530108674
1.11,0.2848751185289865,-0.3091543219308157,-0.74842281286569,0.8494199621225603
1.115,0.28331063634901077,-0.3128964359951525,-0.3742114064336777,0.8448835349190912
1.12,0.281746154169035,-0.3128964359951525,5.551115123125783e-13,0.8403450397688975
1.125,0.28018167198905924,-0.31289643599514694,1.1102230246251565e-12,0.8358018683069848
1.1300000000000001,0.2786171898090835,-0.3128964359951414,5.551115123125783e-13,0.8312566511330824
1.135,0.27705270762910783,-0.3128964359951414,-1.1102230246251565e-12,0.8267093993720823
1.1400000000000001,0.2754882254491321,-0.3128964359951525,-1.1102230246251565e-12,0.8221601241538559
1.145,0.2739237432691563,-0.3128964359951525,5.551115123125783e-13,0.817608836613227
1.1500000000000001,0.27235926108918057,-0.31289643599514694,1.1102230246251565e-12,0.8130555478899458
1.155,0.27079477890920484,-0.3128964359951414,-0.40417580080664983,0.808497439898054
1.16,0.26923029672922916,-0.31693819400321344,-0.848769181695519,0.8039370700946152
1.165,0.2676253969691727,-0.3213841278120966,-0.4850109609694231,0.7992625798369895
1.17,0.2660164554511082,-0.32178830361290767,-0.04041758008110907,0.7945748103947045
1.175,0.2644075139330436,-0.32178830361290767,5.551115123125783e-13,0.7898821548114273
1.18,0.2627985724149791,-0.3217883036129021,1.1102230246251565e-12,0.7851871715432773
1.185,0.2611896308969146,-0.32178830361289656,0.0,0.7804901556671815
1.19,0.25958068937885015,-0.3217883036129021,-1.1102230246251565e-12,0.7757911193422684
1.195,0.2579717478607856,-0.32178830361290767,0.0,0.7710900747328968
1.2,0.2563628063427211,-0.3217883036129021,5.551115123125783e-13,0.7663870340086245
1.205,0.25475386482465656,-0.3217883036129021,-0.006490360606181689,0.7616819639116525
1.21,0.25314492330659205,-0.32185320721896393,-0.014423023569909432,0.7569749119582497
1.215,0.2515353327524669,-0.3219325338486012,-0.009374965321273798,0.7522640913399773
1.22,0.24992559796810604,-0.32194695687217667,-0.0014423023575460547,0.7475509195758464
1.225,0.24831586318374516,-0.32194695687217667,0.0,0.7428357652911964
1.23,0.24670612839938427,-0.32194695687217667,2.7755575615628914e-13,0.7381186760405838
1.235,0.2450963936150234,-0.3219469568721739,8.326672684688674e-13,0.7333996741432612
1.24,0.24348665883066253,-0.32194695687216834,-2.7755575615628914e-13,0.7286787718273213
1.245,0.2418769240463017,-0.32194695687217667,-8.326672684688674e-13,0.7239559813257812
1.25,0.24026718926194077,-0.32194695687217667,1.1102230246251565e-12,0.7192313148765499
1.2550000000000001,0.23865745447757994,-0.32194695687216557,-0.12696826900249203,0.714503895944516
1.26,0.2370477196932191,-0.3232166395622016,-0.3015496388825145,0.7097742922634561
1.2650000000000001,0.23542528808195792,-0.3249624532609907,-0.2221944707553325,0.7050073099098818
1.27,0.2337980951606092,-0.3254385842697549,-0.047613100876420233,0.7002251390156268
1.2750000000000001,0.23217090223926037,-0.3254385842697549,1.1102230246251565e-12,0.6954402253171392
1.28,0.23054370931791165,-0.3254385842697438,2.7755575615628914e-13,0.6906531369707642
1.285,0.22891651639656294,-0.32543858426975214,-8.326672684688674e-13,0.6858642199432508
1.29,0.22728932347521413,-0.32543858426975214,-2.7755575615628914e-13,0.6810734869144831
1.295,0.22566213055386541,-0.3254385842697549,-2.7755575615628914e-13,0.6762809505691552
1.3,0.22403493763251658,-0.3254385842697549,1.1102230246251565e-12,0.6714866235967343
1.305,0.22240774471116787,-0.3254385842697438,0.16421818655742992,0.6666916682187358
1.31,0.22078055178981915,-0.3237964024041806,0.4222753368599008,0.6618956044795166
1.315,0.21916978068712606,-0.3212158309011448,0.3518961140502874,0.6571439362129367
1.32,0.2175683934808077,-0.32027744126367774,0.09383896374698386,0.6524169430433326
1.325,0.21596700627448928,-0.32027744126367497,1.1102230246251565e-12,0.6476894263183288
1.33,0.21436561906817095,-0.32027744126366664,0.0,0.6429609055051162
1.335,0.21276423186185262,-0.32027744126367497,-8.326672684688674e-13,0.6382307358569583
1.34,0.2111628446555342,-0.32027744126367497,0.0,0.6334989295040935
1.345,0.20956145744921587,-0.32027744126367497,0.0,0.6287654985809574
1.35,0.20796007024289745,-0.32027744126367497,5.551115123125783e-13,0.6240304552261515
1.355,0.20635868303657912,-0.3202774412636694,0.1496623607266656,0.619294859218938
1.36,0.20475729583026075,-0.3187808176564083,0.4240433553925893,0.6145585481000695
1.365,0.20317087486001503,-0.3160370077097435,0.3990996286057369,0.6098628702456788
1.37,0.20159692575316332,-0.31478982137035094,0.12471863393925808,0.605200843833279
1.375,0.20002297664631152,-0.31478982137035094,-2.7755575615628914e-13,0.6005383657862692
1.3800000000000001,0.1984490275394598,-0.3147898213703537,-2.7755575615628914e-13,0.5958752730468276
1.385,0.196875078432608,-0.3147898213703537,1.1102230246251565e-12,0.5912107041364671
1.3900000000000001,0.19530112932575627,-0.3147898213703426,0.0,0.5865446706107962
1.395,0.19372718021890456,-0.3147898213703537,-1.1102230246251565e-12,0.5818771840290505
1.4000000000000001,0.19215323111205274,-0.3147898213703537,2.7755575615628914e-13,0.5772082559540659
1.405,0.19057928200520102,-0.31478982137035094,0.14702793559612237,0.5725389271477986
1.41,0.18900533289834923,-0.3133195420143925,0.4704893939080912,0.5678694150193077
1.415,0.1874460865850571,-0.31008492743127003,0.4998949810269826,0.5632400979820475
1.42,0.18590448362403653,-0.30832059220412267,0.17643352271473622,0.5586593490973234
1.425,0.18436288066301587,-0.30832059220412267,0.0,0.5540783017352304
1.43,0.1828212777019953,-0.30832059220412267,0.0,0.5494971726189821
1.435,0.18127967474097464,-0.30832059220412267,8.326672684688674e-13,0.5449147376011524
1.44,0.17973807177995407,-0.30832059220411434,0.0,0.5403310075720782
1.445,0.1781964688189335,-0.30832059220412267,-8.326672684688674e-13,0.5357459934251732
1.45,0.17665486585791285,-0.30832059220412267,-2.7755575615628914e-13,0.5311597060569034
1.455,0.17511326289689227,-0.30832059220412544,0.10834092651457183,0.5265729147532465
1.46,0.1735716599358716,-0.30723718293897695,0.4062784744318648,0.521986199206558
1.465,0.1720408910675025,-0.3042578074598068,0.4875341693172386,0.517428988616374
1.47,0.17052908186127352,-0.30236184124580456,0.18959662140022315,0.5129243849461493
1.475,0.16901727265504446,-0.30236184124580456,0.0,0.5084193673425799
1.48,0.16750546344881548,-0.30236184124580456,0.0,0.503914514889015
1.485,0.1659936542425864,-0.30236184124580456,8.326672684688674e-13,0.4994085107052449
1.49,0.16448184503635743,-0.30236184124579624,-2.7755575615628914e-13,0.49490136509004284
1.495,0.16297003583012845,-0.30236184124580734,-1.1102230246251565e-12,0.4903930883447903
1.5,0.16145822662389936,-0.30236184124580734,2.7755575615628914e-13,0.48588369077345384
1.5050000000000001,0.15994641741767038,-0.30236184124580456,0.07087684448292553,0.48137367882047416
1.51,0.1584346082114413,-0.3016530728009781,0.3307586075851354,0.4768638896914366
1.5150000000000001,0.1569298866896606,-0.2990542551699532,0.44888668172232693,0.47237317740750445
1.52,0.15544406565974178,-0.2971642059837548,0.18900491862067215,0.46793518682887775
1.5250000000000001,0.15395824462982305,-0.2971642059837465,2.7755575615628914e-13,0.4634966593475451
1.53,0.15247242359990432,-0.29716420598375204,-5.551115123125783e-13,0.45905843165588045
1.5350000000000001,0.15098660256998553,-0.29716420598375204,-2.7755575615628914e-13,0.45461919051756755
1.54,0.1495007815400668,-0.2971642059837548,0.0,0.45017894573295847
1.545,0.14801496051014798,-0.29716420598375204,1.1102230246251565e-12,0.44573770710462
1.55,0.14652913948022928,-0.2971642059837437,-2.7755575615628914e-13,0.44129548443731426
1.555,0.14504331845031054,-0.2971642059837548,0.01431694843206932,0.4368523877566136
1.56,0.14355749742039173,-0.297021036499423,0.09306016481497315,0.4324087776368393
1.565,0.1420731080853163,-0.2962336043356051,0.14316948433068521,0.42796829611154197
1.57,0.14059516137703568,-0.29558934165611617,0.06442626794972428,0.42354525008703586
1.575,0.13911721466875515,-0.29558934165610784,0.0,0.41912137912122066
1.58,0.1376392679604746,-0.29558934165611617,-8.326672684688674e-13,0.41469704364152393
1.585,0.136161321252194,-0.29558934165611617,0.0,0.41027180232826155
1.59,0.13468337454391344,-0.29558934165611617,0.0,0.4058456648476037
1.595,0.13320542783563283,-0.29558934165611617,8.326672684688674e-13,0.4014186408676775
1.6,0.13172748112735227,-0.29558934165610784,0.0,0.3969907400585473
1.605,0.13024953441907175,-0.29558934165611617,0.01148078839746658,0.3925620524577109
1.61,0.1287715877107911,-0.2954745337721332,0.13776946078292163,0.38813331102871057
1.615,0.12729478908135042,-0.29421164704828695,0.24109655637025162,0.3837070030087146
1.62,0.12582947124030824,-0.29306356820843066,0.11480788398618436,0.3793126767595148
1.625,0.12436415339926611,-0.2930635682084251,-1.3877787807814457e-13,0.3749176164340731
1.6300000000000001,0.12289883555822399,-0.29306356820843205,-6.938893903907228e-13,0.370522554757213
1.635,0.12143351771718179,-0.29306356820843205,1.3877787807814457e-13,0.36612669751062943
1.6400000000000001,0.11996819987613967,-0.29306356820843066,1.3877787807814457e-13,0.36173005413291404
1.645,0.11850288203509748,-0.29306356820843066,6.938893903907228e-13,0.3573326340643455
1.6500000000000001,0.11703756419405537,-0.2930635682084237,-1.3877787807814457e-13,0.3529344467468712
1.655,0.11557224635301325,-0.29306356820843205,-8.326672684688674e-13,0.3485355016240851
