Var1
0.15641643
0.152975843
0.145758461
0.138554624
0.1313711
0.124214643
0.117091997
0.110009891
0.102975032
0.095994107
0.089073772
0.082220654
0.075441343
0.068742387
0.062130289
0.055611499
0.04919241
0.042879352
0.036678582
0.030596283
0.024638554
0.018811401
0.013120733
0.007572353
0.002171952
-0.003074903
-0.008162773
-0.013086355
-0.017840493
-0.022420181
-0.026820576
-0.031037002
-0.035064959
-0.038900129
-0.042538388
-0.045975803
-0.049208651
-0.052233414
-0.055046792
-0.057645709
-0.060027312
-0.062188983
-0.06412834
-0.065843241
-0.067331788
-0.068592334
-0.069623479
-0.070424079
-0.070993244
-0.07133034
-0.391834993
-0.391707086
-0.391346762
-0.390754421
-0.389930722
-0.388876581
-0.387593168
-0.386081907
-0.384344471
-0.382382783
-0.380199007
-0.377795551
-0.375175056
-0.372340397
-0.369294673
-0.366041207
-0.362583536
-0.358925407
-0.355070768
-0.351023767
-0.346788739
-0.342370202
-0.337772848
-0.333001538
-0.328061293
-0.322957284
-0.317694827
-0.312279375
-0.306716509
-0.301011929
-0.295171451
-0.289200992
-0.283106571
-0.276894293
-0.270570348
-0.264141004
-0.257612594
-0.250991519
-0.244284234
-0.237497247
-0.23063711
-0.223710418
-0.216723799
-0.209683914
-0.202597452
-0.195471122
-0.188311655
-0.181125794
-0.173920299
-0.166701934
-0.159477473
-0.152253688
-0.145037356
-0.137835246
-0.130654124
-0.123500745
-0.116381851
-0.109304168
-0.102274403
-0.095299237
-0.088385326
-0.081539293
-0.074767724
-0.068077162
-0.061474105
-0.054964999
-0.048556229
-0.042254119
-0.03606492
-0.029994805
-0.024049864
-0.018236095
-0.012559397
-0.007025561
-0.001640266
0.003590933
0.008662611
0.013569478
0.018306393
0.022868367
0.027250573
0.031448351
0.035457221
0.039272883
0.04289123
0.046308353
0.049520547
0.052524316
0.055316384
0.057893693
0.060253417
0.06239296
0.064309964
0.06600231
0.067468128
0.068705792
0.06971393
0.070491422
0.071037404
0.071351269
0.391832667
0.391681508
0.39129796
0.390682449
0.389835661
0.388758536
0.38745227
0.385918311
0.38415836
0.382174361
0.379968506
0.377543223
0.374901178
0.372045269
0.368978618
0.365704569
0.362226681
0.358548719
0.354674655
0.350608653
0.346355067
0.341918434
0.337303463
0.332515032
0.327558175
0.322438079
0.317160075
0.311729629
0.306152333
0.3004339
0.294580156
0.288597029
0.282490545
0.276266821
0.269932053
0.263492515
0.256954551
0.250324563
0.243609014
0.236814417
0.229947327
0.223014343
0.216022097
0.208977253
0.201886502
0.194756555
0.187594145
0.180406017
0.17319893
0.165979651
0.158754952
0.151531608
0.144316393
0.137116078
0.129937427
0.122787193
0.115672118
0.108598925
0.101574319
0.09460498
0.08769756
0.080858677
0.074094914
0.067412811
0.060818861
0.054319502
0.047921115
0.041630016
0.035452448
0.029394578
0.023462486
0.017662161
0.01199949
0.006480255
0.001110121
-0.004105368
-0.0091608
-0.014050901
-0.018770544
-0.023314755
-0.027678725
-0.031857811
-0.03584755
-0.039643663
-0.04324206
-0.046638854
-0.049830359
-0.052813102
-0.055583827
-0.058139502
-0.060477321
-0.062594712
-0.064489341
-0.066159115
-0.067602186
-0.068816955
-0.069802075
-0.070556451
-0.071079244
-0.071369873
-0.391828015
-0.391653605
-0.391246837
-0.390608164
-0.389738296
-0.388638198
-0.387309094
-0.385752456
-0.383970008
-0.381963721
-0.379735809
-0.377288727
-0.374625162
-0.371748034
-0.368660489
-0.365365893
-0.361867824
-0.35817007
-0.354276621
-0.350191662
-0.345919565
-0.341464883
-0.336832344
-0.332026841
-0.327053424
-0.321917295
-0.316623799
-0.311178414
-0.305586745
-0.299854518
-0.293987566
-0.287991831
-0.281873347
-0.275638238
-0.26929271
-0.262843043
-0.256295587
-0.249656752
-0.242933004
-0.236130861
-0.229256884
-0.222317675
-0.215319869
-0.208270134
-0.20117516
-0.194041664
-0.186876378
-0.17968605
-0.172477439
-0.165257313
-0.158032445
-0.150809609
-0.14359558
-0.136397127
-0.129221013
-0.122073992
-0.114962803
-0.107894168
-0.100874788
-0.093911342
-0.087010478
-0.080178812
-0.073422922
-0.066749343
-0.060164562
-0.053675014
-0.047287073
-0.041007048
-0.034841174
-0.02879561
-0.022876426
-0.017089603
-0.011441017
-0.005936439
-0.000581523
0.004618202
0.009657336
0.014530619
0.01923294
0.023759341
0.028105028
0.032265378
0.036235944
0.040012465
0.043590874
0.046967301
0.050138083
0.053099767
0.05584912
0.058383131
0.060699019
0.062794235
0.064666469
0.066313652
0.067733961
0.068925821
0.069887912
0.070619163
0.071118762
0.071386153
0.391821038
0.391623379
0.391193396
0.390531567
0.389638628
0.388515571
0.387163643
0.385584342
0.383779417
0.381750865
0.379500921
0.377032065
0.374347009
0.371448695
0.36834029
0.365025181
0.36150697
0.357789464
0.353876673
0.3497728
0.345482236
0.341009553
0.336359495
0.33153697
0.326547046
0.321394938
0.316086004
0.310625736
0.305019752
0.299273788
0.293393689
0.287385406
0.281254982
0.275008551
0.268652325
0.262192593
0.255635709
0.248988091
0.24225621
0.235446587
0.22856579
0.221620422
0.214617122
0.207562561
0.200463433
0.193326455
0.18615836
0.1789659
0.171755833
0.164534928
0.157309958
0.150087698
0.142874922
0.135678399
0.128504891
0.12136115
0.114253914
0.107189903
0.100175817
0.09321833
0.086324089
0.079499705
0.072751753
0.066086762
0.059511216
0.053031543
0.046654111
0.040385221
0.034231103
0.028197905
0.02229169
0.016518428
0.010883985
0.005394121
5.45E-05
-0.00512943
-0.010152213
-0.015008627
-0.019693577
-0.02420212
-0.028529478
-0.032671047
-0.036622397
-0.040379287
-0.043937668
-0.047293692
-0.050443716
-0.053384309
-0.056112259
-0.05862458
-0.060918511
-0.062991529
-0.064841347
-0.06646592
-0.067863451
-0.06903239
-0.06997144
-0.070679558
-0.071155957
-0.071400107
-0.391811735
-0.39159083
-0.391137636
-0.390452659
-0.389536659
-0.388390655
-0.387015917
-0.385413972
-0.38358659
-0.381535794
-0.379263844
-0.376773242
-0.374066724
-0.371147254
-0.368018023
-0.364682439
-0.361144123
-0.357406905
-0.353474813
-0.34935207
-0.345043086
-0.34055245
-0.335884921
-0.331045426
-0.326039046
-0.320871012
-0.315546696
-0.310071601
-0.304451359
-0.298691717
-0.29279853
-0.286777759
-0.280635458
-0.274377766
-0.268010905
-0.261541171
-0.254974924
-0.248318587
-0.241578638
-0.234761602
-0.227874049
-0.220922589
-0.213913863
-0.206854543
-0.199751328
-0.192610934
-0.185440099
-0.178245574
-0.171034118
-0.163812502
-0.156587498
-0.149365882
-0.142154426
-0.134959901
-0.127789066
-0.120648672
-0.113545457
-0.106486137
-0.099477411
-0.092525951
-0.085638398
-0.078821362
-0.072081413
-0.065425076
-0.058858829
-0.052389095
-0.046022234
-0.039764542
-0.033622241
-0.02760147
-0.021708283
-0.015948641
-0.010328399
-0.004853304
0.000471012
0.005639046
0.010645426
0.015484921
0.02015245
0.024643086
0.02895207
0.033074813
0.037006905
0.040744123
0.044282439
0.047618023
0.050747254
0.053666724
0.056373242
0.058863844
0.061135794
0.06318659
0.065013972
0.066615917
0.067990655
0.069136659
0.070052659
0.070737636
0.07119083
0.071411735
0.391800107
0.391555957
0.391079558
0.39037144
0.38943239
0.388263451
0.38686592
0.385241347
0.383391529
0.381318511
0.37902458
0.376512259
0.373784309
0.370843716
0.367693692
0.364337668
0.360779287
0.357022397
0.353071047
0.348929478
0.34460212
0.340093577
0.335408627
0.330552213
0.32552943
0.320345523
0.315005879
0.309516015
0.303881572
0.29810831
0.292202095
0.286168897
0.280014779
0.273745889
0.267368457
0.260888784
0.254313238
0.247648247
0.240900295
0.234075911
0.22718167
0.220224183
0.213210097
0.206146086
0.19903885
0.191895109
0.184721601
0.177525078
0.170312302
0.163090042
0.155865072
0.148644167
0.1414341
0.13424164
0.127073545
0.119936567
0.112837439
0.105782878
0.098779578
0.09183421
0.084953413
0.07814379
0.071411909
0.064764291
0.058207407
0.051747675
0.045391449
0.039145018
0.033014594
0.027006311
0.021126212
0.015380248
0.009774264
0.004313996
-0.000994938
-0.006147046
-0.01113697
