index,time_sec,motor_count,link_angle_rad,link_angle_deg,torque_cmd_Nm,torque_cmd_permille,torque_actual_Nm,torque_actual_permille,velocity_rpm
582,5.82,-3095,0.0593459,3.40027,0.280015,262,0.278748,261,252
583,5.83,-2567,0.0492216,2.82019,0.273746,256,0.273408,256,255
584,5.84,-2027,0.0388672,2.22693,0.267368,250,0.264864,248,219
585,5.85,-1558,0.0298743,1.71167,0.260889,244,0.260592,244,221
586,5.86,-1082,0.0207471,1.18872,0.254313,238,0.254184,238,224
587,5.87,-625,0.0119842,0.686646,0.247648,232,0.247776,232,227
588,5.88,-167,0.00320218,0.183472,0.2409,226,0.239232,224,223
589,5.89,241,-0.00462112,-0.264771,0.234076,219,0.23496,220,218
590,5.9,609,-0.0116774,-0.669067,0.227182,213,0.227484,213,195
591,5.91,985,-0.0188871,-1.08215,0.220224,206,0.220008,206,186
592,5.92,1343,-0.0257517,-1.47546,0.21321,200,0.210396,197,176
593,5.93,1681,-0.0322328,-1.8468,0.206146,193,0.203988,191,159
594,5.94,2031,-0.0389439,-2.23132,0.199039,186,0.201852,189,147
595,5.95,2331,-0.0446964,-2.56091,0.191895,180,0.189036,177,120
596,5.96,2579,-0.0494517,-2.83337,0.184722,173,0.187968,176,125
597,5.97,2810,-0.0538811,-3.08716,0.177525,166,0.180492,169,113
598,5.98,3015,-0.0578119,-3.31238,0.170312,159,0.171948,161,100
599,5.99,3207,-0.0614935,-3.52332,0.16309,153,0.162336,152,97
600,6,3397,-0.0651367,-3.73206,0.155865,146,0.155928,146,103
601,6.01,3580,-0.0686456,-3.93311,0.148644,139,0.148452,139,77
602,6.02,3743,-0.0717711,-4.11218,0.141434,132,0.14418,135,77
603,6.03,3902,-0.0748199,-4.28687,0.134242,126,0.1335,125,80
604,6.04,4034,-0.077351,-4.43188,0.127074,119,0.127092,119,69
605,6.05,4165,-0.0798629,-4.57581,0.119937,112,0.120684,113,53
606,6.06,4273,-0.0819337,-4.69446,0.112837,106,0.11214,105,49
607,6.07,4360,-0.083602,-4.79004,0.105783,99,0.1068,100,40
608,6.08,4444,-0.0852126,-4.88232,0.0987796,92,0.102528,96,33
609,6.09,4505,-0.0863823,-4.94934,0.0918342,86,0.093984,88,29
610,6.1,4556,-0.0873602,-5.00537,0.0849534,80,0.082236,77,21
611,6.11,4593,-0.0880697,-5.04602,0.0781438,73,0.076896,72,15
612,6.12,4623,-0.0886449,-5.07898,0.0714119,67,0.070488,66,11
613,6.13,4645,-0.0890668,-5.10315,0.0647643,61,0.06408,60,8
614,6.14,4661,-0.0893736,-5.12073,0.0582074,55,0.060876,57,6
615,6.15,4672,-0.0895845,-5.13281,0.0517477,48,0.0534,50,3
616,6.16,4674,-0.0896228,-5.13501,0.0453914,43,0.049128,46,0
617,6.17,4674,-0.0896228,-5.13501,0.039145,37,0.038448,36,0
618,6.18,4674,-0.0896228,-5.13501,0.0330146,31,0.036312,34,0
619,6.19,4674,-0.0896228,-5.13501,0.0270063,25,0.023496,22,0
620,6.2,4674,-0.0896228,-5.13501,0.0211262,20,0.024564,23,0
621,6.21,4674,-0.0896228,-5.13501,0.0153802,14,0.019224,18,0
622,6.22,4674,-0.0896228,-5.13501,0.00977426,9,0.01068,10,0
623,6.23,4673,-0.0896037,-5.13391,0.004314,4,0.007476,7,0
624,6.24,4673,-0.0896037,-5.13391,-0.000994938,-1,-0.002136,-2,0
625,6.25,4671,-0.0895653,-5.13171,-0.00614705,-6,-0.009612,-9,-1
626,6.26,4670,-0.0895461,-5.13062,-0.011137,-10,-0.014952,-14,-1
627,6.27,4668,-0.0895078,-5.12842,-0.0159595,-15,-0.018156,-17,-1
628,6.28,4667,-0.0894886,-5.12732,-0.0206096,-19,-0.018156,-17,-1
629,6.29,4664,-0.0894311,-5.12402,-0.0250822,-23,-0.025632,-24,-1
630,6.3,4659,-0.0893352,-5.11853,-0.0293728,-28,-0.027768,-26,-4
631,6.31,4649,-0.0891435,-5.10754,-0.0334767,-31,-0.036312,-34,-5
632,6.32,4637,-0.0889134,-5.09436,-0.0373895,-35,-0.035244,-33,-7
633,6.33,4621,-0.0886066,-5.07678,-0.041107,-38,-0.041652,-39,-8
634,6.34,4607,-0.0883381,-5.0614,-0.0446252,-42,-0.043788,-41,-9
635,6.35,4588,-0.0879738,-5.04053,-0.0479403,-45,-0.049128,-46,-8
636,6.36,4571,-0.0876478,-5.02185,-0.0510487,-48,-0.050196,-47,-9
637,6.37,4553,-0.0873027,-5.00208,-0.053947,-51,-0.056604,-53,-8
638,6.38,4537,-0.0869959,-4.9845,-0.0566321,-53,-0.055536,-52,-8
639,6.39,4519,-0.0866507,-4.96472,-0.0591009,-55,-0.063012,-59,-7
640,6.4,4499,-0.0862672,-4.94275,-0.0613509,-57,-0.059808,-56,-14
641,6.41,4471,-0.0857304,-4.91199,-0.0633794,-59,-0.061944,-58,-14
642,6.42,4446,-0.085251,-4.88452,-0.0651843,-61,-0.06408,-60,-10
643,6.43,4430,-0.0849442,-4.86694,-0.0667636,-63,-0.063012,-59,-7
644,6.44,4418,-0.0847141,-4.85376,-0.0681156,-64,-0.06942,-65,-7
645,6.45,4404,-0.0844456,-4.83838,-0.0692386,-65,-0.070488,-66,-8
646,6.46,4388,-0.0841388,-4.8208,-0.0701316,-66,-0.068352,-64,-8
647,6.47,4370,-0.0837937,-4.80103,-0.0707934,-66,-0.071556,-67,-10
648,6.48,4350,-0.0834102,-4.77905,-0.0712234,-67,-0.072624,-68,-11
649,6.49,4327,-0.0829692,-4.75378,-0.071421,-67,-0.079032,-74,-11
650,6.5,4300,-0.0824515,-4.72412,-0.391786,-300,-0.322536,-302,-64
651,6.51,4108,-0.0787699,-4.51318,-0.391519,-300,-0.321468,-301,-187
652,6.52,3737,-0.0716561,-4.10559,-0.391019,-300,-0.318264,-298,-235
653,6.53,3238,-0.0620879,-3.55737,-0.390288,-300,-0.321468,-301,-232
654,6.54,2680,-0.0513884,-2.94434,-0.389326,-300,-0.316128,-296,-278
655,6.55,2107,-0.0404012,-2.31482,-0.388134,-300,-0.324672,-304,-309
656,6.56,1498,-0.0287238,-1.64575,-0.386714,-300,-0.3204,-300,-325
657,6.57,887,-0.017008,-0.974487,-0.385066,-300,-0.323604,-303,-303
658,6.58,272,-0.00521553,-0.298828,-0.383194,-300,-0.319332,-299,-315
659,6.59,-322,0.00617427,0.35376,-0.381099,-300,-0.317196,-297,-288
660,6.6,-910,0.017449,0.999756,-0.378783,-300,-0.322536,-302,-305
661,6.61,-1607,0.0308138,1.7655,-0.376249,-300,-0.321468,-301,-316
662,6.62,-2236,0.0428748,2.45654,-0.3735,-300,-0.321468,-301,-333
663,6.63,-2853,0.0547056,3.1344,-0.370538,-300,-0.318264,-298,-328
664,6.64,-3437,0.0659036,3.776,-0.367367,-300,-0.317196,-297,-323
665,6.65,-4023,0.0771401,4.4198,-0.363991,-300,-0.318264,-298,-309
666,6.66,-4585,0.0879163,5.03723,-0.360412,-300,-0.313992,-294,-297
667,6.67,-5210,0.0999005,5.72388,-0.356636,-300,-0.317196,-297,-293
668,6.68,-5766,0.110562,6.33472,-0.352665,-300,-0.323604,-303,-305
669,6.69,-6430,0.123294,7.06421,-0.348505,-300,-0.316128,-296,-296
670,6.7,-7017,0.134549,7.70911,-0.344159,-300,-0.319332,-299,-310
671,6.71,-7585,0.145441,8.33313,-0.339633,-300,-0.319332,-299,-280
672,6.72,-8180,0.15685,8.98682,-0.334931,-300,-0.324672,-304,-277
673,6.73,-8806,0.168853,9.67456,-0.330057,-300,-0.324672,-304,-326
674,6.74,-9415,0.18053,10.3436,-0.325018,-300,-0.31506,-295,-319
675,6.75,-10007,0.191882,10.994,-0.319818,-299,-0.321468,-301,-316
676,6.76,-10576,0.202792,11.6191,-0.314464,-294,-0.30972,-290,-291
677,6.77,-11148,0.21376,12.2476,-0.308959,-289,-0.307584,-288,-312
678,6.78,-11724,0.224805,12.8804,-0.30331,-284,-0.30438,-285,-287
679,6.79,-12316,0.236156,13.5308,-0.297524,-279,-0.302244,-283,-303
680,6.8,-12863,0.246645,14.1317,-0.291604,-273,-0.291564,-273,-285
681,6.81,-13420,0.257325,14.7437,-0.285559,-267,-0.285156,-267,-272
682,6.82,-13931,0.267124,15.3051,-0.279393,-262,-0.275544,-258,-234
683,6.83,-14404,0.276193,15.8247,-0.273113,-256,-0.27234,-255,-266
684,6.84,-14880,0.28532,16.3477,-0.266725,-250,-0.271272,-254,-218
685,6.85,-15379,0.294889,16.8959,-0.260235,-244,-0.258456,-242,-203
686,6.86,-15795,0.302865,17.3529,-0.253651,-238,-0.257388,-241,-229
687,6.87,-16231,0.311226,17.8319,-0.246977,-231,-0.243504,-228,-204
688,6.88,-16615,0.318589,18.2538,-0.240221,-225,-0.243504,-228,-210
689,6.89,-17000,0.325971,18.6768,-0.23339,-219,-0.232824,-218,-171
690,6.9,-17394,0.333526,19.1096,-0.226489,-212,-0.22962,-215,-178
691,6.91,-17717,0.339719,19.4645,-0.219525,-206,-0.220008,-206,-174
692,6.92,-18040,0.345913,19.8193,-0.212506,-199,-0.2136,-200,-142
693,6.93,-18384,0.352509,20.1973,-0.205437,-192,-0.20292,-190,-135
694,6.94,-18672,0.358031,20.5137,-0.198326,-186,-0.200784,-188,-136
695,6.95,-18932,0.363017,20.7993,-0.191179,-179,-0.191172,-179,-133
696,6.96,-19154,0.367273,21.0432,-0.184003,-172,-0.184764,-173,-117
697,6.97,-19372,0.371453,21.2827,-0.176804,-166,-0.175152,-164,-115
698,6.98,-19592,0.375672,21.5244,-0.16959,-159,-0.171948,-161,-105
699,6.99,-19759,0.378874,21.7079,-0.162368,-152,-0.162336,-152,-82
700,7,-19921,0.38198,21.8859,-0.155143,-145,-0.156996,-147,-72
701,7.01,-20068,0.384799,22.0474,-0.147923,-139,-0.14952,-140,-63
702,7.02,-20227,0.387848,22.222,-0.140714,-132,-0.14418,-135,-66
703,7.03,-20361,0.390417,22.3693,-0.133524,-125,-0.1335,-125,-58
704,7.04,-20477,0.392642,22.4967,-0.126358,-118,-0.126024,-118,-61
705,7.05,-20611,0.395211,22.6439,-0.119225,-112,-0.119616,-112,-54
706,7.06,-20710,0.397109,22.7527,-0.11213,-105,-0.110004,-103,-49
707,7.07,-20795,0.398739,22.8461,-0.10508,-98,-0.100392,-94,-37
708,7.08,-20868,0.400139,22.9263,-0.0980823,-92,-0.097188,-91,-28
709,7.09,-20923,0.401194,22.9867,-0.0911431,-85,-0.089712,-84,-25
710,7.1,-20970,0.402095,23.0383,-0.0842691,-79,-0.089712,-84,-22
711,7.11,-21007,0.402804,23.079,-0.077467,-73,-0.076896,-72,-18
712,7.12,-21038,0.403399,23.113,-0.0707432,-66,-0.071556,-67,-10
713,7.13,-21051,0.403648,23.1273,-0.0641044,-60,-0.063012,-59,-2
714,7.14,-21052,0.403667,23.1284,-0.057557,-54,-0.056604,-53,0
715,7.15,-21052,0.403667,23.1284,-0.0511073,-48,-0.052332,-49,0
716,7.16,-21052,0.403667,23.1284,-0.0447618,-42,-0.043788,-41,0
717,7.17,-21052,0.403667,23.1284,-0.0385267,-36,-0.041652,-39,0
718,7.18,-21052,0.403667,23.1284,-0.0324082,-30,-0.035244,-33,0
719,7.19,-21051,0.403648,23.1273,-0.0264124,-25,-0.0267,-25,0
720,7.2,-21051,0.403648,23.1273,-0.0205455,-19,-0.018156,-17,0
721,7.21,-21050,0.403629,23.1262,-0.0148133,-14,-0.014952,-14,1
722,7.22,-21048,0.40359,23.124,-0.00922159,-9,-0.01068,-10,1
723,7.23,-21046,0.403552,23.1218,-0.0037762,-4,-0.001068,-1,1
724,7.24,-21044,0.403514,23.1196,0.0015173,1,-0.002136,-2,1
725,7.25,-21042,0.403475,23.1174,0.00665342,6,0.00534,5,1
726,7.26,-21039,0.403418,23.1141,0.0116268,11,0.012816,12,2
727,7.27,-21032,0.403284,23.1064,0.0164323,15,0.012816,12,4
728,7.28,-21025,0.403149,23.0988,0.0210649,20,0.02136,20,4
729,7.29,-21018,0.403015,23.0911,0.0255196,24,0.028836,27,3
730,7.3,-21011,0.402881,23.0834,0.0297917,28,0.023496,22,3
731,7.31,-21006,0.402785,23.0779,0.0338766,32,0.036312,34,2
732,7.32,-21002,0.402708,23.0735,0.0377701,35,0.033108,31,2
733,7.33,-20996,0.402593,23.0669,0.0414678,39,0.041652,39,3
734,7.34,-20989,0.402459,23.0592,0.0449659,42,0.040584,38,4
735,7.35,-20980,0.402286,23.0493,0.0482605,45,0.049128,46,7
736,7.36,-20965,0.401999,23.0328,0.051348,48,0.052332,49,10
737,7.37,-20945,0.401615,23.0109,0.0542252,51,0.0534,50,10
738,7.38,-20926,0.401251,22.99,0.0568887,53,0.0534,50,8
739,7.39,-20909,0.400925,22.9713,0.0593358,56,0.063012,59,7
740,7.4,-20892,0.400599,22.9526,0.0615637,58,0.063012,59,9
741,7.41,-20872,0.400216,22.9307,0.06357,60,0.06408,60,12
742,7.42,-20848,0.399755,22.9043,0.0653525,61,0.06408,60,11
743,7.43,-20819,0.399199,22.8724,0.0669091,63,0.06942,65,18
744,7.44,-20789,0.398624,22.8395,0.0682382,64,0.065148,61,15
745,7.45,-20766,0.398183,22.8142,0.0693383,65,0.070488,66,6
746,7.46,-20752,0.397915,22.7988,0.0702082,66,0.06942,65,8
747,7.47,-20739,0.397665,22.7845,0.0708468,66,0.07476,70,8
748,7.48,-20722,0.397339,22.7659,0.0712536,67,0.071556,67,10
749,7.49,-20705,0.397013,22.7472,0.071428,67,0.071556,67,9
750,7.5,-20686,0.396649,22.7263,0.39177,300,0.3204,300,55
751,7.51,-20445,0.392028,22.4615,0.391479,300,0.318264,298,173
752,7.52,-20028,0.384032,22.0034,0.390956,300,0.321468,301,227
753,7.53,-19524,0.374368,21.4497,0.390202,300,0.3204,300,248
754,7.54,-18971,0.363764,20.8422,0.389217,300,0.319332,299,309
755,7.55,-18433,0.353448,20.2511,0.388002,300,0.321468,301,301
756,7.56,-17878,0.342806,19.6414,0.386559,300,0.318264,298,316
757,7.57,-17233,0.330439,18.9327,0.384889,300,0.317196,297,332
758,7.58,-16584,0.317994,18.2197,0.382995,300,0.3204,300,317
759,7.59,-15959,0.30601,17.5331,0.380877,300,0.318264,298,311
760,7.6,-15337,0.294083,16.8497,0.37854,300,0.316128,296,284
761,7.61,-14690,0.281677,16.1389,0.375984,300,0.316128,296,302
762,7.62,-14020,0.26883,15.4028,0.373213,300,0.3204,300,290
763,7.63,-13423,0.257383,14.7469,0.37023,300,0.318264,298,326
764,7.64,-12828,0.245974,14.0933,0.367039,300,0.322536,302,283
765,7.65,-12193,0.233798,13.3956,0.363642,300,0.323604,303,288
766,7.66,-11612,0.222657,12.7573,0.360044,300,0.318264,298,311
767,7.67,-11062,0.212111,12.1531,0.356248,300,0.324672,304,319
768,7.68,-10477,0.200894,11.5104,0.352258,300,0.321468,301,298
769,7.69,-9889,0.189619,10.8644,0.348079,300,0.324672,304,328
770,7.7,-9263,0.177616,10.1766,0.343715,300,0.322536,302,323
771,7.71,-8539,0.163733,9.38123,0.339171,300,0.321468,301,342
772,7.72,-7900,0.151481,8.6792,0.334451,300,0.322536,302,288
773,7.73,-7289,0.139765,8.00793,0.329561,300,0.3204,300,288
774,7.74,-6607,0.126688,7.25867,0.324505,300,0.321468,301,314
775,7.75,-6028,0.115585,6.62256,0.31929,299,0.319332,299,296
776,7.76,-5424,0.104004,5.95898,0.31392,294,0.310788,291,294
777,7.77,-4788,0.0918088,5.26025,0.308401,289,0.30972,290,296
778,7.78,-4207,0.0806682,4.62195,0.302738,283,0.300108,281,320
779,7.79,-3623,0.0694702,3.98035,0.296938,278,0.296904,278,270
780,7.8,-3031,0.0581187,3.32996,0.291005,272,0.290496,272,279
781,7.81,-2452,0.0470165,2.69385,0.284948,267,0.284088,266,290
782,7.82,-1822,0.0349364,2.00171,0.27877,261,0.280884,263,253
783,7.83,-1291,0.0247546,1.41833,0.272479,255,0.273408,256,230
784,7.84,-795,0.0152439,0.873413,0.26608,249,0.263796,247,229
785,7.85,-257,0.00492791,0.282349,0.259581,243,0.262728,246,245
786,7.86,215,-0.00412257,-0.236206,0.252987,237,0.252048,236,247
787,7.87,684,-0.0131155,-0.751465,0.246305,231,0.249912,234,202
788,7.88,1118,-0.0214374,-1.22827,0.239541,224,0.239232,224,220
789,7.89,1538,-0.0294908,-1.6897,0.232702,218,0.230688,216,204
790,7.9,1962,-0.0376209,-2.15552,0.225795,211,0.225348,211,191
791,7.91,2312,-0.044332,-2.54004,0.218826,205,0.216804,203,183
792,7.92,2694,-0.0516568,-2.95972,0.211801,198,0.214668,201,173
793,7.93,3040,-0.0582913,-3.33984,0.204728,192,0.205056,192,148
794,7.94,3332,-0.0638903,-3.66064,0.197613,185,0.193308,181,155
795,7.95,3613,-0.0692784,-3.96936,0.190463,178,0.1869,175,144
796,7.96,3879,-0.0743789,-4.2616,0.183284,172,0.18156,170,120
797,7.97,4143,-0.079441,-4.55164,0.176084,165,0.175152,164,122
798,7.98,4383,-0.084043,-4.81531,0.168868,158,0.166608,156,121
799,7.99,4592,-0.0880505,-5.04492,0.161645,151,0.156996,147,106
800,8,4783,-0.0917129,-5.25476,0.15442,145,0.15486,145,85
801,8.01,4952,-0.0949534,-5.44043,0.147201,138,0.140976,132,90
802,8.02,5120,-0.0981748,-5.625,0.139994,131,0.140976,132,71
803,8.03,5262,-0.100898,-5.78101,0.132806,124,0.135636,127,67
804,8.04,5391,-0.103371,-5.92273,0.125643,118,0.124956,117,57
805,8.05,5516,-0.105768,-6.06006,0.118513,111,0.118548,111,56
806,8.06,5618,-0.107724,-6.17212,0.111423,104,0.111072,104,50
807,8.07,5701,-0.109315,-6.26331,0.104378,98,0.102528,96,42
808,8.08,5770,-0.110638,-6.33911,0.0973857,91,0.092916,87,29
809,8.09,5836,-0.111904,-6.41162,0.0904527,85,0.091848,86,25
810,8.1,5883,-0.112805,-6.46326,0.0835856,78,0.086508,81,19
811,8.11,5916,-0.113438,-6.49951,0.076791,72,0.075828,71,14
812,8.12,5941,-0.113917,-6.52698,0.0700754,66,0.070488,66,8
813,8.13,5956,-0.114205,-6.54346,0.0634454,59,0.060876,57,3
814,8.14,5960,-0.114282,-6.54785,0.0569075,53,0.057672,54,0
815,8.15,5960,-0.114282,-6.54785,0.0504679,47,0.049128,46,0
816,8.16,5960,-0.114282,-6.54785,0.0441332,41,0.043788,41,0
817,8.17,5960,-0.114282,-6.54785,0.0379095,35,0.040584,38,0
818,8.18,5960,-0.114282,-6.54785,0.031803,30,0.035244,33,0
819,8.19,5960,-0.114282,-6.54785,0.0258198,24,0.03204,30,0
820,8.2,5960,-0.114282,-6.54785,0.0199661,19,0.019224,18,0
821,8.21,5960,-0.114282,-6.54785,0.0142477,13,0.013884,13,0
822,8.22,5959,-0.114262,-6.54675,0.00867037,8,0.012816,12,0
823,8.23,5958,-0.114243,-6.54565,0.00323992,3,0.002136,2,0
824,8.24,5958,-0.114243,-6.54565,-0.00203808,-2,0.001068,1,0
825,8.25,5956,-0.114205,-6.54346,-0.00715818,-7,-0.008544,-8,-1
826,8.26,5955,-0.114186,-6.54236,-0.012115,-11,-0.012816,-12,-1
827,8.27,5953,-0.114147,-6.54016,-0.0169035,-16,-0.018156,-17,-1
828,8.28,5950,-0.11409,-6.53687,-0.0215184,-20,-0.02136,-20,-2
829,8.29,5944,-0.113975,-6.53027,-0.0259551,-24,-0.0267,-25,-4
830,8.3,5935,-0.113802,-6.52039,-0.0302087,-28,-0.0267,-25,-5
831,8.31,5925,-0.11361,-6.5094,-0.0342747,-32,-0.034176,-32,-6
832,8.32,5911,-0.113342,-6.49402,-0.0381487,-36,-0.038448,-36,-7
833,8.33,5894,-0.113016,-6.47534,-0.0418267,-39,-0.044856,-42,-7
834,8.34,5880,-0.112748,-6.45996,-0.0453046,-42,-0.043788,-41,-6
835,8.35,5865,-0.11246,-6.44348,-0.0485786,-45,-0.045924,-43,-9
836,8.36,5846,-0.112096,-6.42261,-0.0516453,-48,-0.049128,-46,-10
837,8.37,5828,-0.111751,-6.40283,-0.0545012,-51,-0.057672,-54,-8
838,8.38,5816,-0.11152,-6.38965,-0.0571432,-54,-0.061944,-58,-4
839,8.39,5812,-0.111444,-6.38525,-0.0595685,-56,-0.060876,-57,-2
840,8.4,5809,-0.111386,-6.38196,-0.0617744,-58,-0.06408,-60,-1
841,8.41,5806,-0.111329,-6.37866,-0.0637584,-60,-0.060876,-57,-1
842,8.42,5805,-0.111309,-6.37756,-0.0655183,-61,-0.06408,-60,-1
843,8.43,5804,-0.11129,-6.37646,-0.0670523,-63,-0.070488,-66,-1
844,8.44,5801,-0.111233,-6.37317,-0.0683585,-64,-0.065148,-61,-1
845,8.45,5796,-0.111137,-6.36768,-0.0694357,-65,-0.06942,-65,-3
846,8.46,5790,-0.111022,-6.36108,-0.0702824,-66,-0.071556,-67,-3
847,8.47,5782,-0.110868,-6.35229,-0.070898,-66,-0.070488,-66,-4
848,8.48,5770,-0.110638,-6.33911,-0.0712815,-67,-0.070488,-66,-8
849,8.49,5751,-0.110274,-6.31824,-0.0714327,-67,-0.06942,-65,-7
850,8.5,5730,-0.109871,-6.29517,-0.391751,-300,-0.31506,-295,-58
851,8.51,5518,-0.105806,-6.06226,-0.391437,-300,-0.318264,-298,-180
852,8.52,5121,-0.0981939,-5.6261,-0.390891,-300,-0.3204,-300,-241
853,8.53,4627,-0.0887216,-5.08337,-0.390114,-300,-0.321468,-301,-267
854,8.54,4054,-0.0777345,-4.45386,-0.389106,-300,-0.322536,-302,-280
855,8.55,3416,-0.065501,-3.75293,-0.387868,-300,-0.31506,-295,-309
856,8.56,2805,-0.0537852,-3.08167,-0.386402,-300,-0.324672,-304,-290
857,8.57,2166,-0.0415325,-2.37964,-0.38471,-300,-0.3204,-300,-301
858,8.58,1561,-0.0299318,-1.71497,-0.382793,-300,-0.319332,-299,-300
859,8.59,880,-0.0168738,-0.966797,-0.380653,-300,-0.318264,-298,-297
860,8.6,247,-0.00473617,-0.271362,-0.378294,-300,-0.3204,-300,-297
861,8.61,-381,0.00730558,0.418579,-0.375716,-300,-0.322536,-302,-312
862,8.62,-1017,0.0195007,1.11731,-0.372924,-300,-0.319332,-299,-331
863,8.63,-1675,0.0321177,1.84021,-0.369921,-300,-0.321468,-301,-316
864,8.64,-2376,0.0455592,2.61035,-0.366708,-300,-0.3204,-300,-299
865,8.65,-3021,0.0579269,3.31897,-0.363291,-300,-0.323604,-303,-300
866,8.66,-3694,0.0708316,4.05835,-0.359673,-300,-0.317196,-297,-346
867,8.67,-4311,0.0826624,4.73621,-0.355857,-300,-0.322536,-302,-339
868,8.68,-4909,0.0941289,5.39319,-0.351848,-300,-0.3204,-300,-299
869,8.69,-5553,0.106477,6.10071,-0.347651,-300,-0.318264,-298,-301
870,8.7,-6202,0.118922,6.81372,-0.343268,-300,-0.323604,-303,-334
871,8.71,-6813,0.130638,7.48499,-0.338706,-300,-0.316128,-296,-319
872,8.72,-7459,0.143025,8.1947,-0.333969,-300,-0.317196,-297,-308
873,8.73,-8124,0.155776,8.92529,-0.329063,-300,-0.322536,-302,-295
874,8.74,-8772,0.168201,9.63721,-0.323991,-300,-0.3204,-300,-293
875,8.75,-9391,0.18007,10.3173,-0.31876,-298,-0.3204,-300,-313
876,8.76,-9981,0.191383,10.9655,-0.313374,-293,-0.310788,-291,-295
877,8.77,-10610,0.203444,11.6565,-0.307841,-288,-0.302244,-283,-318
878,8.78,-11200,0.214757,12.3047,-0.302164,-283,-0.30438,-285,-314
879,8.79,-11803,0.22632,12.9672,-0.29635,-277,-0.295836,-277,-276
880,8.8,-12376,0.237307,13.5967,-0.290405,-272,-0.2937,-275,-299
881,8.81,-12962,0.248543,14.2405,-0.284335,-266,-0.28836,-270,-277
882,8.82,-13470,0.258284,14.7986,-0.278146,-260,-0.279816,-262,-277
883,8.83,-13962,0.267718,15.3391,-0.271844,-255,-0.270204,-253,-238
884,8.84,-14442,0.276922,15.8665,-0.265435,-249,-0.267,-250,-249
885,8.85,-14906,0.285819,16.3762,-0.258926,-242,-0.255252,-239,-218
886,8.86,-15338,0.294102,16.8508,-0.252323,-236,-0.25632,-240,-234
887,8.87,-15755,0.302098,17.309,-0.245632,-230,-0.247776,-232,-187
888,8.88,-16143,0.309538,17.7352,-0.238861,-224,-0.238164,-223,-219
889,8.89,-16541,0.31717,18.1725,-0.232015,-217,-0.232824,-218,-176
890,8.9,-16892,0.3239,18.5581,-0.225101,-211,-0.227484,-213,-186
891,8.91,-17221,0.330209,18.9196,-0.218126,-204,-0.216804,-203,-152
892,8.92,-17534,0.33621,19.2634,-0.211096,-198,-0.2136,-200,-163
893,8.93,-17852,0.342308,19.6128,-0.204018,-191,-0.20826,-195,-130
894,8.94,-18157,0.348156,19.9479,-0.196899,-184,-0.194376,-182,-143
895,8.95,-18439,0.353563,20.2577,-0.189746,-178,-0.1869,-175,-139
896,8.96,-18693,0.358434,20.5367,-0.182565,-171,-0.190104,-178,-118
897,8.97,-18925,0.362882,20.7916,-0.175363,-164,-0.177288,-166,-104
898,8.98,-19129,0.366794,21.0157,-0.168146,-157,-0.16554,-155,-89
899,8.99,-19323,0.370514,21.2289,-0.160923,-151,-0.162336,-152,-93
900,9,-19499,0.373889,21.4222,-0.153698,-144,-0.15486,-145,-87
901,9.01,-19658,0.376937,21.5969,-0.14648,-137,-0.147384,-138,-64
902,9.02,-19778,0.379238,21.7288,-0.139274,-130,-0.137772,-129,-58
903,9.03,-19896,0.381501,21.8584,-0.132088,-124,-0.134568,-126,-45
904,9.04,-19999,0.383476,21.9716,-0.124929,-117,-0.12282,-115,-41
905,9.05,-20083,0.385087,22.0638,-0.117803,-110,-0.118548,-111,-43
906,9.06,-20159,0.386544,22.1473,-0.110716,-104,-0.110004,-103,-32
907,9.07,-20221,0.387733,22.2155,-0.103676,-97,-0.100392,-94,-29
908,9.08,-20277,0.388807,22.277,-0.0966896,-91,-0.09612,-90,-27
909,9.09,-20331,0.389842,22.3363,-0.0897629,-84,-0.09078,-85,-28
910,9.1,-20374,0.390667,22.3835,-0.0829028,-78,-0.083304,-78,-12
911,9.11,-20401,0.391184,22.4132,-0.0761158,-71,-0.076896,-72,-11
912,9.12,-20418,0.39151,22.4319,-0.0694085,-65,-0.065148,-61,-7
913,9.13,-20428,0.391702,22.4429,-0.0627874,-59,-0.065148,-61,-3
914,9.14,-20431,0.39176,22.4462,-0.056259,-53,-0.05874,-55,-1
915,9.15,-20431,0.39176,22.4462,-0.0498297,-47,-0.045924,-43,0
916,9.16,-20431,0.39176,22.4462,-0.0435057,-41,-0.045924,-43,0
917,9.17,-20431,0.39176,22.4462,-0.0372934,-35,-0.034176,-32,0
918,9.18,-20431,0.39176,22.4462,-0.031199,-29,-0.034176,-32,0
919,9.19,-20431,0.39176,22.4462,-0.0252285,-24,-0.023496,-22,0
920,9.2,-20430,0.39174,22.4451,-0.0193881,-18,-0.023496,-22,0
921,9.21,-20430,0.39174,22.4451,-0.0136835,-13,-0.01068,-10,0
922,9.22,-20429,0.391721,22.444,-0.00812062,-8,-0.012816,-12,0
923,9.23,-20428,0.391702,22.4429,-0.00270517,-3,-0.00534,-5,0
924,9.24,-20427,0.391683,22.4418,0.00255728,2,0.002136,2,1
925,9.25,-20425,0.391644,22.4396,0.00766129,7,0.002136,2,1
926,9.26,-20423,0.391606,22.4374,0.0126015,12,0.013884,13,1
927,9.27,-20420,0.391549,22.4341,0.0173728,16,0.013884,13,1
928,9.28,-20414,0.391434,22.4275,0.0219702,21,0.023496,22,4
929,9.29,-20404,0.391242,22.4165,0.0263887,25,0.02136,20,7
930,9.3,-20390,0.390973,22.4011,0.0306238,29,0.035244,33,8
