t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_model_deg,qdd_model_deg_s2,q_link_deg,qd_link_deg_s,pos_error_deg,vel_error_deg_s,tau_inertia_joint_Nm,tau_gravity_joint_Nm,tau_joint_ff_Nm,tau_pd_joint_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0,0,943.2655,0,0,0,-0.380127,0,0.380127,943.2655,0,0,0,-6.684752,-6.684752,0,0.083559,0,-346,0
0.002,1.886531,942.79925,0,1.886531,0,-0.379028,0.675,2.265559,942.12425,0,0.027289,0.027289,-7.17039,-7.143101,0,0.089289,0.081168,-345,9
0.004,3.771197,941.40075,-37.220226,3.771197,-37.220226,-0.350464,2.925,4.121661,938.47575,-1.210244,0.054522,-1.155722,-7.630845,-8.786567,0,0.109832,0.089712,-319,39
0.006,5.652134,939.071,-55.784328,5.652134,-55.784328,-0.276855,4.425,5.928989,934.646,-1.813869,0.081641,-1.732228,-8.077266,-9.809494,0,0.122619,0.110004,-252,59
0.008,7.527481,935.81275,-74.293267,7.527481,-74.293267,-0.199951,4.65,7.727432,931.16275,-2.415701,0.108593,-2.307108,-8.523779,-10.830888,0,0.135386,0.121752,-182,62
0.01,9.395385,931.62925,-92.728741,9.395385,-92.728741,-0.098877,5.025,9.494262,926.60425,-3.015145,0.135322,-2.879822,-8.95451,-11.834332,0,0.147929,0.135636,-90,67
0.012,11.253998,926.5245,-111.072519,11.253998,-111.072519,0.013184,5.925,11.240814,920.5995,-3.611606,0.161776,-3.449831,-9.369835,-12.819666,0,0.160246,0.147384,12,79
0.014,13.101483,920.5035,-129.306462,13.101483,-129.306462,0.113159,5.7,12.988324,914.8035,-4.204497,0.187902,-4.016595,-9.786868,-13.803463,0,0.172543,0.164472,103,76
0.016,14.936012,913.57225,-147.412541,14.936012,-147.412541,0.215332,5.85,14.72068,907.72225,-4.79323,0.213652,-4.579577,-10.190962,-14.770539,0,0.184632,0.173016,196,78
0.018,16.755772,905.7375,-165.372849,16.755772,-165.372849,0.325195,7.125,16.430577,898.6125,-5.377223,0.238979,-5.138244,-10.575014,-15.713257,0,0.196416,0.185832,296,95
0.02,18.558962,897.00725,-183.169628,18.558962,-183.169628,0.439453,7.875,18.119509,889.13225,-5.955898,0.263837,-5.692061,-10.95099,-16.643052,0,0.208038,0.195444,400,105
0.022,20.343801,887.39,-200.785278,20.343801,-200.785278,0.593262,9.375,19.750539,878.015,-6.528684,0.288185,-6.240499,-11.30038,-17.54088,0,0.219261,0.206124,540,125
0.024,22.108522,876.895,-218.20238,22.108522,-218.20238,0.754761,9.3,21.353761,867.595,-7.095015,0.311983,-6.783031,-11.647357,-18.430388,0,0.23038,0.21894,687,124
0.026,23.851381,865.53325,-235.403712,23.851381,-235.403712,0.930542,9.45,22.920839,856.08325,-7.654329,0.335197,-7.319132,-11.97725,-19.296382,0,0.241205,0.23496,847,126
0.028,25.570655,853.3155,-252.372264,25.570655,-252.372264,1.114014,12.075,24.456641,841.2405,-8.206074,0.357792,-7.848282,-12.2757,-20.123982,0,0.25155,0.241368,1014,161
0.03,27.264643,840.25375,-269.091255,27.264643,-269.091255,1.321655,12.75,25.942988,827.50375,-8.749705,0.379741,-8.369964,-12.568924,-20.938888,0,0.261736,0.254184,1203,170
0.032,28.93167,826.361,-285.544154,28.93167,-285.544154,1.529297,12.15,27.402373,814.211,-9.284683,0.401016,-8.883667,-12.85819,-21.741857,0,0.271773,0.263796,1392,162
0.034,30.570087,811.6515,-301.714692,30.570087,-301.714692,1.744629,15.45,28.825458,796.2015,-9.81048,0.421595,-9.388885,-13.105022,-22.493908,0,0.281174,0.27234,1588,206
0.036,32.178276,796.1395,-317.586877,32.178276,-317.586877,2.083008,14.625,30.095268,781.5145,-10.326576,0.441459,-9.885117,-13.334923,-23.22004,0,0.290251,0.287292,1896,195
0.038,33.754645,779.83975,-333.145014,33.754645,-333.145014,2.363159,17.025,31.391486,762.81475,-10.832461,0.460593,-10.371868,-13.543723,-23.915591,0,0.298945,0.289428,2151,227
0.04,35.297635,762.769,-348.373719,35.297635,-348.373719,2.666382,16.05,32.631253,746.719,-11.327633,0.478984,-10.848649,-13.755924,-24.604573,0,0.307557,0.295836,2427,214
0.042,36.805721,744.944,-363.257932,36.805721,-363.257932,2.964111,17.475,33.84161,727.469,-11.811605,0.496624,-11.314981,-13.938404,-25.253385,0,0.315667,0.305448,2698,233
0.044,38.277411,726.3825,-377.782936,38.277411,-377.782936,3.316772,20.175,34.960639,706.2075,-12.283896,0.513506,-11.77039,-14.082932,-25.853322,0,0.323167,0.311856,3019,269
0.046,39.711251,707.10275,-391.934367,39.711251,-391.934367,3.665039,18.45,36.046212,688.65275,-12.744041,0.529629,-12.214412,-14.244579,-26.458991,0,0.330737,0.326808,3336,246
0.048,41.105822,687.1235,-405.698231,41.105822,-405.698231,4.016602,21.075,37.08922,666.0485,-13.191583,0.544991,-12.646592,-14.359831,-27.006423,0,0.33758,0.333216,3656,281
0.05,42.459745,666.465,-419.060918,42.459745,-419.060918,4.445068,20.025,38.014677,646.44,-13.626081,0.559598,-13.066483,-14.465222,-27.531705,0,0.344146,0.337488,4046,267
0.052,43.771682,645.1475,-432.009215,43.771682,-432.009215,4.895508,22.5,38.876174,622.6475,-14.047105,0.573453,-13.473652,-14.524658,-27.99831,0,0.349979,0.338556,4456,300
0.054,45.040335,623.19175,-444.530316,45.040335,-444.530316,5.314087,23.175,39.726248,600.01675,-14.454238,0.586565,-13.867672,-14.589215,-28.456887,0,0.355711,0.348168,4837,309
0.056,46.264449,600.61975,-456.611842,46.264449,-456.611842,5.74585,23.475,40.518599,577.14475,-14.847077,0.598945,-14.248133,-14.636975,-28.885108,0,0.361064,0.35244,5230,313
0.058,47.442814,577.45425,-468.241844,47.442814,-468.241844,6.273193,25.5,41.169621,551.95425,-15.225236,0.610603,-14.614633,-14.631549,-29.246182,0,0.365577,0.36312,5710,340
0.06,48.574266,553.7175,-479.408822,48.574266,-479.408822,6.754395,26.25,41.819871,527.4675,-15.588338,0.621555,-14.966784,-14.630835,-29.597618,0,0.36997,0.362052,6148,350
0.062,49.657684,529.433,-490.101734,49.657684,-490.101734,7.212524,25.05,42.44516,504.383,-15.936027,0.631814,-15.304213,-14.633374,-29.937587,0,0.37422,0.369528,6565,334
0.064,50.691998,504.62525,-500.310006,50.691998,-500.310006,7.678345,26.325,43.013653,478.30025,-16.267956,0.641398,-15.626559,-14.600114,-30.226672,0,0.377833,0.377004,6989,351
0.066,51.676185,479.3185,-510.023544,51.676185,-510.023544,8.157349,26.325,43.518836,452.9935,-16.583799,0.650323,-15.933476,-14.555696,-30.489172,0,0.381115,0.37914,7425,351
0.068,52.609272,453.53775,-519.232741,52.609272,-519.232741,8.749512,30.15,43.85976,423.38775,-16.883243,0.658607,-16.224636,-14.438262,-30.662898,0,0.383286,0.386616,7964,402
0.07,53.490336,427.30825,-527.928493,53.490336,-527.928493,9.264771,27.825,44.225565,399.48325,-17.165992,0.66627,-16.499722,-14.367145,-30.866867,0,0.385836,0.37914,8433,371
0.072,54.318505,400.6565,-536.102199,54.318505,-536.102199,9.842651,28.65,44.475854,372.0065,-17.431766,0.673329,-16.758437,-14.240847,-30.999284,0,0.387491,0.38448,8959,382
0.074,55.092962,373.6085,-543.745778,55.092962,-543.745778,10.369995,28.65,44.722967,344.9585,-17.680303,0.679803,-17.0005,-14.11671,-31.11721,0,0.388965,0.385548,9439,382
0.076,55.812939,346.191,-550.85167,55.812939,-550.85167,10.943481,30.525,44.869458,315.666,-17.911356,0.68571,-17.225647,-13.950561,-31.176208,0,0.389703,0.393024,9961,407
0.078,56.477726,318.43125,-557.41285,56.477726,-557.41285,11.488403,30.825,44.989323,287.60625,-18.124698,0.691068,-17.43363,-13.786048,-31.219678,0,0.390246,0.38982,10457,411
0.08,57.086664,290.35625,-563.422828,57.086664,-563.422828,12.160767,29.925,44.925897,260.43125,-18.320117,0.695894,-17.624223,-13.579726,-31.203949,0,0.390049,0.394092,11069,399
0.082,57.639151,261.9945,-568.875663,57.639151,-568.875663,12.702393,32.325,44.936758,229.6695,-18.49742,0.700205,-17.797215,-13.367811,-31.165027,0,0.389563,0.38982,11562,431
0.084,58.134642,233.37375,-573.765962,58.134642,-573.765962,13.233032,30.3,44.90161,203.07375,-18.656432,0.704016,-17.952416,-13.172936,-31.125352,0,0.389067,0.387684,12045,404
0.086,58.572646,204.522,-578.088888,58.572646,-578.088888,13.851562,29.25,44.721083,175.272,-18.796995,0.70734,-18.089655,-12.931582,-31.021236,0,0.387765,0.385548,12608,390
0.088,58.95273,175.46825,-581.840169,58.95273,-581.840169,14.44812,32.175,44.50461,143.29325,-18.918971,0.710192,-18.208779,-12.651655,-30.860434,0,0.385755,0.383412,13151,429
0.09,59.274519,146.24075,-585.016093,59.274519,-585.016093,15.064453,31.125,44.210066,115.11575,-19.022238,0.712582,-18.309656,-12.377828,-30.687484,0,0.383594,0.380208,13712,415
0.092,59.537693,116.8685,-587.61352,59.537693,-587.61352,15.6698,31.95,43.867893,84.9185,-19.106696,0.71452,-18.392176,-12.077431,-30.469606,0,0.38087,0.38448,14263,426
0.094,59.741993,87.381,-589.629883,59.741993,-589.629883,16.2323,31.875,43.509693,55.506,-19.172259,0.716014,-18.456245,-11.778316,-30.234561,0,0.377932,0.380208,14775,425
0.096,59.887217,57.807,-591.063187,59.887217,-591.063187,16.790405,30.75,43.096812,27.057,-19.218864,0.71707,-18.501794,-11.471612,-29.973406,0,0.374668,0.377004,15283,410
0.098,59.973221,28.176,-591.912014,59.973221,-591.912014,17.373779,32.1,42.599442,-3.924,-19.246464,0.717694,-18.528771,-11.125113,-29.653884,0,0.370674,0.3738,15814,428
0.1,59.999921,-1.483,-592.175526,59.999921,-592.175526,17.905518,32.25,42.094403,-33.733,-19.255033,0.717887,-18.537146,-10.784788,-29.321934,0,0.366524,0.372732,16298,430
0.102,59.967289,-31.14075,-591.853461,59.967289,-591.853461,18.454834,30.3,41.512455,-61.44075,-19.24456,0.717651,-18.52691,-10.438998,-28.965908,0,0.362074,0.364188,16798,404
0.104,59.875358,-60.7675,-590.946139,59.875358,-590.946139,19.033813,28.275,40.841545,-89.0425,-19.215058,0.716984,-18.498074,-10.070657,-28.568732,0,0.357109,0.360984,17325,377
0.106,59.724219,-90.33425,-589.454456,59.724219,-589.454456,19.591919,27.9,40.1323,-118.23425,-19.166555,0.715884,-18.450671,-9.681181,-28.131852,0,0.351648,0.358848,17833,372
0.108,59.514021,-119.8115,-587.379888,59.514021,-587.379888,20.11377,29.4,39.400251,-149.2115,-19.099099,0.714346,-18.384753,-9.273269,-27.658022,0,0.345725,0.35244,18308,392
0.11,59.244973,-149.1705,-584.724485,59.244973,-584.724485,20.633423,29.025,38.61155,-178.1955,-19.012756,0.712363,-18.300393,-8.864441,-27.164834,0,0.33956,0.3471,18781,387
0.112,58.917339,-178.382,-581.490875,58.917339,-581.490875,21.170654,27.75,37.746685,-206.132,-18.907613,0.709928,-18.197685,-8.442986,-26.640671,0,0.333008,0.340692,19270,370
0.114,58.531445,-207.41675,-577.682254,58.531445,-577.682254,21.658447,25.275,36.872998,-232.69175,-18.783773,0.707029,-18.076744,-8.028833,-26.105577,0,0.32632,0.33108,19714,337
0.116,58.087672,-236.2465,-573.302388,58.087672,-573.302388,22.144043,25.875,35.943629,-262.1215,-18.641358,0.703657,-17.937702,-7.580067,-25.517769,0,0.318972,0.327876,20156,345
0.118,57.586459,-264.84275,-568.355609,57.586459,-568.355609,22.579102,24.525,35.007357,-289.36775,-18.48051,0.699796,-17.780714,-7.144737,-24.92545,0,0.311568,0.3204,20552,327
0.12,57.028301,-293.17725,-562.846808,57.028301,-562.846808,23.07019,21.825,33.958111,-315.00225,-18.301387,0.695435,-17.605953,-6.691082,-24.297035,0,0.303713,0.311856,20999,291
0.122,56.41375,-321.22175,-556.781433,56.41375,-556.781433,23.518433,23.85,32.895317,-345.07175,-18.104167,0.690556,-17.413611,-6.202919,-23.61653,0,0.295207,0.30438,21407,318
0.124,55.743414,-348.94875,-550.165481,55.743414,-550.165481,23.952393,22.725,31.791021,-371.67375,-17.889044,0.685144,-17.203901,-5.728098,-22.931998,0,0.28665,0.290496,21802,303
0.126,55.017955,-376.3305,-543.005495,55.017955,-543.005495,24.376465,22.2,30.64149,-398.5305,-17.656232,0.679181,-16.977051,-5.239656,-22.216707,0,0.277709,0.286224,22188,296
0.128,54.238092,-403.33975,-535.308555,54.238092,-535.308555,24.730225,18.375,29.507867,-421.71475,-17.40596,0.67265,-16.733311,-4.781017,-21.514328,0,0.268929,0.276612,22510,245
0.13,53.404596,-429.9505,-527.082272,53.404596,-527.082272,25.092773,18.225,28.311823,-448.1755,-17.138477,0.665531,-16.472945,-4.283163,-20.756108,0,0.259451,0.268068,22840,243
0.132,52.51829,-456.1365,-518.33478,52.51829,-518.33478,25.395996,18.975,27.122294,-475.1115,-16.854045,0.657807,-16.196238,-3.783696,-19.979934,0,0.249749,0.262728,23116,253
0.134,51.58005,-481.871,-509.07473,51.58005,-509.07473,25.72229,18.675,25.85776,-500.546,-16.552948,0.649459,-15.903488,-3.275075,-19.178564,0,0.239732,0.248844,23413,249
0.136,50.590806,-507.12875,-499.311279,50.590806,-499.311279,26.036499,15.6,24.554307,-522.72875,-16.235482,0.640469,-15.595013,-2.778967,-18.37398,0,0.229675,0.2403,23699,208
0.138,49.551535,-531.8855,-489.054081,49.551535,-489.054081,26.30896,16.875,23.242575,-548.7605,-15.901961,0.630819,-15.271143,-2.253821,-17.524963,0,0.219062,0.228552,23947,225
0.14,48.463264,-556.11625,-478.313278,48.463264,-478.313278,26.644043,14.475,21.819221,-570.59125,-15.552716,0.620491,-14.932225,-1.72878,-16.661006,0,0.208263,0.220008,24252,193
0.142,47.32707,-579.79675,-467.099493,47.32707,-467.099493,26.908813,13.875,20.418257,-593.67175,-15.188091,0.609469,-14.578622,-1.200876,-15.779498,0,0.197244,0.20826,24493,185
0.144,46.144077,-602.90425,-455.423814,46.144077,-455.423814,27.142822,13.125,19.001255,-616.02925,-14.808448,0.597739,-14.210709,-0.673821,-14.88453,0,0.186057,0.196512,24706,175
0.146,44.915453,-625.4155,-443.297786,44.915453,-443.297786,27.357056,11.25,17.558397,-636.6655,-14.414161,0.585287,-13.828874,-0.152014,-13.980888,0,0.174761,0.183696,24901,150
0.148,43.642415,-647.30825,-430.733401,43.642415,-430.733401,27.571289,10.575,16.071126,-657.88325,-14.005621,0.572101,-13.43352,0.385481,-13.048039,0,0.1631,0.173016,25096,141
0.15,42.32622,-668.56075,-417.743082,42.32622,-417.743082,27.760254,8.475,14.565966,-677.03575,-13.583231,0.558171,-13.02506,0.91324,-12.111819,0,0.151398,0.163404,25268,113
0.152,40.968172,-689.15225,-404.339676,40.968172,-404.339676,27.925049,7.275,13.043123,-696.42725,-13.147409,0.543489,-12.603919,1.447298,-11.156622,0,0.139458,0.152724,25418,97
0.154,39.569611,-709.0625,-390.536436,39.569611,-390.536436,28.051392,6.975,11.518219,-716.0375,-12.698586,0.528051,-12.170535,1.983422,-10.187113,0,0.127339,0.13884,25533,93
0.156,38.131922,-728.27125,-376.347012,38.131922,-376.347012,28.168945,5.775,9.962977,-734.04625,-12.237206,0.511852,-11.725354,2.516308,-9.209046,0,0.115113,0.127092,25640,77
0.158,36.656526,-746.76,-361.785435,36.656526,-361.785435,28.265625,4.875,8.390901,-751.635,-11.763726,0.494894,-11.268832,3.050669,-8.218162,0,0.102727,0.115344,25728,65
0.16,35.144882,-764.5105,-346.866104,35.144882,-346.866104,28.340332,3.9,6.80455,-768.4105,-11.278612,0.477179,-10.801433,3.58309,-7.218343,0,0.090229,0.099324,25796,52
0.162,33.598484,-781.50475,-331.603773,33.598484,-331.603773,28.410645,3.3,5.187839,-784.80475,-10.782346,0.458713,-10.323633,4.120798,-6.202836,0,0.077535,0.09078,25860,44
0.164,32.018863,-797.72625,-316.013534,32.018863,-316.013534,28.464478,2.625,3.554385,-800.35125,-10.275418,0.439505,-9.835912,4.65697,-5.178943,0,0.064737,0.077964,25909,35
0.166,30.407579,-813.159,-300.110802,30.407579,-300.110802,28.504028,1.5,1.903551,-814.659,-9.758328,0.419569,-9.33876,5.189044,-4.149715,0,0.051871,0.066216,25945,20
0.168,28.766227,-827.78725,-283.911305,28.766227,-283.911305,28.526001,0.6,0.240226,-828.38725,-9.23159,0.398919,-8.832671,5.720343,-3.112328,0,0.038904,0.0534,25965,8
0.17,27.09643,-841.5975,-267.431059,27.09643,-267.431059,28.53479,0.3,-1.43836,-841.8975,-8.695722,0.377576,-8.318146,6.254115,-2.064031,0,0.0258,0.03738,25973,4
0.172,25.399837,-854.5755,-250.686364,25.399837,-250.686364,28.53479,-0.075,-3.134953,-854.5005,-8.151256,0.355562,-7.795694,6.786268,-1.009427,0,0.012618,0.027768,25973,-1
0.174,23.678128,-866.708,-233.693775,23.678128,-233.693775,28.532593,-0.075,-4.854465,-866.633,-7.598729,0.332903,-7.265826,7.321136,0.05531,0,-0.000691,0.011748,25971,-1
0.176,21.933005,-877.98375,-216.470097,21.933005,-216.470097,28.530396,-0.075,-6.597391,-877.90875,-7.038688,0.309629,-6.729059,7.856152,1.127093,0,-0.014089,-0.004272,25969,-1
0.178,20.166193,-888.39125,-199.032362,20.166193,-199.032362,28.528198,-0.225,-8.362005,-888.16625,-6.471687,0.285774,-6.185913,8.389738,2.203825,0,-0.027548,-0.012816,25967,-3
0.18,18.37944,-897.92025,-181.397812,18.37944,-181.397812,28.522705,-0.525,-10.143265,-897.39525,-5.898286,0.261373,-5.636913,8.920501,3.283588,0,-0.041045,-0.027768,25962,-7
0.182,16.574512,-906.5615,-163.583885,16.574512,-163.583885,28.511719,-0.975,-11.937207,-905.5865,-5.319053,0.236467,-5.082587,9.44734,4.364753,0,-0.054559,-0.040584,25952,-13
0.184,14.753194,-914.30625,-145.608198,14.753194,-145.608198,28.490845,-1.275,-13.737651,-913.03125,-4.73456,0.211096,-4.523464,9.970669,5.447205,0,-0.06809,-0.055536,25933,-17
0.186,12.917287,-921.14675,-127.488525,12.917287,-127.488525,28.467773,-1.65,-15.550486,-919.49675,-4.145385,0.185306,-3.960079,10.490406,6.530327,0,-0.081629,-0.067284,25912,-22
0.188,11.068607,-927.07625,-109.242785,11.068607,-109.242785,28.434814,-1.875,-17.366207,-925.20125,-3.552111,0.159144,-3.392967,11.005586,7.612619,0,-0.095158,-0.08544,25882,-25
0.19,9.208982,-932.089,-90.889019,9.208982,-90.889019,28.400757,-2.325,-19.191775,-929.764,-2.955325,0.132661,-2.822664,11.515372,8.692708,0,-0.108659,-0.092916,25851,-31
0.192,7.340251,-936.18025,-72.445377,7.340251,-72.445377,28.360107,-2.625,-21.019856,-933.55525,-2.355616,0.105907,-2.249709,12.020431,9.770722,0,-0.122134,-0.110004,25814,-35
0.194,5.464261,-939.34575,-53.930097,5.464261,-53.930097,28.306274,-3.525,-22.842013,-935.82075,-1.753578,0.078936,-1.674642,12.513286,10.838645,0,-0.135483,-0.119616,25765,-47
0.196,3.582868,-941.5825,-35.361488,3.582868,-35.361488,28.231567,-4.35,-24.648699,-937.2325,-1.149805,0.051803,-1.098003,12.996132,11.898129,0,-0.148727,-0.137772,25697,-58
0.198,1.697931,-942.888,-16.757912,1.697931,-16.757912,28.143677,-5.175,-26.445746,-937.713,-0.544896,0.024562,-0.520334,13.469952,12.949617,0,-0.16187,-0.14952,25617,-69
0.2,-0.188684,-943.261,1.862236,-0.188684,1.862236,28.053589,-5.175,-28.242273,-938.086,0.060552,-0.00273,0.057822,13.942885,14.000708,0,-0.175009,-0.164472,25535,-69
0.202,-2.075113,-942.70125,20.480542,-2.075113,20.480542,27.956909,-5.55,-30.032022,-937.15125,0.66594,-0.030016,0.635924,14.404915,15.040839,0,-0.18801,-0.175152,25447,-74
0.204,-3.959489,-941.2095,39.078596,-3.959489,39.078596,27.823975,-8.175,-31.783464,-933.0345,1.27067,-0.05724,1.21343,14.834701,16.048131,0,-0.200602,-0.1869,25326,-109
0.206,-5.839951,-938.787,57.638006,-5.839951,57.638006,27.68335,-7.95,-33.523301,-930.837,1.874143,-0.084345,1.789798,15.274848,17.064646,0,-0.213308,-0.201852,25198,-106
0.208,-7.714637,-935.436,76.140422,-7.714637,76.140422,27.503174,-10.65,-35.217811,-924.786,2.475763,-0.111277,2.364486,15.676226,18.040712,0,-0.225509,-0.2136,25034,-142
0.21,-9.581695,-931.16025,94.567545,-9.581695,94.567545,27.326294,-11.925,-36.907989,-919.23525,3.074935,-0.137981,2.936954,16.079962,19.016915,0,-0.237711,-0.222144,24873,-159
0.212,-11.439278,-925.9635,112.901154,-11.439278,112.901154,27.119751,-10.95,-38.559029,-915.0135,3.671066,-0.164404,3.506662,16.482729,19.989391,0,-0.249867,-0.239232,24685,-146
0.214,-13.285549,-919.851,131.123121,-13.285549,131.123121,26.872559,-13.725,-40.158108,-906.126,4.263567,-0.190495,4.073072,16.839321,20.912393,0,-0.261405,-0.25098,24460,-183
0.216,-15.118682,-912.82925,149.215425,-15.118682,149.215425,26.630859,-15,-41.749541,-897.82925,4.851852,-0.216205,4.635647,17.198035,21.833682,0,-0.272921,-0.260592,24240,-200
0.218,-16.936866,-904.90475,167.160178,-16.936866,167.160178,26.328735,-14.85,-43.265601,-890.05475,5.435339,-0.241486,5.193852,17.540662,22.734515,0,-0.284181,-0.274476,23965,-198
0.22,-18.738301,-896.08525,184.939632,-18.738301,184.939632,26.0354,-16.95,-44.773701,-879.13525,6.013451,-0.266295,5.747156,17.859249,23.606405,0,-0.29508,-0.287292,23698,-226
0.222,-20.521207,-886.37975,202.536209,-20.521207,202.536209,25.705811,-18.225,-46.227018,-868.15475,6.585617,-0.29059,6.295027,18.163068,24.458096,0,-0.305726,-0.295836,23398,-243
0.224,-22.28382,-875.79775,219.932506,-22.28382,219.932506,25.401489,-20.175,-47.685309,-855.62275,7.151271,-0.314332,6.836939,18.457358,25.294298,0,-0.316179,-0.307584,23121,-269
0.226,-24.024398,-864.34975,237.111321,-24.024398,237.111321,25.067505,-20.1,-49.091903,-844.24975,7.709853,-0.337485,7.372368,18.746205,26.118573,0,-0.326482,-0.313992,22817,-268
0.228,-25.741219,-852.047,254.055668,-25.741219,254.055668,24.666504,-20.1,-50.407723,-831.947,8.260811,-0.360017,7.900794,19.004797,26.905591,0,-0.33632,-0.323604,22452,-268
0.23,-27.432586,-838.90175,270.74879,-27.432586,270.74879,24.299561,-21.45,-51.732147,-817.45175,8.803601,-0.381899,8.421702,19.250334,27.672036,0,-0.3459,-0.339624,22118,-286
0.232,-29.096826,-824.92675,287.174181,-29.096826,287.174181,23.884277,-22.275,-52.981103,-802.65175,9.337684,-0.403105,8.934579,19.473987,28.408566,0,-0.355107,-0.3471,21740,-297
0.234,-30.732293,-810.13625,303.315597,-30.732293,303.315597,23.452515,-24.9,-54.184808,-785.23625,9.862535,-0.423614,9.438921,19.667533,29.106454,0,-0.363831,-0.353508,21347,-332
0.236,-32.337371,-794.5445,319.157079,-32.337371,319.157079,22.947144,-28.275,-55.284515,-766.2695,10.377632,-0.443406,9.934227,19.823022,29.757249,0,-0.371966,-0.369528,20887,-377
0.238,-33.910471,-778.167,334.68296,-33.910471,334.68296,22.465942,-28.35,-56.376413,-749.817,10.882468,-0.462466,10.420002,19.994021,30.414023,0,-0.380175,-0.3738,20449,-378
0.24,-35.450039,-761.02025,349.877888,-35.450039,349.877888,21.892456,-27.225,-57.342495,-733.79525,11.376543,-0.480782,10.895761,20.135087,31.030848,0,-0.387886,-0.383412,19927,-363
0.242,-36.954552,-743.12075,364.726837,-36.954552,364.726837,21.378296,-30.3,-58.332848,-712.82075,11.859367,-0.498346,11.361021,20.247931,31.608953,0,-0.395112,-0.387684,19459,-404
0.244,-38.422522,-724.4865,379.215124,-38.422522,379.215124,20.83667,-30,-59.259192,-694.4865,12.330465,-0.515153,11.815312,20.362451,32.177763,0,-0.402222,-0.396228,18966,-400
0.246,-39.852498,-705.136,393.328421,-39.852498,393.328421,20.269775,-33.9,-60.122273,-671.236,12.789369,-0.531199,12.25817,20.426086,32.684256,0,-0.408553,-0.402636,18450,-452
0.248,-41.243066,-685.088,407.052774,-41.243066,407.052774,19.664429,-32.625,-60.907495,-652.463,13.235627,-0.546486,12.689141,20.500596,33.189737,0,-0.414872,-0.41118,17899,-435
0.25,-42.59285,-664.3625,420.37461,-42.59285,420.37461,19.027222,-34.125,-61.620072,-630.2375,13.668797,-0.561017,13.10778,20.531985,33.639765,0,-0.420497,-0.415452,17319,-455
0.252,-43.900516,-642.98025,433.280756,-43.900516,433.280756,18.328491,-34.575,-62.229007,-608.40525,14.08845,-0.574797,13.513652,20.538986,34.052638,0,-0.425658,-0.425064,16683,-461
0.254,-45.164771,-620.962,445.75845,-45.164771,445.75845,17.592407,-37.5,-62.757178,-583.462,14.494171,-0.587836,13.906335,20.503124,34.409459,0,-0.430118,-0.4272,16013,-500
0.256,-46.384364,-598.3295,457.795354,-46.384364,457.795354,16.943115,-36.6,-63.327479,-561.7295,14.88556,-0.600143,14.285418,20.500707,34.786125,0,-0.434827,-0.430404,15422,-488
0.258,-47.558089,-575.10575,469.379563,-47.558089,469.379563,16.345459,-38.55,-63.903548,-536.55575,15.26223,-0.61173,14.6505,20.475776,35.126275,0,-0.439078,-0.434676,14878,-514
0.26,-48.684787,-551.3135,480.499624,-48.684787,480.499624,15.703857,-39.225,-64.388644,-512.0885,15.623807,-0.622611,15.001195,20.43196,35.433155,0,-0.442914,-0.442152,14294,-523
0.262,-49.763343,-526.9755,491.14454,-49.763343,491.14454,15.063354,-39.825,-64.826697,-487.1505,15.969934,-0.632802,15.337132,20.372542,35.709673,0,-0.446371,-0.445356,13711,-531
0.264,-50.792689,-502.1165,501.303785,-50.792689,501.303785,14.364624,-40.2,-65.157313,-461.9165,16.30027,-0.64232,15.65795,20.28293,35.94088,0,-0.449261,-0.44856,13075,-536
0.266,-51.771809,-476.76125,510.967313,-51.771809,510.967313,13.666992,-41.475,-65.438801,-435.28625,16.614486,-0.65118,15.963307,20.170709,36.134016,0,-0.451675,-0.452832,12440,-553
0.268,-52.699734,-450.9345,520.125568,-52.699734,520.125568,12.988037,-41.775,-65.687771,-409.1595,16.912274,-0.659401,16.252873,20.05349,36.306363,0,-0.45383,-0.452832,11822,-557
0.27,-53.575547,-424.66175,528.769493,-53.575547,528.769493,12.16626,-42.375,-65.741807,-382.28675,17.193338,-0.667003,16.526335,19.88003,36.406365,0,-0.45508,-0.450696,11074,-565
0.272,-54.398381,-397.969,536.890542,-54.398381,536.890542,11.48291,-43.5,-65.881291,-354.469,17.4574,-0.674002,16.783398,19.722342,36.50574,0,-0.456322,-0.458172,10452,-580
0.274,-55.167423,-370.883,544.480683,-55.167423,544.480683,10.734741,-44.1,-65.902164,-326.783,17.704199,-0.680418,17.02378,19.534522,36.558302,0,-0.456979,-0.452832,9771,-588
0.276,-55.881913,-343.43,551.532412,-55.881913,551.532412,9.995361,-44.55,-65.877274,-298.88,17.933491,-0.68627,17.247221,19.333206,36.580428,0,-0.457255,-0.462444,9098,-594
0.278,-56.541143,-315.63725,558.038754,-56.541143,558.038754,9.142822,-45,-65.683965,-270.63725,18.14505,-0.691574,17.453476,19.085426,36.538902,0,-0.456736,-0.460308,8322,-600
0.28,-57.144462,-287.53275,563.993277,-57.144462,563.993277,8.335327,-45.15,-65.479789,-242.38275,18.338666,-0.696348,17.642318,18.83472,36.477037,0,-0.455963,-0.447492,7587,-602
