t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_raw_deg_s,qd_link_filt_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_raw_Nm,tau_pd_joint_limited_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_before_clamp_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0.996000,2.829214,-942.216500,-27.923224,5.131714,-19.226074,-10.187901,-2.302500,-932.028599,-0.867029,-17.874416,-17.874416,-18.741445,-0.160200,0.132635,0.132635,0.123888,-4671,30
0.998000,0.943382,-943.149000,-9.310810,5.077881,-26.916504,-11.860761,-4.134499,-931.288239,-0.289100,-19.140471,-19.140471,-19.429571,-0.160200,0.143387,0.143387,0.133500,-4622,46
1.000000,-0.943382,-943.149000,9.310810,5.011963,-32.958984,-13.970583,-5.955345,-929.178417,0.289100,-20.374838,-20.374838,-20.085738,-0.160200,0.153640,0.153640,0.142044,-4562,60
1.002000,-2.829214,-942.216500,27.923224,4.926270,-42.846680,-16.858193,-7.755484,-925.358307,0.867029,-21.564898,-21.564898,-20.697869,-0.160200,0.163204,0.163204,0.152724,-4484,67
1.004000,-4.712248,-940.352000,46.508026,4.837280,-44.494629,-19.621837,-9.549528,-920.730163,1.444144,-22.736601,-22.736601,-21.292457,-0.160200,0.172495,0.172495,0.161268,-4403,78
1.006000,-6.590622,-937.557750,65.046838,4.720825,-58.227539,-23.482407,-11.311447,-914.075343,2.019905,-23.850504,-23.850504,-21.830599,-0.160200,0.180903,0.180903,0.174084,-4297,76
1.008000,-8.462479,-933.836500,83.521328,4.617554,-51.635742,-26.297740,-13.080033,-907.538760,2.593770,-24.971125,-24.971125,-22.377355,-0.160200,0.189446,0.189446,0.181560,-4203,99
1.010000,-10.325968,-929.191750,101.913228,4.473633,-71.960449,-30.864011,-14.799601,-898.327739,3.165198,-26.010847,-26.010847,-22.845649,-0.160200,0.196763,0.196763,0.187968,-4072,94
1.012000,-12.179246,-923.628250,120.204350,4.318726,-77.453613,-35.522971,-16.497972,-888.105279,3.733652,-27.018118,-27.018118,-23.284466,-0.160200,0.203620,0.203620,0.197580,-3931,102
1.014000,-14.020481,-917.151250,138.376607,4.148438,-85.144043,-40.485079,-18.168919,-876.666171,4.298592,-27.985009,-27.985009,-23.686417,-0.160200,0.209900,0.209900,0.205056,-3776,125
1.016000,-15.847851,-909.767250,156.412030,3.995728,-76.354980,-44.072069,-19.843579,-865.695181,4.859483,-28.962662,-28.962662,-24.103179,-0.160200,0.216412,0.216412,0.206124,-3637,113
1.018000,-17.659550,-901.483750,174.292784,3.828735,-83.496094,-48.014471,-21.488285,-853.469279,5.415792,-29.897502,-29.897502,-24.481710,-0.160200,0.222327,0.222327,0.216804,-3485,123
1.020000,-19.453786,-892.308750,192.001187,3.627686,-100.524902,-53.265514,-23.081472,-839.043236,5.966986,-30.757974,-30.757974,-24.790988,-0.160200,0.227159,0.227159,0.217872,-3302,152
1.022000,-21.228785,-882.251500,209.519729,3.432129,-97.778320,-57.716795,-24.660914,-824.534705,6.512536,-31.607411,-31.607411,-25.094875,-0.160200,0.231907,0.231907,0.228552,-3124,162
1.024000,-22.982792,-871.322000,226.831086,3.222290,-104.919434,-62.437059,-26.205082,-808.884941,7.051918,-32.412304,-32.412304,-25.360386,-0.160200,0.236056,0.236056,0.236028,-2933,154
1.026000,-24.714073,-859.530750,243.918140,2.992676,-114.807129,-67.674066,-27.706749,-791.856684,7.584608,-33.163466,-33.163466,-25.578858,-0.160200,0.239470,0.239470,0.233892,-2724,162
1.028000,-26.420915,-846.889250,260.763994,2.763062,-114.807129,-72.387372,-29.183977,-774.501878,8.110088,-33.891867,-33.891867,-25.781779,-0.160200,0.242640,0.242640,0.237096,-2515,151
1.030000,-28.101630,-833.410500,277.351990,2.534546,-114.257812,-76.574416,-30.636176,-756.836084,8.627845,-34.597367,-34.597367,-25.969522,-0.160200,0.245574,0.245574,0.243504,-2307,160
1.032000,-29.754557,-819.107500,293.665724,2.269775,-132.385254,-82.155500,-32.024332,-736.952000,9.137368,-35.219440,-35.219440,-26.082072,-0.160200,0.247332,0.247332,0.245640,-2066,195
1.034000,-31.378060,-803.994750,309.689066,1.996216,-136.779785,-87.617928,-33.374276,-716.376822,9.638156,-35.802774,-35.802774,-26.164619,-0.160200,0.248622,0.248622,0.244572,-1817,189
1.036000,-32.970536,-788.087000,325.406170,1.746826,-124.694824,-91.325618,-34.717362,-696.761382,10.129708,-36.398071,-36.398071,-26.268363,-0.160200,0.250243,0.250243,0.247776,-1590,171
1.038000,-34.530408,-771.399750,340.801494,1.474365,-136.230469,-95.816103,-36.004773,-675.583647,10.611535,-36.927233,-36.927233,-26.315698,-0.160200,0.250983,0.250983,0.247776,-1342,198
1.040000,-36.056135,-753.949750,355.859815,1.216187,-129.089355,-99.143428,-37.272322,-654.806322,11.083151,-37.449515,-37.449515,-26.366364,-0.160200,0.251774,0.251774,0.250980,-1107,183
1.042000,-37.546207,-735.754250,370.566241,0.959106,-128.540039,-102.083089,-38.505313,-633.671161,11.544080,-37.941428,-37.941428,-26.397348,-0.160200,0.252259,0.252259,0.250980,-873,181
1.044000,-38.999152,-716.831250,384.906231,0.696533,-131.286621,-105.003443,-39.695685,-611.827807,11.993853,-38.391226,-38.391226,-26.397373,-0.160200,0.252259,0.252259,0.252048,-634,194
1.046000,-40.413532,-697.199250,398.865605,0.410889,-142.822266,-108.785325,-40.824421,-588.413925,12.432010,-38.770583,-38.770583,-26.338572,-0.160200,0.251340,0.251340,0.254184,-374,184
1.048000,-41.787949,-676.878000,412.430557,0.106567,-152.160645,-113.122857,-41.894516,-563.755143,12.858101,-39.087273,-39.087273,-26.229172,-0.160200,0.249631,0.249631,0.249912,-97,210
1.050000,-43.121044,-655.887250,425.587675,-0.169189,-137.878418,-115.598413,-42.951855,-540.288837,13.271685,-39.415870,-39.415870,-26.144186,-0.160200,0.248303,0.248303,0.247776,154,182
1.052000,-44.411498,-634.248000,438.323949,-0.442749,-136.779785,-117.716550,-43.968749,-516.531450,13.672332,-39.711152,-39.711152,-26.038820,-0.160200,0.246657,0.246657,0.250980,403,218
1.054000,-45.658036,-611.981500,450.626783,-0.733887,-145.568848,-120.501780,-44.924149,-491.479720,14.059623,-39.940912,-39.940912,-25.881289,-0.160200,0.244195,0.244195,0.245640,668,179
1.056000,-46.859424,-589.109750,462.484012,-1.003052,-134.582520,-121.909854,-45.856372,-467.199896,14.433152,-40.167964,-40.167964,-25.734811,-0.160200,0.241906,0.241906,0.244572,913,183
1.058000,-48.014475,-565.655750,473.883912,-1.279907,-138.427734,-123.561642,-46.734568,-442.094108,14.792526,-40.342881,-40.342881,-25.550356,-0.160200,0.239024,0.239024,0.243504,1165,182
1.060000,-49.122047,-541.642250,484.815208,-1.536987,-128.540039,-124.059482,-47.585060,-417.582768,15.137361,-40.508833,-40.508833,-25.371471,-0.160200,0.236229,0.236229,0.238164,1399,204
1.062000,-50.181044,-517.093250,495.267092,-1.785278,-124.145508,-124.068084,-48.395766,-393.025166,15.467293,-40.646201,-40.646201,-25.178909,-0.160200,0.233220,0.233220,0.234960,1625,190
1.064000,-51.190420,-492.032750,505.229228,-2.067627,-141.174316,-125.778707,-49.122793,-366.254043,15.781967,-40.686518,-40.686518,-24.904551,-0.160200,0.228934,0.228934,0.229620,1882,168
1.066000,-52.149175,-466.485750,514.691766,-2.317017,-124.694824,-125.670319,-49.832158,-340.815431,16.081046,-40.737761,-40.737761,-24.656715,-0.160200,0.225061,0.225061,0.229620,2109,171
1.068000,-53.056363,-440.477500,523.645347,-2.567505,-125.244141,-125.627701,-50.488858,-314.849799,16.364207,-40.743038,-40.743038,-24.378831,-0.160200,0.220719,0.220719,0.228552,2337,170
1.070000,-53.911085,-414.033500,532.081119,-2.798218,-115.356445,-124.600576,-51.112867,-289.432924,16.631144,-40.735070,-40.735070,-24.103926,-0.160200,0.216424,0.216424,0.220008,2547,175
1.072000,-54.712497,-387.180250,539.990739,-3.039917,-120.849609,-124.225479,-51.672580,-262.954771,16.881567,-40.663693,-40.663693,-23.782125,-0.160200,0.211396,0.211396,0.217872,2767,157
1.074000,-55.459806,-359.944250,547.366387,-3.267334,-113.708496,-123.173781,-52.192472,-236.770469,17.115204,-40.569644,-40.569644,-23.454439,-0.160200,0.206276,0.206276,0.209328,2974,147
1.076000,-56.152274,-332.352250,554.200767,-3.478271,-105.468750,-121.403278,-52.674003,-210.948972,17.331799,-40.455145,-40.455145,-23.123346,-0.160200,0.201102,0.201102,0.206124,3166,163
1.078000,-56.789215,-304.431250,560.487123,-3.703491,-112.609863,-120.523936,-53.085724,-183.907314,17.531114,-40.270615,-40.270615,-22.739501,-0.160200,0.195105,0.195105,0.196512,3371,141
1.080000,-57.369999,-276.209500,566.219239,-3.904541,-100.524902,-118.524033,-53.465458,-157.685467,17.712932,-40.078062,-40.078062,-22.365130,-0.160200,0.189255,0.189255,0.195444,3554,148
1.082000,-57.894053,-247.714750,571.391445,-4.112183,-103.820801,-117.053710,-53.781870,-130.661040,17.877051,-39.827294,-39.827294,-21.950243,-0.160200,0.182773,0.182773,0.190104,3743,137
1.084000,-58.360858,-218.975000,575.998627,-4.296753,-92.285156,-114.576854,-54.064105,-104.398146,18.023291,-39.565957,-39.565957,-21.542666,-0.160200,0.176404,0.176404,0.178356,3911,121
1.086000,-58.769953,-190.018750,580.036229,-4.500000,-101.623535,-113.281522,-54.269953,-76.737228,18.151490,-39.226892,-39.226892,-21.075402,-0.160200,0.169103,0.169103,0.175152,4096,118
1.088000,-59.120933,-160.874250,583.500260,-4.669189,-84.594727,-110.412843,-54.451744,-50.461407,18.261506,-38.895206,-38.895206,-20.633700,-0.160200,0.162202,0.162202,0.169812,4250,109
1.090000,-59.413450,-131.570750,586.387293,-4.813110,-71.960449,-106.567603,-54.600340,-25.003147,18.353217,-38.554615,-38.554615,-20.201398,-0.160200,0.155447,0.155447,0.160200,4381,97
1.092000,-59.647216,-102.137500,588.694473,-4.953735,-70.312500,-102.942093,-54.693481,0.804593,18.426522,-38.169210,-38.169210,-19.742688,-0.160200,0.148280,0.148280,0.155928,4509,90
1.094000,-59.822000,-72.603250,590.419519,-5.077881,-62.072754,-98.855159,-54.744119,26.251909,18.481338,-37.760423,-37.760423,-19.279084,-0.160200,0.141036,0.141036,0.148452,4622,94
1.096000,-59.937629,-42.996750,591.560726,-5.189941,-56.030273,-94.572671,-54.747688,51.575921,18.517606,-37.320927,-37.320927,-18.803321,-0.160200,0.133602,0.133602,0.143112,4724,76
1.098000,-59.993987,-13.348000,592.116964,-5.291016,-50.537109,-90.169114,-54.702971,76.821114,18.535285,-36.849097,-36.849097,-18.313813,-0.160200,0.125953,0.125953,0.133500,4816,78
1.100000,-59.991021,16.314000,592.087684,-5.387695,-48.339844,-85.986187,-54.603326,102.300187,18.534354,-36.334838,-36.334838,-17.800484,-0.160200,0.117933,0.117933,0.124956,4904,64
1.102000,-59.928731,45.960000,591.472915,-5.470093,-41.198730,-81.507442,-54.458638,127.467442,18.514815,-35.794575,-35.794575,-17.279760,-0.160200,0.109796,0.109796,0.119616,4979,61
1.104000,-59.807181,75.560000,590.273264,-5.540405,-35.156250,-76.872323,-54.266776,152.432323,18.476691,-35.224911,-35.224911,-16.748220,-0.160200,0.101491,0.101491,0.108936,5043,59
1.106000,-59.626491,105.085750,588.489918,-5.607422,-33.508301,-72.535920,-54.019069,177.621670,18.420022,-34.612342,-34.612342,-16.192320,-0.160200,0.092805,0.092805,0.098256,5104,35
1.108000,-59.386838,134.507750,586.124640,-5.653564,-23.071289,-67.589457,-53.733274,202.097207,18.344873,-33.985640,-33.985640,-15.640767,-0.160200,0.084187,0.084187,0.091848,5146,39
1.110000,-59.088460,163.796250,583.179770,-5.700806,-23.620605,-63.192572,-53.387654,226.988822,18.251326,-33.309912,-33.309912,-15.058586,-0.160200,0.075090,0.075090,0.083304,5189,31
1.112000,-58.731653,192.923000,579.658219,-5.739258,-19.226074,-58.795922,-52.992395,251.718922,18.139486,-32.602347,-32.602347,-14.462861,-0.160200,0.065782,0.065782,0.072624,5224,22
1.114000,-58.316768,221.859250,575.563469,-5.766724,-13.732910,-54.289621,-52.550044,276.148871,18.009476,-31.867145,-31.867145,-13.857669,-0.160200,0.056326,0.056326,0.065148,5249,13
1.116000,-57.844216,250.575750,570.899570,-5.784302,-8.789062,-49.739565,-52.059914,300.315315,17.861441,-31.103185,-31.103185,-13.241745,-0.160200,0.046702,0.046702,0.055536,5265,6
1.118000,-57.314465,279.044500,565.671134,-5.790894,-3.295898,-45.095199,-51.523571,324.139699,17.695543,-30.312934,-30.312934,-12.617390,-0.160200,0.036947,0.036947,0.045924,5271,3
1.120000,-56.728038,307.237500,559.883330,-5.793091,-1.098633,-40.695542,-50.934947,347.933042,17.511967,-29.486724,-29.486724,-11.974758,-0.160200,0.026906,0.026906,0.038448,5273,0
1.122000,-56.085515,335.126750,553.541883,-5.793091,0.000000,-36.625988,-50.292424,371.752738,17.310913,-28.622426,-28.622426,-11.311513,-0.160200,0.016542,0.016542,0.025632,5273,0
1.124000,-55.387531,362.684250,546.653063,-5.793091,0.000000,-32.963389,-49.594440,395.647639,17.092603,-27.718097,-27.718097,-10.625494,-0.160200,0.005823,0.005823,0.016020,5273,0
1.126000,-54.634778,389.883250,539.223681,-5.791992,0.549316,-29.612118,-48.842786,419.495368,16.857276,-26.777122,-26.777122,-9.919846,-0.160200,-0.005202,-0.005202,0.008544,5272,-1
1.128000,-53.827998,416.697000,531.261085,-5.789795,1.098633,-26.541043,-48.038203,443.238043,16.605189,-25.801029,-25.801029,-9.195840,-0.160200,-0.016515,-0.016515,-0.007476,5270,-2
1.130000,-52.967990,443.098250,522.773149,-5.784302,2.746582,-23.612281,-47.183688,466.710531,16.336616,-24.794793,-24.794793,-8.458177,-0.160200,-0.028041,-0.028041,-0.014952,5265,-5
1.132000,-52.055605,469.061500,513.768265,-5.776611,3.845215,-20.866531,-46.278994,489.928031,16.051849,-23.757975,-23.757975,-7.706126,-0.160200,-0.039792,-0.039792,-0.027768,5258,-9
1.134000,-51.091744,494.561000,504.255338,-5.761230,7.690430,-18.010835,-45.330514,512.571835,15.751196,-22.700602,-22.700602,-6.949407,-0.160200,-0.051616,-0.051616,-0.038448,5244,-15
1.136000,-50.077361,519.571500,494.243776,-5.737061,12.084961,-15.001256,-44.340300,534.572756,15.434981,-21.625315,-21.625315,-6.190334,-0.160200,-0.063476,-0.063476,-0.049128,5222,-22
1.138000,-49.013458,544.068250,483.743477,-5.707397,14.831543,-12.017976,-43.306061,556.086226,15.103543,-20.527798,-20.527798,-5.424256,-0.160200,-0.075446,-0.075446,-0.060876,5195,-20
1.140000,-47.901088,568.026750,472.764826,-5.678833,14.282227,-9.387955,-42.222255,577.414705,14.757236,-19.398907,-19.398907,-4.641671,-0.160200,-0.087674,-0.087674,-0.075828,5169,-18
1.142000,-46.741351,591.423500,461.318679,-5.645874,16.479492,-6.801211,-41.095477,598.224711,14.396430,-18.249064,-18.249064,-3.852634,-0.160200,-0.100003,-0.100003,-0.088644,5139,-24
1.144000,-45.535394,614.235750,449.416355,-5.605225,20.324707,-4.088619,-39.930169,618.324369,14.021507,-17.084721,-17.084721,-3.063214,-0.160200,-0.112337,-0.112337,-0.099324,5102,-35
1.146000,-44.284408,636.440500,437.069622,-5.560181,22.521973,-1.427560,-38.724227,637.868060,13.632861,-15.901713,-15.901713,-2.268852,-0.160200,-0.124749,-0.124749,-0.115344,5061,-40
1.148000,-42.989632,658.015750,424.290690,-5.500854,29.663086,1.681505,-37.488778,656.334245,13.230901,-14.716910,-14.716910,-1.486009,0.160200,0.183419,0.183419,-0.127092,5007,-55
1.150000,-41.652345,678.940500,411.092196,-5.437134,31.860352,4.699389,-36.215211,674.241111,12.816048,-13.515260,-13.515260,-0.699212,0.160200,0.171125,0.171125,0.180492,4949,0
1.152000,-40.273870,699.193750,397.487191,-5.478882,-20.874023,2.142048,-34.794988,697.051702,12.388730,-12.125637,-12.125637,0.263093,0.160200,0.156089,0.156089,0.173016,4987,90
1.154000,-38.855570,718.755750,383.489129,-5.614014,-67.565918,-4.828748,-33.241556,723.584498,11.949391,-10.578052,-10.578052,1.371339,-0.160200,-0.181627,-0.181627,0.158064,5110,108
1.156000,-37.398847,737.607000,369.111851,-5.772217,-79.101562,-12.256030,-31.626630,749.863030,11.498482,-8.991974,-8.991974,2.506507,-0.160200,-0.199364,-0.199364,-0.180492,5254,50
1.158000,-35.905142,755.728750,354.369575,-5.799683,-13.732910,-12.403718,-30.105459,768.132468,11.036463,-7.611135,-7.611135,3.425328,-0.160200,-0.213721,-0.213721,-0.199716,5279,-54
1.160000,-34.375932,773.103000,339.276878,-5.705200,47.241211,-6.439225,-28.670732,779.542225,10.563804,-6.410368,-6.410368,4.153435,-0.160200,-0.225097,-0.225097,-0.214668,5193,-106
1.162000,-32.812730,789.713000,323.848686,-5.531616,86.791992,2.883897,-27.281114,786.829103,10.080982,-5.313052,-5.313052,4.767931,0.160200,0.085701,0.085701,-0.226416,5035,-188
1.164000,-31.217080,805.542250,308.100254,-5.308594,111.511230,13.746630,-25.908486,791.795620,9.588484,-4.268095,-4.268095,5.320389,0.160200,0.077069,0.077069,0.087576,4832,-104
1.166000,-29.590561,820.574500,292.047155,-5.205322,51.635742,17.535541,-24.385239,803.038959,9.086801,-3.008434,-3.008434,6.078367,0.160200,0.065226,0.065226,0.075828,4738,-18
1.168000,-27.934782,834.795750,275.705263,-5.208618,-1.647949,15.617192,-22.726164,819.178558,8.576431,-1.568492,-1.568492,7.007939,0.160200,0.050701,0.050701,0.070488,4741,23
1.170000,-26.251378,848.191500,259.090739,-5.241577,-16.479492,12.407524,-21.009801,835.783976,8.057879,-0.080426,-0.080426,7.977454,0.160200,0.035552,0.035552,0.050196,4771,22
1.172000,-24.542016,860.748000,242.220011,-5.272339,-15.380859,9.628685,-19.269677,851.119315,7.531655,1.402062,1.402062,8.933717,0.160200,0.020611,0.020611,0.030972,4799,15
1.174000,-22.808386,872.453750,225.109763,-5.285522,-6.591797,8.006637,-17.522864,864.447113,6.998272,2.854182,2.854182,9.852454,0.160200,0.006255,0.006255,0.020292,4811,5
1.176000,-21.052201,883.296750,207.776914,-5.286621,-0.549316,7.151042,-15.765580,876.145708,6.458250,4.285176,4.285176,10.743427,0.160200,-0.007666,-0.007666,0.006408,4812,0
1.178000,-19.275199,893.266250,190.238603,-5.281128,2.746582,6.710596,-13.994071,886.555654,5.912112,5.703611,5.703611,11.615722,0.160200,-0.021296,-0.021296,-0.008544,4807,-7
1.180000,-17.479136,902.352500,172.512173,-5.271240,4.943848,6.533921,-12.207896,895.818579,5.360382,7.112265,7.112265,12.472647,0.160200,-0.034685,-0.034685,-0.025632,4798,-7
1.182000,-15.665789,910.546250,154.615154,-5.258057,6.591797,6.539709,-10.407732,904.006541,4.803592,8.511923,8.511923,13.315514,0.160200,-0.047855,-0.047855,-0.037380,4786,-12
1.184000,-13.836951,917.839750,136.565243,-5.238281,9.887695,6.874507,-8.598670,910.965243,4.242271,9.896339,9.896339,14.138610,0.160200,-0.060716,-0.060716,-0.048060,4768,-15
1.186000,-11.994430,924.225750,118.380289,-5.217407,10.437012,7.230758,-6.777023,916.994992,3.676956,11.273327,11.273327,14.950283,0.160200,-0.073398,-0.073398,-0.060876,4749,-12
1.188000,-10.140048,929.697500,100.078273,-5.199829,8.789062,7.386588,-4.940219,922.310912,3.108181,12.648439,12.648439,15.756619,0.160200,-0.085997,-0.085997,-0.071556,4733,-10
1.190000,-8.275640,934.250250,81.677295,-5.184448,7.690430,7.416972,-3.091192,926.833278,2.536484,14.018233,14.018233,16.554717,0.160200,-0.098467,-0.098467,-0.087576,4719,-12
1.192000,-6.403047,937.879250,63.195549,-5.165771,9.338379,7.609113,-1.237276,930.270137,1.962405,15.372496,15.372496,17.334901,0.160200,-0.110658,-0.110658,-0.098256,4702,-16
1.194000,-4.524123,940.580250,44.651312,-5.139404,13.183594,8.166561,0.615281,932.413689,1.386485,16.703236,16.703236,18.089721,0.160200,-0.122452,-0.122452,-0.108936,4678,-25
1.196000,-2.640726,942.351500,26.062922,-5.103149,18.127441,9.162649,2.462423,933.188851,0.809263,18.006314,18.006314,18.815577,0.160200,-0.133793,-0.133793,-0.123888,4645,-28
1.198000,-0.754717,943.191000,7.448759,-5.053711,24.719238,10.718308,4.298994,932.472692,0.231283,19.275983,19.275983,19.507266,0.160200,-0.144601,-0.144601,-0.131364,4600,-37
1.200000,1.132038,943.097750,-11.172770,-4.987793,32.958984,12.942376,6.119831,930.155374,-0.346914,20.506722,20.506722,20.159808,0.160200,-0.154797,-0.154797,-0.144180,4540,-58
1.202000,3.017674,942.072000,-29.783250,-4.913086,37.353516,15.383490,7.930760,926.688510,-0.924786,21.710481,21.710481,20.785695,0.160200,-0.164576,-0.164576,-0.148452,4472,-70
1.204000,4.900326,940.114500,-48.364280,-4.828491,42.297363,18.074877,9.728817,922.039623,-1.501790,22.884623,22.884623,21.382833,0.160200,-0.173907,-0.173907,-0.165540,4395,-70
1.206000,6.778132,937.227250,-66.897484,-4.736206,46.142578,20.881647,11.514338,916.345603,-2.077386,24.031772,24.031772,21.954386,0.160200,-0.182837,-0.182837,-0.171948,4311,-93
1.208000,8.649235,933.413500,-85.364535,-4.617554,59.326172,24.726100,13.266789,908.687400,-2.651031,25.121553,25.121553,22.470522,0.160200,-0.190902,-0.190902,-0.181560,4203,-101
1.210000,10.511786,928.676750,-103.747174,-4.496704,60.424805,28.295970,15.008490,900.380780,-3.222187,26.192512,26.192512,22.970325,0.160200,-0.198711,-0.198711,-0.182628,4093,-99
1.212000,12.363942,923.021250,-122.027222,-4.338501,79.101562,33.376529,16.702443,889.644721,-3.790313,27.187734,27.187734,23.397422,0.160200,-0.205385,-0.205385,-0.205056,3949,-101
1.214000,14.203871,916.453500,-140.186602,-4.177002,80.749512,38.113828,18.380873,878.339672,-4.354872,28.162189,28.162189,23.807317,0.160200,-0.211789,-0.211789,-0.206124,3802,-113
1.216000,16.029756,908.979500,-158.207358,-3.983643,96.679688,43.970414,20.013399,865.009086,-4.915329,29.069245,29.069245,24.153915,0.160200,-0.217205,-0.217205,-0.208260,3626,-139
1.218000,17.839789,900.606250,-176.071670,-3.791382,96.130371,49.186409,21.631171,851.419841,-5.471150,29.961486,29.961486,24.490335,0.160200,-0.222461,-0.222461,-0.214668,3451,-138
1.220000,19.632181,891.342750,-193.761872,-3.563965,113.708496,55.638618,23.196146,835.704132,-6.021804,30.779753,30.779753,24.757950,0.160200,-0.226643,-0.226643,-0.217872,3244,-139
1.222000,21.405160,881.197750,-211.260472,-3.358521,102.722168,60.346973,24.763681,820.850777,-6.566761,31.614859,31.614859,25.048098,0.160200,-0.231177,-0.231177,-0.227484,3057,-135
1.224000,23.156972,870.181250,-228.550165,-3.137695,110.412598,65.353535,26.294667,804.827715,-7.105497,32.404034,32.404034,25.298538,0.160200,-0.235090,-0.235090,-0.228552,2856,-161
1.226000,24.885885,858.304250,-245.613856,-2.934448,101.623535,68.980535,27.820333,789.323715,-7.637489,33.198554,33.198554,25.561065,0.160200,-0.239192,-0.239192,-0.231756,2671,-173
1.228000,26.590189,845.578750,-262.434670,-2.723511,105.468750,72.629357,29.313700,772.949393,-8.162220,33.955335,33.955335,25.793115,0.160200,-0.242817,-0.242817,-0.240300,2479,-170
1.230000,28.268200,832.017250,-278.995973,-2.482910,120.300293,77.396451,30.751110,754.620799,-8.679176,34.638942,34.638942,25.959766,0.160200,-0.245421,-0.245421,-0.243504,2260,-192
1.232000,29.918258,817.632750,-295.281390,-2.230225,126.342773,82.291083,32.148483,735.341667,-9.187849,35.278008,35.278008,26.090159,0.160200,-0.247459,-0.247459,-0.245640,2030,-187
1.234000,31.538731,802.439500,-311.274816,-2.005005,112.609863,85.322961,33.543736,717.116539,-9.687735,35.933990,35.933990,26.246256,0.160200,-0.249898,-0.249898,-0.243504,1825,-174
1.236000,33.128016,786.453000,-326.960436,-1.750122,127.441406,89.534805,34.878138,696.918195,-10.178337,36.513051,36.513051,26.334714,0.160200,-0.251280,-0.251280,-0.248844,1593,-201
1.238000,34.684543,769.688750,-342.322740,-1.479858,135.131836,94.094508,36.164401,675.594242,-10.659164,37.038859,37.038859,26.379695,0.160200,-0.251983,-0.251983,-0.248844,1347,-206
1.240000,36.206771,752.163500,-357.346536,-1.246948,116.455078,96.330565,37.453719,655.832935,-11.129733,37.594073,37.594073,26.464340,0.160200,-0.253305,-0.253305,-0.253116,1135,-210
1.242000,37.693197,733.894500,-372.016967,-0.975586,135.681152,100.265624,38.668783,633.628876,-11.589567,38.054813,38.054813,26.465246,0.160200,-0.253319,-0.253319,-0.252048,888,-206
1.244000,39.142349,714.899500,-386.319527,-0.697632,138.977051,104.136767,39.839981,610.762733,-12.038199,38.473374,38.473374,26.435175,0.160200,-0.252850,-0.252850,-0.252048,635,-220
1.246000,40.552795,695.197750,-400.240073,-0.409790,143.920898,108.115180,40.962585,587.082570,-12.475170,38.843803,38.843803,26.368633,0.160200,-0.251810,-0.251810,-0.253116,373,-203
1.248000,41.923140,674.808750,-413.764839,-0.125244,142.272949,111.530957,42.048384,563.277793,-12.900029,39.186362,39.186362,26.286333,0.160200,-0.250524,-0.250524,-0.249912,114,-186
1.250000,43.252030,653.752250,-426.880452,0.164795,145.019531,114.879814,43.087235,538.872436,-13.312339,39.485663,39.485663,26.173324,0.160200,-0.248758,-0.248758,-0.249912,-150,-203
1.252000,44.538149,632.049000,-439.573941,0.421875,128.540039,116.245837,44.116274,515.803163,-13.711669,39.801433,39.801433,26.089764,0.160200,-0.247453,-0.247453,-0.249912,-384,-214
1.254000,45.780226,609.721250,-451.832755,0.693237,135.681152,118.189368,45.086989,491.531882,-14.097602,40.055506,40.055506,25.957904,0.160200,-0.245392,-0.245392,-0.245640,-631,-183
1.256000,46.977034,586.790500,-463.644772,0.948120,127.441406,119.114572,46.028914,467.675928,-14.469733,40.296729,40.296729,25.826996,0.160200,-0.243347,-0.243347,-0.244572,-863,-199
1.258000,48.127388,563.279000,-474.998310,1.216187,134.033203,120.606435,46.911201,442.672565,-14.827669,40.476291,40.476291,25.648621,0.160200,-0.240560,-0.240560,-0.244572,-1107,-204
1.260000,49.230150,539.211000,-485.882144,1.491943,137.878418,122.333634,47.738207,416.877366,-15.171031,40.603438,40.603438,25.432407,0.160200,-0.237181,-0.237181,-0.241368,-1358,-200
1.262000,50.284232,514.609750,-496.285511,1.763306,135.681152,123.668385,48.520926,390.941365,-15.499452,40.697211,40.697211,25.197758,0.160200,-0.233515,-0.233515,-0.237096,-1605,-178
1.264000,51.288589,489.499500,-506.198122,2.018188,127.441406,124.045687,49.270401,365.453813,-15.812582,40.775601,40.775601,24.963019,0.160200,-0.229847,-0.229847,-0.234960,-1837,-205
1.266000,52.242230,463.905250,-515.610177,2.306030,143.920898,126.033209,49.936200,337.872041,-16.110083,40.759024,40.759024,24.648940,0.160200,-0.224940,-0.224940,-0.228552,-2099,-188
1.268000,53.144210,437.852250,-524.512368,2.548828,121.398926,125.569780,50.595382,312.282470,-16.391636,40.772597,40.772597,24.380962,0.160200,-0.220753,-0.220753,-0.227484,-2320,-197
1.270000,53.993639,411.366250,-532.895891,2.778442,114.807129,124.493515,51.215197,286.872735,-16.656934,40.761826,40.761826,24.104892,0.160200,-0.216439,-0.216439,-0.225348,-2529,-183
1.272000,54.789675,384.473250,-540.752457,3.019043,120.300293,124.074193,51.770632,260.399057,-16.905691,40.687540,40.687540,23.781850,0.160200,-0.211391,-0.211391,-0.215736,-2748,-150
