t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_raw_deg_s,qd_link_filt_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_raw_Nm,tau_pd_joint_limited_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_before_clamp_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0.498000,59.983307,22.245500,-592.011558,5.536011,53.833008,88.305304,54.447296,-66.059804,-18.531934,36.858422,36.858422,18.326488,0.160200,-0.126151,-0.126151,-0.131364,-5039,-67
0.500000,59.998141,-7.415500,-592.157957,5.638184,51.086426,84.583416,54.359957,-91.998916,-18.536587,36.344726,36.344726,17.808138,0.160200,-0.118052,-0.118052,-0.128160,-5132,-69
0.502000,59.953645,-37.069500,-591.718797,5.733765,47.790527,80.904127,54.219880,-117.973627,-18.522630,35.793589,35.793589,17.270959,0.160200,-0.109659,-0.109659,-0.120684,-5219,-55
0.504000,59.849863,-66.686750,-590.694512,5.820557,43.395996,77.153314,54.029306,-143.840064,-18.490077,35.209089,35.209089,16.719011,0.160200,-0.101035,-0.101035,-0.110004,-5298,-48
0.506000,59.686898,-96.237750,-589.086116,5.896362,37.902832,73.228266,53.790536,-169.466016,-18.438966,34.595138,34.595138,16.156172,0.160200,-0.092240,-0.092240,-0.099324,-5367,-38
0.508000,59.464912,-125.693750,-586.895198,5.957886,30.761719,68.981611,53.507026,-194.675361,-18.369353,33.957225,33.957225,15.587872,0.160200,-0.083360,-0.083360,-0.092916,-5423,-35
0.510000,59.184123,-155.025500,-584.123926,6.006226,24.169922,64.500442,53.177897,-219.525942,-18.281316,33.293725,33.293725,15.012410,0.160200,-0.074369,-0.074369,-0.082236,-5467,-29
0.512000,58.844810,-184.203750,-580.775039,6.049072,21.423340,60.192732,52.795738,-244.396482,-18.174952,32.592855,32.592855,14.417903,0.160200,-0.065080,-0.065080,-0.075828,-5506,-18
0.514000,58.447308,-213.200000,-576.851850,6.073242,12.084961,55.381955,52.374066,-268.581955,-18.050379,31.876356,31.876356,13.825978,0.160200,-0.055831,-0.055831,-0.064080,-5528,-12
0.516000,57.992010,-241.985500,-572.358237,6.086426,6.591797,50.502939,51.905584,-292.488439,-17.907735,31.132048,31.132048,13.224313,0.160200,-0.046430,-0.046430,-0.059808,-5540,-6
0.518000,57.479366,-270.531750,-567.298644,6.093018,3.295898,45.782235,51.386348,-316.313985,-17.747177,30.353718,30.353718,12.606541,0.160200,-0.036777,-0.036777,-0.046992,-5546,-3
0.520000,56.909883,-298.810250,-561.678075,6.094116,0.549316,41.258943,50.815767,-340.069193,-17.568884,29.540771,29.540771,11.971886,0.160200,-0.026861,-0.026861,-0.037380,-5547,0
0.522000,56.284125,-326.793250,-555.502087,6.094116,0.000000,37.133049,50.190009,-363.926299,-17.373051,28.687524,28.687524,11.314473,0.160200,-0.016589,-0.016589,-0.023496,-5547,0
0.524000,55.602710,-354.453500,-548.776788,6.094116,0.000000,33.419744,49.508594,-387.873244,-17.159894,27.793854,27.793854,10.633959,0.160200,-0.005956,-0.005956,-0.020292,-5547,0
0.526000,54.866311,-381.763000,-541.508828,6.093018,-0.549316,30.022838,48.773293,-411.785838,-16.929646,26.863164,26.863164,9.933518,0.160200,0.004989,0.004989,-0.006408,-5546,1
0.528000,54.075658,-408.694750,-533.705393,6.090820,-1.098633,26.910691,47.984838,-435.605441,-16.682559,25.896987,25.896987,9.214428,0.160200,0.016225,0.016225,0.007476,-5544,1
0.530000,53.231532,-435.222750,-525.374201,6.088623,-1.098633,24.109759,47.142909,-459.332509,-16.418902,24.895095,24.895095,8.476193,0.160200,0.027759,0.027759,0.017088,-5542,1
0.532000,52.334767,-461.320250,-516.523489,6.085327,-1.647949,21.533988,46.249440,-482.854238,-16.138961,23.860804,23.860804,7.721842,0.160200,0.039546,0.039546,0.028836,-5539,4
0.534000,51.386251,-486.961250,-507.162010,6.078735,-3.295898,19.050999,45.307516,-506.012249,-15.843041,22.799033,22.799033,6.955992,0.160200,0.051513,0.051513,0.041652,-5533,8
0.536000,50.386922,-512.121000,-497.299021,6.066650,-6.042480,16.541651,44.320272,-528.662651,-15.531459,21.714483,21.714483,6.183023,0.160200,0.063590,0.063590,0.052332,-5522,14
0.538000,49.337767,-536.774500,-486.944275,6.042480,-12.084961,13.678990,43.295287,-550.453490,-15.204552,20.618586,20.618586,5.414035,0.160200,0.075606,0.075606,0.060876,-5500,19
0.540000,48.239824,-560.897000,-476.108012,6.011719,-15.380859,10.773005,42.228105,-571.670005,-14.862668,19.503255,19.503255,4.640587,0.160200,0.087691,0.087691,0.079032,-5472,24
0.542000,47.094179,-584.465000,-464.800946,5.978760,-16.479492,8.047755,41.115419,-592.512755,-14.506172,18.362679,18.362679,3.856507,0.160200,0.099942,0.099942,0.089712,-5442,25
0.544000,45.901964,-607.455000,-453.034259,5.944702,-17.028809,5.540099,39.957262,-612.995099,-14.135443,17.196648,17.196648,3.061206,0.160200,0.112369,0.112369,0.098256,-5411,29
0.546000,44.664359,-629.844250,-440.819586,5.898560,-23.071289,2.678960,38.765799,-632.523210,-13.750872,16.024021,16.024021,2.273149,0.160200,0.124682,0.124682,0.111072,-5369,40
0.548000,43.382587,-651.610500,-428.169007,5.848022,-25.268555,-0.115791,37.534565,-651.494709,-13.352863,14.833342,14.833342,1.480479,0.000000,-0.023132,-0.023132,0.126024,-5323,54
0.550000,42.057917,-672.732500,-415.095030,5.781006,-33.508301,-3.455042,36.276911,-669.277458,-12.941832,13.644966,13.644966,0.703134,-0.160200,-0.171186,-0.171186,-0.021360,-5262,20
0.552000,40.691657,-693.189500,-401.610584,5.771118,-4.943848,-3.603923,34.920539,-689.585577,-12.518208,12.343596,12.343596,-0.174612,-0.160200,-0.157472,-0.157472,-0.170880,-5253,-47
0.554000,39.285159,-712.961000,-387.729003,5.864502,46.691895,1.425659,33.420657,-714.386659,-12.082428,10.863621,10.863621,-1.218808,0.160200,0.179244,0.179244,-0.156996,-5338,-93
0.556000,37.839813,-732.027250,-373.464013,6.001831,68.664551,8.149548,31.837982,-740.176798,-11.634942,9.308582,9.308582,-2.326360,0.160200,0.196549,0.196549,0.178356,-5463,-43
0.558000,36.357050,-750.369750,-358.829722,6.012817,5.493164,7.883910,30.344233,-758.253660,-11.176207,7.950248,7.950248,-3.225959,0.160200,0.210606,0.210606,0.192240,-5473,71
0.560000,34.838334,-767.970500,-343.840600,5.909546,-51.635742,1.931944,28.928788,-769.902444,-10.706690,6.758771,6.758771,-3.947919,0.160200,0.221886,0.221886,0.210396,-5379,138
0.562000,33.285168,-784.811250,-328.511469,5.708496,-100.524902,-8.313740,27.576672,-776.497510,-10.226867,5.699711,5.699711,-4.527156,-0.160200,-0.089463,-0.089463,0.223212,-5196,149
0.564000,31.699089,-800.876250,-312.857488,5.498657,-104.919434,-17.974310,26.200432,-782.901940,-9.737221,4.627135,4.627135,-5.110085,-0.160200,-0.080355,-0.080355,-0.086508,-5005,94
0.566000,30.081663,-816.149500,-296.894136,5.418457,-40.100098,-20.186888,24.663206,-795.962612,-9.238241,3.325998,3.325998,-5.912243,-0.160200,-0.067821,-0.067821,-0.080100,-4932,0
0.568000,28.434491,-830.615500,-280.637198,5.439331,10.437012,-17.124498,22.995160,-813.491002,-8.730424,1.855554,1.855554,-6.874871,-0.160200,-0.052780,-0.052780,-0.068352,-4951,-30
0.570000,26.759201,-844.260000,-264.102750,5.488770,24.719238,-12.940125,21.270431,-831.319875,-8.214274,0.340294,0.340294,-7.873980,-0.160200,-0.037169,-0.037169,-0.045924,-4996,-35
0.572000,25.057451,-857.069750,-247.307143,5.529419,20.324707,-9.613642,19.528032,-847.456108,-7.690297,-1.157761,-1.157761,-8.848058,-0.160200,-0.021949,-0.021949,-0.043788,-5033,-19
0.574000,23.330922,-869.032250,-230.266985,5.548096,9.338379,-7.718439,17.782826,-861.313811,-7.159008,-2.618007,-2.618007,-9.777015,-0.160200,-0.007434,-0.007434,-0.023496,-5050,-3
0.576000,21.581322,-880.135250,-212.999126,5.548096,0.000000,-6.946596,16.033226,-873.188654,-6.620923,-4.046713,-4.046713,-10.667637,-0.160200,0.006482,0.006482,-0.005340,-5050,6
0.578000,19.810381,-890.367750,-195.520641,5.540405,-3.845215,-6.636457,14.269976,-883.731293,-6.076564,-5.461698,-5.461698,-11.538263,-0.160200,0.020085,0.020085,0.005340,-5043,6
0.580000,18.019851,-899.719750,-177.848815,5.530518,-4.943848,-6.467196,12.489333,-893.252554,-5.526457,-6.870999,-6.870999,-12.397455,-0.160200,0.033510,0.033510,0.021360,-5034,7
0.582000,16.211502,-908.182250,-160.001122,5.520630,-4.943848,-6.314862,10.690872,-901.867388,-4.971129,-8.276919,-8.276919,-13.248047,-0.160200,0.046801,0.046801,0.030972,-5025,8
0.584000,14.387122,-915.746750,-141.995211,5.509644,-5.493164,-6.232692,8.877478,-909.514058,-4.411111,-9.676366,-9.676366,-14.087477,-0.160200,0.059917,0.059917,0.049128,-5015,8
0.586000,12.548515,-922.405750,-123.848887,5.497559,-6.042480,-6.213671,7.050956,-916.192079,-3.846938,-11.068072,-11.068072,-14.915010,-0.160200,0.072847,0.072847,0.060876,-5004,11
0.588000,10.697499,-928.152250,-105.580095,5.478882,-9.338379,-6.526142,5.218617,-921.626108,-3.279144,-12.442128,-12.442128,-15.721272,-0.160200,0.085445,0.085445,0.073692,-4987,14
0.590000,8.835906,-932.981250,-87.206899,5.451416,-13.732910,-7.246818,3.384490,-925.734432,-2.708268,-13.794294,-13.794294,-16.502562,-0.160200,0.097653,0.097653,0.085440,-4962,24
0.592000,6.965574,-936.887750,-68.747467,5.412964,-19.226074,-8.444744,1.552610,-928.443006,-2.134847,-15.120461,-15.120461,-17.255308,-0.160200,0.109414,0.109414,0.095052,-4927,25
0.594000,5.088355,-939.867500,-50.220055,5.371216,-20.874023,-9.687672,-0.282861,-930.179828,-1.559422,-16.432175,-16.432175,-17.991597,-0.160200,0.120919,0.120919,0.112140,-4889,31
0.596000,3.206104,-941.918000,-31.642982,5.328369,-21.423340,-10.861239,-2.122265,-931.056761,-0.982534,-17.731627,-17.731627,-18.714161,-0.160200,0.132209,0.132209,0.118548,-4850,37
0.598000,1.320683,-943.037000,-13.034619,5.274536,-26.916504,-12.466765,-3.953853,-930.570235,-0.404725,-19.001825,-19.001825,-19.406549,-0.160200,0.143027,0.143027,0.132432,-4801,40
0.600000,-0.566044,-943.223750,5.586634,5.216309,-29.113770,-14.131466,-5.782353,-929.092284,0.173464,-20.252563,-20.252563,-20.079099,-0.160200,0.153536,0.153536,0.139908,-4748,55
0.602000,-2.452212,-942.477500,24.202362,5.147095,-34.606934,-16.179012,-7.599307,-926.298488,0.751491,-21.472275,-21.472275,-20.720785,-0.160200,0.163562,0.163562,0.155928,-4685,66
0.604000,-4.335954,-940.799250,42.794157,5.065796,-40.649414,-18.626053,-9.401750,-922.173197,1.328812,-22.658618,-22.658618,-21.329806,-0.160200,0.173078,0.173078,0.166608,-4611,75
0.606000,-6.215409,-938.191000,61.343636,4.975708,-45.043945,-21.267842,-11.191117,-916.923158,1.904887,-23.816202,-23.816202,-21.911314,-0.160200,0.182164,0.182164,0.179424,-4529,87
0.608000,-8.088718,-934.654750,79.832454,4.857056,-59.326172,-25.073675,-12.945774,-909.581075,2.479175,-24.913040,-24.913040,-22.433865,-0.160200,0.190329,0.190329,0.181560,-4421,84
0.610000,-9.954028,-930.194250,98.242329,4.718628,-69.213867,-29.487694,-14.672656,-900.706556,3.051133,-25.963741,-25.963741,-22.912608,-0.160200,0.197809,0.197809,0.191172,-4295,107
0.612000,-11.809495,-924.814250,116.555057,4.556030,-81.298828,-34.668808,-16.365525,-890.145442,3.620225,-26.961261,-26.961261,-23.341036,-0.160200,0.204504,0.204504,0.199716,-4147,125
0.614000,-13.653285,-918.519500,134.752529,4.381348,-87.341309,-39.936058,-18.034633,-878.583442,4.185911,-27.924723,-27.924723,-23.738812,-0.160200,0.210719,0.210719,0.206124,-3988,132
0.616000,-15.483573,-911.316250,152.816750,4.217651,-81.848145,-44.127266,-19.701224,-867.188984,4.747655,-28.889352,-28.889352,-24.141698,-0.160200,0.217014,0.217014,0.210396,-3839,139
0.618000,-17.298550,-903.212000,170.729857,4.049561,-84.045410,-48.119081,-21.348111,-855.092919,5.304922,-29.827980,-29.827980,-24.523057,-0.160200,0.222973,0.222973,0.217872,-3686,145
0.620000,-19.096421,-894.214750,188.474137,3.877075,-86.242676,-51.931440,-22.973496,-842.283310,5.857182,-30.739143,-30.739143,-24.881961,-0.160200,0.228581,0.228581,0.223212,-3529,128
0.622000,-20.875409,-884.333250,206.032044,3.678223,-99.426270,-56.680923,-24.553632,-827.652327,6.403903,-31.586927,-31.586927,-25.183024,-0.160200,0.233285,0.233285,0.227484,-3348,138
0.624000,-22.633754,-873.577000,223.386214,3.479370,-99.426270,-60.955458,-26.113124,-812.621542,6.944560,-32.413321,-32.413321,-25.468761,-0.160200,0.237749,0.237749,0.234960,-3167,141
0.626000,-24.369717,-861.957250,240.519488,3.277222,-101.074219,-64.967334,-27.646939,-796.989916,7.478630,-33.211302,-33.211302,-25.732672,-0.160200,0.241873,0.241873,0.238164,-2983,168
0.628000,-26.081583,-849.485000,257.414922,3.031128,-123.046875,-70.775288,-29.112711,-778.709712,8.005594,-33.915555,-33.915555,-25.909961,-0.160200,0.244643,0.244643,0.240300,-2759,183
0.630000,-27.767657,-836.172500,274.055810,2.826782,-102.172852,-73.915044,-30.594439,-762.257456,8.524936,-34.662850,-34.662850,-26.137914,-0.160200,0.248205,0.248205,0.240300,-2573,190
0.632000,-29.426273,-822.033500,290.425697,2.576294,-125.244141,-79.047954,-32.002567,-742.985546,9.036147,-35.309551,-35.309551,-26.273404,-0.160200,0.250322,0.250322,0.246708,-2345,181
0.634000,-31.055791,-807.081500,306.508394,2.289551,-143.371582,-85.480317,-33.345342,-721.601183,9.538721,-35.873757,-35.873757,-26.335036,-0.160200,0.251285,0.251285,0.252048,-2084,189
0.636000,-32.654599,-791.331500,322.287999,2.018188,-135.681152,-90.500400,-34.672787,-700.831100,10.032160,-36.437982,-36.437982,-26.405822,-0.160200,0.252391,0.252391,0.247776,-1837,204
0.638000,-34.221117,-774.798750,337.748907,1.732544,-142.822266,-95.732587,-35.953661,-679.066163,10.515971,-36.952331,-36.952331,-26.436360,-0.160200,0.252868,0.252868,0.250980,-1577,180
0.640000,-35.753794,-757.500000,352.875831,1.440308,-146.118164,-100.771145,-37.194102,-656.728855,10.989668,-37.428462,-37.428462,-26.438795,-0.160200,0.252906,0.252906,0.253116,-1311,189
0.642000,-37.251117,-739.452250,367.653811,1.150269,-145.019531,-105.195983,-38.401386,-634.256267,11.452772,-37.879085,-37.879085,-26.426313,-0.160200,0.252711,0.252711,0.252048,-1047,211
0.644000,-38.711603,-720.673000,382.068234,0.889893,-130.187988,-107.695184,-39.601496,-612.977816,11.904813,-38.345541,-38.345541,-26.440727,-0.160200,0.252936,0.252936,0.254184,-810,203
0.646000,-40.133809,-701.181500,396.104847,0.607544,-141.174316,-111.043097,-40.741353,-590.138403,12.345330,-38.742688,-38.742688,-26.397358,-0.160200,0.252259,0.252259,0.252048,-553,207
0.648000,-41.516329,-680.996500,409.749770,0.320801,-143.371582,-114.275946,-41.837130,-566.720554,12.773869,-39.098966,-39.098966,-26.325097,-0.160200,0.251130,0.251130,0.250980,-292,207
0.650000,-42.857795,-660.137750,422.989509,0.048340,-136.230469,-116.471398,-42.906135,-543.666352,13.189989,-39.442901,-39.442901,-26.252911,-0.160200,0.250002,0.250002,0.253116,-44,187
0.652000,-44.156880,-638.626500,435.810972,-0.217529,-132.934570,-118.117715,-43.939351,-520.508785,13.593257,-39.760046,-39.760046,-26.166788,-0.160200,0.248656,0.248656,0.254184,198,182
0.654000,-45.412301,-616.484000,448.201482,-0.504272,-143.371582,-120.643102,-44.908029,-495.840898,13.983253,-40.005775,-40.005775,-26.022522,-0.160200,0.246402,0.246402,0.246708,459,209
0.656000,-46.622816,-593.731750,460.148784,-0.774536,-135.131836,-122.091975,-45.848280,-471.639775,14.359567,-40.239805,-40.239805,-25.880238,-0.160200,0.244179,0.244179,0.247776,705,213
0.658000,-47.787228,-570.392000,471.641066,-1.022827,-124.145508,-122.297328,-46.764401,-448.094672,14.721802,-40.468438,-40.468438,-25.746636,-0.160200,0.242091,0.242091,0.247776,931,204
0.660000,-48.904384,-546.488500,482.666963,-1.308472,-142.822266,-124.349822,-47.595912,-422.138678,15.069575,-40.595925,-40.595925,-25.526350,-0.160200,0.238649,0.238649,0.243504,1191,184
0.662000,-49.973182,-522.044750,493.215571,-1.577637,-134.582520,-125.373092,-48.395545,-396.671658,15.402516,-40.709691,-40.709691,-25.307175,-0.160200,0.235225,0.235225,0.237096,1436,207
0.664000,-50.992563,-497.084500,503.276461,-1.848999,-135.681152,-126.403898,-49.143564,-370.680602,15.720269,-40.778277,-40.778277,-25.058008,-0.160200,0.231331,0.231331,0.233892,1683,201
0.666000,-51.961520,-471.632750,512.839683,-2.095093,-123.046875,-126.068196,-49.866427,-345.564554,16.022493,-40.844573,-40.844573,-24.822080,-0.160200,0.227645,0.227645,0.231756,1907,177
0.668000,-52.879094,-445.714750,521.895780,-2.371948,-138.427734,-127.304150,-50.507146,-318.410600,16.308863,-40.817953,-40.817953,-24.509090,-0.160200,0.222755,0.222755,0.224280,2159,168
0.670000,-53.744379,-419.356000,530.435797,-2.611450,-119.750977,-126.548832,-51.132929,-292.807168,16.579069,-40.807968,-40.807968,-24.228899,-0.160200,0.218377,0.218377,0.222144,2377,170
0.672000,-54.556518,-392.582500,538.451290,-2.837769,-113.159180,-125.209867,-51.718749,-267.372633,16.832817,-40.773031,-40.773031,-23.940214,-0.160200,0.213866,0.213866,0.218940,2583,146
0.674000,-55.314709,-365.420750,545.934333,-3.062988,-112.609863,-123.949867,-52.251721,-241.470883,17.069832,-40.693045,-40.693045,-23.623212,-0.160200,0.208913,0.208913,0.214668,2788,146
0.676000,-56.018201,-337.897750,552.877525,-3.260742,-98.876953,-121.442575,-52.757459,-216.455175,17.289855,-40.609510,-40.609510,-23.319655,-0.160200,0.204170,0.204170,0.211464,2968,148
0.678000,-56.666300,-310.040500,559.274000,-3.458496,-98.876953,-119.186013,-53.207804,-190.854487,17.492644,-40.477094,-40.477094,-22.984450,-0.160200,0.198932,0.198932,0.202920,3148,151
0.680000,-57.258363,-281.876750,565.117435,-3.651855,-96.679688,-116.935380,-53.606508,-164.941370,17.677978,-40.303172,-40.303172,-22.625194,-0.160200,0.193319,0.193319,0.198648,3324,148
0.682000,-57.793807,-253.434250,570.402050,-3.837524,-92.834473,-114.525290,-53.956283,-138.908960,17.845652,-40.093010,-40.093010,-22.247358,-0.160200,0.187415,0.187415,0.193308,3493,146
0.684000,-58.272100,-224.741000,575.122619,-4.024292,-93.383789,-112.411140,-54.247808,-112.329860,17.995481,-39.832640,-39.832640,-21.837159,-0.160200,0.181006,0.181006,0.183696,3663,141
0.686000,-58.692771,-195.825750,579.274475,-4.207764,-91.735840,-110.343610,-54.485007,-85.482140,18.127300,-39.529656,-39.529656,-21.402355,-0.160200,0.174212,0.174212,0.181560,3830,123
0.688000,-59.055403,-166.716750,582.853512,-4.356079,-74.157715,-106.725020,-54.699324,-59.991730,18.240963,-39.234385,-39.234385,-20.993422,-0.160200,0.167822,0.167822,0.170880,3965,108
0.690000,-59.359638,-137.443000,585.856191,-4.514282,-79.101562,-103.962674,-54.845356,-33.480326,18.336344,-38.873623,-38.873623,-20.537279,-0.160200,0.160695,0.160695,0.170880,4109,108
0.692000,-59.605175,-108.033250,588.279543,-4.679077,-82.397461,-101.806153,-54.926098,-6.227097,18.413338,-38.454333,-38.454333,-20.040996,-0.160200,0.152941,0.152941,0.160200,4259,104
0.694000,-59.791771,-78.516750,590.121171,-4.829590,-75.256348,-99.151173,-54.962181,20.634423,18.471857,-38.010702,-38.010702,-19.538845,-0.160200,0.145094,0.145094,0.158064,4396,100
0.696000,-59.919242,-48.922500,591.379254,-4.951538,-60.974121,-95.333467,-54.967704,46.410967,18.511839,-37.564672,-37.564672,-19.052834,-0.160200,0.137501,0.137501,0.145248,4507,89
0.698000,-59.987461,-19.279750,592.052549,-5.069092,-58.776855,-91.677806,-54.918369,72.398056,18.533237,-37.076670,-37.076670,-18.543433,-0.160200,0.129541,0.129541,0.138840,4614,73
0.700000,-59.996361,10.382000,592.140388,-5.166870,-48.889160,-87.398942,-54.829491,97.780942,18.536029,-36.571606,-36.571606,-18.035577,-0.160200,0.121606,0.121606,0.130296,4703,68
0.702000,-59.945933,40.033500,591.642687,-5.260254,-46.691895,-83.328237,-54.685679,123.361737,18.520211,-36.024738,-36.024738,-17.504527,-0.160200,0.113308,0.113308,0.124956,4788,62
0.704000,-59.836227,69.645250,590.559936,-5.338257,-39.001465,-78.895560,-54.497970,148.540810,18.485801,-35.454234,-35.454234,-16.968434,-0.160200,0.104932,0.104932,0.112140,4859,43
0.706000,-59.667352,99.188000,588.893206,-5.407471,-34.606934,-74.466697,-54.259881,173.654697,18.432837,-34.849697,-34.849697,-16.416860,-0.160200,0.096313,0.096313,0.108936,4922,41
0.708000,-59.439475,128.633000,586.644146,-5.468994,-30.761719,-70.096199,-53.970481,198.729199,18.361377,-34.210025,-34.210025,-15.848647,-0.160200,0.087435,0.087435,0.098256,4978,34
0.710000,-59.152820,157.950750,583.814980,-5.518433,-24.719238,-65.558503,-53.634387,223.509253,18.271502,-33.542894,-33.542894,-15.271391,-0.160200,0.078415,0.078415,0.087576,5023,26
0.712000,-58.807672,187.112000,580.408504,-5.555786,-18.676758,-60.870329,-53.251886,247.982329,18.163312,-32.848722,-32.848722,-14.685410,-0.160200,0.069260,0.069260,0.077964,5057,17
0.714000,-58.404372,216.088500,576.428088,-5.582153,-13.183594,-56.101655,-52.822219,272.190155,18.036925,-32.126251,-32.126251,-14.089326,-0.160200,0.059946,0.059946,0.072624,5081,14
0.716000,-57.943318,244.851250,571.877668,-5.600830,-9.338379,-51.425328,-52.342488,296.276578,17.892482,-31.370948,-31.370948,-13.478466,-0.160200,0.050401,0.050401,0.058740,5098,8
0.718000,-57.424967,273.372000,566.761744,-5.610718,-4.943848,-46.777180,-51.814249,320.149180,17.730143,-30.585513,-30.585513,-12.855370,-0.160200,0.040665,0.040665,0.051264,5107,5
0.720000,-56.849830,301.622500,561.085374,-5.615112,-2.197266,-42.319188,-51.234718,343.941688,17.550087,-29.765666,-29.765666,-12.215579,-0.160200,0.030668,0.030668,0.039516,5111,2
0.722000,-56.218477,329.574500,554.854171,-5.615112,0.000000,-38.087269,-50.603365,367.661769,17.352512,-28.910905,-28.910905,-11.558393,-0.160200,0.020400,0.020400,0.030972,5111,0
0.724000,-55.531532,357.200500,548.074297,-5.614014,0.549316,-34.223611,-49.917518,391.424111,17.137634,-28.017362,-28.017362,-10.879728,-0.160200,0.009796,0.009796,0.020292,5110,0
0.726000,-54.789675,384.473250,540.752457,-5.612915,0.549316,-30.746318,-49.176760,415.219568,16.905691,-27.084906,-27.084906,-10.179216,-0.160200,-0.001150,-0.001150,0.010680,5109,-1
0.728000,-53.993639,411.366250,532.895891,-5.610718,1.098633,-27.561823,-48.382921,438.928073,16.656934,-26.116911,-26.116911,-9.459977,-0.160200,-0.012388,-0.012388,-0.001068,5107,-1
0.730000,-53.144210,437.852250,524.512368,-5.607422,1.647949,-24.640846,-47.536788,462.493096,16.391636,-25.114911,-25.114911,-8.723276,-0.160200,-0.023899,-0.023899,-0.012816,5104,-3
0.732000,-52.242230,463.905250,515.610177,-5.603027,2.197266,-21.957035,-46.639203,485.862285,16.110083,-24.080409,-24.080409,-7.970326,-0.160200,-0.035664,-0.035664,-0.024564,5100,-4
0.734000,-51.288589,489.499500,506.198122,-5.592041,5.493164,-19.212015,-45.696548,508.711515,15.812582,-23.023518,-23.023518,-7.210936,-0.160200,-0.047529,-0.047529,-0.036312,5090,-10
0.736000,-50.284232,514.609750,496.285511,-5.577759,7.141113,-16.576702,-44.706473,531.186452,15.499452,-21.940054,-21.940054,-6.440601,-0.160200,-0.059566,-0.059566,-0.046992,5077,-16
0.738000,-49.230150,539.211000,485.882144,-5.554688,11.535645,-13.765467,-43.675463,552.976467,15.171031,-20.839965,-20.839965,-5.668934,-0.160200,-0.071623,-0.071623,-0.057672,5056,-17
0.740000,-48.127388,563.279000,474.998310,-5.526123,14.282227,-10.960698,-42.601265,574.239698,14.827669,-19.718920,-19.718920,-4.891251,-0.160200,-0.083774,-0.083774,-0.074760,5030,-28
0.742000,-46.977034,586.790500,463.644772,-5.485474,20.324707,-7.832157,-41.491560,594.622657,14.469733,-18.588450,-18.588450,-4.118717,-0.160200,-0.095845,-0.095845,-0.077964,4993,-32
0.744000,-45.780226,609.721250,451.832755,-5.441528,21.972656,-4.851676,-40.338698,614.572926,14.097602,-17.435403,-17.435403,-3.337801,-0.160200,-0.108047,-0.108047,-0.095052,4953,-41
0.746000,-44.538149,632.049000,439.573941,-5.392090,24.719238,-1.894585,-39.146059,633.943585,13.711669,-16.264702,-16.264702,-2.553033,-0.160200,-0.120309,-0.120309,-0.111072,4908,-40
0.748000,-43.252030,653.752250,426.880452,-5.332764,29.663086,1.261182,-37.919266,652.491068,13.312339,-15.084524,-15.084524,-1.772186,0.160200,0.187890,0.187890,-0.115344,4854,-45
0.750000,-41.923140,674.808750,413.764839,-5.265747,33.508301,4.485894,-36.657393,670.322856,12.900029,-13.892347,-13.892347,-0.992318,0.160200,0.175705,0.175705,0.185832,4793,0
0.752000,-40.552795,695.197750,400.240073,-5.316284,-25.268555,1.510449,-35.236511,693.687301,12.475170,-12.492598,-12.492598,-0.017428,0.160200,0.160472,0.160472,0.175152,4839,89
0.754000,-39.142349,714.899500,386.319527,-5.444824,-64.270020,-5.067598,-33.697525,719.967098,12.038199,-10.959514,-10.959514,1.078685,-0.160200,-0.177054,-0.177054,0.161268,4956,132
0.756000,-37.693197,733.894500,372.016967,-5.626099,-90.637207,-13.624558,-32.067098,747.519058,11.589567,-9.340389,-9.340389,2.249178,-0.160200,-0.195343,-0.195343,-0.175152,5121,46
0.758000,-36.206771,752.163500,357.346536,-5.635986,-4.943848,-12.756487,-30.570785,764.919987,11.129733,-7.992062,-7.992062,3.137671,-0.160200,-0.209226,-0.209226,-0.194376,5130,-64
0.760000,-34.684543,769.688750,342.322740,-5.503052,66.467285,-4.834110,-29.181491,774.522860,10.659164,-6.854550,-6.854550,3.804614,-0.160200,-0.219647,-0.219647,-0.210396,5009,-131
0.762000,-33.128016,786.453000,326.960436,-5.278931,112.060547,6.855356,-27.849085,779.597644,10.178337,-5.835784,-5.835784,4.342553,0.160200,0.092348,0.092348,-0.220008,4805,-163
0.764000,-31.538731,802.439500,311.274816,-5.048218,115.356445,17.705465,-26.490513,784.734035,9.687735,-4.797674,-4.797674,4.890060,0.160200,0.083793,0.083793,0.088644,4595,-76
0.766000,-29.918258,817.632750,295.281390,-4.975708,36.254883,19.560406,-24.942550,798.072344,9.187849,-3.484195,-3.484195,5.703654,0.160200,0.071080,0.071080,0.082236,4529,4
0.768000,-28.268200,832.017250,278.995973,-5.000977,-12.634277,16.340938,-23.267223,815.676312,8.679176,-2.007349,-2.007349,6.671827,0.160200,0.055953,0.055953,0.070488,4552,31
0.770000,-26.590189,845.578750,262.434670,-5.044922,-21.972656,12.509579,-21.545267,833.069171,8.162220,-0.501634,-0.501634,7.660586,0.160200,0.040503,0.040503,0.058740,4592,23
0.772000,-24.885885,858.304250,245.613856,-5.080078,-17.578125,9.500808,-19.805807,848.803442,7.637489,0.987353,0.987353,8.624842,0.160200,0.025437,0.025437,0.044856,4624,18
