time_s,encoder_count,position_deg_motor,velocity_rpm,target_torque_permille,target_torque_Nm,actual_torque_permille,actual_torque_Nm
11.1112,23383,2.63059e+06,-111,-160,-0.1712,-158,-0.168744
11.1313,23242,2.61472e+06,-115,-188,-0.200398,-188,-0.200784
11.1523,23051,2.59324e+06,-146,-216,-0.230269,-216,-0.230688
11.1732,22808,2.5659e+06,-187,-242,-0.258865,-240,-0.25632
11.1953,22499,2.53114e+06,-266,-270,-0.287841,-273,-0.291564
11.2173,22115,2.48794e+06,-310,-295,-0.315435,-296,-0.316128
11.2392,21650,2.43562e+06,-308,-320,-0.341376,-323,-0.344964
11.2603,21147,2.37904e+06,-372,-342,-0.364824,-345,-0.36846
11.2812,20596,2.31705e+06,-428,-362,-0.38642,-366,-0.390888
11.3012,19934,2.24258e+06,-487,-380,-0.405658,-381,-0.406908
11.3222,19173,2.15696e+06,-549,-397,-0.423987,-391,-0.417588
11.3454,18333,2.06246e+06,-598,-414,-0.442204,-413,-0.441084
11.3675,17435,1.96144e+06,-641,-428,-0.457298,-431,-0.460308
11.3883,16484,1.85445e+06,-688,-440,-0.46953,-451,-0.481668
11.4082,15516,1.74555e+06,-730,-449,-0.479371,-454,-0.484872
11.4282,14490,1.63012e+06,-788,-456,-0.487344,-458,-0.489144
11.4483,13402,1.50772e+06,-837,-462,-0.493407,-460,-0.49128
11.4682,12260,1.37925e+06,-853,-466,-0.497512,-453,-0.483804
11.4892,11070,1.24538e+06,-886,-468,-0.49971,-473,-0.505164
11.5092,9833,1.10621e+06,-925,-468,-0.49979,-469,-0.500892
11.5272,8634,971325,-951,-466,-0.498179,-469,-0.500892
11.5472,7329,824512,-971,-463,-0.494507,-464,-0.495552
11.5673,5975,672188,-979,-458,-0.48887,-467,-0.498756
11.5902,4434,498825,-1000,-449,-0.480045,-454,-0.484872
11.6112,3072,345600,-996,-440,-0.469782,-437,-0.466716
11.6314,1624,182700,-989,-429,-0.458023,-433,-0.462444
11.6513,264,29700,-981,-416,-0.444546,-415,-0.44322
11.6743,-1263,-142088,-965,-400,-0.426897,-394,-0.420792
11.6952,-2653,-298462,-945,-383,-0.408869,-376,-0.401568
11.7152,-3927,-441788,-916,-365,-0.389977,-357,-0.381276
11.7363,-5203,-585338,-872,-345,-0.368452,-351,-0.374868
11.7563,-6377,-717412,-815,-324,-0.34653,-323,-0.344964
11.7752,-7381,-830362,-769,-304,-0.32444,-310,-0.33108
11.7953,-8426,-947925,-712,-281,-0.299893,-281,-0.300108
11.8153,-9389,-1.05626e+06,-657,-257,-0.27416,-258,-0.275544
11.8352,-10267,-1.15504e+06,-600,-232,-0.247504,-229,-0.244572
11.8544,-11052,-1.24335e+06,-521,-207,-0.220791,-211,-0.225348
11.8753,-11778,-1.32502e+06,-434,-179,-0.190947,-181,-0.193308
11.8942,-12332,-1.38735e+06,-404,-153,-0.163102,-150,-0.1602
11.9143,-12829,-1.44326e+06,-309,-125,-0.132997,-124,-0.132432
11.9383,-13296,-1.4958e+06,-207,-90,-0.0963885,-90,-0.09612
11.9592,-13598,-1.52978e+06,-168,-60,-0.0638585,-63,-0.067284
11.9803,-13786,-1.55092e+06,-85,-29,-0.0308905,-33,-0.035244
11.9992,-13885,-1.56206e+06,-38,-1,-0.00129505,-3,-0.003204
