time_s,encoder_count,q_ref_deg,q_link_deg,error_deg,qdot_link_deg_s,error_dot_deg_s,tau_pd_joint_Nm,tau_motor_cmd_Nm,target_torque_permille,actual_torque_permille,actual_torque_Nm,velocity_motor_rpm_606C,current_actual_mA,current_avg_mA,estimated_current_cmd_A,mode_display
1.51271,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,8,0.008544,0,109,105,0.10394,10
1.5447,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,6,0.006408,0,61,105,0.10394,10
1.57581,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,5,0.00534,0,124,106,0.10394,10
1.60778,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,5,0.00534,0,99,105,0.10394,10
1.64183,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,6,0.006408,0,93,105,0.10394,10
1.6727,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,8,0.008544,0,109,105,0.10394,10
1.70491,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,7,0.007476,0,86,106,0.10394,10
1.73894,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,8,0.008544,0,153,105,0.10394,10
1.76979,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,5,0.00534,0,83,105,0.10394,10
1.80387,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,10,0.01068,0,77,105,0.10394,10
1.83569,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,6,0.006408,0,124,105,0.10394,10
1.8677,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,5,0.00534,0,115,105,0.10394,10
1.90174,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,7,0.007476,0,99,104,0.10394,10
1.9348,36355,40,39.9408,0.0592041,0,0,0.592041,0.00740051,7,5,0.00534,0,61,106,0.10394,10
