time_s,encoder_count,q_ref_deg,q_link_deg,error_deg,qdot_link_deg_s,error_dot_deg_s,tau_pd_joint_Nm,tau_motor_cmd_Nm,target_torque_permille,actual_torque_permille,actual_torque_Nm,velocity_motor_rpm_606C,current_actual_mA,current_avg_mA,estimated_current_cmd_A,mode_display
8.06114,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,528,526,0.5302,10
8.09311,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,526,0.5302,10
8.12413,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,502,525,0.5302,10
8.15712,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,525,0.5302,10
8.18806,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,554,526,0.5302,10
8.21904,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,519,525,0.5302,10
8.25214,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,515,525,0.5302,10
8.28209,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,526,0.5302,10
8.31609,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,541,525,0.5302,10
8.35136,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,485,526,0.5302,10
8.38506,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,525,0.5302,10
8.41713,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,545,525,0.5302,10
8.44805,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,550,525,0.5302,10
8.47811,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,515,525,0.5302,10
8.51011,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,493,524,0.5302,10
8.54107,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,525,0.5302,10
8.57707,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,554,525,0.5302,10
8.61451,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,537,525,0.5302,10
8.6502,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,524,0.5302,10
8.68307,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,528,526,0.5302,10
8.71514,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,524,525,0.5302,10
8.74509,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,571,526,0.5302,10
8.77604,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,525,0.5302,10
8.80713,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,515,525,0.5302,10
8.8381,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,537,525,0.5302,10
8.8691,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,533,525,0.5302,10
8.90332,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,511,525,0.5302,10
8.93605,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,524,526,0.5302,10
8.97215,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,31,0.033108,0,502,525,0.5302,10
9.00528,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,524,525,0.5302,10
9.04014,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,537,526,0.5302,10
9.07614,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,524,525,0.5302,10
9.10917,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,541,526,0.5302,10
9.14013,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,515,526,0.5302,10
9.17613,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,550,525,0.5302,10
9.21016,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,537,525,0.5302,10
9.24622,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,554,525,0.5302,10
9.28018,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,524,526,0.5302,10
9.31218,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,550,525,0.5302,10
9.34636,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,525,0.5302,10
9.38008,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,526,0.5302,10
9.41218,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,524,525,0.5302,10
9.44611,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,550,525,0.5302,10
9.48227,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,494,525,0.5302,10
9.51908,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,537,525,0.5302,10
9.55126,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,525,0.5302,10
9.58518,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,524,525,0.5302,10
9.6202,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,524,0.5302,10
9.65222,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,515,525,0.5302,10
9.68538,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,554,525,0.5302,10
9.72017,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,502,525,0.5302,10
9.75317,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,541,525,0.5302,10
9.7862,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,511,525,0.5302,10
9.81917,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,528,524,0.5302,10
9.85336,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,528,526,0.5302,10
9.88516,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,511,524,0.5302,10
9.91817,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,515,525,0.5302,10
9.9502,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,532,525,0.5302,10
9.98022,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,550,526,0.5302,10
10.0123,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,554,525,0.5302,10
10.0453,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,546,525,0.5302,10
10.0783,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,554,525,0.5302,10
10.1162,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,541,525,0.5302,10
10.1512,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,546,525,0.5302,10
10.1853,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,550,526,0.5302,10
10.2161,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,545,525,0.5302,10
10.2492,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,515,525,0.5302,10
10.2812,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,502,525,0.5302,10
10.3122,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,515,525,0.5302,10
10.3441,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,485,525,0.5302,10
10.3802,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,506,526,0.5302,10
10.4181,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,503,525,0.5302,10
10.4542,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,562,525,0.5302,10
10.4916,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,550,525,0.5302,10
10.5233,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,541,526,0.5302,10
10.5602,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,524,525,0.5302,10
10.5964,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,537,525,0.5302,10
10.6341,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,537,524,0.5302,10
10.6702,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,554,525,0.5302,10
10.7042,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,506,525,0.5302,10
10.7342,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,459,525,0.5302,10
10.7671,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,511,525,0.5302,10
10.8002,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,511,526,0.5302,10
10.8361,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,541,525,0.5302,10
10.8682,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,550,525,0.5302,10
10.9002,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,31,0.033108,0,502,525,0.5302,10
10.9322,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,550,525,0.5302,10
10.967,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,554,525,0.5302,10
10.9993,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,519,525,0.5302,10
11.0344,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,541,525,0.5302,10
11.0725,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,554,525,0.5302,10
11.1093,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,545,526,0.5302,10
11.1462,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,550,525,0.5302,10
11.1852,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,515,525,0.5302,10
11.2202,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,515,525,0.5302,10
11.2553,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,537,525,0.5302,10
11.2892,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,567,525,0.5302,10
11.3241,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,507,525,0.5302,10
11.3594,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,31,0.033108,0,519,525,0.5302,10
11.3974,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,525,0.5302,10
11.4357,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,541,525,0.5302,10
11.4711,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,506,525,0.5302,10
11.5072,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,525,0.5302,10
11.5382,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,550,525,0.5302,10
11.5723,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,537,525,0.5302,10
11.6031,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,511,525,0.5302,10
11.6382,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,519,525,0.5302,10
11.6703,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,537,525,0.5302,10
11.7033,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,507,525,0.5302,10
11.7363,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,567,525,0.5302,10
11.7703,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,554,525,0.5302,10
11.8022,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,527,0.5302,10
11.8351,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,511,525,0.5302,10
11.8702,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,563,525,0.5302,10
11.9093,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,494,525,0.5302,10
11.9412,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,519,525,0.5302,10
11.9762,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,515,525,0.5302,10
12.0092,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,533,525,0.5302,10
12.0405,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,550,525,0.5302,10
12.0712,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,525,0.5302,10
12.1073,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,520,525,0.5302,10
12.1413,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,498,525,0.5302,10
12.1733,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,515,525,0.5302,10
12.2062,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,562,525,0.5302,10
12.2402,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,550,525,0.5302,10
12.2731,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,550,524,0.5302,10
12.3041,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,545,525,0.5302,10
12.3403,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,481,525,0.5302,10
12.3745,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,524,525,0.5302,10
12.4073,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,515,525,0.5302,10
12.4382,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,541,525,0.5302,10
12.4764,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,524,525,0.5302,10
12.5126,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,507,525,0.5302,10
12.5483,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,545,525,0.5302,10
12.5802,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,525,0.5302,10
12.6134,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,541,525,0.5302,10
12.6462,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,31,0.033108,0,537,526,0.5302,10
12.6802,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,525,0.5302,10
12.7133,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,485,526,0.5302,10
12.7462,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,507,525,0.5302,10
12.7806,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,524,0.5302,10
12.8133,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,554,525,0.5302,10
12.8483,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,515,525,0.5302,10
12.8843,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,525,0.5302,10
12.9152,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,498,525,0.5302,10
12.9452,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,537,525,0.5302,10
12.9802,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,533,525,0.5302,10
13.0112,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,533,525,0.5302,10
13.0483,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,524,525,0.5302,10
13.0813,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,541,524,0.5302,10
13.1156,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,526,0.5302,10
13.1493,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,506,526,0.5302,10
13.1842,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,546,526,0.5302,10
13.2172,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,511,525,0.5302,10
13.2503,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,497,525,0.5302,10
13.2832,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,524,525,0.5302,10
13.3203,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,545,525,0.5302,10
13.3553,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,524,525,0.5302,10
13.3894,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,533,525,0.5302,10
13.4246,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,537,526,0.5302,10
13.4603,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,563,525,0.5302,10
13.4953,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,525,0.5302,10
13.5292,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,541,525,0.5302,10
13.5658,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,526,0.5302,10
13.6035,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,558,526,0.5302,10
13.6395,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,525,0.5302,10
13.6773,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,507,525,0.5302,10
13.7133,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,528,525,0.5302,10
13.7473,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,532,525,0.5302,10
13.7814,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,567,525,0.5302,10
13.8174,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,537,525,0.5302,10
13.8573,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,498,525,0.5302,10
13.8893,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,525,0.5302,10
13.9205,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,511,525,0.5302,10
13.9553,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,528,525,0.5302,10
13.9853,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,533,525,0.5302,10
14.026,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,519,526,0.5302,10
14.0634,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,537,525,0.5302,10
14.0973,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,525,0.5302,10
14.1316,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,554,525,0.5302,10
14.1644,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,515,525,0.5302,10
14.1962,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,525,0.5302,10
14.2292,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,567,525,0.5302,10
14.2624,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,498,525,0.5302,10
14.2964,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,550,525,0.5302,10
14.3295,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,546,525,0.5302,10
14.3613,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,537,525,0.5302,10
14.3953,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,515,525,0.5302,10
14.4334,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,533,526,0.5302,10
14.4735,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,537,525,0.5302,10
14.5084,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,532,525,0.5302,10
14.5425,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,481,525,0.5302,10
14.5809,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,541,526,0.5302,10
14.6183,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,524,525,0.5302,10
14.6493,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,515,526,0.5302,10
14.6833,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,525,0.5302,10
14.7172,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,528,525,0.5302,10
14.7483,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,519,525,0.5302,10
14.7814,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,525,0.5302,10
14.8133,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,511,525,0.5302,10
14.8442,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,524,525,0.5302,10
14.8743,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,533,526,0.5302,10
14.9063,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,485,525,0.5302,10
14.9382,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,528,525,0.5302,10
14.9714,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,554,525,0.5302,10
