t_s,qd_deg,q_deg,e_deg,tq_cmd_permille,tq_act_permille,pos_counts,qd_counts,qd_dot_counts_s,qdot_counts_s
8.419119,-16.756609,-5.323975,-11.432634,-100,-105,-4846,-15252,6244.457295,-6600.000000
8.431359,-16.672144,-5.355835,-11.316309,-100,-97,-4875,-15175,6317.972411,-5800.000000
8.445197,-16.575459,-5.390991,-11.184467,-100,-101,-4907,-15087,6400.640045,-6400.000000
8.457196,-16.490612,-5.423950,-11.066662,-100,-102,-4937,-15010,6471.926511,-6000.000000
8.470172,-16.397805,-5.458008,-10.939797,-100,-99,-4968,-14926,6548.600978,-6200.000000
8.483208,-16.303465,-5.495361,-10.808103,-100,-93,-5002,-14840,6625.196578,-6800.000000
8.496254,-16.207966,-5.529419,-10.678547,-100,-105,-5033,-14753,6701.399300,-6200.000000
8.508106,-16.120254,-5.557983,-10.562271,-100,-99,-5059,-14673,6770.244092,-5200.000000
8.520220,-16.029685,-5.587646,-10.442039,-100,-101,-5086,-14591,6840.218932,-5400.000000
8.532123,-15.939789,-5.616211,-10.323578,-100,-101,-5112,-14509,6908.588898,-5200.000000
8.544203,-15.847642,-5.646973,-10.200669,-100,-101,-5140,-14425,6977.582825,-5600.000000
8.556210,-15.755147,-5.676636,-10.078511,-100,-99,-5167,-14341,7045.761149,-5400.000000
8.568300,-15.661109,-5.706299,-9.954810,-100,-99,-5194,-14255,7114.003823,-5400.000000
8.582203,-15.551853,-5.741455,-9.810398,-100,-97,-5226,-14156,7191.972314,-6400.000000
8.595239,-15.448331,-5.775513,-9.672818,-100,-97,-5257,-14061,7264.580284,-6200.000000
8.608195,-15.344417,-5.804077,-9.540340,-100,-99,-5283,-13967,7336.260830,-5200.000000
8.620152,-15.247614,-5.830444,-9.417169,-100,-99,-5307,-13879,7401.982081,-4800.000000
8.632158,-15.149549,-5.857910,-9.291639,-100,-101,-5332,-13789,7467.551756,-5000.000000
8.644182,-15.050471,-5.886475,-9.163996,-100,-105,-5358,-13699,7532.795325,-5200.000000
8.657229,-14.941994,-5.918335,-9.023660,-100,-100,-5387,-13601,7603.101669,-5800.000000
8.670257,-14.832668,-5.950195,-8.882472,-100,-100,-5416,-13501,7672.799874,-5800.000000
8.683356,-14.721747,-5.984253,-8.737494,-100,-101,-5447,-13400,7742.356697,-6200.000000
8.696217,-14.611871,-6.016113,-8.595758,-100,-101,-5476,-13300,7810.140204,-5800.000000
8.708205,-14.508602,-6.044678,-8.463924,-100,-99,-5502,-13206,7872.858656,-5200.000000
8.720156,-14.404825,-6.071045,-8.333780,-100,-98,-5526,-13112,7934.943314,-4800.000000
8.732237,-14.299093,-6.098511,-8.200582,-100,-96,-5551,-13015,7997.248504,-5000.000000
8.745214,-14.184595,-6.130371,-8.054224,-80,-77,-5580,-12911,8063.665306,-5800.000000
8.758120,-14.069799,-6.161133,-7.908666,-67,-70,-5608,-12807,8129.181267,-5600.000000
8.771128,-13.953161,-6.186401,-7.766759,-100,-100,-5631,-12700,8194.672799,-4600.000000
8.786138,-13.817404,-6.210571,-7.606833,-100,-103,-5653,-12577,8269.568893,-4400.000000
8.799224,-13.698049,-6.239136,-7.458913,-4,-5,-5679,-12468,8334.263070,-5200.000000
8.812140,-13.579341,-6.262207,-7.317134,-72,-72,-5700,-12360,8397.561555,-4200.000000
8.824213,-13.467559,-6.267700,-7.199859,-100,-100,-5705,-12258,8456.235317,-1000.000000
8.838155,-13.337520,-6.278687,-7.058833,-100,-97,-5715,-12140,8523.381160,-2000.000000
8.852248,-13.205032,-6.296265,-6.908767,-79,-68,-5731,-12020,8590.589568,-3200.000000
8.864213,-13.091740,-6.313843,-6.777897,-49,-41,-5747,-11916,8647.119244,-3200.000000
8.878137,-12.958961,-6.330322,-6.628639,-36,-32,-5762,-11796,8712.292117,-3000.000000
8.892250,-12.823366,-6.339111,-6.484255,-100,-97,-5770,-11672,8777.670141,-1600.000000
8.906135,-12.688982,-6.345703,-6.343279,-100,-94,-5776,-11550,8841.316183,-1200.000000
8.919227,-12.561386,-6.362183,-6.199203,61,58,-5791,-11434,8900.712289,-3000.000000
8.932230,-12.433816,-6.375366,-6.058450,33,36,-5803,-11318,8959.108204,-2400.000000
8.946314,-12.294703,-6.357788,-5.936915,-100,-102,-5787,-11191,9021.684626,3200.000000
8.960260,-12.156010,-6.344604,-5.811405,-100,-99,-5775,-11065,9082.949448,2400.000000
8.973145,-12.027038,-6.364380,-5.662658,100,102,-5793,-10947,9138.934020,-3600.000000
8.987322,-11.884223,-6.379761,-5.504463,100,97,-5807,-10817,9199.839813,-2800.000000
9.001267,-11.742821,-6.347900,-5.394920,-100,-99,-5778,-10689,9259.039182,5800.000000
9.015233,-11.600303,-6.307251,-5.293052,-100,-95,-5741,-10559,9317.614543,7400.000000
9.028247,-11.466696,-6.316040,-5.150656,100,98,-5749,-10437,9371.551122,-1600.000000
9.041140,-11.333573,-6.342407,-4.991166,100,98,-5773,-10316,9424.369386,-4800.000000
9.054293,-11.197003,-6.327026,-4.869977,-100,-100,-5759,-10192,9477.614028,2800.000000
9.067470,-11.059422,-6.296265,-4.763157,-100,-96,-5731,-10067,9530.304851,5600.000000
9.081402,-10.913131,-6.308350,-4.604781,100,99,-5742,-9933,9585.305069,-2200.000000
9.094244,-10.777542,-6.333618,-4.443924,100,99,-5765,-9810,9635.352588,-4600.000000
9.107224,-10.639780,-6.318237,-4.321542,-98,-96,-5751,-9685,9685.301753,2800.000000
9.119263,-10.511370,-6.290771,-4.220599,-100,-102,-5726,-9568,9731.054565,5000.000000
9.132270,-10.371971,-6.302856,-4.069114,100,103,-5737,-9441,9779.856729,-2200.000000
9.145230,-10.232378,-6.328125,-3.904253,100,102,-5760,-9314,9827.835607,-4600.000000
9.158129,-10.092766,-6.314941,-3.777824,60,57,-5748,-9187,9874.942410,2400.000000
9.170217,-9.961343,-6.277588,-3.683755,-100,-100,-5714,-9067,9918.494436,6800.000000
9.184149,-9.809148,-6.245728,-3.563421,-100,-99,-5685,-8929,9967.983965,5800.000000
9.196219,-9.676688,-6.261108,-3.415580,100,100,-5699,-8808,10010.241249,-2800.000000
9.209226,-9.533318,-6.288574,-3.244744,100,102,-5724,-8677,10055.135657,-5000.000000
9.222140,-9.390343,-6.275391,-3.114953,100,99,-5712,-8547,10099.044784,2400.000000
9.234140,-9.256931,-6.235840,-3.021091,-100,-101,-5676,-8426,10139.250886,7200.000000
9.247237,-9.110729,-6.202881,-2.907848,-100,-97,-5646,-8293,10182.472624,6000.000000
9.260225,-8.965139,-6.221558,-2.743581,100,100,-5663,-8160,10224.652282,-3400.000000
9.273180,-8.819315,-6.255615,-2.563699,100,100,-5694,-8028,10266.049165,-6200.000000
9.286150,-8.672744,-6.246826,-2.425918,100,101,-5686,-7894,10306.810399,1600.000000
9.299239,-8.524235,-6.209473,-2.314762,-67,-69,-5652,-7759,10347.254517,6800.000000
9.312144,-8.377254,-6.174316,-2.202938,-2,0,-5620,-7625,10386.443353,6400.000000
9.324226,-8.239147,-6.173218,-2.065930,100,101,-5619,-7499,10422.514240,200.000000
9.337287,-8.089322,-6.177612,-1.911710,100,97,-5623,-7363,10460.830631,-800.000000
9.351278,-7.928219,-6.156738,-1.771481,100,97,-5604,-7216,10501.095141,3800.000000
9.364262,-7.778162,-6.130371,-1.647791,100,103,-5580,-7080,10537.735992,4800.000000
9.377353,-7.626340,-6.099609,-1.526731,100,101,-5552,-6942,10573.969850,5600.000000
9.390252,-7.476246,-6.066650,-1.409596,100,100,-5522,-6805,10608.970967,6000.000000
9.403181,-7.325305,-6.033691,-1.291613,100,102,-5492,-6668,10643.355611,6000.000000
9.415205,-7.184507,-6.000732,-1.183775,100,103,-5462,-6539,10674.700340,6000.000000
9.427352,-7.041846,-5.967773,-1.074073,100,102,-5432,-6410,10705.748472,6000.000000
9.440232,-6.890124,-5.935913,-0.954211,100,98,-5403,-6272,10737.990076,5800.000000
9.453163,-6.737346,-5.905151,-0.832195,100,101,-5375,-6132,10769.651979,5600.000000
9.467246,-6.570459,-5.871094,-0.699366,100,100,-5344,-5981,10803.324272,6200.000000
9.479259,-6.427694,-5.841431,-0.586263,100,104,-5317,-5851,10831.379161,5400.000000
9.492233,-6.273090,-5.808472,-0.464618,100,99,-5287,-5710,10860.986526,6000.000000
9.506173,-6.106518,-5.773315,-0.333202,100,98,-5255,-5558,10891.992480,6400.000000
9.519328,-5.948895,-5.738159,-0.210736,100,100,-5223,-5415,10920.486196,6400.000000
9.533156,-5.782764,-5.704102,-0.078662,100,98,-5192,-5264,10949.634626,6200.000000
9.546260,-5.624942,-5.673340,0.048398,100,100,-5164,-5120,10976.491711,5600.000000
9.559166,-5.469124,-5.641479,0.172355,100,102,-5135,-4978,11002.216885,5800.000000
9.571238,-5.323043,-5.612915,0.289872,100,101,-5109,-4845,11025.626093,5200.000000
9.583403,-5.175529,-5.583252,0.407723,100,99,-5082,-4711,11048.573405,5400.000000
9.597284,-5.006848,-5.546997,0.540150,100,102,-5049,-4557,11073.967749,6600.000000
9.611264,-4.836578,-5.509644,0.673066,100,99,-5015,-4402,11098.691879,6800.000000
9.625306,-4.665172,-5.470093,0.804921,100,103,-4979,-4246,11122.664396,7200.000000
9.638163,-4.507909,-5.439331,0.931422,100,100,-4951,-4103,11143.855027,5600.000000
9.652232,-4.335489,-5.403076,1.067588,100,95,-4918,-3946,11166.209313,6600.000000
9.664335,-4.186894,-5.374512,1.187617,100,99,-4892,-3811,11184.741261,5200.000000
9.678350,-4.014518,-5.341553,1.327035,100,104,-4862,-3654,11205.393423,6000.000000
9.691355,-3.854289,-5.308594,1.454305,100,104,-4832,-3508,11223.779595,6000.000000
9.705244,-3.682879,-5.274536,1.591658,100,98,-4801,-3352,11242.588619,6200.000000
9.718168,-3.523131,-5.238281,1.715151,100,99,-4768,-3207,11259.321280,6600.000000
9.730271,-3.373313,-5.207520,1.834207,100,97,-4740,-3070,11274.318530,5600.000000
9.744235,-3.200225,-5.172363,1.972139,100,103,-4708,-2913,11290.810917,6400.000000
9.756264,-3.050924,-5.143799,2.092875,100,99,-4682,-2777,11304.321103,5200.000000
9.769398,-2.887707,-5.110840,2.223133,100,98,-4652,-2628,11318.335162,6000.000000
9.782369,-2.726312,-5.078979,2.352667,100,99,-4623,-2482,11331.419541,5800.000000
9.797316,-2.540119,-5.039429,2.499310,100,101,-4587,-2312,11345.562815,7200.000000
9.810191,-2.379560,-5.004272,2.624712,100,101,-4555,-2166,11356.943044,6400.000000
9.822280,-2.228663,-4.971313,2.742651,100,98,-4525,-2029,11366.951981,6000.000000
9.835419,-2.064503,-4.938354,2.873851,100,103,-4495,-1879,11377.087148,6000.000000
9.849269,-1.891311,-4.903198,3.011888,100,97,-4463,-1722,11386.931121,6400.000000
9.864376,-1.702235,-4.866943,3.164708,100,100,-4430,-1549,11396.685293,6600.000000
9.877266,-1.540792,-4.832886,3.292094,100,100,-4399,-1402,11404.195864,6200.000000
9.890296,-1.377485,-4.797729,3.420245,100,100,-4367,-1254,11411.028087,6400.000000
9.903191,-1.215790,-4.763672,3.547882,100,97,-4336,-1107,11417.036107,6200.000000
9.916174,-1.052901,-4.727417,3.674516,100,101,-4303,-958,11422.328314,6600.000000
9.928256,-0.901259,-4.694458,3.793199,100,100,-4273,-820,11426.570282,6000.000000
9.940267,-0.750448,-4.664795,3.914347,100,99,-4246,-683,11430.134859,5400.000000
9.953206,-0.587947,-4.630737,4.042790,100,100,-4215,-535,11433.246255,6200.000000
9.965222,-0.437002,-4.599976,4.162974,100,100,-4187,-398,11435.459014,5600.000000
9.977277,-0.285531,-4.567017,4.281486,100,100,-4157,-260,11437.024061,6000.000000
9.992264,-0.097211,-4.526367,4.429156,100,95,-4120,-88,11438.054672,7400.000000
