t_s,qd_deg,q_deg,e_deg,tq_cmd_permille,tq_act_permille,pos_counts,qd_counts,qd_dot_counts_s,qdot_counts_s
4.737028,3.289585,4.196777,-0.907192,-100,-103,3820,2994,-11282.407859,-5000.000000
4.749022,3.140828,4.168213,-1.027385,-100,-99,3794,2859,-11296.264956,-5200.000000
4.763032,2.966835,4.134155,-1.167320,-100,-102,3763,2700,-11311.639431,-6200.000000
4.775068,2.817184,4.103394,-1.286210,-100,-101,3735,2564,-11324.146926,-5600.000000
4.787065,2.667838,4.071533,-1.403695,-100,-104,3706,2428,-11335.970871,-5800.000000
4.799041,2.518624,4.038574,-1.519950,-100,-99,3676,2293,-11347.130103,-6000.000000
4.812052,2.356345,4.001221,-1.644876,-100,-99,3642,2145,-11358.526176,-6800.000000
4.825028,2.194337,3.964966,-1.770629,-100,-99,3609,1997,-11369.136097,-6600.000000
4.839038,2.019256,3.928711,-1.909455,-100,-99,3576,1838,-11379.742930,-6600.000000
4.853018,1.844403,3.891357,-2.046955,-100,-98,3542,1679,-11389.447573,-6800.000000
4.865050,1.693794,3.859497,-2.165703,-100,-101,3513,1542,-11397.096637,-5800.000000
4.878022,1.531315,3.823242,-2.291927,-100,-99,3480,1394,-11404.613387,-6600.000000
4.891060,1.367907,3.786987,-2.419080,-100,-102,3447,1245,-11411.404918,-6600.000000
4.903130,1.216555,3.751831,-2.535276,-100,-101,3415,1107,-11417.009430,-6400.000000
4.915025,1.067318,3.717773,-2.650456,-100,-97,3384,971,-11421.890664,-6200.000000
4.927053,0.916355,3.685913,-2.769558,-100,-97,3355,834,-11426.177569,-5800.000000
4.939021,0.766098,3.655151,-2.889054,-100,-100,3327,697,-11429.795284,-5600.000000
4.952031,0.602708,3.618896,-3.016189,-100,-104,3294,549,-11432.994857,-6600.000000
4.965060,0.439031,3.582642,-3.143610,-100,-99,3261,400,-11435.433586,-6600.000000
4.978041,0.275936,3.544189,-3.268253,-100,-101,3226,251,-11437.101093,-7000.000000
4.991071,0.112207,3.505737,-3.393530,-100,-97,3191,102,-11438.009769,-7000.000000
5.003029,-0.038067,3.471680,-3.509747,-100,-98,3160,-35,-11438.169067,-6200.000000
5.015034,-0.188919,3.439819,-3.628738,-100,-100,3131,-172,-11437.679482,-5800.000000
5.027041,-0.339795,3.407959,-3.747754,-100,-99,3102,-309,-11436.538845,-5800.000000
5.039033,-0.490456,3.376099,-3.866555,-100,-100,3073,-446,-11434.749989,-5800.000000
5.052073,-0.654247,3.339844,-3.994091,-100,-98,3040,-596,-11432.068160,-6600.000000
5.064049,-0.804641,3.306885,-4.111526,-100,-103,3010,-732,-11428.929005,-6000.000000
5.077038,-0.967715,3.269531,-4.237246,-100,-97,2976,-881,-11424.792515,-6800.000000
5.089057,-1.118538,3.235474,-4.354012,-100,-102,2945,-1018,-11420.287476,-6200.000000
5.102044,-1.281442,3.201416,-4.482858,-100,-99,2914,-1166,-11414.687434,-6200.000000
5.114031,-1.431730,3.171753,-4.603483,-100,-101,2887,-1303,-11408.843919,-5400.000000
5.127107,-1.595571,3.139893,-4.735464,-100,-100,2858,-1452,-11401.731820,-5800.000000
5.139044,-1.745052,3.110229,-4.855281,-100,-101,2831,-1588,-11394.567064,-5400.000000
5.154053,-1.932866,3.072876,-5.005742,-100,-95,2797,-1759,-11384.648546,-6800.000000
5.167042,-2.095264,3.038818,-5.134083,-100,-103,2766,-1907,-11375.247643,-6200.000000
5.180113,-2.258533,3.004761,-5.263294,-100,-99,2735,-2056,-11365.023436,-6200.000000
5.194044,-2.432398,2.968506,-5.400903,-100,-98,2702,-2214,-11353.281250,-6600.000000
5.206056,-2.582146,2.938843,-5.520989,-100,-103,2675,-2350,-11342.459310,-5400.000000
5.220063,-2.756596,2.902588,-5.659184,-100,-103,2642,-2509,-11329.022883,-6600.000000
5.233031,-2.917898,2.869629,-5.787527,-100,-97,2612,-2656,-11315.802221,-6000.000000
5.245054,-3.067290,2.837769,-5.905059,-100,-99,2583,-2792,-11302.872376,-5800.000000
5.258036,-3.228389,2.803711,-6.032100,-100,-103,2552,-2939,-11288.188126,-6200.000000
5.270033,-3.377075,2.770752,-6.147826,-100,-98,2522,-3074,-11273.950200,-6000.000000
5.282047,-3.525779,2.738892,-6.264670,-100,-99,2493,-3209,-11259.050183,-5800.000000
5.294038,-3.674009,2.709229,-6.383238,-100,-99,2466,-3344,-11243.537745,-5400.000000
5.306025,-3.821973,2.680664,-6.502637,-100,-102,2440,-3479,-11227.393558,-5200.000000
5.318256,-3.972720,2.652100,-6.624819,-100,-97,2414,-3616,-11210.264838,-5200.000000
5.333128,-4.155705,2.618042,-6.773746,-100,-99,2383,-3783,-11188.545270,-6200.000000
5.346054,-4.314461,2.586182,-6.900642,-100,-98,2354,-3927,-11168.872945,-5800.000000
5.360334,-4.489502,2.551025,-7.040527,-100,-99,2322,-4086,-11146.285202,-6400.000000
5.375033,-4.669313,2.513672,-7.182985,-100,-106,2288,-4250,-11122.095958,-6800.000000
5.387129,-4.816975,2.481812,-7.298786,-100,-101,2259,-4385,-11101.479940,-5800.000000
5.401262,-4.989162,2.446655,-7.435817,-100,-105,2227,-4541,-11076.578263,-6400.000000
5.415118,-5.157580,2.414795,-7.572375,-100,-100,2198,-4695,-11051.318473,-5800.000000
5.428108,-5.315124,2.382935,-7.698058,-100,-100,2169,-4838,-11026.875638,-5800.000000
5.441123,-5.472616,2.349976,-7.822591,-100,-100,2139,-4981,-11001.649016,-6000.000000
5.454043,-5.628592,2.318115,-7.946707,-100,-100,2110,-5123,-10975.879642,-5800.000000
5.467038,-5.785108,2.282959,-8.068067,-100,-100,2078,-5266,-10949.229602,-6400.000000
5.479132,-5.930416,2.247803,-8.178218,-100,-97,2046,-5398,-10923.773221,-6400.000000
5.492104,-6.085900,2.212646,-8.298547,-100,-97,2014,-5540,-10895.766145,-6400.000000
5.504986,-6.239896,2.181885,-8.421781,-100,-100,1986,-5680,-10867.238950,-5600.000000
5.517106,-6.384422,2.151123,-8.535545,-100,-101,1958,-5811,-10839.746752,-5600.000000
5.529990,-6.537643,2.119263,-8.656906,-100,-100,1929,-5951,-10809.834036,-5800.000000
5.542057,-6.680758,2.088501,-8.769259,-100,-99,1901,-6081,-10781.176084,-5600.000000
5.555142,-6.835525,2.055542,-8.891067,-100,-99,1871,-6222,-10749.397528,-6000.000000
5.568081,-6.988097,2.020386,-9.008483,-100,-103,1839,-6361,-10717.261763,-6400.000000
5.581179,-7.142079,1.984131,-9.126210,-100,-101,1806,-6501,-10684.008745,-6600.000000
5.595146,-7.305740,1.948975,-9.254714,-100,-99,1774,-6650,-10647.753133,-6400.000000
5.609100,-7.468691,1.914917,-9.383608,-100,-94,1743,-6798,-10610.711468,-6200.000000
5.621999,-7.618811,1.883057,-9.501868,-100,-101,1714,-6935,-10575.744871,-5800.000000
5.634985,-7.769439,1.848999,-9.618438,-100,-102,1683,-7072,-10539.840690,-6200.000000
5.647079,-7.909255,1.814941,-9.724197,-100,-103,1652,-7199,-10505.771568,-6200.000000
5.659072,-8.047451,1.780884,-9.828335,-100,-100,1621,-7325,-10471.388446,-6200.000000
5.672024,-8.196185,1.743530,-9.939715,-100,-99,1587,-7460,-10433.587835,-6800.000000
5.684986,-8.344491,1.710571,-10.055063,-100,-100,1557,-7595,-10395.066024,-6000.000000
5.697113,-8.482744,1.677612,-10.160356,-100,-100,1527,-7721,-10358.401130,-6000.000000
5.709069,-8.618565,1.646851,-10.265415,-100,-96,1499,-7845,-10321.664624,-5600.000000
5.722017,-8.765108,1.611694,-10.376802,-100,-103,1467,-7978,-10281.222525,-6400.000000
5.735208,-8.913798,1.576538,-10.490336,-100,-99,1435,-8114,-10239.323685,-6400.000000
5.749118,-9.069932,1.538086,-10.608018,-100,-101,1400,-8256,-10194.378120,-7000.000000
5.763238,-9.227719,1.497437,-10.725156,-100,-101,1363,-8399,-10147.956458,-7400.000000
5.777022,-9.381041,1.460083,-10.841124,-100,-98,1329,-8539,-10101.871969,-6800.000000
5.789114,-9.514973,1.428223,-10.943195,-100,-99,1300,-8661,-10060.817726,-5800.000000
5.803056,-9.668713,1.390869,-11.059582,-100,-99,1266,-8801,-10012.761344,-6800.000000
5.815088,-9.800787,1.359009,-11.159796,-100,-99,1237,-8921,-9970.673482,-5800.000000
5.828068,-9.942647,1.321655,-11.264302,-100,-101,1203,-9050,-9924.628128,-6800.000000
5.840986,-10.083171,1.285400,-11.368571,-100,-101,1170,-9178,-9878.147931,-6600.000000
5.853075,-10.214070,1.249146,-11.463216,-100,-99,1137,-9297,-9834.062630,-6600.000000
5.867016,-10.364298,1.210693,-11.574992,-100,-96,1102,-9434,-9782.516740,-7000.000000
5.879101,-10.493879,1.177734,-11.671614,-100,-97,1072,-9552,-9737.227247,-6000.000000
5.892089,-10.632465,1.143677,-11.776142,-100,-102,1041,-9678,-9687.928750,-6200.000000
5.904987,-10.769394,1.111816,-11.881211,-100,-96,1012,-9803,-9638.331899,-5800.000000
5.917990,-10.906727,1.075562,-11.982289,-100,-98,979,-9928,-9587.688552,-6600.000000
5.930081,-11.033767,1.041504,-12.075271,-100,-103,948,-10043,-9540.026058,-6200.000000
5.942077,-11.159181,1.008545,-12.167726,-100,-106,918,-10157,-9492.193111,-6000.000000
5.955000,-11.293575,0.974487,-12.268063,-100,-104,887,-10280,-9440.061363,-6200.000000
5.968001,-11.428035,0.941528,-12.369564,-100,-99,857,-10402,-9386.984647,-6000.000000
5.980116,-11.552647,0.910767,-12.463414,-100,-100,829,-10515,-9336.960358,-5600.000000
5.993017,-11.684602,0.878906,-12.563508,-100,-96,800,-10636,-9283.098263,-5800.000000
6.005078,-11.807266,0.847046,-12.654312,-100,-104,771,-10747,-9232.193555,-5800.000000
6.018074,-11.938691,0.814087,-12.752777,-100,-98,741,-10867,-9176.744763,-6000.000000
6.030074,-12.059338,0.782227,-12.841564,-100,-99,712,-10977,-9125.001419,-5800.000000
6.043131,-12.189822,0.744873,-12.934695,-100,-99,678,-11095,-9068.115617,-6800.000000
6.056007,-12.317704,0.711914,-13.029618,-100,-100,648,-11212,-9011.416785,-6000.000000
6.068081,-12.436875,0.681152,-13.118027,-100,-99,620,-11320,-8957.719388,-5600.000000
6.082049,-12.573861,0.644897,-13.218758,-100,-99,587,-11445,-8894.949097,-6600.000000
6.094110,-12.691363,0.614136,-13.305499,-100,-95,559,-11552,-8840.198497,-5600.000000
6.107273,-12.818765,0.578979,-13.397744,-100,-102,527,-11668,-8779.868078,-6400.000000
6.120012,-12.941232,0.544922,-13.486153,-100,-102,496,-11779,-8720.907622,-6200.000000
6.132033,-13.056039,0.511963,-13.568002,-100,-101,466,-11884,-8664.756301,-6000.000000
6.144092,-13.170457,0.480103,-13.650559,-100,-100,437,-11988,-8607.932690,-5800.000000
6.156004,-13.282740,0.450439,-13.733179,-100,-99,410,-12090,-8551.315281,-5400.000000
6.168010,-13.395148,0.422974,-13.818122,-100,-99,385,-12193,-8493.770744,-5000.000000
6.180082,-13.507416,0.394409,-13.901825,-100,-101,359,-12295,-8435.417056,-5200.000000
6.192119,-13.618580,0.364746,-13.983326,-100,-98,332,-12396,-8376.752007,-5400.000000
6.204193,-13.729308,0.335083,-14.064391,-100,-100,305,-12497,-8317.422468,-5400.000000
6.216082,-13.837561,0.304321,-14.141882,-100,-98,277,-12595,-8258.537506,-5600.000000
6.230116,-13.964348,0.266968,-14.231316,-100,-100,243,-12711,-8188.437282,-6800.000000
6.243007,-14.079863,0.231812,-14.311675,-100,-101,211,-12816,-8123.479636,-6400.000000
6.256093,-14.196173,0.199951,-14.396124,-100,-98,182,-12922,-8056.998474,-5800.000000
6.270031,-14.318997,0.165894,-14.484891,-100,-103,151,-13033,-7985.591533,-6200.000000
6.282101,-14.424483,0.137329,-14.561812,-100,-100,125,-13129,-7923.254007,-5200.000000
6.294110,-14.528605,0.107666,-14.636271,-100,-101,98,-13224,-7860.783863,-5400.000000
6.307012,-14.639553,0.074707,-14.714260,-100,-100,68,-13325,-7793.166513,-6000.000000
6.320012,-14.750368,0.040649,-14.791017,-100,-99,37,-13426,-7724.518992,-6200.000000
6.332073,-14.852293,0.007690,-14.859983,-100,-99,7,-13519,-7660.372586,-6000.000000
6.344091,-14.953011,-0.024170,-14.928841,-100,-103,-22,-13611,-7596.014485,-5800.000000
6.358023,-15.068707,-0.058228,-15.010479,-100,-99,-53,-13716,-7520.861471,-6200.000000
6.370101,-15.168067,-0.087891,-15.080176,-100,-100,-80,-13806,-7455.246418,-5400.000000
6.384135,-15.282418,-0.123047,-15.159371,-100,-98,-112,-13910,-7378.468380,-6400.000000
6.399106,-15.403101,-0.161499,-15.241602,-100,-99,-147,-14020,-7295.926205,-7000.000000
6.412110,-15.506823,-0.193359,-15.313463,-100,-95,-176,-14115,-7223.704699,-5800.000000
6.425028,-15.608825,-0.226318,-15.382507,-100,-104,-206,-14207,-7151.489322,-6000.000000
6.437100,-15.703229,-0.259277,-15.443951,-100,-102,-236,-14293,-7083.569678,-6000.000000
6.451149,-15.811944,-0.293335,-15.518609,-100,-99,-267,-14392,-7004.021603,-6200.000000
6.464147,-15.911434,-0.324097,-15.587338,-100,-101,-295,-14483,-6929.935013,-5600.000000
6.479247,-16.025683,-0.360352,-15.665332,-100,-98,-328,-14587,-6843.285333,-6600.000000
6.493034,-16.128731,-0.395508,-15.733223,-100,-103,-360,-14681,-6763.637728,-6400.000000
6.506112,-16.225368,-0.428467,-15.796901,-100,-94,-390,-14769,-6687.611040,-6000.000000
6.519099,-16.320241,-0.464722,-15.855519,-100,-99,-423,-14855,-6611.672712,-6600.000000
6.532169,-16.414630,-0.500977,-15.913653,-100,-98,-456,-14941,-6534.799457,-6600.000000
6.545320,-16.508486,-0.536133,-15.972353,-100,-103,-488,-15026,-6457.004827,-6400.000000
6.559044,-16.605228,-0.570190,-16.035037,-100,-101,-519,-15114,-6375.352281,-6200.000000
6.573122,-16.703178,-0.604248,-16.098930,-100,-91,-550,-15204,-6291.103974,-6200.000000
6.585023,-16.784970,-0.631714,-16.153256,-100,-98,-575,-15278,-6219.493872,-5000.000000
6.597197,-16.867657,-0.663574,-16.204083,-100,-100,-604,-15353,-6145.888886,-5800.000000
6.611133,-16.961107,-0.699829,-16.261278,-100,-101,-637,-15438,-6061.184335,-6600.000000
6.623343,-17.041917,-0.732788,-16.309129,-100,-101,-667,-15512,-5986.585390,-6000.000000
6.636184,-17.125816,-0.769043,-16.356773,-100,-102,-700,-15588,-5907.756253,-6600.000000
6.651161,-17.222264,-0.805298,-16.416966,-100,-99,-733,-15676,-5815.327839,-6600.000000
6.663181,-17.298566,-0.836060,-16.462506,-100,-97,-761,-15746,-5740.775474,-5600.000000
6.678154,-17.392234,-0.875610,-16.516623,-100,-101,-797,-15831,-5647.449358,-7200.000000
6.691223,-17.472734,-0.910767,-16.561967,-100,-100,-829,-15904,-5565.580685,-6400.000000
6.705060,-17.556678,-0.949219,-16.607459,-100,-99,-864,-15980,-5478.494796,-7000.000000
6.717115,-17.628731,-0.984375,-16.644356,-100,-101,-896,-16046,-5402.285450,-6400.000000
6.731255,-17.711959,-1.026123,-16.685836,-100,-100,-934,-16122,-5312.497917,-7600.000000
6.744110,-17.786408,-1.059082,-16.727325,-100,-100,-964,-16190,-5230.508834,-6000.000000
6.757108,-17.860503,-1.092041,-16.768462,-100,-100,-994,-16257,-5147.262743,-6000.000000
6.770028,-17.932979,-1.125000,-16.807979,-100,-100,-1024,-16323,-5064.169111,-6000.000000
6.782065,-17.999434,-1.156860,-16.842573,-100,-98,-1053,-16383,-4986.459980,-5800.000000
6.795164,-18.070584,-1.193115,-16.877469,-100,-105,-1086,-16448,-4901.567946,-6600.000000
6.808121,-18.139758,-1.229370,-16.910388,-100,-96,-1119,-16511,-4817.270071,-6600.000000
6.822037,-18.212710,-1.266724,-16.945986,-100,-99,-1153,-16578,-4726.381610,-6800.000000
6.834046,-18.274548,-1.297485,-16.977063,-100,-101,-1181,-16634,-4647.653386,-5600.000000
6.846132,-18.335734,-1.327148,-17.008586,-100,-99,-1208,-16690,-4568.152203,-5400.000000
6.859245,-18.400919,-1.360107,-17.040812,-100,-99,-1238,-16749,-4481.602077,-6000.000000
6.872041,-18.463328,-1.391968,-17.071360,-100,-100,-1267,-16806,-4396.846812,-5800.000000
6.885302,-18.526746,-1.427124,-17.099622,-100,-102,-1299,-16863,-4308.710226,-6400.000000
6.898035,-18.586426,-1.458984,-17.127441,-100,-104,-1328,-16918,-4223.805595,-5800.000000
6.913121,-18.655596,-1.500732,-17.154864,-100,-100,-1366,-16981,-4122.857865,-7600.000000
6.927045,-18.717949,-1.536987,-17.180961,-100,-102,-1399,-17037,-4029.360844,-6600.000000
6.939128,-18.770899,-1.565552,-17.205347,-100,-102,-1425,-17086,-3947.972064,-5200.000000
6.954064,-18.834855,-1.602905,-17.231949,-100,-95,-1459,-17144,-3847.053157,-6800.000000
6.967098,-18.889311,-1.636963,-17.252348,-100,-100,-1490,-17193,-3758.709001,-6200.000000
6.979164,-18.938591,-1.668823,-17.269767,-100,-99,-1519,-17238,-3676.705941,-5800.000000
6.992144,-18.990391,-1.703979,-17.286412,-100,-102,-1551,-17285,-3588.249825,-6400.000000
7.005056,-19.040670,-1.740234,-17.300435,-100,-101,-1584,-17331,-3500.015729,-6600.000000
7.019058,-19.093773,-1.776489,-17.317283,-100,-104,-1617,-17380,-3404.079514,-6600.000000
7.031118,-19.138327,-1.806152,-17.332174,-100,-99,-1644,-17420,-3321.236280,-5400.000000
7.043160,-19.181715,-1.834717,-17.346998,-100,-99,-1670,-17460,-3238.331611,-5200.000000
7.056087,-19.227074,-1.865479,-17.361595,-100,-102,-1698,-17501,-3149.120459,-5600.000000
7.069036,-19.271236,-1.896240,-17.374996,-100,-99,-1726,-17541,-3059.553962,-5600.000000
7.081126,-19.311320,-1.927002,-17.384318,-100,-99,-1754,-17578,-2975.739041,-5600.000000
7.093144,-19.350059,-1.956665,-17.393394,-100,-101,-1781,-17613,-2892.257496,-5400.000000
7.107058,-19.393531,-1.995117,-17.398414,-100,-99,-1816,-17652,-2795.399881,-7000.000000
7.120152,-19.433085,-2.030273,-17.402812,-100,-103,-1848,-17688,-2704.060947,-6400.000000
7.135249,-19.477060,-2.067627,-17.409433,-100,-103,-1882,-17728,-2598.517572,-6800.000000
7.149134,-19.515959,-2.101685,-17.414275,-100,-101,-1913,-17764,-2501.234811,-6200.000000
7.163154,-19.553728,-2.136841,-17.416887,-100,-99,-1945,-17798,-2402.819066,-6400.000000
7.176124,-19.587317,-2.170898,-17.416418,-100,-101,-1976,-17829,-2311.605783,-6200.000000
7.189084,-19.619579,-2.203857,-17.415721,-100,-97,-2006,-17858,-2220.315234,-6000.000000
7.201070,-19.648261,-2.236816,-17.411445,-100,-96,-2036,-17884,-2135.745647,-6000.000000
7.213128,-19.675989,-2.269775,-17.406213,-100,-103,-2066,-17910,-2050.554659,-6000.000000
7.227138,-19.706789,-2.304932,-17.401857,-100,-99,-2098,-17938,-1951.416818,-6400.000000
7.240046,-19.733813,-2.335693,-17.398120,-100,-101,-2126,-17962,-1859.946533,-5600.000000
7.254052,-19.761668,-2.369751,-17.391917,-100,-97,-2157,-17988,-1760.561097,-6200.000000
7.267096,-19.786234,-2.402710,-17.383524,-100,-100,-2187,-18010,-1667.872808,-6000.000000
7.279200,-19.807840,-2.433472,-17.374368,-100,-98,-2215,-18030,-1581.769453,-5600.000000
7.292145,-19.829681,-2.465332,-17.364349,-100,-104,-2244,-18049,-1489.574447,-5800.000000
7.305046,-19.850142,-2.499390,-17.350752,-100,-105,-2275,-18068,-1397.597273,-6200.000000
7.319154,-19.871024,-2.535645,-17.335379,-100,-100,-2308,-18087,-1296.912171,-6600.000000
7.332146,-19.888873,-2.565308,-17.323565,-100,-101,-2335,-18103,-1204.102180,-5400.000000
7.347167,-19.907857,-2.601562,-17.306294,-100,-97,-2368,-18121,-1096.699928,-6600.000000
7.360048,-19.922725,-2.633423,-17.289303,-100,-95,-2397,-18134,-1004.513228,-5800.000000
7.374202,-19.937558,-2.669678,-17.267880,-100,-98,-2430,-18148,-903.145223,-6600.000000
7.388092,-19.950580,-2.707031,-17.243549,-100,-99,-2464,-18159,-803.599668,-6800.000000
7.401148,-19.961436,-2.744385,-17.217051,-100,-102,-2498,-18169,-709.972183,-6800.000000
7.415290,-19.971678,-2.783936,-17.187743,-100,-102,-2534,-18179,-608.505759,-7200.000000
7.429187,-19.980207,-2.817993,-17.162214,-100,-99,-2565,-18186,-508.753329,-6200.000000
7.442301,-19.986858,-2.850952,-17.135906,-100,-100,-2595,-18192,-414.583294,-6000.000000
7.457138,-19.992748,-2.888306,-17.104442,-100,-100,-2629,-18198,-308.003306,-6800.000000
7.470128,-19.996477,-2.921265,-17.075213,-100,-101,-2659,-18201,-214.670656,-6000.000000
7.485105,-19.999124,-2.961914,-17.037210,-100,-100,-2696,-18204,-107.044674,-7400.000000
7.498132,-19.999986,-2.999268,-17.000719,-100,-97,-2730,-18204,-13.425391,-6800.000000
7.511228,-19.999502,-3.035522,-16.963980,-100,-101,-2763,-18204,80.690411,-6600.000000
7.524163,-19.997695,-3.068481,-16.929214,-100,-104,-2793,-18202,173.650711,-6000.000000
7.539270,-19.993912,-3.106934,-16.886979,-100,-94,-2828,-18199,282.198138,-7000.000000
7.552184,-19.989251,-3.139893,-16.849358,-100,-100,-2858,-18195,374.966961,-6000.000000
7.564179,-19.983741,-3.172852,-16.810890,-100,-102,-2888,-18190,461.117481,-6000.000000
7.578095,-19.975927,-3.211304,-16.764624,-100,-102,-2923,-18183,561.032718,-7000.000000
7.590177,-19.967905,-3.245361,-16.722544,-100,-101,-2954,-18175,647.739123,-6200.000000
7.605136,-19.956378,-3.287109,-16.669268,-100,-103,-2992,-18165,755.047620,-7600.000000
7.618165,-19.944902,-3.321167,-16.623735,-100,-99,-3023,-18154,848.451699,-6200.000000
7.630270,-19.933042,-3.351929,-16.581113,-100,-100,-3051,-18143,935.182230,-5600.000000
7.644180,-19.917989,-3.388184,-16.529805,-100,-101,-3084,-18130,1034.778627,-6600.000000
7.658163,-19.901324,-3.426636,-16.474688,-100,-102,-3119,-18115,1134.820738,-7000.000000
7.672096,-19.883191,-3.462891,-16.420301,-100,-100,-3152,-18098,1234.411934,-6600.000000
7.685081,-19.864919,-3.498047,-16.366872,-100,-100,-3184,-18081,1327.149384,-6400.000000
7.699297,-19.843399,-3.535400,-16.307999,-100,-101,-3218,-18062,1428.571802,-6800.000000
7.712169,-19.822549,-3.565063,-16.257485,-100,-101,-3245,-18043,1520.308131,-5400.000000
7.726277,-19.798206,-3.599121,-16.199084,-100,-102,-3276,-18021,1620.740994,-6200.000000
7.740207,-19.772644,-3.633179,-16.139465,-100,-97,-3307,-17997,1719.779810,-6200.000000
7.754219,-19.745403,-3.670532,-16.074871,-100,-100,-3341,-17973,1819.269518,-6800.000000
7.768278,-19.716534,-3.705688,-16.010846,-100,-98,-3373,-17946,1918.947885,-6400.000000
7.782271,-19.686273,-3.745239,-15.941033,-100,-98,-3409,-17919,2018.011990,-7200.000000
7.797218,-19.652266,-3.783691,-15.868574,-100,-99,-3444,-17888,2123.660619,-7000.000000
7.812247,-19.616327,-3.821045,-15.795282,-100,-99,-3478,-17855,2229.693324,-6800.000000
7.826106,-19.581634,-3.854004,-15.727630,-100,-100,-3508,-17824,2327.300316,-6000.000000
7.838174,-19.550215,-3.883667,-15.666548,-100,-98,-3535,-17795,2412.149195,-5400.000000
7.850481,-19.517017,-3.916626,-15.600391,-100,-103,-3565,-17765,2498.534817,-6000.000000
7.864193,-19.478652,-3.950684,-15.527968,-100,-99,-3596,-17730,2594.611837,-6200.000000
7.878218,-19.437918,-3.988037,-15.449881,-100,-99,-3630,-17693,2692.675447,-6800.000000
7.890226,-19.401843,-4.019897,-15.381945,-100,-102,-3659,-17660,2776.472045,-5800.000000
7.903110,-19.361908,-4.050659,-15.311249,-100,-97,-3687,-17624,2866.202746,-5600.000000
7.916104,-19.320344,-4.080322,-15.240022,-100,-103,-3714,-17586,2956.517021,-5400.000000
7.928165,-19.280616,-4.107788,-15.172828,-100,-102,-3739,-17550,3040.162630,-5000.000000
7.940293,-19.239550,-4.136353,-15.103197,-100,-100,-3765,-17512,3124.098934,-5200.000000
7.953099,-19.194972,-4.167114,-15.027858,-100,-99,-3793,-17472,3212.534946,-5600.000000
7.965177,-19.151793,-4.197876,-14.953917,-100,-100,-3821,-17432,3295.748788,-5600.000000
7.979114,-19.100594,-4.234131,-14.866463,-100,-103,-3854,-17386,3391.538972,-6600.000000
7.991249,-19.054824,-4.267090,-14.787734,-100,-100,-3884,-17344,3474.730061,-6000.000000
8.004183,-19.004820,-4.296753,-14.708067,-100,-100,-3911,-17299,3563.176433,-5400.000000
8.018261,-18.948969,-4.329712,-14.619257,-100,-95,-3941,-17248,3659.173841,-6000.000000
8.032250,-18.892002,-4.363770,-14.528232,-100,-101,-3972,-17196,3754.283201,-6200.000000
8.045194,-18.837987,-4.394531,-14.443456,-100,-99,-4000,-17147,3842.033344,-5600.000000
8.058186,-18.782522,-4.427490,-14.355032,-100,-101,-4030,-17096,3929.848574,-6000.000000
8.072099,-18.721735,-4.462646,-14.259088,-100,-104,-4062,-17041,4023.603372,-6400.000000
8.085090,-18.663685,-4.496704,-14.166981,-100,-93,-4093,-16988,4110.866192,-6200.000000
8.098309,-18.603343,-4.530762,-14.072582,-100,-100,-4124,-16933,4199.374255,-6200.000000
8.111189,-18.543311,-4.560425,-13.982887,-100,-103,-4151,-16879,4285.339046,-5400.000000
8.124187,-18.481496,-4.588989,-13.892506,-100,-100,-4177,-16822,4371.810171,-5200.000000
8.137089,-18.418924,-4.619751,-13.799173,-100,-101,-4205,-16765,4457.345370,-5600.000000
8.149092,-18.359621,-4.648315,-13.711306,-100,-101,-4231,-16711,4536.663186,-5200.000000
8.162211,-18.293612,-4.679077,-13.614534,-100,-102,-4259,-16651,4623.058714,-5600.000000
8.175188,-18.227091,-4.710938,-13.516154,-100,-95,-4288,-16591,4708.213496,-5800.000000
8.189317,-18.153292,-4.748291,-13.405001,-100,-101,-4322,-16524,4800.565522,-6800.000000
8.203227,-18.079240,-4.781250,-13.297990,-100,-99,-4352,-16456,4891.116830,-6000.000000
8.216225,-18.008793,-4.810913,-13.197879,-100,-100,-4379,-16392,4975.395353,-5400.000000
8.230202,-17.931695,-4.842773,-13.088922,-100,-97,-4408,-16322,5065.655928,-5800.000000
8.244216,-17.853009,-4.876831,-12.976178,-100,-95,-4439,-16250,5155.758800,-6200.000000
8.257141,-17.779212,-4.909790,-12.869422,-100,-97,-4469,-16183,5238.504081,-6000.000000
8.269185,-17.709389,-4.940552,-12.768837,-100,-106,-4497,-16119,5315.299720,-5600.000000
8.284202,-17.620906,-4.981201,-12.639705,-100,-99,-4534,-16039,5410.628385,-7400.000000
8.297204,-17.543034,-5.017456,-12.525578,-100,-102,-4567,-15968,5492.771466,-6600.000000
8.309223,-17.470006,-5.047119,-12.422887,-100,-96,-4594,-15902,5568.380982,-5400.000000
8.323258,-17.383469,-5.082275,-12.301193,-100,-103,-4626,-15823,5656.269162,-6400.000000
8.336102,-17.303084,-5.111938,-12.191145,-100,-100,-4653,-15750,5736.320399,-5400.000000
8.350132,-17.213995,-5.147095,-12.066900,-100,-100,-4685,-15669,5823.329937,-6400.000000
8.363187,-17.129894,-5.180054,-11.949840,-100,-101,-4715,-15592,5903.888340,-6000.000000
8.377342,-17.037409,-5.217407,-11.820001,-100,-98,-4749,-15508,5990.781367,-6800.000000
8.390251,-16.951886,-5.252563,-11.699322,-100,-104,-4781,-15430,6069.616259,-6400.000000
8.404132,-16.858678,-5.287720,-11.570958,-100,-102,-4813,-15345,6153.942218,-6400.000000
