t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_raw_deg_s,qd_link_filt_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_raw_Nm,tau_pd_joint_limited_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_before_clamp_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
1.86,-49.551535,-531.8855,489.054081,-18.427368,-486.694336,-581.010578,-31.124167,49.125078,-0.461683,-18.155277,-18.155277,-18.61696,-0.1602,-0.392912,-0.392912,-0.394092,-16773,-838
1.862,-50.590806,-507.12875,499.311279,-19.43811,-505.371094,-573.44663,-31.152696,66.31788,-0.467786,-17.872633,-17.872633,-18.340419,-0.1602,-0.389455,-0.389455,-0.396228,-17693,-809
1.864,-51.58005,-481.871,509.07473,-20.629028,-595.458984,-575.647865,-30.951022,93.776865,-0.473399,-17.270188,-17.270188,-17.743588,-0.1602,-0.381995,-0.381995,-0.391956,-18777,-802
1.866,-52.51829,-456.1365,518.33478,-21.660645,-515.808105,-569.663889,-30.857645,113.527389,-0.478545,-16.868436,-16.868436,-17.346981,-0.1602,-0.377037,-0.377037,-0.380208,-19716,-779
1.868,-53.404596,-429.9505,527.082272,-22.721924,-530.639648,-565.761465,-30.682672,135.810965,-0.483243,-16.372629,-16.372629,-16.855873,-0.1602,-0.370898,-0.370898,-0.375936,-20682,-777
1.87,-54.238092,-403.33975,535.308555,-23.717285,-497.680664,-558.953385,-30.520807,155.613635,-0.487517,-15.92813,-15.92813,-16.415646,-0.1602,-0.365396,-0.365396,-0.365256,-21588,-768
1.872,-55.017955,-376.3305,543.005495,-24.626953,-454.833984,-548.541445,-30.391002,172.210945,-0.491386,-15.559159,-15.559159,-16.050545,-0.1602,-0.360832,-0.360832,-0.36312,-22416,-745
1.874,-55.743414,-348.94875,550.165481,-25.634399,-503.723145,-544.059615,-30.109015,195.110865,-0.494873,-14.987223,-14.987223,-15.482096,-0.1602,-0.353726,-0.353726,-0.358848,-23333,-714
1.876,-56.41375,-321.22175,556.781433,-26.684692,-525.146484,-542.168302,-29.729058,220.946552,-0.497997,-14.304203,-14.304203,-14.8022,-0.1602,-0.345227,-0.345227,-0.356712,-24289,-696
1.878,-57.028301,-293.17725,562.846808,-27.645996,-480.651855,-536.016657,-29.382305,242.839407,-0.500778,-13.710281,-13.710281,-14.211059,-0.1602,-0.337838,-0.337838,-0.346032,-25164,-675
1.88,-57.586459,-264.84275,568.355609,-28.579834,-466.918945,-529.106886,-29.006625,264.264136,-0.503234,-13.10686,-13.10686,-13.610094,-0.1602,-0.330326,-0.330326,-0.337488,-26014,-683
1.882,-58.087672,-236.2465,573.302388,-29.58728,-503.723145,-526.568512,-28.500392,290.322012,-0.505384,-12.342824,-12.342824,-12.848207,-0.1602,-0.320803,-0.320803,-0.330012,-26931,-642
1.884,-58.531445,-207.41675,577.682254,-30.563965,-488.342285,-522.745889,-27.96748,315.329139,-0.507242,-11.58083,-11.58083,-12.088072,-0.1602,-0.311301,-0.311301,-0.3204,-27820,-619
1.886,-58.917339,-178.382,581.490875,-31.409912,-422.973633,-512.768664,-27.507427,334.386664,-0.508823,-10.967183,-10.967183,-11.476006,-0.1602,-0.30365,-0.30365,-0.30972,-28590,-633
1.888,-59.244973,-149.1705,584.724485,-32.243774,-416.931152,-503.184912,-27.001199,354.014412,-0.51014,-10.315377,-10.315377,-10.825517,-0.1602,-0.295519,-0.295519,-0.302244,-29349,-599
1.89,-59.514021,-119.8115,587.379888,-33.023804,-390.014648,-491.867886,-26.490217,372.056386,-0.511205,-9.688344,-9.688344,-10.199549,-0.1602,-0.287694,-0.287694,-0.295836,-30059,-545
1.892,-59.724219,-90.33425,589.454456,-33.756592,-366.394043,-479.320502,-25.967627,388.986252,-0.512025,-9.07363,-9.07363,-9.585655,-0.1602,-0.280021,-0.280021,-0.28302,-30726,-555
1.894,-59.875358,-60.7675,590.946139,-34.480591,-361.999512,-467.588403,-25.394767,406.820903,-0.512609,-8.412416,-8.412416,-8.925026,-0.1602,-0.271763,-0.271763,-0.281952,-31385,-508
1.896,-59.967289,-31.14075,591.853461,-35.170532,-344.970703,-455.326633,-24.796757,424.185883,-0.512962,-7.744036,-7.744036,-8.256999,-0.1602,-0.263412,-0.263412,-0.27234,-32013,-504
1.898,-59.999921,-1.483,592.175526,-35.79895,-314.208984,-441.214868,-24.200971,439.731868,-0.513087,-7.108763,-7.108763,-7.62185,-0.1602,-0.255473,-0.255473,-0.265932,-32585,-443
1.9,-59.973221,28.176,591.912014,-36.384521,-292.785645,-426.371946,-23.5887,454.547946,-0.512985,-6.476158,-6.476158,-6.989143,0.1602,0.072836,0.072836,-0.25632,-33118,-482
1.902,-59.887217,57.807,591.063187,-36.949219,-282.348633,-411.969614,-22.937998,469.776614,-0.512655,-5.812877,-5.812877,-6.325532,0.1602,0.081131,0.081131,0.067284,-33632,-380
1.904,-59.741993,87.381,589.629883,-37.340332,-195.556641,-390.328317,-22.401661,477.709317,-0.512094,-5.346796,-5.346796,-5.85889,0.1602,0.086964,0.086964,0.079032,-33988,-174
1.906,-59.537693,116.8685,587.61352,-37.549072,-104.370117,-361.732497,-21.988621,478.600997,-0.511298,-5.078921,-5.078921,-5.590218,0.1602,0.090322,0.090322,0.0801,-34178,-66
1.908,-59.274519,146.24075,585.016093,-37.608398,-29.663086,-328.525556,-21.666121,474.766306,-0.510258,-4.948845,-4.948845,-5.459103,0.1602,0.091961,0.091961,0.092916,-34232,2
1.91,-58.95273,175.46825,581.840169,-37.579834,14.282227,-294.244778,-21.372896,469.713028,-0.508967,-4.85792,-4.85792,-5.366887,0.1602,0.093114,0.093114,0.089712,-34206,50
1.912,-58.572646,204.522,578.088888,-37.520508,29.663086,-261.853991,-21.052138,466.375991,-0.507412,-4.720223,-4.720223,-5.227635,0.1602,0.094855,0.094855,0.092916,-34152,56
1.914,-58.134642,233.37375,573.765962,-37.444702,37.902832,-231.878309,-20.68994,465.252059,-0.505582,-4.518585,-4.518585,-5.024167,0.1602,0.097398,0.097398,0.093984,-34083,71
1.916,-57.639151,261.9945,568.875663,-37.360107,42.297363,-204.460742,-20.279044,466.455242,-0.503463,-4.246583,-4.246583,-4.750046,0.1602,0.100824,0.100824,0.099324,-34006,72
1.918,-57.086664,290.35625,563.422828,-37.273315,43.395996,-179.675068,-19.813349,470.031318,-0.501038,-3.899692,-3.899692,-4.40073,0.1602,0.105191,0.105191,0.098256,-33927,64
1.92,-56.477726,318.43125,557.41285,-37.199707,36.804199,-158.027141,-19.278019,476.458391,-0.49829,-3.460504,-3.460504,-3.958794,0.1602,0.110715,0.110715,0.103596,-33860,54
1.922,-55.812939,346.191,550.85167,-37.127197,36.254883,-138.598939,-18.685742,484.789939,-0.495201,-2.953289,-2.953289,-3.448491,0.1602,0.117094,0.117094,0.111072,-33794,65
1.924,-55.092962,373.6085,543.745778,-37.049194,39.001465,-120.838898,-18.043768,494.447398,-0.491752,-2.392575,-2.392575,-2.884327,0.1602,0.124146,0.124146,0.12282,-33723,57
1.926,-54.318505,400.6565,536.102199,-36.962402,43.395996,-104.415409,-17.356103,505.071909,-0.487921,-1.787072,-1.787072,-2.274993,0.1602,0.131763,0.131763,0.123888,-33644,63
1.928,-53.490336,427.30825,527.928493,-36.872314,45.043945,-89.469474,-16.618022,516.777724,-0.483689,-1.131899,-1.131899,-1.615588,0.1602,0.140005,0.140005,0.135636,-33562,70
1.93,-52.609272,453.53775,519.232741,-36.777832,47.241211,-75.798405,-15.83144,529.336155,-0.479034,-0.432218,-0.432218,-0.911252,0.1602,0.148809,0.148809,0.143112,-33476,95
1.932,-51.676185,479.3185,510.023544,-36.66687,55.480957,-62.670469,-15.009315,541.988969,-0.473935,0.290823,0.290823,-0.183111,0.1602,0.157911,0.157911,0.145248,-33375,81
1.934,-50.691998,504.62525,500.310006,-36.543823,61.523438,-50.251078,-14.148175,554.876328,-0.468369,1.041791,1.041791,0.573422,0.1602,0.167368,0.167368,0.156996,-33263,110
1.936,-49.657684,529.433,490.101734,-36.399902,71.960449,-38.029926,-13.257782,567.462926,-0.462316,1.805378,1.805378,1.343063,0.1602,0.176988,0.176988,0.167676,-33132,99
1.938,-48.574266,553.7175,479.408822,-36.241699,79.101562,-26.316777,-12.332567,580.034277,-0.455754,2.589972,2.589972,2.134217,0.1602,0.186878,0.186878,0.174084,-32988,129
1.94,-47.442814,577.45425,468.241844,-36.05603,92.834473,-14.401652,-11.386784,591.855902,-0.448665,3.374044,3.374044,2.925379,0.1602,0.196767,0.196767,0.1869,-32819,135
1.942,-46.264449,600.61975,456.611842,-35.856079,99.975586,-2.963928,-10.40837,603.583678,-0.441028,4.176411,4.176411,3.735383,0.1602,0.206892,0.206892,0.19224,-32637,132
1.944,-45.040335,623.19175,444.530316,-35.66272,96.679688,7.000434,-9.377615,616.191316,-0.432827,5.026108,5.026108,4.593281,0.1602,0.217616,0.217616,0.203988,-32461,168
1.946,-43.771682,645.1475,432.009215,-35.450684,106.018066,16.902197,-8.320998,628.245303,-0.424045,5.88194,5.88194,5.457895,0.1602,0.228424,0.228424,0.220008,-32268,204
1.948,-42.459745,666.465,419.060918,-35.160645,145.019531,29.71393,-7.2991,636.75107,-0.414668,6.654636,6.654636,6.239968,0.1602,0.2382,0.2382,0.226416,-32004,213
1.95,-41.105822,687.1235,405.698231,-34.853027,153.808594,42.123397,-6.252795,645.000103,-0.404683,7.437761,7.437761,7.033077,0.1602,0.248113,0.248113,0.237096,-31724,210
1.952,-39.711251,707.10275,391.934367,-34.541016,156.005859,53.511643,-5.170235,653.591107,-0.394081,8.249,8.249,7.854919,0.1602,0.258386,0.258386,0.249912,-31440,239
1.954,-38.277411,726.3825,377.782936,-34.199341,170.837402,65.244219,-4.07807,661.138281,-0.382852,9.047889,9.047889,8.665036,0.1602,0.268513,0.268513,0.259524,-31129,305
1.956,-36.805721,744.944,363.257932,-33.85437,172.485352,75.968332,-2.951351,668.975668,-0.370994,9.87295,9.87295,9.501957,0.1602,0.278974,0.278974,0.268068,-30815,329
1.958,-35.297635,762.769,348.373719,-33.466553,193.908691,87.762368,-1.831082,675.006632,-0.358502,10.662544,10.662544,10.304042,0.1602,0.289001,0.289001,0.278748,-30462,269
1.96,-33.754645,779.83975,333.145014,-33.039185,213.684082,100.354539,-0.71546,679.485211,-0.345377,11.422204,11.422204,11.076827,0.1602,0.29866,0.29866,0.289428,-30073,328
1.962,-32.178276,796.1395,317.586877,-32.619507,209.838867,111.302972,0.441231,684.836528,-0.331624,12.222185,12.222185,11.890561,0.1602,0.308832,0.308832,0.295836,-29691,372
1.964,-30.570087,811.6515,301.714692,-32.171265,224.121094,122.584784,1.601178,689.066716,-0.317249,13.004587,13.004587,12.687338,0.1602,0.318792,0.318792,0.307584,-29283,332
1.966,-28.93167,826.361,285.544154,-31.679077,246.09375,134.935681,2.747407,691.425319,-0.302262,13.745944,13.745944,13.443682,0.1602,0.328246,0.328246,0.317196,-28835,406
1.968,-27.264643,840.25375,269.091255,-31.193481,242.797852,145.721898,3.928838,694.531852,-0.286677,14.521858,14.521858,14.235181,0.1602,0.33814,0.33814,0.326808,-28393,439
1.97,-25.570655,853.3155,252.372264,-30.577148,308.166504,161.966359,5.006493,691.349141,-0.270511,15.124612,15.124612,14.8541,0.1602,0.345876,0.345876,0.338556,-27832,475
1.972,-23.851381,865.53325,235.403712,-29.939941,318.603516,177.630074,6.08856,687.903176,-0.253784,15.725465,15.725465,15.471681,0.1602,0.353596,0.353596,0.346032,-27252,467
1.974,-22.108522,876.895,218.20238,-29.254395,342.773438,194.144411,7.145873,682.750589,-0.23652,16.281411,16.281411,16.044891,0.1602,0.360761,0.360761,0.35244,-26628,502
1.976,-20.343801,887.39,200.785278,-28.578735,337.82959,208.512929,8.234934,678.877071,-0.218745,16.879075,16.879075,16.660331,0.1602,0.368454,0.368454,0.35778,-26013,512
1.978,-18.558962,897.00725,183.169628,-27.873413,352.661133,222.927749,9.314451,674.079501,-0.200489,17.454781,17.454781,17.254292,0.1602,0.375879,0.375879,0.36846,-25371,541
1.98,-16.755772,905.7375,165.372849,-27.137329,368.041992,237.439173,10.381557,668.298327,-0.181786,18.005739,18.005739,17.823953,0.1602,0.382999,0.382999,0.3738,-24701,581
1.982,-14.936012,913.57225,147.412541,-26.422119,357.60498,249.455754,11.486107,664.116496,-0.162671,18.607483,18.607483,18.444812,0.1602,0.39076,0.39076,0.381276,-24050,570
1.984,-13.101483,920.5035,129.306462,-25.660767,380.67627,262.577806,12.559284,657.925694,-0.143183,19.154999,19.154999,19.011817,0.1602,0.397848,0.397848,0.39516,-23357,597
1.986,-11.253998,926.5245,111.072519,-24.799438,430.664062,279.386431,13.54544,647.138069,-0.123362,19.569129,19.569129,19.445767,0.1602,0.403272,0.403272,0.39516,-22573,632
1.988,-9.395385,931.62925,92.728741,-23.984253,407.592773,292.207065,14.588868,639.422185,-0.103253,20.071855,20.071855,19.968602,0.1602,0.409808,0.409808,0.404772,-21831,637
1.99,-7.527481,935.81275,74.293267,-23.063599,460.327148,309.019074,15.536118,626.793676,-0.082899,20.430088,20.430088,20.347188,0.1602,0.41454,0.41454,0.413316,-20993,654
1.992,-5.652134,939.071,55.784328,-22.025391,519.104004,330.027567,16.373257,609.043433,-0.062349,20.631667,20.631667,20.569318,0.1602,0.417316,0.417316,0.417588,-20048,687
1.994,-3.771197,941.40075,37.220226,-21.077271,474.060059,344.430816,17.306074,596.969934,-0.041649,20.99077,20.99077,20.94912,0.1602,0.422064,0.422064,0.413316,-19185,716
1.996,-1.886531,942.79925,0,-19.994019,541.625977,364.150332,18.107488,578.648918,-0.027289,21.160564,21.160564,21.133274,0.1602,0.424366,0.424366,0.419724,-18199,733
1.998,0,943.2655,0,-18.950317,521.850586,379.920357,18.950317,563.345143,0,21.408318,21.408318,21.408318,0.1602,0.427804,0.427804,0.423996,-17249,764
